"","source","target","value","energy_type"
"1",6,15,0.0450133872338496,"p_Acidobacteria"
"2",2,9,3.2714643465119,"p_Actinobacteria"
"3",1,11,1.75587963445158,"p_Proteobacteria"
"4",4,12,0.287905271439941,"p_Firmicutes"
"5",1,8,1.5077866058915,"p_Proteobacteria"
"6",5,13,0.113968724665853,"p_Chloroflexi"
"7",3,14,0.10081920796987,"p_Bacteroidetes"
"8",3,10,0.597541890447968,"p_Bacteroidetes"
"9",1,7,1.68993918845883,"p_Proteobacteria"
"10",23,44,0.185618973536147,"o_Bacillales"
"11",21,38,0.426090606562329,"o_Rhizobiales"
"12",17,53,0.148492520494708,"o_Burkholderiales"
"13",25,49,0.106318888640971,"o_Caulobacterales"
"14",17,32,1.00111417960711,"o_Burkholderiales"
"15",19,34,0.597541890447968,"o_Flavobacteriales"
"16",27,52,0.0893965994744574,"o_Gaiellales"
"17",24,48,0.113968724665853,"o_Herpetosiphonales"
"18",21,42,0.343338918559213,"o_Rhizobiales"
"19",18,54,0.0862173178393163,"o_Actinomycetales"
"20",18,46,0.135279866293547,"o_Actinomycetales"
"21",18,37,0.461456634758372,"o_Actinomycetales"
"22",18,57,0.0536978456501425,"o_Actinomycetales"
"23",18,39,0.503176360861801,"o_Actinomycetales"
"24",17,41,0.358179905789679,"o_Burkholderiales"
"25",23,50,0.102286297903794,"o_Bacillales"
"26",21,56,0.0760539629490598,"o_Rhizobiales"
"27",16,31,0.976163749823369,"o_Pseudomonadales"
"28",18,35,1.12503731308119,"o_Actinomycetales"
"29",21,40,0.444168076988858,"o_Rhizobiales"
"30",28,55,0.0811774288596123,"o_Rhodospirillales"
"31",20,36,0.483478081743984,"o_Xanthomonadales"
"32",29,58,0.0521237787498179,"o_Solirubrobacterales"
"33",22,43,0.278731751891542,"o_Sphingomonadales"
"34",18,33,0.634366151631833,"o_Actinomycetales"
"35",18,47,0.13071247817142,"o_Actinomycetales"
"36",26,51,0.14583259520372,"o_Cytophagales"
"37",30,51,0.14583259520372,"o_Unassigned"
"38",20,45,0.230297356891475,"o_Xanthomonadales"
"39",47,80,0.13071247817142,"f_Thermomonosporaceae"
"40",35,70,0.243698263908537,"f_Pseudonocardiaceae"
"41",37,65,0.376240188260468,"f_Micromonosporaceae"
"42",39,97,0.0627217377480118,"f_Nocardioidaceae"
"43",46,78,0.135279866293547,"f_Microbacteriaceae"
"44",35,71,0.234516193164314,"f_Pseudonocardiaceae"
"45",53,88,0.0873725488452857,"f_Burkholderiales_incertae_sedis"
"46",44,74,0.185618973536147,"f_Bacillaceae_1"
"47",38,92,0.0782870076241482,"f_Bradyrhizobiaceae"
"48",38,66,0.34780359893818,"f_Bradyrhizobiaceae"
"49",37,107,0.0415098101010581,"f_Micromonosporaceae"
"50",42,72,0.216441243290643,"f_Hyphomicrobiaceae"
"51",55,91,0.0811774288596123,"f_Rhodospirillaceae"
"52",40,75,0.155275458727097,"f_Rhizobiaceae"
"53",34,62,0.597541890447968,"f_Flavobacteriaceae"
"54",52,87,0.0893965994744574,"f_Gaiellaceae"
"55",51,105,0.0450133872338496,"f_Unassigned"
"56",48,82,0.113968724665853,"f_Herpetosiphonaceae"
"57",42,95,0.0737511653194626,"f_Hyphomicrobiaceae"
"58",35,96,0.0666387497259143,"f_Pseudonocardiaceae"
"59",54,89,0.0862173178393163,"f_Kineosporiaceae"
"60",32,76,0.15296266738502,"f_Comamonadaceae"
"61",39,84,0.103136519600992,"f_Nocardioidaceae"
"62",35,63,0.518630377902606,"f_Pseudonocardiaceae"
"63",45,77,0.14472091466012,"f_Xanthomonadaceae"
"64",41,100,0.0566238379472824,"f_Oxalobacteraceae"
"65",56,93,0.0760539629490598,"f_Phyllobacteriaceae"
