,Sample,Abundance,aa,Group
1,KO6,0.00721774120788899,Unassigned,KO
2,KO1,0.000501524634890066,Unassigned,KO
3,KO2,0.000461233337945667,Unassigned,KO
4,KO3,0,Unassigned,KO
5,KO4,0,Unassigned,KO
6,KO5,0,Unassigned,KO
