"","KO1","KO2","KO3","KO4","KO5","KO6","OE1","OE2","OE3","OE4","OE5","OE6","WT1","WT2","WT3","WT4","WT5","WT6"
"k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales|f__Unassigned",0.00677603423680456,0.00656295576081672,0.00285007125178129,0.00390924421278553,0.003643252696007,0.00674590427240604,0.0107454667562122,0.00746332675645535,0.00498479215951335,0.00509059534081104,0.00671409159939253,0.00961958898119808,0.00475861539642336,0.00324871562405561,0.004995904995905,0.00371453410258437,0.00606796116504854,0.00426525028166747
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae 1",0.00338801711840228,0.00324096580781073,0.00592514812870322,0.0250651540702131,0.0014573010784028,0.00554127850947639,0.0165379449294829,0.00866432186668954,0.00354849611355188,0.00793787748058671,0.00247781951882344,0.00603410581547879,0.00191879653081587,0.00120882441825325,0.00245700245700246,0.002133881292974,0.00159283980582524,0.00144857556735876
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Unassigned|f__Unassigned",0.00606276747503566,0.0051045211473019,0.00337508437710943,0.00383259236547601,0.0025502768872049,0.00457757789913267,0.00822699798522498,0.00446083898086986,0.00515376816492058,0.00647109577221743,0.00695388058508513,0.00743331875819851,0.00376084120039911,0.00347537020247809,0.00606060606060606,0.00458389314787007,0.00310983009708738,0.00684049573474972
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Unassigned|f__Unassigned",0.00606276747503566,0.00445632798573975,0.0034500862521563,0.00390924421278553,0.0029146021568056,0.00489881143591391,0.00822699798522498,0.00506133653598696,0.0047313281514025,0.00448662640207075,0.00463592039005675,0.00568430257979886,0.00406784864532965,0.00506195225143548,0.00556920556920557,0.00561131747411681,0.00356492718446602,0.00362143891839691
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Boseaceae",0.00374465049928673,0.00364608653378707,0.00885022125553139,0.0118810363329756,0.00706791023025357,0.00449726951493736,0.00369375419744795,0.00480398044093678,0.00202771206488679,0.00241587575496117,0.0042362720805691,0.00279842588543944,0.00391434492286438,0.00271985494106981,0.00278460278460278,0.00490002370979214,0.0066747572815534,0.00466763238371157
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Nevskiales|f__Nevskiaceae",0.00392296718972896,0.00502349700210663,0.00397509937748444,0.00329602943430937,0.00160303118624308,0.00457757789913267,0.00721961047683009,0.00463240971090332,0.00321054410273741,0.00431406384814495,0.00551514667092958,0.0040227372103192,0.00199554839204851,0.00491084919915382,0.00507780507780508,0.00521615427171422,0.00424757281553398,0.00651859005311444
"k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Sorangiineae",0.00472539229671897,0.00340301409820126,0.00300007500187505,0.00436915529664265,0.00225881667152434,0.00313202698361709,0.00671591672263264,0.00205884876040148,0.00506928016221697,0.00414150129421915,0.00407641275677404,0.00577175338871885,0.00291657072684013,0.00302206104563312,0.00434070434070434,0.00395163202402592,0.00341322815533981,0.00378239175921455
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae",0.00365549215406562,0.00397018311456814,0.00180004500112503,0.00199294803004752,0.00138443602448266,0.00152585929971089,0.0073875083948959,0.00463240971090332,0.0042244001351808,0.00414150129421915,0.00399648309487651,0.00489724529951902,0.00422135236779492,0.0024176488365065,0.00343980343980344,0.00466292578835059,0.00204793689320388,0.00297762755512635
"k__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__Acidimicrobiales|f__Iamiaceae",0.00267475035663338,0.00364608653378707,0.00427510687767194,0.00183964433542848,0.0014573010784028,0.00297141021522647,0.0041974479516454,0.00531869263103715,0.00397093612706996,0.00345125107851596,0.00383662377108145,0.00472234368167906,0.00322357817177067,0.00370202478090057,0.00556920556920557,0.00229194657393504,0.00280643203883495,0.00313858039594399
"k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae",0.00499286733238231,0.00315994166261546,0.00120003000075002,0.000766518473095202,0.00306033226464588,0.00032123353678124,0.00327400940228341,0.00145835120528438,0.00304156809733018,0.0127696289905091,0.00215810087123331,0.00279842588543944,0.00314682631053803,0.00287095799335147,0.00532350532350532,0.00466292578835059,0.00204793689320388,0.00257524545308225
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Erythrobacteraceae",0.00320970042796006,0.00291686922702965,0.0034500862521563,0.00344933312892841,0.00459049839696881,0.00497911982010922,0.00285426460711887,0.00428926825083641,0.00177424805677594,0.00224331320103538,0.00311725681400368,0.00279842588543944,0.00138153350218743,0.00234209731036567,0.00352170352170352,0.00260807713585711,0.00280643203883495,0.00305810397553517
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Methylophilaceae",0.00231811697574893,0.00372711067898234,0.00172504312607815,0.00199294803004752,0.00437190323520839,0.0056215868936717,0.00176292813969107,0.00325984387063567,0.00270361608651571,0.00276100086281277,0.00239788985692591,0.0014866637516397,0.00268631514314222,0.00362647325475975,0.00556920556920557,0.00308227297874022,0.00250303398058252,0.00241429261226461
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Unassigned",0.00338801711840228,0.00283584508183439,0.00615015375384385,0.00137973325157136,0.000801515593121539,0.00232894314166399,0.00360980523841504,0.00265934631551857,0.00295708009462656,0.00345125107851596,0.00367676444728639,0.0040227372103192,0.00191879653081587,0.00219099425808401,0.00376740376740377,0.00229194657393504,0.0021996359223301,0.00402382102044101
"k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Fulvivirgaceae",0.00276390870185449,0.00129638632312429,0.000450011250281257,0.00137973325157136,0.00029146021568056,0.00064246707356248,0.00478509066487576,0.00343141460066913,0.00439337614058804,0.00517687661777394,0.00455599072815922,0.00227372103191955,0.0030700744493054,0.00453309156844968,0.0045045045045045,0.00505808899075318,0.00197208737864078,0.00265572187349107
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Mycobacteriales|f__Mycobacteriaceae",0.00481455064194009,0.00502349700210663,0.00427510687767194,0.00222290357197608,0.0010929758088021,0.00184709283649213,0.00360980523841504,0.00291670241056876,0.00253464008110848,0.00293356341673857,0.00207817120933578,0.00288587669435942,0.00283981886560749,0.00151103052281656,0.00475020475020475,0.00268710977633763,0.00257888349514563,0.00177048124899404
"k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae",0.00160485021398003,0.000729217306757414,0.000750018750468762,0.000689866625785681,0.00029146021568056,0.00096370061034372,0.00545668233713902,0.00308827314060221,0.00540723217303143,0.00448662640207075,0.00303732715210615,0.00253607345867949,0.00337708189423594,0.00498640072529465,0.0036036036036036,0.00355646882162333,0.00257888349514563,0.0016095284081764
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Unassigned",0.00240727532097004,0.003321989953006,0.00195004875121878,0.001916296182738,0.000655785485281259,0.00224863475746868,0.00344190732034923,0.00240199022046839,0.00346400811084826,0.00241587575496117,0.00295739749020862,0.00384783559247923,0.00199554839204851,0.00226654578422484,0.00368550368550369,0.00252904449537659,0.00166868932038835,0.00297762755512635
"k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Unassigned",0.0021398002853067,0.00145843461351483,0.000900022500562514,0.000613214778476161,0.00021859516176042,0.00048185030517186,0.00570852921423774,0.0033456292356524,0.00337952010814464,0.00276100086281277,0.00311725681400368,0.00244862264975951,0.00391434492286438,0.00196433967966153,0.00335790335790336,0.00355646882162333,0.00212378640776699,0.00329953323676163
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Promicromonosporaceae",0.00294222539229672,0.00340301409820126,0.00112502812570314,0.00222290357197608,0.000874380647041679,0.00441696113074205,0.00260241773002015,0.00180149266535129,0.00152078404866509,0.00138050043140638,0.00479577971385181,0.00358548316571928,0.00199554839204851,0.00226654578422484,0.00237510237510237,0.00181775073105192,0.0011377427184466,0.00177048124899404
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptosporangiales|f__Streptosporangiaceae",0.00098074179743224,0.00421325555015395,0.00202505062626566,0.00413919975471409,0.000364325269600699,0.00128493414712496,0.00277031564808596,0.00317405850561894,0.00152078404866509,0.00155306298533218,0.00287746782831109,0.000612155662439878,0.0015350372246527,0.00279540646721064,0.00221130221130221,0.000632261123844148,0.00356492718446602,0.00321905681635281
"k__Bacteria|p__Chloroflexi|c__Chloroflexia|o__Unassigned|f__Unassigned",0.00294222539229672,0.00429427969534921,0.000600015000375009,0.00145638509888088,0.0018216263480035,0.00152585929971089,0.00201477501678979,0.00248777558548512,0.00253464008110848,0.00232959447799827,0.00183838222364319,0.0014866637516397,0.00268631514314222,0.00143547899667573,0.00204750204750205,0.00229194657393504,0.00182038834951456,0.00313858039594399
"k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales|f__Baekduiaceae",0.0014265335235378,0.00210662777507697,0.00180004500112503,0.00237620726659512,0.00116584086272224,0.0016061676839062,0.00251846877098724,0.00368877069571931,0.00177424805677594,0.00172562553925798,0.00199824154743825,0.00367293397463927,0.00230255583697905,0.00105772136597159,0.00212940212940213,0.00142258752864933,0.0022754854368932,0.00152905198776758
"k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Cystobacterineae",0.00267475035663338,0.0020256036298817,0.000825020625515638,0.000843170320404722,0.000655785485281259,0.00112431737873434,0.00285426460711887,0.00317405850561894,0.00228117607299763,0.00267471958584987,0.00255774918072097,0.00288587669435942,0.00168854094711797,0.00181323662737987,0.00262080262080262,0.00189678337153244,0.0010618932038835,0.00233381619185579
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Unassigned",0.00196148359486448,0.00186355533949117,0.00165004125103128,0.000996474015023762,0.00116584086272224,0.0016061676839062,0.0031900604432505,0.00154413657030111,0.00185873605947955,0.00207075064710958,0.00231796019502837,0.00262352426759948,0.0015350372246527,0.0018887881535207,0.00237510237510237,0.00252904449537659,0.0010618932038835,0.00289715113471753
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Unassigned",0.00106990014265335,0.0020256036298817,0.000825020625515638,0.00107312586233328,0.000655785485281259,0.00048185030517186,0.00226662189388852,0.00111520974521747,0.00177424805677594,0.00181190681622088,0.000959155942770362,0.00209881941407958,0.00391434492286438,0.0013599274705349,0.00122850122850123,0.000869359045285703,0.00242718446601942,0.0016095284081764
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae",0.00115905848787447,0.000486144871171609,0.00172504312607815,0.00222290357197608,0.000728650539201399,0.00273048506264054,0.00151108126259234,0.00128678047525092,0.00135180804325786,0.00138050043140638,0.00167852289984813,0.0020113686051596,0.00138153350218743,0.0018887881535207,0.000982800982800983,0.00150162016912985,0.00197208737864078,0.00128762272654112
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae",0.00115905848787447,0.00137741046831956,0.00097502437560939,0.000689866625785681,0.000364325269600699,0.00088339222614841,0.00117528542646071,0.0033456292356524,0.00160527205136871,0.00181190681622088,0.0026376788426185,0.00218627022299956,0.00122802977972216,0.000831066787549108,0.00147420147420147,0.00237097921441555,0.00128944174757282,0.00169000482858522
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Reyranellaceae",0.00160485021398003,0.00186355533949117,0.00217505437635941,0.0011497777096428,0.000364325269600699,0.00208801798907806,0.00218267293485561,0.00120099511023419,0.00152078404866509,0.00146678170836928,0.00111901526656542,0.0020113686051596,0.00130478164095479,0.000831066787549108,0.00139230139230139,0.00197581601201296,0.000682645631067961,0.000965717044905843
"k__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__Acidimicrobiales|f__Unassigned",0.00106990014265335,0.000972289742343218,0.000525013125328133,0.00107312586233328,0.00116584086272224,0.00072277545775779,0.00251846877098724,0.00128678047525092,0.000929368029739777,0.00181190681622088,0.00167852289984813,0.0014866637516397,0.00130478164095479,0.00120882441825325,0.00163800163800164,0.00237097921441555,0.0011377427184466,0.00144857556735876
"k__Bacteria|p__Planctomycetes|c__Planctomycetacia|o__Pirellulales|f__Lacipirellulaceae",0.000267475035663338,0.00137741046831956,0.000450011250281257,0.00015330369461904,0,0.00032123353678124,0.00268636668905306,0.00497555117097023,0.00219668807029402,0.00094909404659189,0.00167852289984813,0.00262352426759948,0.00130478164095479,0.000906618313689937,0.00131040131040131,0.00102742432624674,0.000834344660194175,0.000482858522452921
"k__Bacteria|p__Gemmatimonadetes|c__Gemmatimonadetes|o__Gemmatimonadales|f__Gemmatimonadaceae",0.00178316690442225,0.00162048290390536,0.000900022500562514,0.0011497777096428,0.000510055377440979,0.00112431737873434,0.00167897918065816,0.00162992193531783,0.00152078404866509,0.00138050043140638,0.00119894492846295,0.00139921294271972,0.000690766751093714,0.00120882441825325,0.000819000819000819,0.0012645222476883,0.0011377427184466,0.00169000482858522
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Cellvibrionaceae",0.00115905848787447,0.000243072435585805,0.000525013125328133,0.000459911083857121,0.000364325269600699,0.00024092515258593,0.0010073875083949,0.00257356095050184,0.00582967218654951,0.00362381363244176,0.000399648309487651,0.00034980323567993,0.00260956328190959,0.00075551526140828,0.000655200655200655,0.000395163202402592,0.000303398058252427,0.000804764204088202
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae",0.00106990014265335,0.00089126559714795,0.00105002625065627,0.000919822167714242,0.00167589624016322,0.0016061676839062,0.00083948959032908,0.00111520974521747,0.00194322406218317,0.000517687661777394,0.000639437295180241,0.000787057280279843,0.00199554839204851,0.00113327289211242,0.00122850122850123,0.000711293764324666,0.00144114077669903,0.00169000482858522
"k__Bacteria|p__Bacteroidetes|c__Unassigned|o__Unassigned|f__Unassigned",0.00169400855920114,0.000648193161562146,0.000375009375234381,0.000996474015023762,0.000801515593121539,0.00056215868936717,0.000923438549361988,0.00128678047525092,0.00202771206488679,0.00112165660051769,0.000879226280872832,0.00104940970703979,0.000997774196024254,0.00120882441825325,0.00139230139230139,0.00197581601201296,0.0010618932038835,0.0016095284081764
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Geodermatophilales|f__Geodermatophilaceae",0.000445791726105563,0.00226867606546751,0.000900022500562514,0.000689866625785681,0.00029146021568056,0.0008030838419531,0.00134318334452653,0.00223041949043493,0.00109834403514701,0.000776531492666091,0.000879226280872832,0.00314822912111937,0.000537263028628444,0.00037775763070414,0.000982800982800983,0.00134355488816881,0.00166868932038835,0.000643811363270562
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Methylobacteriaceae",0.0014265335235378,0.0017825311942959,0.000150003750093752,0.000919822167714242,0.00116584086272224,0.0008030838419531,0.00184687709872398,0.00120099511023419,0.00109834403514701,0.00120793787748059,0.00103908560466789,0.00262352426759948,0.000614014889861079,0.000906618313689937,0.000573300573300573,0.00110645696672726,0.000682645631067961,0.0012071463061323
