"","KO1","KO2","KO3","KO4","KO5","KO6","OE1","OE2","OE3","OE4","OE5","OE6","WT1","WT2","WT3","WT4","WT5","WT6"
"k__Bacteria|p__Chloroflexi|c__Chloroflexia|o__Chloroflexales|f__Chloroflexineae",0.00115905848787447,0.000810241451952682,0.000900022500562514,0.000843170320404722,0.00116584086272224,0.00040154192097655,0.000671591672263264,0.00145835120528438,0.00109834403514701,0.00120793787748059,0.00103908560466789,0.0014866637516397,0.00268631514314222,0.00128437594439408,0.00114660114660115,0.00165968545009089,0.000455097087378641,0.000804764204088202
"k__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__Acidimicrobiales|f__Ilumatobacteraceae",0.00133737517831669,0.000972289742343218,0.000900022500562514,0.000689866625785681,0.000655785485281259,0.00064246707356248,0.00285426460711887,0.000857853650167281,0.000760392024332545,0.00138050043140638,0.00127887459036048,0.00218627022299956,0.000844270473558984,0.000982169839830765,0.000737100737100737,0.000869359045285703,0.000834344660194175,0.00104619346531466
"k__Bacteria|p__Chloroflexi|c__Unassigned|o__Unassigned|f__Unassigned",0.000178316690442225,0.00121536217792902,0.000150003750093752,0.00022995554192856,0.000582920431361119,0.00024092515258593,0.00151108126259234,0.00317405850561894,0.00126732004055424,0.000862812769628991,0.000959155942770362,0.00113686051595977,0.00145828536342006,0.000831066787549108,0.000982800982800983,0.000869359045285703,0.000910194174757282,0.000643811363270562
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Mycobacteriales|f__Nocardiaceae",0.000891583452211127,0.00105331388753849,0.0018750468761719,7.66518473095202e-05,0.000728650539201399,0.00040154192097655,0.000503693754197448,0.00102942438020074,0.000506928016221697,0.00112165660051769,0.000959155942770362,0.000612155662439878,0.0015350372246527,0.000302206104563312,0.00188370188370188,0.00102742432624674,0.000303398058252427,0.000643811363270562
"k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales|f__Conexibacteraceae",0.000713266761768902,0.00113433803273375,0.000225005625140629,0.000459911083857121,0.00014573010784028,0.00168647606810151,0.00159503022162525,0.00120099511023419,0.000760392024332545,0.00112165660051769,0.000879226280872832,0.00113686051595977,0.000690766751093714,0.00037775763070414,0.000573300573300573,0.000316130561922074,0.00121359223300971,0.00104619346531466
"k__Bacteria|p__Nitrospirae|c__Nitrospira|o__Nitrospirales|f__Nitrospiraceae",0.000445791726105563,0.000486144871171609,0.000225005625140629,0.000536562931166641,0.00021859516176042,0.00048185030517186,0.00083948959032908,0.000514712190100369,0.000760392024332545,0.000603968938740293,0.000879226280872832,0.00131176213379974,0.000690766751093714,0.000679963735267452,0.000737100737100737,0.0030032403382597,0.000986043689320388,0.00152905198776758
"k__Bacteria|p__Verrucomicrobia|c__Opitutae|o__Opitutales|f__Opitutaceae",8.91583452211127e-05,0.000162048290390536,0.000150003750093752,0.00022995554192856,0.000437190323520839,0.00040154192097655,0.000587642713230356,0.000514712190100369,0.00109834403514701,0.00103537532355479,0.00143873391415554,0.00227372103191955,0.00145828536342006,0.000831066787549108,0.00147420147420147,0.000869359045285703,0.000758495145631068,0.000724287783679382
"k__Bacteria|p__Acidobacteria|c__Vicinamibacteria|o__Vicinamibacterales|f__Vicinamibacteraceae",0.000178316690442225,0.000567169016366877,7.50018750468762e-05,7.66518473095202e-05,7.28650539201399e-05,0.00016061676839062,0.00218267293485561,0.000772068285150553,0.000844880027036161,0.000517687661777394,0.00175845256174566,0.00244862264975951,0.00115127791848952,0.00037775763070414,0.00122850122850123,0.000790326404805185,0.000303398058252427,0.000482858522452921
"k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae",0.000624108416547789,0.000729217306757414,0.000450011250281257,0.000689866625785681,0.00116584086272224,0.00016061676839062,0.00041974479516454,0.000428926825083641,0.00101385603244339,0.000690250215703192,0.000479577971385181,0.00069960647135986,0.000921022334791619,0.00219099425808401,0.000573300573300573,0.000711293764324666,0.000834344660194175,0.00112666988572348
"k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Nannocystineae",0.000802425106990014,0.000729217306757414,0.000450011250281257,0.000536562931166641,0.00029146021568056,0.00112431737873434,0.00117528542646071,0.000343141460066913,0.000591416018925313,0.000517687661777394,0.000799296618975302,0.000874508089199825,0.000921022334791619,0.000679963735267452,0.000900900900900901,0.000395163202402592,0.000986043689320388,0.00104619346531466
"k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Cryomorphaceae",0.000356633380884451,0.000324096580781073,0.000375009375234381,0.000306607389238081,0.00014573010784028,8.030838419531e-05,0.000671591672263264,0.000428926825083641,0.00109834403514701,0.00112165660051769,0.000559507633282711,0.00104940970703979,0.000614014889861079,0.00143547899667573,0.00114660114660115,0.00110645696672726,0.0011377427184466,0.000402382102044101
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Pleomorphomonadaceae",0.000624108416547789,0.000324096580781073,0.000600015000375009,0.000613214778476161,0.00153016613232294,0.00064246707356248,0.000503693754197448,0.000428926825083641,0.000591416018925313,0.000431406384814495,0.000479577971385181,0.00034980323567993,0.000614014889861079,0.000831066787549108,0.0018018018018018,0.000316130561922074,0.000834344660194175,0.000643811363270562
"k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae",0.000267475035663338,0.000162048290390536,0.000450011250281257,0,0.000364325269600699,0.00040154192097655,0.00159503022162525,0.000600497555117097,0.00126732004055424,0.000345125107851596,0.00111901526656542,0.00139921294271972,0.000767518612326349,0.000831066787549108,0.000491400491400491,0.000869359045285703,0.000455097087378641,0.000482858522452921
"k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae",0.000356633380884451,0.000324096580781073,0.000300007500187505,0.00022995554192856,0.00021859516176042,0.00024092515258593,0.000587642713230356,0.000343141460066913,0.00236566407570125,0.00112165660051769,0.000559507633282711,0.000524704853519895,0.000614014889861079,0.000906618313689937,0.000819000819000819,0.000948391685766221,0.000303398058252427,0.000885240624497022
"k__Bacteria|p__Actinobacteria|c__Rubrobacteria|o__Rubrobacterales|f__Rubrobacteraceae",0.000178316690442225,0.00121536217792902,0.000450011250281257,0.000459911083857121,7.28650539201399e-05,0.00048185030517186,0.0010913364674278,0.000772068285150553,0.000337952010814464,0.000517687661777394,0.000319718647590121,0.00131176213379974,0.000767518612326349,0.00037775763070414,0.000573300573300573,0.000632261123844148,0.0010618932038835,0.000482858522452921
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sneathiellales|f__Sneathiellaceae",0.000445791726105563,0.000567169016366877,0.000300007500187505,0.000306607389238081,0.000655785485281259,0.00040154192097655,0.000335795836131632,0.000514712190100369,8.44880027036161e-05,0.000345125107851596,0.000639437295180241,0.000612155662439878,0.000767518612326349,0.00075551526140828,0.00040950040950041,0.00189678337153244,0.000834344660194175,0.000965717044905843
"k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Geobacteraceae",0.000624108416547789,0.000324096580781073,0.000450011250281257,0.000689866625785681,0.00021859516176042,0.00048185030517186,0.000923438549361988,0.000514712190100369,0.000337952010814464,0.00094909404659189,0.00103908560466789,0.000961958898119808,0.000383759306163174,0.00075551526140828,0.000737100737100737,0.000553228483363629,7.58495145631068e-05,0.000402382102044101
"k__Bacteria|p__Planctomycetes|c__Planctomycetacia|o__Pirellulales|f__Unassigned",0,0.000324096580781073,0.000750018750468762,0.00022995554192856,0.00014573010784028,8.030838419531e-05,0.00142713230355944,0.00137256584026765,0.000929368029739777,8.6281276962899e-05,0.000559507633282711,0.00209881941407958,0.000383759306163174,0.000528860682985796,0.000491400491400491,0.000395163202402592,0.00022754854368932,0.000241429261226461
"k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Unassigned",0.000356633380884451,0.000486144871171609,0.000375009375234381,0.000383259236547601,0.00014573010784028,0.00024092515258593,0.00083948959032908,0.000514712190100369,0.000760392024332545,0.000603968938740293,0.000559507633282711,0.00104940970703979,0.000614014889861079,0.000226654578422484,0.000655200655200655,0.000474195842883111,0.000379247572815534,0.00128762272654112
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae",0.000445791726105563,0.0015394587587101,0.000675016875421886,0.000383259236547601,0.000437190323520839,0.00048185030517186,0.000335795836131632,0.00111520974521747,0.000506928016221697,0.000172562553925798,0.00015985932379506,0.000874508089199825,0.000383759306163174,0.000302206104563312,0.000819000819000819,0.000474195842883111,0.000303398058252427,0.000402382102044101
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Glycomycetales|f__Glycomycetaceae",0.000713266761768902,0.0015394587587101,0.000675016875421886,0.000306607389238081,0.000364325269600699,0.00064246707356248,0.000167897918065816,0.000257356095050184,0.000760392024332545,0.000258843830888697,0.00015985932379506,0.00034980323567993,0.000690766751093714,0.00037775763070414,0.000245700245700246,0.000553228483363629,0.000606796116504854,0.000321905681635281
"k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Weeksellaceae",0.000178316690442225,0.000243072435585805,0.000225005625140629,0.00015330369461904,0.000364325269600699,0.00024092515258593,0.000167897918065816,0.00102942438020074,0.000675904021628929,0.000690250215703192,0.000479577971385181,0.000174901617839965,0.00015350372246527,7.5551526140828e-05,0.000491400491400491,0.00260807713585711,0.00022754854368932,0.00016095284081764
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae",0.000445791726105563,0.000405120725976341,0.000225005625140629,0.000459911083857121,0.00014573010784028,0.00032123353678124,0.000755540631296172,0.000171570730033456,0.000506928016221697,8.6281276962899e-05,0.00103908560466789,0.00236117184083953,0.00015350372246527,0.000226654578422484,0.000245700245700246,0.000158065280961037,0.000303398058252427,0.000321905681635281
"k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Unassigned",0.000624108416547789,8.10241451952682e-05,0.000225005625140629,0.00022995554192856,0.000510055377440979,0.00024092515258593,0.000251846877098724,0.000600497555117097,0.000506928016221697,0.000603968938740293,0.000399648309487651,0.00069960647135986,0.000844270473558984,0.000528860682985796,0.000573300573300573,0.000237097921441555,0.000303398058252427,0.000563334942861742
"k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Unassigned|f__Unassigned",0.000178316690442225,0.000972289742343218,0.000225005625140629,0.000536562931166641,0.00021859516176042,0.00024092515258593,0.000671591672263264,0.000600497555117097,0.00042244001351808,0.000258843830888697,0.000639437295180241,0.000612155662439878,0.00015350372246527,0.000302206104563312,0.000655200655200655,0.000474195842883111,0.000303398058252427,0.000321905681635281
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Unassigned",0.000356633380884451,0.000729217306757414,0.000225005625140629,0.000613214778476161,0.00029146021568056,8.030838419531e-05,0.000335795836131632,0.00120099511023419,0.00042244001351808,0.000345125107851596,0.000559507633282711,0.000874508089199825,7.67518612326349e-05,0,0.000491400491400491,0.000237097921441555,0.000151699029126214,0.000643811363270562
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae",0.000356633380884451,0,0.000375009375234381,7.66518473095202e-05,0.00014573010784028,0,0.000335795836131632,0.00145835120528438,0,0.00293356341673857,0.000239788985692591,0.00122431132487976,7.67518612326349e-05,7.5551526140828e-05,8.19000819000819e-05,0.000158065280961037,0,8.04764204088202e-05
"k__Bacteria|p__Planctomycetes|c__Unassigned|o__Unassigned|f__Unassigned",8.91583452211127e-05,0.000243072435585805,0.000150003750093752,0,7.28650539201399e-05,0.00016061676839062,0.00125923438549362,0.00094363901518401,0.000253464008110848,0.000431406384814495,0.000879226280872832,0.000524704853519895,0.000383759306163174,0.00037775763070414,0.000737100737100737,0.000316130561922074,0.000303398058252427,0.000482858522452921
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Cellulomonadaceae",0.000624108416547789,8.10241451952682e-05,0,0.00022995554192856,0,0.00040154192097655,0.00117528542646071,0.000343141460066913,0.00042244001351808,0.000345125107851596,0.000559507633282711,0.000262352426759948,7.67518612326349e-05,0.000151103052281656,0.000737100737100737,0.000158065280961037,0.000455097087378641,0.00104619346531466
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Hyphomonadaceae",0.000624108416547789,0.000405120725976341,7.50018750468762e-05,0.00015330369461904,0,0.00024092515258593,0.000587642713230356,0.000772068285150553,0.000253464008110848,0.000517687661777394,0,0.000787057280279843,0.000383759306163174,7.5551526140828e-05,0.00040950040950041,0.000316130561922074,0.000758495145631068,0.000402382102044101
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae 1",0,0.00299789337222492,0.000150003750093752,7.66518473095202e-05,7.28650539201399e-05,0,0.000335795836131632,0,0.000760392024332545,0,7.99296618975302e-05,8.74508089199825e-05,0,0,0,0,0,0.000724287783679382
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Unassigned",8.91583452211127e-05,0.000324096580781073,0.000450011250281257,0.000306607389238081,0.000364325269600699,8.030838419531e-05,0.00041974479516454,0.000257356095050184,0.000168976005407232,8.6281276962899e-05,0.000479577971385181,0.000262352426759948,7.67518612326349e-05,0.000453309156844968,0,0.000158065280961037,0.000455097087378641,0.000321905681635281
"k__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Chlamydiales|f__Chlamydiaceae",0.000178316690442225,8.10241451952682e-05,0.000150003750093752,0.00015330369461904,0.00014573010784028,0.00024092515258593,0.00041974479516454,0.000171570730033456,0.00042244001351808,0.00094909404659189,7.99296618975302e-05,0,0,7.5551526140828e-05,0.000819000819000819,0.000158065280961037,0,0.000643811363270562
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae",0,0,0.000750018750468762,7.66518473095202e-05,0.00014573010784028,0.00016061676839062,0.000251846877098724,0.000257356095050184,8.44880027036161e-05,0.000345125107851596,7.99296618975302e-05,0.000612155662439878,0.000383759306163174,0.000302206104563312,0.000327600327600328,0.000316130561922074,0.00022754854368932,0.00016095284081764
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Unassigned",0,0,7.50018750468762e-05,0,0,0,0.00428139691067831,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Unassigned",0.000267475035663338,0.000162048290390536,0.000600015000375009,0.000383259236547601,0.00014573010784028,0,0.000167897918065816,0.000343141460066913,0.000337952010814464,0.000172562553925798,7.99296618975302e-05,0.000524704853519895,7.67518612326349e-05,7.5551526140828e-05,0.000245700245700246,0.000237097921441555,7.58495145631068e-05,0.000402382102044101
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Alicyclobacillaceae",0,0,0,7.66518473095202e-05,7.28650539201399e-05,0.00032123353678124,0.000335795836131632,0.000343141460066913,0,0.000258843830888697,0.00151866357605307,8.74508089199825e-05,7.67518612326349e-05,0.000226654578422484,0,0.000790326404805185,0,0
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Unassigned",0.000178316690442225,0.000324096580781073,0.000225005625140629,0.000383259236547601,0.00021859516176042,0,0.000251846877098724,0.000171570730033456,8.44880027036161e-05,8.6281276962899e-05,0.000319718647590121,0.000174901617839965,7.67518612326349e-05,0.00037775763070414,0.000163800163800164,0.000395163202402592,0.000151699029126214,0.000482858522452921
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Thermoactinomycetaceae 1",8.91583452211127e-05,0.000648193161562146,0.000150003750093752,7.66518473095202e-05,0,0.00016061676839062,0,0,0.000337952010814464,8.6281276962899e-05,0,0.000524704853519895,0,7.5551526140828e-05,0.000163800163800164,0.00110645696672726,0,0.000241429261226461
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae 2",0.000267475035663338,0,0,0,7.28650539201399e-05,0,0.00151108126259234,0.000171570730033456,0.000844880027036161,8.6281276962899e-05,7.99296618975302e-05,0.000174901617839965,0,0,8.19000819000819e-05,0,0,0.000241429261226461
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae 2",0.000178316690442225,0.000324096580781073,0.000375009375234381,0.000306607389238081,0.00014573010784028,0.00040154192097655,0.000251846877098724,0.000857853650167281,0,8.6281276962899e-05,7.99296618975302e-05,8.74508089199825e-05,7.67518612326349e-05,0,8.19000819000819e-05,7.90326404805185e-05,0,8.04764204088202e-05
"k__Bacteria|p__Planctomycetes|c__Planctomycetacia|o__Unassigned|f__Unassigned",0.000178316690442225,8.10241451952682e-05,0.000300007500187505,0.000306607389238081,0,0.00016061676839062,0.000167897918065816,0.000257356095050184,8.44880027036161e-05,0.000258843830888697,0.000559507633282711,0.000262352426759948,7.67518612326349e-05,0,0.000245700245700246,0,0.000379247572815534,8.04764204088202e-05
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Acidiferrobacterales|f__Acidiferrobacteraceae",0.000178316690442225,0.000162048290390536,7.50018750468762e-05,0,0,0,0.000251846877098724,0.000514712190100369,8.44880027036161e-05,0.000345125107851596,0.000319718647590121,0.000174901617839965,0,7.5551526140828e-05,0.00040950040950041,0.000553228483363629,0,0.00016095284081764
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales|f__Propionibacteriaceae",0.000534950071326676,0.000243072435585805,0,0.00022995554192856,0,0.00032123353678124,0.000503693754197448,0.000171570730033456,0.000168976005407232,0.000172562553925798,0,8.74508089199825e-05,7.67518612326349e-05,0.000151103052281656,0.000245700245700246,0,0,0.00016095284081764
"k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae",8.91583452211127e-05,8.10241451952682e-05,7.50018750468762e-05,0.00015330369461904,7.28650539201399e-05,0,0.000167897918065816,0.000257356095050184,0.000253464008110848,0.000258843830888697,0.00015985932379506,0.000262352426759948,0,0.000453309156844968,0.000163800163800164,0.000237097921441555,0,0.000321905681635281
"k__Bacteria|p__Planctomycetes|c__Phycisphaerae|o__Phycisphaerales|f__Phycisphaeraceae",0.000356633380884451,0.000405120725976341,0,0.00015330369461904,0,8.030838419531e-05,0.000335795836131632,8.57853650167281e-05,0,0,0.00015985932379506,0.000437254044599913,0.00015350372246527,7.5551526140828e-05,8.19000819000819e-05,0.000316130561922074,7.58495145631068e-05,0.000241429261226461
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Thermoactinomycetaceae 2",8.91583452211127e-05,0.000162048290390536,0,0.000383259236547601,0,8.030838419531e-05,8.3948959032908e-05,0.000514712190100369,0.000506928016221697,0,0.00015985932379506,0.000262352426759948,7.67518612326349e-05,7.5551526140828e-05,0,0.000237097921441555,0.000151699029126214,0.00016095284081764
"k__Bacteria|p__Gemmatimonadetes|c__Unassigned|o__Unassigned|f__Unassigned",8.91583452211127e-05,0.000162048290390536,7.50018750468762e-05,0,0,0,0.000251846877098724,0.000257356095050184,0.000168976005407232,0.000172562553925798,0.00015985932379506,0.000174901617839965,0,0.000151103052281656,0.000327600327600328,0.000158065280961037,7.58495145631068e-05,0.00016095284081764
"k__Bacteria|p__Verrucomicrobia|c__Unassigned|o__Unassigned|f__Unassigned",0.000178316690442225,0,0,0,0.00014573010784028,0.00032123353678124,8.3948959032908e-05,0.000171570730033456,0.000506928016221697,0.000258843830888697,7.99296618975302e-05,0,0.00015350372246527,7.5551526140828e-05,8.19000819000819e-05,7.90326404805185e-05,7.58495145631068e-05,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae",0,0.00121536217792902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000885240624497022
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Cryptosporangiales|f__Cryptosporangiaceae",8.91583452211127e-05,0,7.50018750468762e-05,0,0,0.00040154192097655,0,8.57853650167281e-05,0,8.6281276962899e-05,7.99296618975302e-05,0.00034980323567993,7.67518612326349e-05,0,0,0.000237097921441555,0.000379247572815534,8.04764204088202e-05
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae",0,0,0,0,0,0,0.00193082605775688,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Phreatobacteraceae",8.91583452211127e-05,8.10241451952682e-05,0,7.66518473095202e-05,0.000874380647041679,8.030838419531e-05,0,0,0,0,7.99296618975302e-05,8.74508089199825e-05,7.67518612326349e-05,0,8.19000819000819e-05,0,0,0.000241429261226461
"k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Unassigned",0,8.10241451952682e-05,0,7.66518473095202e-05,0,0,0.000167897918065816,0,0.000168976005407232,0.000172562553925798,0,8.74508089199825e-05,7.67518612326349e-05,0,8.19000819000819e-05,0.000158065280961037,0.000151699029126214,8.04764204088202e-05
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Sterolibacteriaceae",0,0,0,7.66518473095202e-05,0,0.00024092515258593,0,0,0,0.000172562553925798,7.99296618975302e-05,0,0,7.5551526140828e-05,8.19000819000819e-05,0.000237097921441555,0.000151699029126214,0.00016095284081764
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Geminicoccaceae",8.91583452211127e-05,0,7.50018750468762e-05,0,7.28650539201399e-05,0,8.3948959032908e-05,0,8.44880027036161e-05,0,7.99296618975302e-05,0.000262352426759948,0,0,0.000163800163800164,0.000158065280961037,7.58495145631068e-05,8.04764204088202e-05
"k__Bacteria|p__Firmicutes|c__Unassigned|o__Unassigned|f__Unassigned",0.000178316690442225,0,0.000150003750093752,7.66518473095202e-05,7.28650539201399e-05,0,0.000167897918065816,0,8.44880027036161e-05,0,0,0.000174901617839965,0.00015350372246527,0,0.000163800163800164,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Mycobacteriales|f__Gordoniaceae",0,8.10241451952682e-05,0.000300007500187505,7.66518473095202e-05,0.00014573010784028,8.030838419531e-05,0,0,0,0,0,8.74508089199825e-05,0,0,0,0.000237097921441555,0.000151699029126214,0
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Zoogloeaceae",8.91583452211127e-05,0.000162048290390536,0.000300007500187505,0,0,0,0,0,0.000253464008110848,0,7.99296618975302e-05,8.74508089199825e-05,0,0,8.19000819000819e-05,0,7.58495145631068e-05,0
"k__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Chlamydiales|f__Unassigned",0,8.10241451952682e-05,0.000150003750093752,0,7.28650539201399e-05,8.030838419531e-05,0,8.57853650167281e-05,0,8.6281276962899e-05,0,0,0.00015350372246527,7.5551526140828e-05,8.19000819000819e-05,7.90326404805185e-05,0,0
