"","x","y","Group","ID"
"KO1",-0.0564868319256873,-0.0923651621677007,"KO","KO1"
"KO2",0.0427488281379299,-0.0657865617769357,"KO","KO2"
"KO3",-0.153784498084905,-0.0399001255257451,"KO","KO3"
"KO4",-0.143197532071018,-0.0560227455819705,"KO","KO4"
"KO5",-0.255611640360011,0.0167925348777596,"KO","KO5"
"KO6",-0.126389901959004,-0.114572602296089,"KO","KO6"
"OE1",0.160076536181688,-0.0876200594257598,"OE","OE1"
"OE2",0.131314170006103,0.0075904425364053,"OE","OE2"
"OE3",0.062715412580706,0.0483179146475314,"OE","OE3"
"OE4",0.0499004154811333,0.0346135746261437,"OE","OE4"
"OE5",0.056118851858132,-0.0062604496969608,"OE","OE5"
"OE6",0.130876923598736,-0.112359355707233,"OE","OE6"
"WT1",0.0228608561814757,0.10731866590466,"WT","WT1"
"WT2",-0.0468068174800478,0.144773682595585,"WT","WT2"
"WT3",0.0854447719059605,0.0185518819816725,"WT","WT3"
"WT4",0.033594697000607,0.053557766766335,"WT","WT4"
"WT5",-0.0407791161639645,0.105252037509707,"WT","WT5"
"WT6",0.0474048751121643,0.0381185607325951,"WT","WT6"
