"","x","y","Group","ID"
"KO1",-0.0241440398867687,-0.0013987186407891,"KO","KO1"
"KO2",0.0126363776449697,-0.00521055294291389,"KO","KO2"
"KO3",-0.0306504895684835,-0.0178971453462349,"KO","KO3"
"KO4",-0.026989677383824,-0.00373416490462214,"KO","KO4"
"KO5",-0.0553771624136275,0.00699818519904331,"KO","KO5"
"KO6",-0.0202562125145818,-0.0145265518205311,"KO","KO6"
"OE1",0.0227192387719013,-0.0171537159407107,"OE","OE1"
"OE2",0.0268353794703248,0.000929365389832222,"OE","OE2"
"OE3",0.0119013900814336,-0.000651483663055312,"OE","OE3"
"OE4",0.00210889031212387,-0.00749529391566328,"OE","OE4"
"OE5",0.0111928427885725,-0.00672049530891057,"OE","OE5"
"OE6",0.0196646011698289,-0.0215992848217157,"OE","OE6"
"WT1",0.0109033364102718,0.0257151463919242,"WT","WT1"
"WT2",0.00175586799433151,0.0389674184940204,"WT","WT2"
"WT3",0.0184408286454779,-0.00136547679862344,"WT","WT3"
"WT4",0.015238710829902,0.00663335145224456,"WT","WT4"
"WT5",-0.00360868285638414,0.017939022581502,"WT","WT5"
"WT6",0.00762880050453196,0.000570394595203243,"WT","WT6"
