"","ME1","ME2","ME3","ME4","ME5","ME6","ME7","ME8","ME9","ME10","ME11","ME12","ME13","ME14","ME15","ME16","ME17","ME18","ME19","ME20","ME21","ME22","ME23","ME24","ME25","ME26","ME27","ME28","ME29","ME30","ME31","ME32","ME33","ME34","ME35","ME36","ME37","ME38","ME39","ME40","ME41","ME42","ME43"
"KO1",0.139324701081887,0.139324701081887,0.139324701081887,0.139324701081887,0.139324701081887,0.139324701081887,0.139324701081887,0.139324701081887,0.139324701081888,0.139324701081888,0.139324701081887,0.139324701081888,0.139324701081887,0.139324701081887,0.139324701081887,0.139324701081887,0.139324701081887,0.139324701081888,0.139324701081887,0.139324701081887,0.139324701081887,0.139324701081887,0.139324701081887,0.139324701081887,0.139324701081887,0.139324701081887,0.139324701081887,0.139324701081887,0.139324701081887,0.139324701081887,0.139324701081888,0.139324701081888,0.139324701081887,0.139324701081888,0.139324701081887,0.139324701081887,0.139324701081887,0.139324701081887,0.139324701081887,0.139324701081887,0.139324701081888,0.139324701081887,0.139324701081888
"KO2",0.661374262217467,0.661374262217467,0.661374262217467,0.661374262217467,0.661374262217467,0.661374262217467,0.661374262217467,0.661374262217467,0.661374262217467,0.661374262217466,0.661374262217467,0.661374262217467,0.661374262217466,0.661374262217467,0.661374262217466,0.661374262217467,0.661374262217467,0.661374262217467,0.661374262217467,0.661374262217467,0.661374262217467,0.661374262217467,0.661374262217467,0.661374262217467,0.661374262217466,0.661374262217467,0.661374262217467,0.661374262217467,0.661374262217467,0.661374262217467,0.661374262217467,0.661374262217467,0.661374262217467,0.661374262217467,0.661374262217467,0.661374262217467,0.661374262217466,0.661374262217467,0.661374262217466,0.661374262217467,0.661374262217467,0.661374262217466,0.661374262217467
"KO3",-0.123531662010567,-0.123531662010567,-0.123531662010567,-0.123531662010567,-0.123531662010567,-0.123531662010567,-0.123531662010567,-0.123531662010567,-0.123531662010567,-0.123531662010567,-0.123531662010567,-0.123531662010567,-0.123531662010567,-0.123531662010567,-0.123531662010567,-0.123531662010567,-0.123531662010567,-0.123531662010567,-0.123531662010567,-0.123531662010567,-0.123531662010567,-0.123531662010567,-0.123531662010567,-0.123531662010567,-0.123531662010567,-0.123531662010567,-0.123531662010567,-0.123531662010567,-0.123531662010567,-0.123531662010566,-0.123531662010567,-0.123531662010567,-0.123531662010567,-0.123531662010567,-0.123531662010567,-0.123531662010567,-0.123531662010568,-0.123531662010567,-0.123531662010567,-0.123531662010566,-0.123531662010566,-0.123531662010568,-0.123531662010566
"KO4",-0.297522876248201,-0.297522876248201,-0.297522876248201,-0.297522876248201,-0.2975228762482,-0.2975228762482,-0.2975228762482,-0.2975228762482,-0.2975228762482,-0.2975228762482,-0.2975228762482,-0.2975228762482,-0.297522876248201,-0.297522876248201,-0.297522876248201,-0.297522876248201,-0.297522876248201,-0.2975228762482,-0.297522876248201,-0.2975228762482,-0.297522876248201,-0.2975228762482,-0.297522876248201,-0.297522876248201,-0.297522876248201,-0.297522876248201,-0.297522876248201,-0.297522876248201,-0.297522876248201,-0.297522876248201,-0.297522876248201,-0.2975228762482,-0.297522876248201,-0.297522876248201,-0.297522876248201,-0.297522876248201,-0.297522876248202,-0.2975228762482,-0.297522876248201,-0.297522876248201,-0.2975228762482,-0.297522876248201,-0.2975228762482
"KO5",-0.618382496962547,-0.618382496962547,-0.618382496962547,-0.618382496962547,-0.618382496962547,-0.618382496962547,-0.618382496962547,-0.618382496962547,-0.618382496962546,-0.618382496962547,-0.618382496962547,-0.618382496962547,-0.618382496962547,-0.618382496962547,-0.618382496962547,-0.618382496962546,-0.618382496962547,-0.618382496962546,-0.618382496962547,-0.618382496962547,-0.618382496962547,-0.618382496962547,-0.618382496962547,-0.618382496962547,-0.618382496962547,-0.618382496962547,-0.618382496962547,-0.618382496962547,-0.618382496962546,-0.618382496962547,-0.618382496962547,-0.618382496962547,-0.618382496962547,-0.618382496962547,-0.618382496962546,-0.618382496962546,-0.618382496962547,-0.618382496962547,-0.618382496962547,-0.618382496962546,-0.618382496962546,-0.618382496962547,-0.618382496962546
"KO6",0.238738071921961,0.23873807192196,0.23873807192196,0.23873807192196,0.23873807192196,0.238738071921961,0.23873807192196,0.23873807192196,0.23873807192196,0.238738071921961,0.238738071921961,0.23873807192196,0.23873807192196,0.23873807192196,0.238738071921961,0.23873807192196,0.23873807192196,0.23873807192196,0.23873807192196,0.23873807192196,0.23873807192196,0.23873807192196,0.23873807192196,0.23873807192196,0.23873807192196,0.23873807192196,0.23873807192196,0.23873807192196,0.23873807192196,0.23873807192196,0.238738071921961,0.23873807192196,0.23873807192196,0.238738071921961,0.238738071921961,0.23873807192196,0.23873807192196,0.23873807192196,0.23873807192196,0.238738071921961,0.238738071921961,0.23873807192196,0.238738071921961
