feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
ASV_201	Group	OE	-0.0218532881081836	0.00499394068656133	12	12	0.00138612039998581	0.0518153691626274
ASV_2181	Group	OE	-0.00717332667338611	0.00163671056495434	12	5	0.00137145277715776	0.0518153691626274
ASV_970	Group	OE	0.00990815933803111	0.00225452135692001	12	10	0.00134595186919518	0.0518153691626274
ASV_348	Group	OE	0.0101671302958306	0.0023173129499879	12	12	0.00136143589639844	0.0518153691626274
ASV_2137	Group	OE	0.00763934161426484	0.00173922928839666	12	8	0.00135105040643277	0.0518153691626274
ASV_1932	Group	OE	0.00688550426307816	0.00158701077549041	12	8	0.00146945205574683	0.0542170557191786
ASV_2165	Group	OE	0.00668284747239564	0.00154418075684853	12	8	0.00149479230945983	0.0544449352714793
ASV_526	Group	OE	0.00815893720505294	0.00189075165162774	12	12	0.00152461389637485	0.0548282035392525
ASV_574	Group	OE	0.0109461852402649	0.00255081916757121	12	11	0.00158310726477307	0.05484887486854
ASV_1961	Group	OE	0.00649651143903206	0.00151321967282762	12	9	0.00157830902361742	0.05484887486854
ASV_2898	Group	OE	0.00566073342708342	0.00131579059985148	12	5	0.00155615922026643	0.05484887486854
ASV_187	Group	OE	-0.015240008733317	0.00359113041545345	12	12	0.00170616472078404	0.0561913715255396
ASV_1277	Group	OE	-0.00983786482996366	0.0023149553033213	12	9	0.00169030788439206	0.0561913715255396
ASV_1497	Group	OE	0.00882917830634578	0.00208313545155711	12	10	0.0017207494976142	0.0561913715255396
ASV_1200	Group	OE	0.00857802128913614	0.0020205923428693	12	10	0.00170210042309857	0.0561913715255396
ASV_2251	Group	OE	0.00859437751774634	0.00202587176367977	12	10	0.00171016345496371	0.0561913715255396
ASV_1969	Group	OE	0.00672755900991847	0.00159235724155997	12	8	0.00175791254036581	0.0567526082634007
ASV_1005	Group	OE	0.00713016297535596	0.00169399245915373	12	10	0.00180252634532534	0.0569664711231566
ASV_2234	Group	OE	0.0121391802999955	0.00288454720199752	12	8	0.00180464005669979	0.0569664711231566
ASV_253	Group	OE	-0.00924787967054635	0.00220596008363467	12	12	0.00185140566252161	0.0573752136178413
ASV_575	Group	OE	0.0169755914620088	0.00405146128589445	12	11	0.00185797946245737	0.0573752136178413
ASV_240	Group	OE	0.0061595714831995	0.00148433450502567	12	12	0.00198090576490554	0.0594755204809787
ASV_1993	Group	OE	0.0117292552188953	0.0028259460957963	12	5	0.00197825789176957	0.0594755204809787
ASV_2089	Group	OE	0.00613004188585548	0.00147810717661601	12	9	0.0019887977633555	0.0594755204809787
ASV_1909	Group	OE	0.0065525344839778	0.00158292375825409	12	5	0.00201339675485583	0.0595839602140148
ASV_257	Group	OE	-0.00902709670473117	0.0022069399439461	12	12	0.00217805635854566	0.0625036173194771
ASV_43	Group	OE	0.0511516366297482	0.0124783978226932	12	12	0.00214727345381652	0.0625036173194771
ASV_1840	Group	OE	0.00628089934775826	0.00153508148113849	12	10	0.00217369731635162	0.0625036173194771
ASV_679	Group	OE	0.00544853709499344	0.00133606748223249	12	12	0.00222133986784992	0.0631082656456161
ASV_2731	Group	OE	0.0054182005197604	0.00133270911284523	12	7	0.00226627054301255	0.0637472733930561
ASV_432	Group	OE	-0.0126735953853706	0.00312318060583601	12	11	0.00229423410315363	0.0639011675201909
ASV_1008	Group	OE	-0.00951690666603034	0.00235531500601282	12	10	0.00235891293688006	0.0650647733366626
ASV_848	Group	OE	0.0090512186222412	0.00224728678246026	12	11	0.00240871617790239	0.0657996409751989
ASV_185	Group	OE	-0.0134175705582395	0.00334848244601051	12	12	0.00248982445660158	0.0660333461750989
ASV_2651	Group	OE	0.00540800692814209	0.00135031268796414	12	7	0.00249809420430312	0.0660333461750989
ASV_612	Group	OE	0.0085193249404101	0.00212876962916779	12	12	0.00251024336040503	0.0660333461750989
ASV_1822	Group	OE	0.00772267220425244	0.00192264018707534	12	8	0.00245143849426302	0.0660333461750989
ASV_2722	Group	OE	0.00758293252732955	0.00189875552735326	12	5	0.00254433611115823	0.0663161366220233
ASV_424	Group	OE	0.00868794880078595	0.00217861684207721	12	12	0.00256828983099974	0.0663319219079115
ASV_760	Group	OE	0.00483021736154837	0.00121841133174446	12	12	0.00266757623388384	0.0676659292898571
ASV_1342	Group	OE	0.00553203631577539	0.00139401100711807	12	11	0.00265005802570275	0.0676659292898571
ASV_581	Group	OE	0.0121117655299468	0.00308881620339512	12	11	0.00286093385927867	0.0708626996606222
ASV_648	Group	OE	0.00548343635775655	0.00139899456734653	12	12	0.00286843029249263	0.0708626996606222
ASV_1520	Group	OE	0.00579435984587411	0.00147708063856849	12	10	0.00285315121539761	0.0708626996606222
ASV_405	Group	OE	-0.00753922060418053	0.00193293425980331	12	12	0.00295907403918435	0.072471804701058
ASV_1637	Group	OE	0.00706263791969681	0.00181612683180929	12	10	0.00301520855686734	0.0727239359616449
ASV_2528	Group	OE	0.00667507675676296	0.00171694876084642	12	12	0.00302056474603101	0.0727239359616449
ASV_956	Group	OE	-0.00514080077392326	0.00132474586694962	12	12	0.00305597695909512	0.072958239838565
ASV_191	Group	OE	0.0145553008479517	0.00379009612058506	12	12	0.00326321326771781	0.0772565741132192
ASV_370	Group	OE	0.00767781130461794	0.00201672922123583	12	12	0.00344573877345544	0.0785669216461562
ASV_2910	Group	OE	0.00777836506064911	0.00204419613356615	12	9	0.00345683393374499	0.0785669216461562
ASV_2059	Group	OE	0.010309249521893	0.00269762646327534	12	8	0.0033647453586038	0.0785669216461562
ASV_1189	Group	OE	0.00823161842672477	0.00216302484360062	12	8	0.00345396093191748	0.0785669216461562
ASV_1246	Group	OE	0.0144811067908218	0.00380170572196079	12	10	0.00343421501662513	0.0785669216461562
ASV_44	Group	OE	-0.0259118014255905	0.00687039343725632	12	12	0.0036524411856215	0.080438646576362
ASV_1132	Group	OE	0.00542963391580451	0.0014374208979174	12	12	0.00361768136464499	0.080438646576362
ASV_460	Group	OE	-0.0100736499164144	0.00266509703406637	12	12	0.0036028823282642	0.080438646576362
ASV_2080	Group	OE	0.00501885488180195	0.00133006943156931	12	7	0.0036412998018709	0.080438646576362
ASV_1671	Group	OE	0.00629839555506114	0.00167772353090443	12	8	0.00375821008936089	0.0817750323636332
ASV_376	Group	OE	0.0116570109622795	0.00311443498598962	12	12	0.0038282574108987	0.0817750323636332
ASV_723	Group	OE	0.00610445024175969	0.00163066290394854	12	5	0.00382422103703548	0.0817750323636332
ASV_1823	Group	OE	0.00561092081505922	0.00149717471633296	12	9	0.00379831898338764	0.0817750323636332
ASV_2159	Group	OE	0.00607531212660412	0.00162828286865136	12	8	0.00390318031336345	0.0827532482855638
ASV_1934	Group	OE	0.00439830479065691	0.00118497776755533	12	11	0.00402987762564816	0.082962915467148
ASV_1992	Group	OE	0.00711582881561645	0.00191477800725847	12	8	0.00399978384053629	0.082962915467148
ASV_977	Group	OE	0.00641225341233178	0.0017258442686191	12	12	0.00400531250094541	0.082962915467148
ASV_1838	Group	OE	0.006530603273872	0.00175918648829975	12	9	0.00402611588901062	0.082962915467148
ASV_1445	Group	OE	0.0039553922432537	0.00107015115463646	12	12	0.00413497131543513	0.084514054008282
ASV_64	Group	OE	-0.0152427915672211	0.00414671602352914	12	12	0.00427544243661532	0.0849407829540149
ASV_1597	Group	OE	0.00503641405774292	0.00136736348428517	12	11	0.00422327939087104	0.0849407829540149
ASV_1328	Group	OE	0.00767559152243235	0.00208525842780689	12	10	0.00424019336432587	0.0849407829540149
ASV_2061	Group	OE	0.00644248167983683	0.00175146398047545	12	10	0.00425803080630037	0.0849407829540149
ASV_666	Group	OE	0.010321485649044	0.00287451361950544	12	9	0.0049234558452515	0.087985919282408
ASV_2713	Group	OE	0.0070837497098919	0.00194307365398763	12	9	0.00449460926921195	0.087985919282408
ASV_10	Group	OE	-0.0398952384602895	0.0109972211466829	12	12	0.00462975197207147	0.087985919282408
ASV_331	Group	OE	-0.00761701947563196	0.0021026855231058	12	12	0.00467011619238249	0.087985919282408
ASV_798	Group	OE	0.00681858439723716	0.00188742685053688	12	12	0.00474730502923202	0.087985919282408
ASV_66	Group	OE	0.0175203745737066	0.00486943267692722	12	12	0.00486377554802762	0.087985919282408
ASV_67	Group	OE	0.0428095385724114	0.0117330033766659	12	12	0.0044723348900663	0.087985919282408
ASV_344	Group	OE	-0.00790947663496011	0.00219789726680026	12	12	0.00485873677262045	0.087985919282408
ASV_163	Group	OE	0.00920266290228425	0.00255760818234874	12	12	0.00486280671934856	0.087985919282408
ASV_1634	Group	OE	0.00673207998281105	0.00186414209389841	12	10	0.0047573928494628	0.087985919282408
ASV_1451	Group	OE	0.0053748456927811	0.00149336383651537	12	11	0.00485472627193825	0.087985919282408
ASV_2662	Group	OE	0.00462890874831975	0.00127651631494263	12	12	0.0046416780052641	0.087985919282408
ASV_1042	Group	OE	0.00860757804965205	0.00239418992720256	12	9	0.00488675047188878	0.087985919282408
ASV_2082	Group	OE	0.00499262629610496	0.00139047372771238	12	9	0.00492423835477046	0.087985919282408
ASV_886	Group	OE	0.0107409280269949	0.00296889560072812	12	8	0.00470665638290626	0.087985919282408
ASV_1118	Group	OE	0.0116822571812625	0.0032236802346595	12	12	0.00465953081678555	0.087985919282408
ASV_2360	Group	OE	0.011314283133129	0.00316098516647348	12	11	0.00501709209559424	0.0890847415223952
ASV_307	Group	OE	-0.0111521530881335	0.00312007612275508	12	12	0.00505925269617264	0.0892753845330837
ASV_717	Group	OE	0.00755045508114935	0.002115348636743	12	10	0.00510111478785657	0.089458438964818
ASV_1024	Group	OE	0.0137360838145638	0.00386550333898313	12	6	0.00523758487942367	0.0895582067514084
ASV_805	Group	OE	0.00750352077802905	0.00210711638387638	12	11	0.00517230788345305	0.0895582067514084
ASV_1517	Group	OE	0.00787220612345207	0.00221468372473629	12	8	0.00522846684599125	0.0895582067514084
ASV_1511	Group	OE	0.00546169881538148	0.00153222086685845	12	10	0.00514204425688553	0.0895582067514084
ASV_2892	Group	OE	0.00538869269481521	0.0015177552672953	12	8	0.00526442116419754	0.0895582067514084
ASV_1438	Group	OE	0.00656892195389501	0.00186496472064434	12	8	0.00551743307620316	0.0933037343422212
ASV_2532	Group	OE	0.00884781202846575	0.00251990735525087	12	11	0.00562070692080048	0.0944877417869476
ASV_24	Group	OE	-0.0316949392277303	0.00907521655260607	12	12	0.00579899908333684	0.0955693182656246
ASV_89	Group	OE	0.010511552562185	0.00300678496411574	12	12	0.00576544427822618	0.0955693182656246
ASV_1376	Group	OE	0.00689209521379724	0.00197461428235244	12	9	0.00581960297780818	0.0955693182656246
ASV_2475	Group	OE	0.00785356989701702	0.00224952367236269	12	10	0.00581119936433624	0.0955693182656246
ASV_443	Group	OE	0.0119679458804634	0.00343701552601911	12	10	0.00590068532609985	0.0959338574602653
ASV_1362	Group	OE	0.00827348511119771	0.00238817997057006	12	11	0.00607834604007862	0.0959338574602653
ASV_877	Group	OE	-0.00816817439443314	0.0023509787882794	12	8	0.00597721511639119	0.0959338574602653
ASV_96	Group	OE	-0.013746539181596	0.00396512752029384	12	12	0.00605283991913478	0.0959338574602653
ASV_310	Group	OE	0.0113850880796934	0.00328393418796557	12	12	0.00605237611130552	0.0959338574602653
ASV_2460	Group	OE	0.00778398332226331	0.00224512783845632	12	10	0.00605084996919061	0.0959338574602653
ASV_1973	Group	OE	0.00750253209202842	0.0021582561208646	12	9	0.00595894981858378	0.0959338574602653
ASV_2768	Group	OE	0.00600600526698583	0.00173531035190116	12	7	0.0061119423443534	0.0959338574602653
ASV_866	Group	OE	0.00715737939145409	0.0020758651858596	12	11	0.00624810822366504	0.0975322827661119
ASV_1044	Group	OE	-0.00586168044559993	0.00170388762144919	12	11	0.0063295004470563	0.0982629003829888
ASV_862	Group	OE	0.0106329585128851	0.0030993034856507	12	11	0.00643031059392966	0.0992853934638813
ASV_1506	Group	OE	0.00724699595509799	0.00211930813757794	12	12	0.0065528153202798	0.100629990945486
ASV_325	Group	OE	0.0107791203037131	0.00318283153920961	12	12	0.0069247885152439	0.10147449466704
ASV_1605	Group	OE	0.00567413261911275	0.00167563391767299	12	9	0.00692926855522906	0.10147449466704
ASV_329	Group	OE	0.00807844374923808	0.00236913924935998	12	12	0.00665979785515236	0.10147449466704
ASV_1539	Group	OE	0.00708804351627168	0.00208676738235923	12	8	0.00680915917310156	0.10147449466704
ASV_2357	Group	OE	0.00707514150688438	0.00208722438614382	12	6	0.00688888271272109	0.10147449466704
ASV_544	Group	OE	0.0164761248061174	0.00486066118924305	12	10	0.00688944923434906	0.10147449466704
ASV_690	Group	OE	0.00640443071842071	0.00188902839358224	12	12	0.00688201053442431	0.10147449466704
ASV_2079	Group	OE	0.00780114204980998	0.00230033540225749	12	5	0.00687073079982586	0.10147449466704
ASV_2056	Group	OE	0.00604302895488838	0.00178133724681353	12	9	0.00685797853815186	0.10147449466704
ASV_961	Group	OE	-0.010051989422204	0.00297710521993351	12	8	0.00704478153290503	0.101819003071572
ASV_461	Group	OE	0.00445963146980337	0.00132401191281044	12	12	0.00714217360635944	0.101819003071572
ASV_792	Group	OE	0.00621152983596979	0.00184529687631567	12	12	0.00716782844572839	0.101819003071572
ASV_2788	Group	OE	0.00660667216171114	0.00196141430576212	12	10	0.00714158259443094	0.101819003071572
ASV_1914	Group	OE	0.0052312330226765	0.00154857053420824	12	9	0.00702497273216646	0.101819003071572
ASV_2597	Group	OE	0.00863942951089267	0.00255998028113448	12	9	0.0070640984594472	0.101819003071572
ASV_1476	Group	OE	0.00711098168786965	0.00212053365682386	12	9	0.00732336390851015	0.102042598268899
ASV_50	Group	OE	-0.0301605159021854	0.00901688274933195	12	12	0.00742897727578421	0.102042598268899
ASV_1684	Group	OE	-0.00663874427143756	0.00198737897023007	12	9	0.00748479887203469	0.102042598268899
ASV_134	Group	OE	-0.00686369100887839	0.00205664297576989	12	12	0.00752432688182362	0.102042598268899
ASV_1658	Group	OE	0.00623628007829947	0.00187103774527009	12	11	0.00757866534133677	0.102042598268899
ASV_1846	Group	OE	0.00584914706951112	0.00174604938901824	12	10	0.00736617755062772	0.102042598268899
ASV_1730	Group	OE	0.0066133189656925	0.00198363412635243	12	10	0.00756741006535999	0.102042598268899
ASV_2416	Group	OE	0.00470635373755712	0.00140618599049703	12	12	0.00740399637187775	0.102042598268899
ASV_1988	Group	OE	0.00792186771409181	0.00236672705622102	12	6	0.00740038109199394	0.102042598268899
ASV_2312	Group	OE	0.00614843568371277	0.00184191463200709	12	9	0.00751494321677002	0.102042598268899
ASV_2887	Group	OE	0.00634385889363571	0.00189242646474531	12	10	0.00733765258374834	0.102042598268899
ASV_1825	Group	OE	0.0062330922216266	0.00187897016634452	12	9	0.00778294547104411	0.102785710493006
ASV_1458	Group	OE	0.00563758332543894	0.00170056235855671	12	10	0.00781140607532169	0.102785710493006
ASV_1080	Group	OE	0.00970885913755626	0.00292215645656617	12	7	0.00771487502160362	0.102785710493006
ASV_1347	Group	OE	0.00734918287453669	0.00221703166329929	12	11	0.00781475306810608	0.102785710493006
ASV_1590	Group	OE	0.00656118793130011	0.00197855655047526	12	11	0.00779797161799959	0.102785710493006
ASV_2253	Group	OE	0.00683439308009907	0.00206385948441112	12	8	0.00785989607683972	0.102903063383879
ASV_2211	Group	OE	0.00796295877127162	0.00240933453158967	12	7	0.00794551699218562	0.103266088587952
ASV_638	Group	OE	0.00783827110267894	0.00237927277221687	12	12	0.00808969015607621	0.103266088587952
ASV_1075	Group	OE	0.00491168937078988	0.00149088175563048	12	12	0.00808848276156923	0.103266088587952
ASV_509	Group	OE	0.0155125452560088	0.00470360773536792	12	9	0.00804047846475207	0.103266088587952
ASV_1780	Group	OE	0.00689049042412334	0.00209205278260853	12	7	0.00809991242585141	0.103266088587952
ASV_2454	Group	OE	0.00691273012194491	0.00209907523536818	12	10	0.00810571550690363	0.103266088587952
ASV_1645	Group	OE	0.00790050672940442	0.00240729284012107	12	7	0.00826229257957362	0.103406049421007
ASV_682	Group	OE	-0.00803367552962781	0.00244759774214108	12	11	0.00825720452189586	0.103406049421007
ASV_311	Group	OE	0.0116294497514532	0.00354109895309143	12	12	0.00823119803194645	0.103406049421007
ASV_1169	Group	OE	0.00780790202005351	0.00237799619814071	12	9	0.00824150387292389	0.103406049421007
ASV_62	Group	OE	-0.0152775885207321	0.00466668624262289	12	12	0.0083769304095033	0.104027201290019
ASV_952	Group	OE	0.00681605771591206	0.00208239951342778	12	11	0.00838515631658368	0.104027201290019
ASV_397	Group	OE	0.0072002304175308	0.00220497034487792	12	12	0.00849537079593495	0.104076826776994
ASV_580	Group	OE	0.00733964775673809	0.00224784153129226	12	12	0.00849905801206008	0.104076826776994
ASV_2563	Group	OE	0.00601440612571477	0.00184143429982177	12	11	0.00848533892993457	0.104076826776994
ASV_1220	Group	OE	0.00307389327354776	0.000947553390450342	12	12	0.00880906259297101	0.105597243994222
ASV_1860	Group	OE	0.00549180550853669	0.00169236658316464	12	11	0.00879396266244424	0.105597243994222
ASV_948	Group	OE	0.00519589748967313	0.00159869760829332	12	12	0.00871928988627677	0.105597243994222
ASV_1093	Group	OE	0.00750858195035154	0.00231215131686447	12	12	0.00875831146342087	0.105597243994222
ASV_878	Group	OE	0.00635490950791277	0.00195386330947922	12	12	0.00868389711493845	0.105597243994222
ASV_658	Group	OE	0.00638547622460358	0.00197147155975896	12	12	0.0088853689677203	0.106064425366779
ASV_167	Group	OE	-0.0082982853315121	0.00258241549139012	12	12	0.00927868891488845	0.10708111693444
ASV_1843	Group	OE	-0.00862873822060166	0.00268690054842758	12	12	0.00930976271834096	0.10708111693444
ASV_114	Group	OE	-0.00841483473734905	0.00261006957283643	12	12	0.0091133215672402	0.10708111693444
ASV_1267	Group	OE	0.00620772384515947	0.00193237666274364	12	10	0.0092928589692048	0.10708111693444
ASV_995	Group	OE	0.00711398199552141	0.00221364927817667	12	10	0.00927383516181315	0.10708111693444
ASV_567	Group	OE	0.00709974905589641	0.00220793293075334	12	11	0.00924441389755854	0.10708111693444
ASV_1114	Group	OE	0.00628681316935983	0.00194962984943196	12	9	0.0091035929207218	0.10708111693444
ASV_801	Group	OE	0.0119481459344776	0.00371225532133226	12	10	0.0091974479745826	0.10708111693444
ASV_2161	Group	OE	0.00513955189055095	0.00159336300235612	12	10	0.00908846547379518	0.10708111693444
ASV_1606	Group	OE	0.00653384551883149	0.0020383681723137	12	9	0.00940466846309587	0.107303867886166
ASV_795	Group	OE	0.00699958880078801	0.00218343254566131	12	12	0.00939919282134316	0.107303867886166
ASV_1369	Group	OE	-0.00705503760892915	0.00221059688206916	12	8	0.00963020823365304	0.109437686367233
ASV_1480	Group	OE	0.00721685641669737	0.00226594093820158	12	11	0.00973764648375576	0.109780371668056
ASV_356	Group	OE	0.00428801585172604	0.00134605434488675	12	12	0.00972621819229553	0.109780371668056
ASV_921	Group	OE	0.00325707867172737	0.00102377746887168	12	12	0.00979559725390975	0.109889805972966
ASV_189	Group	OE	-0.00731732598070579	0.00230127429104793	12	12	0.00982471338160276	0.109889805972966
ASV_1343	Group	OE	0.00538737814284676	0.00170457088630548	12	10	0.010149347938416	0.112465242328021
ASV_455	Group	OE	0.00617114129199109	0.00195342682652102	12	12	0.0101737301225981	0.112465242328021
ASV_2606	Group	OE	0.00513269888059223	0.00162270807684921	12	6	0.0101063708728104	0.112465242328021
ASV_2599	Group	OE	0.0075454326062653	0.00239078355089831	12	4	0.010227233368944	0.112618488376627
ASV_2716	Group	OE	0.00601031090933123	0.00191044299050936	12	8	0.0104029454335294	0.113812938570232
ASV_1728	Group	OE	0.00700959444210276	0.00222859170188902	12	9	0.010415826831489	0.113812938570232
ASV_140	Group	OE	-0.00895055320570394	0.00284852328381217	12	12	0.0104713999639313	0.113981790411988
ASV_2695	Group	OE	0.00447616341172993	0.00142633868470532	12	6	0.0105420549269343	0.114312893310765
ASV_174	Group	OE	0.0137241752541982	0.00438248040331588	12	12	0.0106614316783602	0.11473154317508
ASV_2496	Group	OE	0.00482253654094922	0.00153909865123029	12	8	0.0106297146097664	0.11473154317508
ASV_2241	Group	OE	0.00561332576127187	0.00179504031791791	12	9	0.0107428127825253	0.114742255091735
ASV_2287	Group	OE	-0.00547935607097841	0.00175221118978041	12	8	0.0107432030462519	0.114742255091735
