"","igraph.degree","igraph.closeness","igraph.betweenness","igraph.cen.degree"
"ASV_348",1,0.0263157894736842,0,1
"ASV_243",1,0.0263157894736842,0,1
"ASV_392",2,0.027027027027027,0,2
"ASV_433",2,0.027027027027027,0,2
"ASV_388",1,0.0263157894736842,0,1
"ASV_205",1,0.0263157894736842,0,1
"ASV_281",1,0.0263157894736842,0,1
"ASV_338",1,0.0263157894736842,0,1
"ASV_430",4,0.0285714285714286,5,4
"ASV_350",1,0.0263157894736842,0,1
"ASV_533",3,0.0277777777777778,0,3
"ASV_407",3,0.0277777777777778,0,3
"ASV_1039",3,0.0277777777777778,0,3
"ASV_329",1,0.0263157894736842,0,1
"ASV_236",1,0.0263157894736842,0,1
"ASV_723",4,0.0285714285714286,0,4
"ASV_802",4,0.0285714285714286,0,4
"ASV_927",4,0.0285714285714286,0,4
"ASV_1348",4,0.0285714285714286,0,4
"ASV_307",1,0.0263157894736842,0,1
"ASV_379",2,0.0285285285285285,0,2
"ASV_710",1,0.0263157894736842,0,1
"ASV_18",1,0.0263157894736842,0,1
"ASV_40",1,0.0263157894736842,0,1
"ASV_77",2,0.027027027027027,0,2
"ASV_87",1,0.0263157894736842,0,1
"ASV_129",1,0.0263157894736842,0,1
"ASV_143",1,0.0263157894736842,0,1
"ASV_117",1,0.0263157894736842,0,1
"ASV_155",1,0.0285071267816954,0,1
"ASV_225",1,0.0263157894736842,0,1
"ASV_459",3,0.0277777777777778,0,3
"ASV_1156",1,0.0263157894736842,0,1
"ASV_228",1,0.0263157894736842,0,1
"ASV_484",4,0.0285714285714286,0,4
"ASV_272",1,0.0263157894736842,0,1
"ASV_325",1,0.0285071267816954,0,1
"ASV_284",2,0.0285285285285285,0,2
"ASV_412",1,0.0263157894736842,0,1
