"","igraph.degree","igraph.closeness","igraph.betweenness","igraph.cen.degree"
"ASV_148",1,0.0208333333333333,0,1
"ASV_525",1,0.0208333333333333,0,1
"ASV_259",1,0.0208333333333333,0,1
"ASV_125",1,0.0212671688081524,0,1
"ASV_376",1,0.0212671688081524,0,1
"ASV_505",1,0.0208333333333333,0,1
"ASV_85",1,0.0208333333333333,0,1
"ASV_308",1,0.0208333333333333,0,1
"ASV_614",3,0.022211938917168,5,3
"ASV_258",2,0.0212765957446809,1,2
"ASV_968",1,0.0208333333333333,0,1
"ASV_228",1,0.0208333333333333,0,1
"ASV_364",1,0.0221709006928406,0,1
"ASV_337",1,0.0212671688081524,0,1
"ASV_1246",1,0.0212671688081524,0,1
"ASV_352",1,0.0208333333333333,0,1
"ASV_423",1,0.0208333333333333,0,1
"ASV_569",1,0.0208333333333333,0,1
"ASV_536",1,0.0208333333333333,0,1
"ASV_671",2,0.0212765957446809,0,2
"ASV_1038",2,0.0212765957446809,0,2
"ASV_282",1,0.0208333333333333,0,1
"ASV_515",1,0.0208333333333333,0,1
"ASV_334",1,0.0212671688081524,0,1
"ASV_849",1,0.0208333333333333,0,1
"ASV_654",1,0.0208333333333333,0,1
"ASV_15",1,0.0208333333333333,0,1
"ASV_22",1,0.0208333333333333,0,1
"ASV_32",1,0.0208333333333333,0,1
"ASV_29",2,0.0212765957446809,1,2
"ASV_24",1,0.0208333333333333,0,1
"ASV_166",1,0.0208333333333333,0,1
"ASV_54",1,0.0208333333333333,0,1
"ASV_65",1,0.022181146025878,0,1
"ASV_106",1,0.0212671688081524,0,1
"ASV_161",1,0.0208333333333333,0,1
"ASV_71",1,0.0208333333333333,0,1
"ASV_113",2,0.0222016651248844,3,2
"ASV_217",2,0.0212765957446809,1,2
"ASV_180",1,0.0208333333333333,0,1
"ASV_124",1,0.0208333333333333,0,1
"ASV_191",1,0.0208333333333333,0,1
"ASV_240",1,0.0208333333333333,0,1
"ASV_568",2,0.0212765957446809,0,2
"ASV_268",1,0.0208333333333333,0,1
"ASV_288",1,0.0208333333333333,0,1
"ASV_211",1,0.0208333333333333,0,1
"ASV_1145",1,0.0208333333333333,0,1
"ASV_2916",1,0.022181146025878,0,1
