source,target,correlation,direct,cor
ASV_842,ASV_5,0.995812211576379,undirected,+
ASV_733,ASV_5,0.994086440014479,undirected,+
ASV_278,ASV_5,0.99472656895454,undirected,+
ASV_846,ASV_5,0.99083978762897,undirected,+
ASV_612,ASV_5,0.994944463892433,undirected,+
ASV_122,ASV_39,0.990133974856475,undirected,+
ASV_455,ASV_39,0.990012560741055,undirected,+
ASV_148,ASV_66,0.99542257370463,undirected,+
ASV_276,ASV_66,0.993990032591889,undirected,+
ASV_180,ASV_66,0.996208816388432,undirected,+
ASV_965,ASV_88,0.989723324874959,undirected,+
ASV_27,ASV_129,0.989721348941245,undirected,+
ASV_1168,ASV_41,-0.995536573268041,undirected,-
ASV_476,ASV_41,0.990074626440875,undirected,+
ASV_39,ASV_122,0.990133974856475,undirected,+
ASV_455,ASV_122,0.996496249248426,undirected,+
ASV_218,ASV_103,0.992548148560562,undirected,+
ASV_93,ASV_31,0.993184251673302,undirected,+
ASV_162,ASV_40,0.992444263923995,undirected,+
ASV_171,ASV_40,0.994752300239164,undirected,+
ASV_358,ASV_40,0.992281500279314,undirected,+
ASV_1246,ASV_40,0.993689706022146,undirected,+
ASV_425,ASV_131,0.989830839277038,undirected,+
ASV_424,ASV_131,0.993102022473934,undirected,+
ASV_347,ASV_143,0.995733081581602,undirected,+
ASV_27,ASV_15,0.9907530791442,undirected,+
ASV_883,ASV_206,0.993571878455579,undirected,+
ASV_59,ASV_101,0.991703847919047,undirected,+
ASV_159,ASV_101,0.990786184786747,undirected,+
ASV_663,ASV_24,0.991574880100187,undirected,+
ASV_218,ASV_178,0.991875682231123,undirected,+
ASV_565,ASV_46,0.990773518514727,undirected,+
ASV_1102,ASV_61,0.991693850083201,undirected,+
ASV_220,ASV_61,0.995133666318268,undirected,+
ASV_404,ASV_117,0.997090043436876,undirected,+
ASV_1089,ASV_3,0.995481920967288,undirected,+
ASV_329,ASV_513,0.993454092963921,undirected,+
ASV_185,ASV_211,0.991583837028003,undirected,+
ASV_905,ASV_812,0.99407276259017,undirected,+
ASV_87,ASV_170,0.997108873218595,undirected,+
ASV_31,ASV_93,0.993184251673302,undirected,+
ASV_1006,ASV_93,0.99037687677339,undirected,+
ASV_484,ASV_93,0.992370723205502,undirected,+
ASV_193,ASV_304,0.996820245493388,undirected,+
ASV_1246,ASV_304,0.989822952935885,undirected,+
ASV_159,ASV_725,0.996891672971946,undirected,+
ASV_170,ASV_87,0.997108873218595,undirected,+
ASV_546,ASV_153,0.991329448453516,undirected,+
ASV_903,ASV_153,0.996335121960016,undirected,+
ASV_390,ASV_153,0.990190840465015,undirected,+
ASV_171,ASV_874,0.990650129841735,undirected,+
ASV_134,ASV_384,0.998965045298991,undirected,+
ASV_493,ASV_384,0.995559403480081,undirected,+
ASV_1129,ASV_384,0.992514634028335,undirected,+
ASV_364,ASV_384,0.995130492547167,undirected,+
ASV_2636,ASV_384,0.990398958272723,undirected,+
ASV_5,ASV_842,0.995812211576379,undirected,+
ASV_733,ASV_842,0.997381877862612,undirected,+
ASV_278,ASV_842,0.997408356760998,undirected,+
ASV_846,ASV_842,0.994391155447337,undirected,+
ASV_1765,ASV_842,0.991895011031892,undirected,+
ASV_222,ASV_842,0.992299813369645,undirected,+
ASV_612,ASV_842,0.998766572046042,undirected,+
ASV_329,ASV_1938,0.997102846403158,undirected,+
ASV_3480,ASV_1938,0.999964668610986,undirected,+
ASV_1295,ASV_1938,0.991655087980077,undirected,+
ASV_2422,ASV_1938,0.994811417748294,undirected,+
ASV_40,ASV_162,0.992444263923995,undirected,+
ASV_361,ASV_294,0.993156779666358,undirected,+
ASV_58,ASV_294,0.990239869712019,undirected,+
ASV_41,ASV_1168,-0.995536573268041,undirected,-
ASV_1243,ASV_94,0.994328861812916,undirected,+
ASV_641,ASV_94,0.992889272849185,undirected,+
ASV_197,ASV_94,0.992302369018894,undirected,+
ASV_1094,ASV_94,0.993748458835803,undirected,+
ASV_1286,ASV_94,0.993101968713062,undirected,+
ASV_131,ASV_425,0.989830839277038,undirected,+
