"","igraph.degree","igraph.closeness","igraph.betweenness","igraph.cen.degree"
"ASV_20",1,0.0125,0,1
"ASV_376",1,0.0125,0,1
"ASV_253",2,0.0126582278481013,1,2
"ASV_486",1,0.0125,0,1
"ASV_918",2,0.0126582278481013,1,2
"ASV_129",3,0.0135021097046414,14,3
"ASV_513",1,0.0134793597304128,0,1
"ASV_1228",2,0.0126582278481013,1,2
"ASV_608",1,0.0125,0,1
"ASV_3819",1,0.0125,0,1
"ASV_230",1,0.0125,0,1
"ASV_72",1,0.0125,0,1
"ASV_131",2,0.0134930005059875,0,2
"ASV_445",3,0.0135021097046414,12,3
"ASV_2709",1,0.0134816312773846,0,1
"ASV_247",1,0.0125,0,1
"ASV_350",2,0.0126582278481013,1,2
"ASV_226",1,0.0134884505142472,0,1
"ASV_279",1,0.0125,0,1
"ASV_34",1,0.0125,0,1
"ASV_170",1,0.0125,0,1
"ASV_2254",1,0.0125,0,1
"ASV_182",1,0.0125,0,1
"ASV_521",1,0.0125,0,1
"ASV_258",1,0.0125,0,1
"ASV_1342",1,0.0125,0,1
"ASV_511",1,0.0125,0,1
"ASV_572",1,0.0125,0,1
"ASV_3106",1,0.01265622528081,0,1
"ASV_1519",1,0.0125,0,1
"ASV_734",1,0.0125,0,1
"ASV_617",2,0.0126582278481013,1,2
"ASV_403",1,0.0125,0,1
"ASV_683",1,0.0125,0,1
"ASV_896",1,0.0125,0,1
"ASV_347",1,0.0125,0,1
"ASV_609",1,0.0125,0,1
"ASV_965",1,0.01265622528081,0,1
"ASV_735",1,0.0125,0,1
"ASV_558",1,0.0125,0,1
"ASV_702",1,0.0125,0,1
"ASV_4768",1,0.0125,0,1
"ASV_11",1,0.0125,0,1
"ASV_33",1,0.0125,0,1
"ASV_35",1,0.01265622528081,0,1
"ASV_41",1,0.0125,0,1
"ASV_15",1,0.01265622528081,0,1
"ASV_55",2,0.0134930005059875,6,2
"ASV_46",1,0.01265622528081,0,1
"ASV_387",1,0.0125,0,1
"ASV_92",1,0.0125,0,1
"ASV_66",1,0.0125,0,1
"ASV_23",1,0.0125,0,1
"ASV_60",3,0.0134952766531714,6,3
"ASV_69",1,0.0125,0,1
"ASV_71",1,0.01265622528081,0,1
"ASV_276",1,0.01265622528081,0,1
"ASV_219",1,0.0125,0,1
"ASV_51",1,0.0125,0,1
"ASV_334",1,0.0125,0,1
"ASV_169",1,0.0125,0,1
"ASV_304",1,0.0125,0,1
"ASV_707",1,0.0125,0,1
"ASV_149",1,0.0125,0,1
"ASV_775",1,0.0125,0,1
"ASV_404",1,0.0125,0,1
"ASV_180",1,0.0125,0,1
"ASV_332",1,0.01265622528081,0,1
"ASV_459",1,0.0125,0,1
"ASV_599",1,0.0125,0,1
"ASV_76",1,0.01265622528081,0,1
"ASV_964",1,0.0125,0,1
"ASV_118",1,0.0125,0,1
"ASV_546",1,0.0125,0,1
"ASV_148",1,0.0125,0,1
"ASV_580",1,0.0125,0,1
"ASV_245",1,0.0125,0,1
"ASV_274",1,0.0125,0,1
"ASV_622",1,0.0125,0,1
"ASV_1125",1,0.0125,0,1
"ASV_792",1,0.01265622528081,0,1
