"","igraph.degree","igraph.closeness","igraph.betweenness","igraph.cen.degree"
"ASV_1696",2,0.00349282783410763,23,2
"ASV_364",3,0.00337771364858661,45,3
"ASV_789",5,0.00337763980586769,11,5
"ASV_187",4,0.00337767672682356,33,4
"ASV_1332",3,0.00337756596637737,0,3
"ASV_341",3,0.00337745521319503,3.5,3
"ASV_367",1,0.00325722598191133,0,1
"ASV_488",2,0.00325729465339855,2,2
"ASV_400",1,0.00547241654122022,0,1
"ASV_470",12,0.00549362632673743,176.446477036616,12
"ASV_758",5,0.00548640826689867,351.952298272954,5
"ASV_1517",14,0.00548816226488819,157.615307219364,14
"ASV_629",12,0.00548874718013393,84.0966137937349,12
"ASV_34",3,0.00548193091702592,3.9,3
"ASV_70",16,0.00549900341685649,564.602226000501,16
"ASV_381",1,0.00547454954555924,0,1
"ASV_247",6,0.00349452637293043,31.5,6
"ASV_372",3,0.00349432878354386,0,3
"ASV_2804",7,0.00349507974211062,63.1666666666667,7
"ASV_99",2,0.0036282936452022,34,2
"ASV_1138",2,0.00363093699325515,96,2
"ASV_1902",1,0.00323624595469256,0,1
"ASV_336",2,0.00363272983776158,186,2
"ASV_252",2,0.0036314917321863,0,2
"ASV_1399",3,0.00363183319425019,100,3
"ASV_1614",2,0.00363234550776429,78,2
"ASV_3037",4,0.00363187588152327,108.5,4
"ASV_130",1,0.00323624595469256,0,1
"ASV_286",4,0.00349500067864091,96.5,4
"ASV_3241",7,0.00349531695398398,87.3333333333333,7
"ASV_57",3,0.00545579744689867,74.9349718390592,3
"ASV_572",2,0.00545406407201483,0,2
"ASV_390",3,0.0054767812832329,751.681841133911,3
"ASV_77",2,0.00548173641540563,0,2
"ASV_865",8,0.00549391935139748,249.626074964032,8
"ASV_227",2,0.00349342016008683,23,2
"ASV_245",12,0.00549665575636829,27.7167302328391,12
"ASV_328",17,0.00549880770188988,229.066618092435,17
"ASV_1327",16,0.00549518948622646,329.97467870618,16
"ASV_2206",22,0.00550184285027509,470.264454580226,22
"ASV_659",21,0.0055025286701332,609.366084896887,21
"ASV_24",16,0.0054950917626974,375.206403205698,16
"ASV_65",27,0.00550390082291333,435.060787405476,27
"ASV_866",30,0.00550527366020525,470.236368631005,30
"ASV_299",23,0.00550507749866382,760.818105403641,23
"ASV_6",24,0.00550399886001318,236.187700862255,24
"ASV_221",26,0.00550311665182547,169.023656946632,26
"ASV_223",24,0.00550399886001318,294.559753904226,24
"ASV_284",12,0.0054938216730376,10.3030845800709,12
"ASV_674",25,0.00550390082291333,225.507398170519,25
"ASV_418",27,0.00550350870943611,354.223665021147,27
"ASV_218",13,0.00549567815601323,6.63015507677068,13
"ASV_506",18,0.00550115720135304,158.167707523086,18
"ASV_508",20,0.00549694910429972,159.034507628575,20
"ASV_691",27,0.00550331267364822,307.311423566899,27
"ASV_1227",19,0.00549636243974457,140.288416357889,19
"ASV_293",19,0.00549567815601323,119.914955794086,19
"ASV_2759",22,0.0055017448899651,492.545097535428,22
"ASV_1195",24,0.00550282264527274,204.943872890522,24
"ASV_183",25,0.00550194081407357,367.250433600147,25
"ASV_869",25,0.00550301864615056,191.589272847874,25
"ASV_1745",19,0.00550145102996421,180.722966484754,19
"ASV_408",22,0.00549734028358448,259.084408791631,22
"ASV_3126",25,0.00550390082291333,225.507398170519,25
"ASV_216",17,0.00549616691271945,115.670226917746,17
"ASV_714",20,0.00549773151854817,175.002163253151,20
"ASV_4867",24,0.00550066755674232,208.348034730307,24
"ASV_511",25,0.00550331267364822,199.45153771338,25
"ASV_276",6,0.00549138084236716,210.469659312422,6
"ASV_47",17,0.00550282264527274,518.738490499311,17
