"","igraph.degree","igraph.closeness","igraph.betweenness","igraph.cen.degree"
"ASV_384",5,0.00781204111600587,2,5
"ASV_1938",4,0.00832030028151392,15,4
"ASV_294",2,0.00757575757575758,0,2
"ASV_94",5,0.00831977980733141,6,5
"ASV_191",1,0.00902612826603325,0,1
"ASV_473",1,0.0075187969924812,0,1
"ASV_352",1,0.0075187969924812,0,1
"ASV_60",1,0.0075187969924812,0,1
"ASV_73",1,0.0075187969924812,0,1
"ASV_119",1,0.0075187969924812,0,1
"ASV_723",1,0.0075187969924812,0,1
"ASV_488",1,0.0075187969924812,0,1
"ASV_762",2,0.00769097322616087,0,2
"ASV_104",1,0.00757532608076551,0,1
"ASV_42",1,0.00757532608076551,0,1
"ASV_1884",1,0.0075187969924812,0,1
"ASV_78",1,0.00904454267256035,0,1
"ASV_1038",1,0.0075187969924812,0,1
"ASV_972",1,0.0075187969924812,0,1
"ASV_1195",2,0.00798846777584239,0,2
"ASV_154",1,0.0075187969924812,0,1
"ASV_2092",1,0.00757532608076551,0,1
"ASV_317",1,0.00757532608076551,0,1
