"","id","Abundance","Group","Kingdom","Phylum","Class","Order","Family","Genus"
"2297","KO5",1.60718870346598,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Nocardioides"
"2455","OE1",1.60619046151,"OE","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae_1","Other"
"2289","OE1",1.5969417640349,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Nocardioides"
"3400","KO6",1.58068532452769,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Other"
"447","OE3",1.57368907368907,"OE","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_1","Other"
"592","WT2",1.56302915049366,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Bradyrhizobium"
"2577","OE2",1.56080511028082,"OE","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Pelomonas"
"585","KO4",1.55618537763082,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Bradyrhizobium"
"249","KO3",1.52756026802906,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Other"
"2386","OE4",1.52389047416672,"OE","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Unassigned","Other"
"106","WT1",1.52143105430627,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Other"
"1200","WT4",1.51958394279213,"WT","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"593","OE3",1.50727650727651,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Bradyrhizobium"
"2301","OE4",1.50567664379819,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Nocardioides"
"3742","WT4",1.48978817920797,"WT","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Other"
"2293","WT1",1.46527982031605,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Nocardioides"
"2860","KO1",1.44439094848339,"KO","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Pseudoduganella"
"91","WT3",1.44095370902032,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Other"
"1072","OE2",1.44027961913945,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Other"
"2861","OE4",1.43585696071884,"OE","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Pseudoduganella"
"262","KO5",1.43517329910141,"KO","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiales_incertae_sedis","Other"
"1202","OE1",1.43354810864137,"OE","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"1066","KO4",1.43022096257807,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Other"
"123","KO3",1.43000179712973,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Actinoplanes"
"2992","OE6",1.42906174919654,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium"
"1071","KO1",1.42031776600867,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Other"
"1197","KO1",1.42031776600867,"KO","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"242","WT2",1.39370099252351,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Other"
"100","OE2",1.38303001084729,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Other"
"1680","KO5",1.37869062901155,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Other"
"122","WT2",1.37546565243442,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Actinoplanes"
"1125","KO5",1.36585365853659,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Other"
"3005","OE4",1.35693036245522,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium"
"102","WT4",1.35435289018907,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Other"
"2303","WT2",1.34420506942454,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Nocardioides"
"98","OE3",1.32536382536383,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Other"
"101","OE5",1.31472309770374,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Other"
"439","OE2",1.28359648065566,"OE","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_1","Other"
"241","WT1",1.28345677691917,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Other"
"247","KO6",1.25859362312564,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Other"
"1727","KO5",1.25802310654685,"KO","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Other"
"2999","WT4",1.25413077631508,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium"
"2845","WT4",1.24600465897394,"WT","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Pseudoduganella"
"2847","WT5",1.24052929249813,"WT","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Pseudoduganella"
"1925","WT4",1.23516983585243,"WT","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Other"
"1496","WT5",1.22985807277772,"WT","Bacteria","Chloroflexi","Chloroflexia","Herpetosiphonales","Herpetosiphonaceae","Other"
"3390","OE6",1.22624730880839,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Other"
"1124","OE6",1.22000686448875,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Other"
"3497","KO5",1.21951219512195,"KO","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Sinobacteraceae","Steroidobacter"
"3399","KO1",1.20967741935484,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Other"
"3006","KO2",1.20658641206586,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium"
"57","WT5",1.19784441361648,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Thermomonosporaceae","Other"
"1924","WT6",1.18561135605979,"WT","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Other"
"3389","WT4",1.18099572024487,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Other"
"2996","WT6",1.18023443381009,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium"
"95","KO2",1.17614501176145,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Other"
"70","WT2",1.17227186287024,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Thermomonosporaceae","Other"
"2464","OE4",1.1717564203752,"OE","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae_1","Other"
"180","KO2",1.16784281167843,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Other"
"2864","KO5",1.15532734274711,"KO","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Other"
"63","KO4",1.15204954600325,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Thermomonosporaceae","Other"
"2927","KO6",1.13408758728956,"KO","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Other"
"1070","WT6",1.13184213356275,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Other"
"1719","WT2",1.12017089118712,"WT","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Other"
"1117","KO3",1.10908577443455,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Other"
"1069","KO2",1.1069600110696,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Other"
"92","OE6",1.10455864457549,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Other"
"1510","OE2",1.09376883210799,"OE","Bacteria","Chloroflexi","Chloroflexia","Herpetosiphonales","Herpetosiphonaceae","Other"
"3394","WT2",1.0915153567614,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Other"
"1064","OE5",1.08959927960378,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Other"
"2990","WT1",1.08826439209605,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium"
"3402","KO2",1.08482081084821,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Other"
"1921","WT5",1.08046099669192,"WT","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Other"
"1132","OE5",1.07459102506378,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Other"
"3000","WT3",1.07182894485003,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium"
"2993","OE3",1.07126357126357,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium"
"3511","KO5",1.06803594351733,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptomycetaceae","Streptomyces"
"1926","OE5",1.06558607233979,"OE","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Other"
"175","OE2",1.05761118476558,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Other"
"68","WT1",1.04548249953207,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Thermomonosporaceae","Other"
"1076","WT5",1.04311172767047,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Other"
"1127","WT5",1.03777611781027,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Other"
"2880","OE5",1.02956626144379,"OE","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Other"
"1730","KO2",1.02117061021171,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Other"
"576","KO4",1.01558809636278,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Other"
"1717","KO1",1.01107366393837,"KO","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Other"
"239","KO5",1.00641848523748,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Other"
"1738","WT5",0.997759043858713,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Other"
"1123","KO4",0.997218285834252,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Other"
"1063","OE4",0.995689393479449,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Other"
"237","KO4",0.991969768540387,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Other"
"108","OE4",0.98961811668994,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Other"
"1917","WT2",0.982103316226848,"WT","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Other"
"448","KO1",0.980982185844969,"KO","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_1","Other"
"250","OE4",0.974439924716168,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Other"
"1913","KO4",0.973599958011862,"KO","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Other"
"2451","OE2",0.973243340966614,"OE","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae_1","Other"
"2873","WT5",0.971080994557678,"WT","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Other"
"96","KO1",0.968945594607607,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Other"
"1721","KO3",0.960180739903982,"KO","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Other"
"248","KO1",0.956909003370245,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Other"
"1512","OE5",0.954524988743809,"OE","Bacteria","Chloroflexi","Chloroflexia","Herpetosiphonales","Herpetosiphonaceae","Other"
"2997","OE2",0.952151380016874,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium"
"2850","WT6",0.951715238197656,"WT","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Pseudoduganella"
"2853","OE6",0.951667758744423,"OE","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Pseudoduganella"
"3393","OE1",0.949532940777507,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Other"
"434","OE5",0.94852168692781,"OE","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_1","Other"
"1705","WT2",0.943027587464506,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Kineosporiaceae","Other"
"3403","KO5",0.942233632862644,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Other"
"1078","WT3",0.940584584256145,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Other"
"2855","OE5",0.924508479663815,"OE","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Pseudoduganella"
"113","KO5",0.924261874197689,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Actinoplanes"
"252","WT3",0.92417903918191,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Other"
"1711","WT3",0.918710524157165,"WT","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Other"
"3004","OE1",0.918703949193822,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium"
"3396","OE5",0.915503526939817,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Other"
"2849","KO3",0.911401504454314,"KO","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Pseudoduganella"
"1128","OE4",0.907655880031571,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Other"
"1083","OE1",0.906372352560348,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Other"
"1518","KO5",0.903722721437741,"KO","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Other"
"1726","OE1",0.903289453401979,"OE","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Other"
"3729","KO6",0.901315433335138,"KO","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Other"
"3391","OE3",0.895125895125895,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Other"
"1718","WT1",0.890398138987674,"WT","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Other"
"1724","KO4",0.88962368131003,"KO","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Other"
"1910","KO3",0.888295550820261,"KO","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Other"
"1923","OE6",0.876782426908796,"OE","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Other"
"1713","WT6",0.871061404452092,"WT","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Other"
"244","OE5",0.870478763319826,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Other"
"55","WT4",0.869494555501382,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Thermomonosporaceae","Other"
"1079","OE6",0.867421760429343,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Other"
"1068","WT4",0.866785849721003,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Other"
"2380","WT4",0.864077143940625,"WT","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Unassigned","Other"
"1118","KO6",0.860715639040762,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Other"
"171","WT6",0.857619098827831,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Other"
"174","WT3",0.853088343860225,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Other"
"2644","KO6",0.84718237427597,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Other"
"3732","OE6",0.845580205310618,"OE","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Other"
"2631","KO1",0.845570534424651,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Other"
"2934","OE5",0.843463905147831,"OE","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Other"
"3740","WT5",0.843026357912709,"WT","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Other"
"1499","WT6",0.838799870953866,"WT","Bacteria","Chloroflexi","Chloroflexia","Herpetosiphonales","Herpetosiphonaceae","Other"
"58","KO2",0.838522208385222,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Thermomonosporaceae","Other"
"3386","WT5",0.832355138192295,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Other"
"1712","WT5",0.827019528332088,"WT","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Other"
"1065","OE1",0.826216974442766,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Other"
