"","id","Abundance","ID","Group","Kingdom","Phylum"
"441","sample13",0.347220581913351,"sample13","Group3","Bacteria","Other"
"449","sample7",0.330178674814131,"sample7","Group2","Bacteria","Other"
"235","sample11",0.327594651289586,"sample11","Group2","Bacteria","Other"
"641","sample11",0.326208496206556,"sample11","Group2","Archaea","Thaumarchaeota"
"168","sample10",0.314932702244889,"sample10","Group2","Bacteria","Other"
"155","sample4",0.307494056744207,"sample4","Group1","Bacteria","Other"
"450","sample8",0.306734670012863,"sample8","Group2","Bacteria","Other"
"156","sample3",0.291013960804876,"sample3","Group1","Bacteria","Other"
"157","sample18",0.283415441386263,"sample18","Group3","Bacteria","Other"
"178","sample18",0.283415441386263,"sample18","Group3","Bacteria","Other"
"179","sample3",0.268073671101789,"sample3","Group1","Bacteria","Other"
"446","sample1",0.260063660370917,"sample1","Group1","Bacteria","Other"
"242","sample6",0.256108064004352,"sample6","Group1","Bacteria","Other"
"161","sample16",0.246761649814136,"sample16","Group3","Bacteria","Other"
"454","sample16",0.239783813958209,"sample16","Group3","Bacteria","Other"
"174","sample16",0.22138770124713,"sample16","Group3","Bacteria","Other"
"173","sample11",0.22039865820188,"sample11","Group2","Bacteria","Other"
"249","sample2",0.201044745343323,"sample2","Group1","Bacteria","Other"
"158","sample14",0.199928327580679,"sample14","Group3","Bacteria","Other"
"176","sample14",0.199299622148035,"sample14","Group3","Bacteria","Other"
"138","sample9",0.197171495262941,"sample9","Group2","Bacteria","Other"
"458","sample11",0.161718093020247,"sample11","Group2","Bacteria","Other"
"447","sample9",0.155430454483043,"sample9","Group2","Bacteria","Other"
"162","sample17",0.155292558321258,"sample17","Group3","Bacteria","Other"
"236","sample1",0.153126286511833,"sample1","Group1","Bacteria","Other"
"453","sample15",0.145734259604216,"sample15","Group3","Bacteria","Other"
"238","sample12",0.139584088393461,"sample12","Group2","Bacteria","Other"
"460","sample5",0.139426044252228,"sample5","Group1","Bacteria","Other"
"455","sample4",0.136861516585572,"sample4","Group1","Bacteria","Other"
"452","sample14",0.136429078883671,"sample14","Group3","Bacteria","Other"
"251","sample4",0.121753427092359,"sample4","Group1","Bacteria","Other"
"127","sample7",0.119231188127325,"sample7","Group2","Bacteria","Other"
"175","sample17",0.118200386747709,"sample17","Group3","Bacteria","Other"
"252","sample18",0.113175964848877,"sample18","Group3","Bacteria","Other"
"468","sample7",0.110632785137374,"sample7","Group2","Bacteria","Other"
"243","sample13",0.110071286511307,"sample13","Group3","Bacteria","Other"
"245","sample7",0.10948633140538,"sample7","Group2","Bacteria","Other"
"237","sample5",0.108343805087719,"sample5","Group1","Bacteria","Other"
"451","sample17",0.106825454131821,"sample17","Group3","Bacteria","Other"
"143","sample8",0.106592546617373,"sample8","Group2","Bacteria","Other"
"239","sample8",0.106592546617373,"sample8","Group2","Bacteria","Other"
"461","sample12",0.0950151338537942,"sample12","Group2","Bacteria","Other"
"463","sample8",0.0899515161328044,"sample8","Group2","Bacteria","Other"
"240","sample10",0.0862242932359794,"sample10","Group2","Bacteria","Other"
"133","sample10",0.0825551743748739,"sample10","Group2","Bacteria","Other"
"462","sample3",0.0812741692337943,"sample3","Group1","Bacteria","Other"
"465","sample6",0.0755481014762099,"sample6","Group1","Bacteria","Other"
"246","sample16",0.0754874969868436,"sample16","Group3","Bacteria","Other"
"134","sample11",0.0753144261780008,"sample11","Group2","Bacteria","Other"
"142","sample12",0.074444847143179,"sample12","Group2","Bacteria","Other"
"247","sample17",0.0741843431470977,"sample17","Group3","Bacteria","Other"
"128","sample6",0.0736593989393047,"sample6","Group1","Bacteria","Other"
"467","sample9",0.068103803377729,"sample9","Group2","Bacteria","Other"
"466","sample13",0.0680268895177177,"sample13","Group3","Bacteria","Other"
"244","sample9",0.0664561307153645,"sample9","Group2","Bacteria","Other"
"250","sample3",0.0655436848659632,"sample3","Group1","Bacteria","Other"
"457","sample2",0.0635782528008798,"sample2","Group1","Bacteria","Other"
"586","sample18",0.0632453921214312,"sample18","Group3","Bacteria","Other"
"248","sample14",0.0628705432643644,"sample14","Group3","Bacteria","Other"
"456","sample18",0.0613432750651475,"sample18","Group3","Bacteria","Other"
"464","sample10",0.0605404612082408,"sample10","Group2","Bacteria","Other"
"581","sample2",0.0541274314385869,"sample2","Group1","Bacteria","Other"
"101","sample11",0.0522118414608226,"sample11","Group2","Bacteria","Other"
"104","sample9",0.0516270767540849,"sample9","Group2","Bacteria","Other"
"92","sample1",0.0492012330431465,"sample1","Group1","Bacteria","Other"
"594","sample13",0.0472408954984151,"sample13","Group3","Bacteria","Other"
"129","sample1",0.0471930194495487,"sample1","Group1","Bacteria","Other"
"590","sample1",0.0471930194495487,"sample1","Group1","Bacteria","Other"
"96","sample10",0.0470870253841873,"sample10","Group2","Bacteria","Other"
"93","sample6",0.0468398229152501,"sample6","Group1","Bacteria","Other"
"97","sample2",0.0468245240222696,"sample2","Group1","Bacteria","Other"
"582","sample5",0.0452912627825709,"sample5","Group1","Bacteria","Other"
"591","sample16",0.0437700612780858,"sample16","Group3","Bacteria","Other"
"108","sample15",0.0432819793561395,"sample15","Group3","Bacteria","Other"
"102","sample12",0.0421201108836407,"sample12","Group2","Bacteria","Other"
"103","sample13",0.0410995790836211,"sample13","Group3","Bacteria","Other"
"577","sample4",0.0408807127463396,"sample4","Group1","Bacteria","Other"
"140","sample13",0.0392099432636845,"sample13","Group3","Bacteria","Other"
"100","sample4",0.0391032904530205,"sample4","Group1","Bacteria","Other"
"629","sample13",0.0387375343087004,"sample13","Group3","Bacteria","Other"
"459","sample1",0.0371519514815596,"sample1","Group1","Bacteria","Other"
"579","sample17",0.0356084847106069,"sample17","Group3","Bacteria","Other"
"588","sample15",0.035063882010037,"sample15","Group3","Bacteria","Other"
"587","sample14",0.0339500933627567,"sample14","Group3","Bacteria","Other"
"322","sample7",0.0332471582278118,"sample7","Group2","Archaea","Other"
"91","sample5",0.0328583671167671,"sample5","Group1","Bacteria","Other"
"619","sample12",0.0328145049907434,"sample12","Group2","Bacteria","Other"
"95","sample8",0.0310332730658175,"sample8","Group2","Bacteria","Other"
"106","sample18",0.0299583436364674,"sample18","Group3","Bacteria","Other"
"583","sample6",0.0298415000831029,"sample6","Group1","Bacteria","Other"
"589","sample12",0.0288963551411024,"sample12","Group2","Bacteria","Other"
"132","sample2",0.028782046876074,"sample2","Group1","Bacteria","Other"
"105","sample14",0.0276630390363203,"sample14","Group3","Bacteria","Other"
"422","sample15",0.0262979115075278,"sample15","Group3","Bacteria","Other"
"578","sample3",0.0255620370977256,"sample3","Group1","Bacteria","Other"
"98","sample16",0.0253739485670063,"sample16","Group3","Bacteria","Other"
"137","sample14",0.0251482173057457,"sample14","Group3","Bacteria","Other"
"141","sample15",0.0241064188819005,"sample15","Group3","Bacteria","Other"
"144","sample16",0.0228365537103056,"sample16","Group3","Bacteria","Other"
"624","sample18",0.0218743461472619,"sample18","Group3","Bacteria","Other"
"99","sample17",0.021760740656482,"sample17","Group3","Bacteria","Other"
"580","sample10",0.0214031933564488,"sample10","Group2","Bacteria","Other"
"342","sample6",0.0200202468911956,"sample6","Group1","Bacteria","Other"
"136","sample17",0.0197824915058927,"sample17","Group3","Bacteria","Other"
"424","sample10",0.019568633925896,"sample10","Group2","Bacteria","Other"
"621","sample15",0.019175560474239,"sample15","Group3","Bacteria","Other"
"625","sample7",0.0177700328458994,"sample7","Group2","Bacteria","Other"
"593","sample9",0.0175751750652204,"sample9","Group2","Bacteria","Other"
"627","sample9",0.0170259508444322,"sample9","Group2","Bacteria","Other"
"287","sample4",0.0168855117865316,"sample4","Group1","Bacteria","Other"
"313","sample13",0.0165343134244453,"sample13","Group3","Archaea","Other"
"626","sample8",0.0161912729039048,"sample8","Group2","Bacteria","Other"
"618","sample10",0.0158995150647905,"sample10","Group2","Bacteria","Other"
"630","sample16",0.0158587178543789,"sample16","Group3","Bacteria","Other"
"316","sample8",0.0152917577425768,"sample8","Group2","Archaea","Other"
"585","sample8",0.0152917577425768,"sample8","Group2","Bacteria","Other"
"420","sample11",0.014785654218994,"sample11","Group2","Bacteria","Other"
"131","sample5",0.0146530556061259,"sample5","Group1","Bacteria","Other"
"613","sample5",0.0133209596419326,"sample5","Group1","Bacteria","Other"
"584","sample7",0.0131842179179254,"sample7","Group2","Bacteria","Other"
"544","sample3",0.0131087369731926,"sample3","Group1","Bacteria","Other"
"281","sample3",0.012453300124533,"sample3","Group1","Bacteria","Other"
"233","sample2",0.0120283180974637,"sample2","Group1","Archaea","Other"
"418","sample18",0.0118882316017728,"sample18","Group3","Bacteria","Other"
"197","sample17",0.0118694949035356,"sample17","Group3","Bacteria","Other"
"623","sample1",0.0115472281631874,"sample1","Group1","Bacteria","Other"
"198","sample16",0.0107839281409777,"sample16","Group3","Bacteria","Other"
"130","sample4",0.0106645337599147,"sample4","Group1","Bacteria","Other"
"427","sample3",0.00917611588123484,"sample3","Group1","Bacteria","Other"
"107","sample7",0.00917162985594809,"sample7","Group2","Bacteria","Other"
"279","sample8",0.00899515161328044,"sample8","Group2","Bacteria","Other"
"545","sample4",0.00888711146659557,"sample4","Group1","Bacteria","Other"
"368","sample15",0.00876597050250926,"sample15","Group3","Bacteria","Other"
"194","sample13",0.00850336118971471,"sample13","Group3","Bacteria","Other"
"370","sample4",0.00844275589326579,"sample4","Group1","Bacteria","Other"
"550","sample5",0.00843660777322398,"sample5","Group1","Bacteria","Other"
"367","sample14",0.00817317062436736,"sample14","Group3","Bacteria","Other"
"139","sample18",0.00808399748920549,"sample18","Group3","Bacteria","Other"
"285","sample17",0.00741843431470977,"sample17","Group3","Bacteria","Other"
"320","sample3",0.00720980533525595,"sample3","Group1","Archaea","Other"
"614","sample3",0.00720980533525595,"sample3","Group1","Bacteria","Other"
"274","sample1",0.00702874757759235,"sample1","Group1","Bacteria","Other"
"191","sample14",0.00691575975908008,"sample14","Group3","Bacteria","Other"
"308","sample12",0.00685676223687175,"sample12","Group2","Archaea","Other"
"371","sample10",0.00672671791202676,"sample10","Group2","Bacteria","Other"
"377","sample9",0.00659069064945764,"sample9","Group2","Bacteria","Other"
"192","sample15",0.00657447787688194,"sample15","Group3","Bacteria","Other"
"190","sample3",0.00655436848659632,"sample3","Group1","Bacteria","Other"
"620","sample11",0.00646872372080988,"sample11","Group2","Bacteria","Other"
"284","sample2",0.006443741837927,"sample2","Group1","Bacteria","Other"
"622","sample14",0.00628705432643643,"sample14","Group3","Bacteria","Other"
"318","sample5",0.00621644783290188,"sample5","Group1","Archaea","Other"
"340","sample5",0.00621644783290188,"sample5","Group1","Bacteria","Other"
"329","sample10",0.00611519810184251,"sample10","Group2","Bacteria","Other"
"309","sample1",0.00602464078079345,"sample1","Group1","Archaea","Other"
"311","sample11",0.00600667202646632,"sample11","Group2","Archaea","Other"
"366","sample17",0.00593474745176781,"sample17","Group3","Bacteria","Other"
"416","sample14",0.00565834889379279,"sample14","Group3","Bacteria","Other"
"324","sample4",0.00533226687995734,"sample4","Group1","Archaea","Other"
"373","sample7",0.0051590417939708,"sample7","Group2","Bacteria","Other"
"372","sample2",0.0051549934703416,"sample2","Group1","Bacteria","Other"
"362","sample16",0.00507478971340125,"sample16","Group3","Bacteria","Other"
"275","sample14",0.00502964346114915,"sample14","Group3","Bacteria","Other"
"317","sample17",0.00494562287647318,"sample17","Group3","Archaea","Other"
"425","sample5",0.00488435186870862,"sample5","Group1","Bacteria","Other"
"314","sample18",0.00475529264070911,"sample18","Group3","Archaea","Other"
"278","sample13",0.00472408954984151,"sample13","Group3","Bacteria","Other"
"369","sample3",0.00458805794061742,"sample3","Group1","Bacteria","Other"
"378","sample5",0.0044403198806442,"sample5","Group1","Bacteria","Other"
"310","sample14",0.0044009380285055,"sample14","Group3","Archaea","Other"
"286","sample18",0.0042797633766382,"sample18","Group3","Bacteria","Other"
"364","sample11",0.00415846524909207,"sample11","Group2","Bacteria","Other"
"376","sample6",0.00415514558119154,"sample6","Group1","Bacteria","Other"
"374","sample8",0.0040478182259762,"sample8","Group2","Bacteria","Other"
"406","sample17",0.00395649830117854,"sample17","Group3","Bacteria","Other"
"231","sample16",0.00380609228505094,"sample16","Group3","Archaea","Other"
"419","sample16",0.00380609228505094,"sample16","Group3","Bacteria","Other"
"325","sample13",0.00377927163987321,"sample13","Group3","Bacteria","Other"
"221","sample14",0.00377223259586186,"sample14","Group3","Archaea","Other"
"294","sample11",0.00369641355474851,"sample11","Group2","Bacteria","Other"
"686","sample8",0.00359806064531218,"sample8","Group2","Archaea","Other"
"187","sample4",0.00355484458663823,"sample4","Group1","Bacteria","Other"
"189","sample5",0.00355225590451536,"sample5","Group1","Bacteria","Other"
"186","sample1",0.00351437378879618,"sample1","Group1","Bacteria","Other"
"328","sample17",0.00346193601353122,"sample17","Group3","Bacteria","Other"
"327","sample12",0.00342838111843587,"sample12","Group2","Bacteria","Other"
"415","sample13",0.00330686268488905,"sample13","Group3","Bacteria","Other"
"315","sample15",0.00328723893844097,"sample15","Group3","Archaea","Other"
"687","sample4",0.00311048901330845,"sample4","Group1","Archaea","Other"
"273","sample12",0.00293861238723075,"sample12","Group2","Bacteria","Other"
"361","sample12",0.00293861238723075,"sample12","Group2","Bacteria","Other"
"276","sample15",0.00273936578203414,"sample15","Group3","Bacteria","Other"
"228","sample5",0.00266419192838652,"sample5","Group1","Archaea","Other"
"217","sample1",0.00251026699199727,"sample1","Group1","Archaea","Other"
"403","sample1",0.00251026699199727,"sample1","Group1","Bacteria","Other"
"196","sample12",0.00244884365602562,"sample12","Group2","Bacteria","Other"
"293","sample8",0.00224878790332011,"sample8","Group2","Bacteria","Other"
"428","sample4",0.00222177786664889,"sample4","Group1","Bacteria","Other"
"288","sample5",0.0022201599403221,"sample5","Group1","Bacteria","Other"
"404","sample2",0.00214791394597567,"sample2","Group1","Bacteria","Other"
"365","sample1",0.00200821359359782,"sample1","Group1","Bacteria","Other"
"277","sample16",0.00190304614252547,"sample16","Group3","Bacteria","Other"
"220","sample13",0.0018896358199366,"sample13","Group3","Archaea","Other"
"185","sample11",0.00184820677737425,"sample11","Group2","Bacteria","Other"
"234","sample4",0.00177742229331911,"sample4","Group1","Archaea","Other"
"232","sample17",0.00148368686294195,"sample17","Group3","Archaea","Other"
"337","sample18",0.00142658779221273,"sample18","Group3","Bacteria","Other"
"592","sample11",0.00138615508303069,"sample11","Group2","Bacteria","Other"
"616","sample4",0.00133306671998934,"sample4","Group1","Bacteria","Other"
"94","sample3",0.00131087369731926,"sample3","Group1","Bacteria","Other"
"270","sample2",0.0012887483675854,"sample2","Group1","Bacteria","Other"
"299","sample16",0.00126869742835031,"sample16","Group3","Bacteria","Other"
"312","sample16",0.00126869742835031,"sample16","Group3","Archaea","Other"
"399","sample14",0.00125741086528729,"sample14","Group3","Bacteria","Other"
"307","sample10",0.0012230396203685,"sample10","Group2","Archaea","Other"
"556","sample10",0.0012230396203685,"sample10","Group2","Bacteria","Other"
"282","sample9",0.00109844844157627,"sample9","Group2","Bacteria","Other"
"298","sample15",0.00109574631281366,"sample15","Group3","Bacteria","Other"
"617","sample17",0.000989124575294635,"sample17","Group3","Bacteria","Other"
"604","sample18",0.000951058528141822,"sample18","Group3","Bacteria","Other"
"398","sample13",0.000944817909968301,"sample13","Group3","Bacteria","Other"
"402","sample11",0.000924103388687126,"sample11","Group2","Bacteria","Other"
"336","sample4",0.000888711146659557,"sample4","Group1","Bacteria","Other"
"412","sample4",0.000888711146659557,"sample4","Group1","Bacteria","Other"
"411","sample5",0.00088806397612884,"sample5","Group1","Bacteria","Other"
"38","sample6",0.000755481014762099,"sample6","Group1","Bacteria","Other"
"230","sample6",0.000755481014762099,"sample6","Group1","Archaea","Other"
"229","sample3",0.000655436848659632,"sample3","Group1","Archaea","Other"
"548","sample14",0.000628705432643643,"sample14","Group3","Bacteria","Other"
"690","sample14",0.000628705432643643,"sample14","Group3","Archaea","Other"
"338","sample9",0.000549224220788137,"sample9","Group2","Bacteria","Other"
"226","sample15",0.000547873156406829,"sample15","Group3","Archaea","Other"
"258","sample15",0.000547873156406829,"sample15","Group3","Bacteria","Other"
"41","sample1",0.000502053398399454,"sample1","Group1","Bacteria","Other"
"397","sample12",0.000489768731205125,"sample12","Group2","Bacteria","Other"
"225","sample18",0.000475529264070911,"sample18","Group3","Archaea","Other"
"497","sample11",0.000462051694343563,"sample11","Group2","Archaea","Other"
"49","sample5",0.00044403198806442,"sample5","Group1","Bacteria","Other"
"305","sample5",0.00044403198806442,"sample5","Group1","Bacteria","Other"
"37","sample9",0,"sample9","Group2","Bacteria","Other"
"39","sample3",0,"sample3","Group1","Bacteria","Other"
"40","sample17",0,"sample17","Group3","Bacteria","Other"
"42","sample2",0,"sample2","Group1","Bacteria","Other"
"43","sample14",0,"sample14","Group3","Bacteria","Other"
"44","sample16",0,"sample16","Group3","Bacteria","Other"
"45","sample8",0,"sample8","Group2","Bacteria","Other"
"46","sample4",0,"sample4","Group1","Bacteria","Other"
"47","sample11",0,"sample11","Group2","Bacteria","Other"
"48","sample13",0,"sample13","Group3","Bacteria","Other"
"50","sample10",0,"sample10","Group2","Bacteria","Other"
"51","sample18",0,"sample18","Group3","Bacteria","Other"
"52","sample7",0,"sample7","Group2","Bacteria","Other"
"53","sample15",0,"sample15","Group3","Bacteria","Other"
"54","sample12",0,"sample12","Group2","Bacteria","Other"
"135","sample3",0,"sample3","Group1","Bacteria","Other"
"181","sample8",0,"sample8","Group2","Bacteria","Other"
"182","sample6",0,"sample6","Group1","Bacteria","Other"
"183","sample9",0,"sample9","Group2","Bacteria","Other"
"184","sample10",0,"sample10","Group2","Bacteria","Other"
"188","sample2",0,"sample2","Group1","Bacteria","Other"
"193","sample7",0,"sample7","Group2","Bacteria","Other"
"195","sample18",0,"sample18","Group3","Bacteria","Other"
"218","sample8",0,"sample8","Group2","Archaea","Other"
"219","sample10",0,"sample10","Group2","Archaea","Other"
"222","sample11",0,"sample11","Group2","Archaea","Other"
"223","sample12",0,"sample12","Group2","Archaea","Other"
"224","sample7",0,"sample7","Group2","Archaea","Other"
"227","sample9",0,"sample9","Group2","Archaea","Other"
"253","sample10",0,"sample10","Group2","Bacteria","Other"
"254","sample11",0,"sample11","Group2","Bacteria","Other"
"255","sample12",0,"sample12","Group2","Bacteria","Other"
"256","sample1",0,"sample1","Group1","Bacteria","Other"
"257","sample9",0,"sample9","Group2","Bacteria","Other"
"259","sample8",0,"sample8","Group2","Bacteria","Other"
"260","sample13",0,"sample13","Group3","Bacteria","Other"
"261","sample14",0,"sample14","Group3","Bacteria","Other"
"262","sample5",0,"sample5","Group1","Bacteria","Other"
"263","sample16",0,"sample16","Group3","Bacteria","Other"
"264","sample17",0,"sample17","Group3","Bacteria","Other"
