"","id","Abundance","ID","Group","Kingdom","Phylum"
"206","sample7",0.503293188345151,"sample7","Group2","Bacteria","Other"
"153","sample13",0.484691587813739,"sample13","Group3","Bacteria","Other"
"472","sample2",0.480703141109355,"sample2","Group1","Bacteria","Other"
"445","sample3",0.471259094186275,"sample3","Group1","Bacteria","Other"
"151","sample11",0.468520418064373,"sample11","Group2","Bacteria","Other"
"214","sample3",0.44438618339123,"sample3","Group1","Bacteria","Other"
"166","sample12",0.437853245697382,"sample12","Group2","Bacteria","Other"
"149","sample2",0.419702385043646,"sample2","Group1","Bacteria","Other"
"167","sample1",0.386581116767579,"sample1","Group1","Bacteria","Other"
"474","sample15",0.385154828954001,"sample15","Group3","Bacteria","Other"
"171","sample13",0.384068480402114,"sample13","Group3","Bacteria","Other"
"159","sample15",0.381319716859153,"sample15","Group3","Bacteria","Other"
"148","sample5",0.376095093890564,"sample5","Group1","Bacteria","Other"
"241","sample15",0.364335649010541,"sample15","Group3","Bacteria","Other"
"438","sample12",0.363898167285408,"sample12","Group2","Bacteria","Other"
"169","sample5",0.36366219822476,"sample5","Group1","Bacteria","Other"
"440","sample2",0.361279125713107,"sample2","Group1","Bacteria","Other"
"177","sample7",0.360559698711959,"sample7","Group2","Bacteria","Other"
