"","taxon.name"
"1299","ASV_450"
"1300","ASV_2054"
"1301","ASV_2343"
"1302","ASV_387"
"1303","ASV_390"
"1304","ASV_2912"
"1305","ASV_478"
"1306","ASV_397"
"1307","ASV_1304"
"1308","ASV_574"
"1309","ASV_433"
"1310","ASV_1207"
"1311","ASV_1647"
"1312","ASV_403"
"1313","ASV_907"
"1314","ASV_1382"
"1315","ASV_838"
"1316","ASV_407"
"1317","ASV_1671"
"1318","ASV_692"
"1319","ASV_1379"
"1320","ASV_412"
"1321","ASV_1027"
"1322","ASV_1914"
"1323","ASV_2756"
"1324","ASV_870"
"1325","ASV_2255"
"1326","ASV_1614"
"1327","ASV_1843"
"1328","ASV_425"
"1329","ASV_503"
"1330","ASV_1710"
"1331","ASV_2216"
"1332","ASV_852"
"1333","ASV_560"
"1334","ASV_858"
"1335","ASV_1740"
"1336","ASV_2297"
"1337","ASV_427"
"1338","ASV_1677"
"1339","ASV_429"
"1340","ASV_2372"
"1341","ASV_1140"
"1342","ASV_2558"
"1343","ASV_570"
"1344","ASV_1166"
"1345","ASV_747"
"1346","ASV_1777"
"1347","ASV_1515"
"1348","ASV_435"
"1349","ASV_441"
"1350","ASV_437"
"1351","ASV_846"
"1352","ASV_506"
"1353","ASV_2377"
"1354","ASV_439"
"1355","ASV_1872"
"1356","ASV_1901"
"1357","ASV_2286"
"1358","ASV_445"
"1359","ASV_2466"
"1360","ASV_2356"
"1361","ASV_1228"
"1362","ASV_2362"
"1363","ASV_2271"
"1364","ASV_1136"
"1365","ASV_457"
"1366","ASV_2758"
"1367","ASV_2559"
"1368","ASV_825"
"1369","ASV_2697"
"1370","ASV_451"
"1371","ASV_1098"
"1372","ASV_804"
"1373","ASV_452"
"1374","ASV_576"
"1375","ASV_690"
"1376","ASV_1459"
"1377","ASV_715"
"1378","ASV_1161"
"1379","ASV_1419"
"1380","ASV_1679"
"1381","ASV_902"
"1382","ASV_1015"
"1383","ASV_2738"
"1384","ASV_2405"
"1385","ASV_602"
"1386","ASV_1841"
"1387","ASV_527"
"1388","ASV_1698"
"1389","ASV_938"
"1390","ASV_1409"
"1391","ASV_1663"
"1392","ASV_711"
"1393","ASV_990"
"1394","ASV_2648"
"1395","ASV_1514"
"1396","ASV_1664"
"1397","ASV_453"
"1398","ASV_2742"
"1399","ASV_1634"
"1400","ASV_979"
"1401","ASV_1356"
"1402","ASV_1971"
"1403","ASV_2497"
"1404","ASV_1605"
"1405","ASV_454"
"1406","ASV_2786"
"1407","ASV_458"
"1408","ASV_2342"
"1409","ASV_1718"
"1410","ASV_459"
"1411","ASV_1021"
"1412","ASV_460"
"1413","ASV_620"
"1414","ASV_531"
"1415","ASV_464"
"1416","ASV_1006"
"1417","ASV_465"
"1418","ASV_937"
"1419","ASV_1864"
"1420","ASV_1323"
"1421","ASV_2168"
"1422","ASV_2883"
"1423","ASV_1931"
"1424","ASV_1653"
"1425","ASV_479"
"1426","ASV_480"
"1427","ASV_565"
"1428","ASV_835"
"1429","ASV_481"
"1430","ASV_724"
"1431","ASV_965"
"1432","ASV_1588"
"1433","ASV_482"
"1434","ASV_1636"
"1435","ASV_1035"
"1436","ASV_2633"
"1437","ASV_1314"
"1438","ASV_2531"
"1439","ASV_484"
"1440","ASV_1354"
"1441","ASV_491"
"1442","ASV_1521"
"1443","ASV_1720"
"1444","ASV_493"
"1445","ASV_705"
"1446","ASV_1194"
"1447","ASV_2512"
"1448","ASV_1819"
"1449","ASV_496"
"1450","ASV_742"
"1451","ASV_1970"
"1452","ASV_2461"
"1453","ASV_2734"
"1454","ASV_504"
"1455","ASV_1990"
"1456","ASV_953"
"1457","ASV_2735"
"1458","ASV_1863"
"1459","ASV_1994"
"1460","ASV_2521"
"1461","ASV_510"
"1462","ASV_1145"
"1463","ASV_2456"
"1464","ASV_511"
"1465","ASV_2244"
"1466","ASV_519"
"1467","ASV_1143"
"1468","ASV_1808"
"1469","ASV_1542"
"1470","ASV_1762"
"1471","ASV_529"
"1472","ASV_1008"
"1473","ASV_2331"
"1474","ASV_1638"
"1475","ASV_2257"
"1476","ASV_536"
"1477","ASV_1377"
"1478","ASV_2127"
"1479","ASV_539"
"1480","ASV_540"
"1481","ASV_2227"
"1482","ASV_542"
"1483","ASV_1661"
"1484","ASV_2105"
"1485","ASV_831"
"1486","ASV_2409"
"1487","ASV_1708"
"1488","ASV_2487"
"1489","ASV_2729"
"1490","ASV_1533"
"1491","ASV_2916"
"1492","ASV_1632"
"1493","ASV_1818"
"1494","ASV_2746"
"1495","ASV_2859"
"1496","ASV_551"
"1497","ASV_2771"
"1498","ASV_2812"
"1499","ASV_2793"
"1500","ASV_2021"
"1501","ASV_559"
"1502","ASV_2089"
"1503","ASV_2467"
"1504","ASV_2751"
"1505","ASV_561"
"1506","ASV_682"
"1507","ASV_1203"
"1508","ASV_564"
"1509","ASV_1014"
"1510","ASV_680"
"1511","ASV_821"
"1512","ASV_566"
"1513","ASV_1489"
"1514","ASV_1802"
"1515","ASV_1245"
"1516","ASV_2291"
"1517","ASV_1320"
"1518","ASV_569"
"1519","ASV_579"
"1520","ASV_580"
"1521","ASV_2332"
"1522","ASV_1360"
"1523","ASV_589"
"1524","ASV_1979"
"1525","ASV_905"
"1526","ASV_2773"
"1527","ASV_1546"
"1528","ASV_1490"
"1529","ASV_1915"
"1530","ASV_1639"
"1531","ASV_1607"
"1532","ASV_1904"
"1533","ASV_2802"
"1534","ASV_1086"
"1535","ASV_1973"
"1536","ASV_2045"
"1537","ASV_2290"
"1538","ASV_595"
"1539","ASV_1239"
"1540","ASV_600"
"1541","ASV_2627"
"1542","ASV_2691"
"1543","ASV_606"
"1544","ASV_775"
"1545","ASV_652"
"1546","ASV_1115"
"1547","ASV_2567"
"1548","ASV_2824"
"1549","ASV_612"
"1550","ASV_2704"
"1551","ASV_1554"
"1552","ASV_615"
"1553","ASV_943"
"1554","ASV_1795"
"1555","ASV_621"
"1556","ASV_936"
"1557","ASV_1985"
"1558","ASV_2351"
"1559","ASV_1294"
"1560","ASV_1624"
"1561","ASV_1787"
"1562","ASV_1785"
"1563","ASV_2620"
"1564","ASV_2088"
"1565","ASV_624"
"1566","ASV_630"
"1567","ASV_1778"
"1568","ASV_1800"
"1569","ASV_1652"
"1570","ASV_984"
"1571","ASV_641"
"1572","ASV_2198"
"1573","ASV_2755"
"1574","ASV_657"
"1575","ASV_1885"
"1576","ASV_658"
"1577","ASV_1921"
"1578","ASV_893"
"1579","ASV_1529"
"1580","ASV_1038"
"1581","ASV_2538"
"1582","ASV_2767"
"1583","ASV_1221"
"1584","ASV_2813"
"1585","ASV_660"
"1586","ASV_2561"
"1587","ASV_667"
"1588","ASV_2298"
"1589","ASV_670"
"1590","ASV_1201"
"1591","ASV_2410"
"1592","ASV_2884"
"1593","ASV_1154"
"1594","ASV_669"
"1595","ASV_1482"
"1596","ASV_1738"
"1597","ASV_681"
"1598","ASV_1044"
"1599","ASV_2068"
"1600","ASV_685"
"1601","ASV_689"
"1602","ASV_1731"
"1603","ASV_2063"
"1604","ASV_1556"
"1605","ASV_691"
"1606","ASV_1091"
"1607","ASV_1421"
"1608","ASV_1429"
"1609","ASV_1118"
"1610","ASV_1626"
"1611","ASV_2148"
"1612","ASV_1191"
"1613","ASV_2154"
"1614","ASV_1813"
"1615","ASV_694"
"1616","ASV_2507"
"1617","ASV_696"
"1618","ASV_2515"
"1619","ASV_700"
"1620","ASV_713"
"1621","ASV_1288"
"1622","ASV_2818"
"1623","ASV_714"
"1624","ASV_729"
"1625","ASV_1005"
"1626","ASV_1739"
"1627","ASV_1076"
"1628","ASV_725"
"1629","ASV_2625"
"1630","ASV_1271"
"1631","ASV_2201"
"1632","ASV_866"
"1633","ASV_1101"
"1634","ASV_2121"
"1635","ASV_2158"
"1636","ASV_1704"
"1637","ASV_726"
"1638","ASV_2408"
"1639","ASV_2792"
"1640","ASV_728"
"1641","ASV_1823"
"1642","ASV_2424"
"1643","ASV_735"
"1644","ASV_1799"
"1645","ASV_2716"
"1646","ASV_736"
"1647","ASV_1937"
"1648","ASV_1363"
"1649","ASV_2221"
"1650","ASV_1383"
"1651","ASV_1395"
"1652","ASV_2124"
"1653","ASV_2844"
"1654","ASV_2866"
"1655","ASV_746"
"1656","ASV_2181"
"1657","ASV_2051"
"1658","ASV_750"
"1659","ASV_1165"
"1660","ASV_753"
"1661","ASV_1903"
"1662","ASV_756"
"1663","ASV_761"
"1664","ASV_2401"
"1665","ASV_769"
"1666","ASV_762"
"1667","ASV_2150"
"1668","ASV_767"
"1669","ASV_770"
"1670","ASV_785"
"1671","ASV_772"
"1672","ASV_843"
"1673","ASV_1678"
"1674","ASV_2098"
"1675","ASV_1324"
"1676","ASV_2099"
"1677","ASV_2858"
"1678","ASV_773"
"1679","ASV_1924"
"1680","ASV_954"
"1681","ASV_776"
"1682","ASV_1890"
"1683","ASV_1397"
"1684","ASV_2030"
"1685","ASV_1553"
"1686","ASV_2048"
"1687","ASV_1484"
"1688","ASV_1933"
"1689","ASV_2445"
"1690","ASV_1934"
"1691","ASV_778"
"1692","ASV_782"
"1693","ASV_1537"
"1694","ASV_784"
"1695","ASV_1475"
"1696","ASV_1184"
"1697","ASV_2510"
"1698","ASV_894"
"1699","ASV_2380"
"1700","ASV_786"
"1701","ASV_2384"
"1702","ASV_1569"
"1703","ASV_791"
"1704","ASV_2100"
"1705","ASV_1269"
"1706","ASV_2338"
"1707","ASV_1059"
"1708","ASV_795"
"1709","ASV_798"
"1710","ASV_2870"
"1711","ASV_801"
"1712","ASV_1043"
"1713","ASV_1144"
"1714","ASV_1234"
"1715","ASV_1761"
"1716","ASV_2252"
"1717","ASV_810"
"1718","ASV_818"
"1719","ASV_1454"
"1720","ASV_811"
"1721","ASV_2698"
"1722","ASV_2898"
"1723","ASV_2300"
"1724","ASV_2797"
"1725","ASV_2246"
"1726","ASV_820"
"1727","ASV_2251"
"1728","ASV_2346"
"1729","ASV_2744"
"1730","ASV_2727"
"1731","ASV_2768"
"1732","ASV_823"
"1733","ASV_1748"
"1734","ASV_2529"
"1735","ASV_1644"
"1736","ASV_2479"
"1737","ASV_827"
"1738","ASV_1350"
"1739","ASV_828"
"1740","ASV_1254"
"1741","ASV_1060"
"1742","ASV_2645"
"1743","ASV_1471"
"1744","ASV_1299"
"1745","ASV_1878"
"1746","ASV_1431"
"1747","ASV_2176"
"1748","ASV_832"
"1749","ASV_1278"
"1750","ASV_2720"
"1751","ASV_834"
"1752","ASV_839"
"1753","ASV_845"
"1754","ASV_847"
"1755","ASV_1767"
"1756","ASV_1380"
"1757","ASV_2651"
"1758","ASV_2442"
"1759","ASV_908"
"1760","ASV_2207"
"1761","ASV_909"
"1762","ASV_1468"
"1763","ASV_2155"
"1764","ASV_2210"
"1765","ASV_1844"
"1766","ASV_851"
"1767","ASV_1209"
"1768","ASV_853"
"1769","ASV_857"
"1770","ASV_2142"
"1771","ASV_860"
"1772","ASV_2140"
"1773","ASV_1037"
"1774","ASV_2007"
"1775","ASV_1642"
"1776","ASV_2425"
"1777","ASV_863"
"1778","ASV_1126"
"1779","ASV_2550"
"1780","ASV_864"
"1781","ASV_2131"
"1782","ASV_2705"
"1783","ASV_921"
"1784","ASV_1205"
"1785","ASV_1017"
"1786","ASV_869"
"1787","ASV_2014"
"1788","ASV_872"
"1789","ASV_1262"
"1790","ASV_2248"
"1791","ASV_2328"
"1792","ASV_2393"
"1793","ASV_2268"
"1794","ASV_879"
"1795","ASV_1129"
"1796","ASV_887"
"1797","ASV_1760"
"1798","ASV_1434"
"1799","ASV_2016"
"1800","ASV_2784"
"1801","ASV_2610"
"1802","ASV_916"
"1803","ASV_882"
"1804","ASV_1346"
"1805","ASV_899"
"1806","ASV_883"
"1807","ASV_1439"
"1808","ASV_2430"
"1809","ASV_889"
"1810","ASV_2003"
"1811","ASV_1839"
"1812","ASV_1559"
"1813","ASV_1967"
"1814","ASV_2584"
"1815","ASV_898"
"1816","ASV_980"
"1817","ASV_1770"
"1818","ASV_911"
"1819","ASV_1287"
"1820","ASV_914"
"1821","ASV_2205"
"1822","ASV_2725"
"1823","ASV_2864"
"1824","ASV_924"
"1825","ASV_2500"
"1826","ASV_2626"
"1827","ASV_930"
"1828","ASV_2919"
"1829","ASV_1236"
"1830","ASV_1810"
"1831","ASV_934"
"1832","ASV_2777"
"1833","ASV_1949"
"1834","ASV_935"
"1835","ASV_1854"
"1836","ASV_2288"
"1837","ASV_1249"
"1838","ASV_2279"
"1839","ASV_940"
"1840","ASV_2272"
"1841","ASV_950"
"1842","ASV_2772"
"1843","ASV_967"
"1844","ASV_2067"
"1845","ASV_970"
"1846","ASV_1152"
"1847","ASV_2589"
"1848","ASV_2867"
"1849","ASV_974"
"1850","ASV_1969"
"1851","ASV_977"
"1852","ASV_2888"
"1853","ASV_978"
"1854","ASV_1548"
"1855","ASV_1572"
"1856","ASV_2454"
"1857","ASV_982"
"1858","ASV_986"
"1859","ASV_1273"
"1860","ASV_991"
"1861","ASV_992"
"1862","ASV_1400"
"1863","ASV_1672"
"1864","ASV_998"
"1865","ASV_2801"
"1866","ASV_2601"
"1867","ASV_1601"
"1868","ASV_2860"
"1869","ASV_1000"
"1870","ASV_2700"
"1871","ASV_2587"
"1872","ASV_2608"
"1873","ASV_1010"
"1874","ASV_1016"
"1875","ASV_1200"
"1876","ASV_1019"
"1877","ASV_1023"
"1878","ASV_2161"
"1879","ASV_1284"
"1880","ASV_1788"
"1881","ASV_1031"
"1882","ASV_2509"
"1883","ASV_2830"
"1884","ASV_1032"
"1885","ASV_1267"
"1886","ASV_1980"
"1887","ASV_2827"
"1888","ASV_1041"
"1889","ASV_1215"
"1890","ASV_1881"
"1891","ASV_1046"
"1892","ASV_2631"
"1893","ASV_1947"
"1894","ASV_1052"
"1895","ASV_1056"
"1896","ASV_1938"
"1897","ASV_2708"
"1898","ASV_1061"
"1899","ASV_2402"
"1900","ASV_1176"
"1901","ASV_2081"
"1902","ASV_2320"
"1903","ASV_2354"
"1904","ASV_1389"
"1905","ASV_1549"
"1906","ASV_2151"
"1907","ASV_2857"
"1908","ASV_1068"
"1909","ASV_1210"
"1910","ASV_1812"
"1911","ASV_1073"
"1912","ASV_2850"
"1913","ASV_1715"
"1914","ASV_1077"
"1915","ASV_1079"
"1916","ASV_2036"
"1917","ASV_1082"
"1918","ASV_2350"
"1919","ASV_1172"
"1920","ASV_1518"
"1921","ASV_1832"
"1922","ASV_2087"
"1923","ASV_1611"
"1924","ASV_1747"
"1925","ASV_1688"
"1926","ASV_1712"
"1927","ASV_1093"
"1928","ASV_1104"
"1929","ASV_2657"
"1930","ASV_2902"
"1931","ASV_2163"
"1932","ASV_2607"
"1933","ASV_1474"
"1934","ASV_1106"
"1935","ASV_1313"
"1936","ASV_1473"
"1937","ASV_2389"
"1938","ASV_1112"
"1939","ASV_2503"
"1940","ASV_2596"
"1941","ASV_1113"
"1942","ASV_2545"
"1943","ASV_1116"
"1944","ASV_2662"
"1945","ASV_1121"
"1946","ASV_2673"
"1947","ASV_1374"
"1948","ASV_2847"
"1949","ASV_1134"
"1950","ASV_1912"
"1951","ASV_2367"
"1952","ASV_1142"
"1953","ASV_2316"
"1954","ASV_1149"
"1955","ASV_2193"
"1956","ASV_1551"
"1957","ASV_1988"
"1958","ASV_2769"
"1959","ASV_1352"
"1960","ASV_1158"
"1961","ASV_2471"
"1962","ASV_1160"
"1963","ASV_2819"
"1964","ASV_1162"
"1965","ASV_1348"
"1966","ASV_2037"
"1967","ASV_2749"
"1968","ASV_2038"
"1969","ASV_2677"
"1970","ASV_2440"
"1971","ASV_2880"
"1972","ASV_2325"
"1973","ASV_1170"
"1974","ASV_2594"
"1975","ASV_2495"
"1976","ASV_2909"
"1977","ASV_2669"
"1978","ASV_1171"
"1979","ASV_1173"
"1980","ASV_2638"
"1981","ASV_1174"
"1982","ASV_1175"
"1983","ASV_1322"
"1984","ASV_1180"
"1985","ASV_1182"
"1986","ASV_2911"
"1987","ASV_1183"
"1988","ASV_1342"
"1989","ASV_1765"
"1990","ASV_1902"
"1991","ASV_2041"
"1992","ASV_2556"
"1993","ASV_1192"
"1994","ASV_1821"
"1995","ASV_1197"
"1996","ASV_2877"
"1997","ASV_1198"
"1998","ASV_1867"
"1999","ASV_1199"
"2000","ASV_1577"
"2001","ASV_1907"
"2002","ASV_1220"
"2003","ASV_2023"
"2004","ASV_1404"
"2005","ASV_1229"
"2006","ASV_1235"
"2007","ASV_2308"
"2008","ASV_2315"
"2009","ASV_1240"
"2010","ASV_1995"
"2011","ASV_1525"
"2012","ASV_1625"
"2013","ASV_1241"
"2014","ASV_2015"
"2015","ASV_1244"
"2016","ASV_1279"
"2017","ASV_1281"
"2018","ASV_2230"
"2019","ASV_1247"
"2020","ASV_1266"
"2021","ASV_1280"
"2022","ASV_2573"
"2023","ASV_1290"
"2024","ASV_1291"
"2025","ASV_2436"
"2026","ASV_1293"
"2027","ASV_2285"
"2028","ASV_1464"
"2029","ASV_2313"
"2030","ASV_2747"
"2031","ASV_1295"
"2032","ASV_2837"
"2033","ASV_1301"
"2034","ASV_1307"
"2035","ASV_2653"
"2036","ASV_1310"
"2037","ASV_2312"
"2038","ASV_2044"
"2039","ASV_2530"
"2040","ASV_1725"
"2041","ASV_1321"
"2042","ASV_2493"
"2043","ASV_1386"
"2044","ASV_1426"
"2045","ASV_1407"
"2046","ASV_2156"
"2047","ASV_1992"
"2048","ASV_1325"
"2049","ASV_1766"
"2050","ASV_1333"
"2051","ASV_1345"
"2052","ASV_2296"
"2053","ASV_2153"
"2054","ASV_1334"
"2055","ASV_2519"
"2056","ASV_1336"
"2057","ASV_1592"
"2058","ASV_1942"
"2059","ASV_1498"
"2060","ASV_1337"
"2061","ASV_2322"
"2062","ASV_2670"
"2063","ASV_1341"
"2064","ASV_1357"
"2065","ASV_1369"
"2066","ASV_1826"
"2067","ASV_1370"
"2068","ASV_2195"
"2069","ASV_1371"
"2070","ASV_1580"
"2071","ASV_1595"
"2072","ASV_2739"
"2073","ASV_2178"
"2074","ASV_2637"
"2075","ASV_1372"
"2076","ASV_1384"
"2077","ASV_1861"
"2078","ASV_2642"
"2079","ASV_1390"
"2080","ASV_2050"
"2081","ASV_1391"
"2082","ASV_2640"
"2083","ASV_2276"
"2084","ASV_1406"
"2085","ASV_1452"
"2086","ASV_1714"
"2087","ASV_1415"
"2088","ASV_1909"
"2089","ASV_1726"
"2090","ASV_2335"
"2091","ASV_2889"
"2092","ASV_1422"
"2093","ASV_2667"
"2094","ASV_1424"
"2095","ASV_1432"
"2096","ASV_1433"
"2097","ASV_1435"
"2098","ASV_1919"
"2099","ASV_1436"
"2100","ASV_2499"
"2101","ASV_1440"
"2102","ASV_1846"
"2103","ASV_1991"
"2104","ASV_2423"
"2105","ASV_2852"
"2106","ASV_1444"
"2107","ASV_1495"
"2108","ASV_1487"
"2109","ASV_1792"
"2110","ASV_2715"
"2111","ASV_1451"
"2112","ASV_1453"
"2113","ASV_1691"
"2114","ASV_2439"
"2115","ASV_1458"
"2116","ASV_2215"
"2117","ASV_1757"
"2118","ASV_1465"
"2119","ASV_2741"
"2120","ASV_2661"
"2121","ASV_1466"
"2122","ASV_1488"
"2123","ASV_2484"
"2124","ASV_1497"
"2125","ASV_1504"
"2126","ASV_2231"
"2127","ASV_1508"
"2128","ASV_2026"
"2129","ASV_2392"
"2130","ASV_1509"
"2131","ASV_1510"
"2132","ASV_2876"
"2133","ASV_1516"
"2134","ASV_2287"
"2135","ASV_1517"
"2136","ASV_2798"
"2137","ASV_1520"
"2138","ASV_2762"
"2139","ASV_1528"
"2140","ASV_1531"
"2141","ASV_1532"
"2142","ASV_1889"
"2143","ASV_1781"
"2144","ASV_1536"
"2145","ASV_1538"
"2146","ASV_1539"
"2147","ASV_2326"
"2148","ASV_2365"
"2149","ASV_1555"
"2150","ASV_1993"
"2151","ASV_1557"
"2152","ASV_1558"
"2153","ASV_2892"
"2154","ASV_1561"
"2155","ASV_1562"
"2156","ASV_1683"
"2157","ASV_1565"
"2158","ASV_1567"
"2159","ASV_2517"
"2160","ASV_1573"
"2161","ASV_1983"
"2162","ASV_2905"
"2163","ASV_2652"
"2164","ASV_2064"
"2165","ASV_1752"
"2166","ASV_2329"
"2167","ASV_1578"
"2168","ASV_1579"
"2169","ASV_2660"
"2170","ASV_1584"
"2171","ASV_2511"
"2172","ASV_1587"
"2173","ASV_1793"
"2174","ASV_2083"
"2175","ASV_1599"
"2176","ASV_1602"
"2177","ASV_2237"
"2178","ASV_1603"
"2179","ASV_1798"
"2180","ASV_2894"
"2181","ASV_1606"
"2182","ASV_1742"
"2183","ASV_1950"
"2184","ASV_1618"
"2185","ASV_1619"
"2186","ASV_2570"
"2187","ASV_1623"
"2188","ASV_1837"
"2189","ASV_2241"
"2190","ASV_2577"
"2191","ASV_2474"
"2192","ASV_1640"
"2193","ASV_1643"
"2194","ASV_1645"
"2195","ASV_2129"
"2196","ASV_1648"
"2197","ASV_1916"
"2198","ASV_2649"
"2199","ASV_1649"
"2200","ASV_1825"
"2201","ASV_2267"
"2202","ASV_1651"
"2203","ASV_1655"
"2204","ASV_2543"
"2205","ASV_2004"
"2206","ASV_2618"
"2207","ASV_1834"
"2208","ASV_1660"
"2209","ASV_1865"
"2210","ASV_1719"
"2211","ASV_1662"
"2212","ASV_2887"
"2213","ASV_1665"
"2214","ASV_2381"
"2215","ASV_1666"
"2216","ASV_1667"
"2217","ASV_2806"
"2218","ASV_1670"
"2219","ASV_1842"
"2220","ASV_2731"
"2221","ASV_1673"
"2222","ASV_1806"
"2223","ASV_2177"
"2224","ASV_1675"
"2225","ASV_2895"
"2226","ASV_2566"
"2227","ASV_2592"
"2228","ASV_2066"
"2229","ASV_1681"
"2230","ASV_2432"
"2231","ASV_2078"
"2232","ASV_1684"
"2233","ASV_1694"
"2234","ASV_1769"
"2235","ASV_2012"
"2236","ASV_1685"
"2237","ASV_2421"
"2238","ASV_2180"
"2239","ASV_2597"
"2240","ASV_2853"
"2241","ASV_2896"
"2242","ASV_1687"
"2243","ASV_1690"
"2244","ASV_2737"
"2245","ASV_2873"
"2246","ASV_1695"
"2247","ASV_1697"
"2248","ASV_1700"
"2249","ASV_1727"
"2250","ASV_1745"
"2251","ASV_1966"
"2252","ASV_1749"
"2253","ASV_1855"
"2254","ASV_1750"
"2255","ASV_1758"
"2256","ASV_2628"
"2257","ASV_2482"
"2258","ASV_1764"
"2259","ASV_2130"
"2260","ASV_1772"
"2261","ASV_2668"
"2262","ASV_2560"
"2263","ASV_1776"
"2264","ASV_1784"
"2265","ASV_1797"
"2266","ASV_2173"
"2267","ASV_2059"
"2268","ASV_1803"
"2269","ASV_1805"
"2270","ASV_2761"
"2271","ASV_1824"
"2272","ASV_1827"
"2273","ASV_1831"
"2274","ASV_2740"
"2275","ASV_1836"
"2276","ASV_1845"
"2277","ASV_1975"
"2278","ASV_2713"
"2279","ASV_1982"
"2280","ASV_2080"
"2281","ASV_1856"
"2282","ASV_1870"
"2283","ASV_2055"
"2284","ASV_1879"
"2285","ASV_1886"
"2286","ASV_1887"
"2287","ASV_2145"
"2288","ASV_1893"
"2289","ASV_2364"
"2290","ASV_1917"
"2291","ASV_1928"
"2292","ASV_2416"
"2293","ASV_1932"
"2294","ASV_2223"
"2295","ASV_1935"
"2296","ASV_2678"
"2297","ASV_1936"
"2298","ASV_2686"
"2299","ASV_2899"
"2300","ASV_1944"
"2301","ASV_1959"
"2302","ASV_1962"
"2303","ASV_1987"
"2304","ASV_2024"
"2305","ASV_2028"
"2306","ASV_2203"
"2307","ASV_2721"
"2308","ASV_2029"
"2309","ASV_2664"
"2310","ASV_2839"
"2311","ASV_2034"
"2312","ASV_2043"
"2313","ASV_2046"
"2314","ASV_2222"
"2315","ASV_2057"
"2316","ASV_2184"
"2317","ASV_2060"
"2318","ASV_2240"
"2319","ASV_2643"
"2320","ASV_2069"
"2321","ASV_2878"
"2322","ASV_2693"
"2323","ASV_2260"
"2324","ASV_2072"
"2325","ASV_2220"
"2326","ASV_2076"
"2327","ASV_2079"
"2328","ASV_2101"
"2329","ASV_2789"
"2330","ASV_2106"
"2331","ASV_2256"
"2332","ASV_2174"
"2333","ASV_2109"
"2334","ASV_2123"
"2335","ASV_2126"
"2336","ASV_2494"
"2337","ASV_2128"
"2338","ASV_2623"
"2339","ASV_2149"
"2340","ASV_2162"
"2341","ASV_2779"
"2342","ASV_2169"
"2343","ASV_2170"
"2344","ASV_2179"
"2345","ASV_2182"
"2346","ASV_2266"
"2347","ASV_2200"
"2348","ASV_2202"
"2349","ASV_2224"
"2350","ASV_2226"
"2351","ASV_2236"
"2352","ASV_2245"
"2353","ASV_2501"
"2354","ASV_2281"
"2355","ASV_2822"
"2356","ASV_2293"
"2357","ASV_2301"
"2358","ASV_2811"
"2359","ASV_2323"
"2360","ASV_2324"
"2361","ASV_2330"
"2362","ASV_2472"
"2363","ASV_2339"
"2364","ASV_2341"
"2365","ASV_2553"
"2366","ASV_2347"
"2367","ASV_2355"
"2368","ASV_2361"
"2369","ASV_2843"
"2370","ASV_2366"
"2371","ASV_2547"
"2372","ASV_2376"
"2373","ASV_2382"
"2374","ASV_2398"
"2375","ASV_2413"
"2376","ASV_2415"
"2377","ASV_2418"
"2378","ASV_2498"
"2379","ASV_2448"
"2380","ASV_2459"
"2381","ASV_2462"
"2382","ASV_2464"
"2383","ASV_2872"
"2384","ASV_2475"
"2385","ASV_2476"
"2386","ASV_2478"
"2387","ASV_2576"
"2388","ASV_2917"
"2389","ASV_2483"
"2390","ASV_2490"
"2391","ASV_2513"
"2392","ASV_2518"
"2393","ASV_2523"
"2394","ASV_2832"
"2395","ASV_2525"
"2396","ASV_2526"
"2397","ASV_2791"
"2398","ASV_2593"
"2399","ASV_2564"
"2400","ASV_2569"
"2401","ASV_2575"
"2402","ASV_2583"
"2403","ASV_2604"
"2404","ASV_2605"
"2405","ASV_2615"
"2406","ASV_2617"
"2407","ASV_2619"
"2408","ASV_2879"
"2409","ASV_2622"
"2410","ASV_2803"
"2411","ASV_2635"
"2412","ASV_2774"
"2413","ASV_2703"
"2414","ASV_2636"
"2415","ASV_2654"
"2416","ASV_2808"
"2417","ASV_2672"
"2418","ASV_2764"
"2419","ASV_2906"
"2420","ASV_2689"
"2421","ASV_2695"
"2422","ASV_2719"
"2423","ASV_2754"
"2424","ASV_2766"
"2425","ASV_2785"
"2426","ASV_2821"
"2427","ASV_2833"
"2428","ASV_2848"
"2429","ASV_2862"
"2430","ASV_2882"
"2431","ASV_2910"
"2432","ASV_2914"
