"","id","Abundance","Group","Kingdom","Phylum","Class"
"268","WT4",22.1517958719324,"WT","Bacteria","Proteobacteria","Betaproteobacteria"
"253","WT1",22.0995213775769,"WT","Bacteria","Proteobacteria","Betaproteobacteria"
"263","OE4",21.9719507012325,"OE","Bacteria","Proteobacteria","Betaproteobacteria"
"269","WT6",21.5426389934402,"WT","Bacteria","Proteobacteria","Betaproteobacteria"
"261","WT3",21.4885297897356,"WT","Bacteria","Proteobacteria","Betaproteobacteria"
"267","OE3",21.4454839454839,"OE","Bacteria","Proteobacteria","Betaproteobacteria"
"259","OE5",20.9725348941918,"OE","Bacteria","Proteobacteria","Betaproteobacteria"
"181","KO3",20.9699365869939,"KO","Bacteria","Proteobacteria","Alphaproteobacteria"
"191","KO5",20.2207958921694,"KO","Bacteria","Proteobacteria","Alphaproteobacteria"
"266","KO2",19.9003735990037,"KO","Bacteria","Proteobacteria","Betaproteobacteria"
"186","KO6",19.831646186326,"KO","Bacteria","Proteobacteria","Alphaproteobacteria"
"265","OE6",18.7306936253861,"OE","Bacteria","Proteobacteria","Betaproteobacteria"
"194","KO4",18.1677426127119,"KO","Bacteria","Proteobacteria","Alphaproteobacteria"
"189","OE1",17.9147270092795,"OE","Bacteria","Proteobacteria","Alphaproteobacteria"
"196","OE5",17.6286957826805,"OE","Bacteria","Proteobacteria","Alphaproteobacteria"
"264","OE1",17.4214631439406,"OE","Bacteria","Proteobacteria","Betaproteobacteria"
"192","KO1",17.2995907558979,"KO","Bacteria","Proteobacteria","Alphaproteobacteria"
"170","KO5",17.1501925545571,"KO","Bacteria","Actinobacteria","Actinobacteria"
"183","OE6",16.8086367749384,"OE","Bacteria","Proteobacteria","Alphaproteobacteria"
"184","KO2",15.8295281582953,"KO","Bacteria","Proteobacteria","Alphaproteobacteria"
"432","WT2",15.737098496887,"WT","Bacteria","Proteobacteria","Gammaproteobacteria"
"185","WT6",15.3403591784063,"WT","Bacteria","Proteobacteria","Alphaproteobacteria"
"193","WT4",15.2852267186738,"WT","Bacteria","Proteobacteria","Alphaproteobacteria"
"188","OE2",15.0235024707726,"OE","Bacteria","Proteobacteria","Alphaproteobacteria"
"258","OE2",14.9963842352658,"OE","Bacteria","Proteobacteria","Betaproteobacteria"
"190","WT5",14.7342866289617,"WT","Bacteria","Proteobacteria","Alphaproteobacteria"
"195","WT3",14.4860963005496,"WT","Bacteria","Proteobacteria","Alphaproteobacteria"
"430","OE6",14.2999781584449,"OE","Bacteria","Proteobacteria","Gammaproteobacteria"
"431","WT5",14.1767153985701,"WT","Bacteria","Proteobacteria","Gammaproteobacteria"
"417","OE5",14.1677922857572,"OE","Bacteria","Proteobacteria","Gammaproteobacteria"
"429","WT6",14.1144209054737,"WT","Bacteria","Proteobacteria","Gammaproteobacteria"
"420","OE4",14.0823265132657,"OE","Bacteria","Proteobacteria","Gammaproteobacteria"
"197","OE4",13.8759031024224,"OE","Bacteria","Proteobacteria","Alphaproteobacteria"
"424","OE1",13.6233313808305,"OE","Bacteria","Proteobacteria","Gammaproteobacteria"
"426","KO1",13.508064516129,"KO","Bacteria","Proteobacteria","Gammaproteobacteria"
"418","WT3",13.4224701282367,"WT","Bacteria","Proteobacteria","Gammaproteobacteria"
"182","WT2",13.3430588480475,"WT","Bacteria","Proteobacteria","Alphaproteobacteria"
"425","WT4",13.1453491521751,"WT","Bacteria","Proteobacteria","Gammaproteobacteria"
"415","KO5",13.0269576379974,"KO","Bacteria","Proteobacteria","Gammaproteobacteria"
"416","OE3",12.1072996072996,"OE","Bacteria","Proteobacteria","Gammaproteobacteria"
"422","WT1",12.0912323858927,"WT","Bacteria","Proteobacteria","Gammaproteobacteria"
"198","OE3",12.0524370524371,"OE","Bacteria","Proteobacteria","Alphaproteobacteria"
"427","OE2",11.8536820537544,"OE","Bacteria","Proteobacteria","Gammaproteobacteria"
"187","WT1",11.4735688120003,"WT","Bacteria","Proteobacteria","Alphaproteobacteria"
"421","KO4",10.7515876764814,"KO","Bacteria","Proteobacteria","Gammaproteobacteria"
"428","KO6",10.6344394521734,"KO","Bacteria","Proteobacteria","Gammaproteobacteria"
"419","KO3",10.2025621935252,"KO","Bacteria","Proteobacteria","Gammaproteobacteria"
"423","KO2",8.40736128407361,"KO","Bacteria","Proteobacteria","Gammaproteobacteria"
"397","KO3",6.89841082385561,"KO","Bacteria","Bacteroidetes","Flavobacteriia"
"595","OE1",6.71147146776829,"OE","Bacteria","Proteobacteria","Unassigned"
"413","OE2",6.45112691334217,"OE","Bacteria","Bacteroidetes","Flavobacteriia"
"410","OE3",6.38138138138138,"OE","Bacteria","Bacteroidetes","Flavobacteriia"
"598","KO1",6.06644198363024,"KO","Bacteria","Proteobacteria","Unassigned"
"611","OE2",6.02024828251175,"OE","Bacteria","Proteobacteria","Unassigned"
"600","WT3",5.94974434692259,"WT","Bacteria","Proteobacteria","Unassigned"
"610","KO2",5.93607305936073,"KO","Bacteria","Proteobacteria","Unassigned"
"599","OE4",5.85574646348127,"OE","Bacteria","Proteobacteria","Unassigned"
"603","OE6",5.71000655246654,"OE","Bacteria","Proteobacteria","Unassigned"
"604","KO6",5.46743896497591,"KO","Bacteria","Proteobacteria","Unassigned"
"596","OE5",5.17784781629896,"OE","Bacteria","Proteobacteria","Unassigned"
"602","WT1",5.08302361025696,"WT","Bacteria","Proteobacteria","Unassigned"
"601","WT6",4.98709538660071,"WT","Bacteria","Proteobacteria","Unassigned"
"217","OE1",4.93263865338965,"OE","Bacteria","Firmicutes","Bacilli"
"222","OE6",4.71777590564448,"OE","Bacteria","Firmicutes","Bacilli"
"406","OE4",4.51095865460506,"OE","Bacteria","Bacteroidetes","Flavobacteriia"
"407","KO5",4.47240051347882,"KO","Bacteria","Bacteroidetes","Flavobacteriia"
"612","OE3",4.45541695541696,"OE","Bacteria","Proteobacteria","Unassigned"
"403","WT6",4.4144531670072,"WT","Bacteria","Bacteroidetes","Flavobacteriia"
"609","KO4",4.4113787854931,"KO","Bacteria","Proteobacteria","Unassigned"
"597","WT4",4.40164689311447,"WT","Bacteria","Proteobacteria","Unassigned"
"606","WT5",4.27115569309572,"WT","Bacteria","Proteobacteria","Unassigned"
"408","WT2",4.22017870633287,"WT","Bacteria","Bacteroidetes","Flavobacteriia"
"366","OE1",3.8690384437525,"OE","Bacteria","Proteobacteria","Deltaproteobacteria"
"605","WT2",3.74345481543231,"WT","Bacteria","Proteobacteria","Unassigned"
"404","WT1",3.73004625792134,"WT","Bacteria","Bacteroidetes","Flavobacteriia"
"608","KO5",3.66367137355584,"KO","Bacteria","Proteobacteria","Unassigned"
"377","WT2",3.62883267772944,"WT","Bacteria","Proteobacteria","Deltaproteobacteria"
"364","OE4",3.48491287717807,"OE","Bacteria","Proteobacteria","Deltaproteobacteria"
"361","WT1",3.478702639108,"WT","Bacteria","Proteobacteria","Deltaproteobacteria"
"378","KO6",3.43203594435122,"KO","Bacteria","Proteobacteria","Deltaproteobacteria"
"398","WT5",3.39344787109167,"WT","Bacteria","Bacteroidetes","Flavobacteriia"
"367","OE6",3.36047926612375,"OE","Bacteria","Proteobacteria","Deltaproteobacteria"
"317","WT1",3.34233535656034,"WT","Bacteria","Chloroflexi","Chloroflexia"
"374","WT3",3.33032565006972,"WT","Bacteria","Proteobacteria","Deltaproteobacteria"
"373","OE5",3.27780279153534,"OE","Bacteria","Proteobacteria","Deltaproteobacteria"
"369","WT4",3.26399046535565,"WT","Bacteria","Proteobacteria","Deltaproteobacteria"
"368","OE3",3.23111573111573,"OE","Bacteria","Proteobacteria","Deltaproteobacteria"
"221","OE4",3.19349159128165,"OE","Bacteria","Firmicutes","Bacilli"
"607","KO3",3.17065030422839,"KO","Bacteria","Proteobacteria","Unassigned"
"375","WT6",3.16969566620067,"WT","Bacteria","Proteobacteria","Deltaproteobacteria"
"226","KO4",3.16748018684722,"KO","Bacteria","Firmicutes","Bacilli"
"362","KO1",3.05729417428984,"KO","Bacteria","Proteobacteria","Deltaproteobacteria"
"365","WT5",2.92391420339345,"WT","Bacteria","Proteobacteria","Deltaproteobacteria"
"370","KO4",2.83419933868682,"KO","Bacteria","Proteobacteria","Deltaproteobacteria"
"376","KO5",2.78562259306804,"KO","Bacteria","Proteobacteria","Deltaproteobacteria"
"405","WT3",2.6659010745632,"WT","Bacteria","Bacteroidetes","Flavobacteriia"
"220","OE2",2.65758707966735,"OE","Bacteria","Firmicutes","Bacilli"
"371","KO2",2.65116922651169,"KO","Bacteria","Proteobacteria","Deltaproteobacteria"
"363","KO3",2.54165489974583,"KO","Bacteria","Proteobacteria","Deltaproteobacteria"
"372","OE2",2.52802217669037,"OE","Bacteria","Proteobacteria","Deltaproteobacteria"
"412","KO4",2.35396000629822,"KO","Bacteria","Bacteroidetes","Flavobacteriia"
"350","OE4",2.34047720235566,"OE","Bacteria","Bacteroidetes","Cytophagia"
"225","OE3",2.23492723492723,"OE","Bacteria","Firmicutes","Bacilli"
"411","OE5",2.05613087197959,"OE","Bacteria","Bacteroidetes","Flavobacteriia"
"315","OE2",2.05495962396047,"OE","Bacteria","Chloroflexi","Chloroflexia"
"400","WT4",1.97193780811528,"WT","Bacteria","Bacteroidetes","Flavobacteriia"
"402","KO6",1.91901694364749,"KO","Bacteria","Bacteroidetes","Flavobacteriia"
"414","OE6",1.85653218509158,"OE","Bacteria","Bacteroidetes","Flavobacteriia"
"347","WT3",1.75539332294315,"WT","Bacteria","Bacteroidetes","Cytophagia"
"399","KO2",1.73792721737927,"KO","Bacteria","Bacteroidetes","Flavobacteriia"
"218","OE5",1.73195257391565,"OE","Bacteria","Firmicutes","Bacilli"
"354","OE3",1.66897666897667,"OE","Bacteria","Bacteroidetes","Cytophagia"
"346","WT4",1.64418440868953,"WT","Bacteria","Bacteroidetes","Cytophagia"
"343","OE1",1.64318525141043,"OE","Bacteria","Bacteroidetes","Cytophagia"
"227","KO6",1.60233854815136,"KO","Bacteria","Firmicutes","Bacilli"
"309","WT5",1.58467612848149,"WT","Bacteria","Chloroflexi","Chloroflexia"
"409","OE1",1.56302987329284,"OE","Bacteria","Bacteroidetes","Flavobacteriia"
"228","KO1",1.54369282619162,"KO","Bacteria","Firmicutes","Bacilli"
"401","KO1",1.49554646124218,"KO","Bacteria","Bacteroidetes","Flavobacteriia"
"316","OE5",1.45880234128771,"OE","Bacteria","Chloroflexi","Chloroflexia"
"318","WT6",1.45176900742015,"WT","Bacteria","Chloroflexi","Chloroflexia"
"231","KO3",1.39919385895099,"KO","Bacteria","Firmicutes","Bacilli"
"233","KO2",1.383700013837,"KO","Bacteria","Firmicutes","Bacilli"
"358","OE5",1.29971484316374,"OE","Bacteria","Bacteroidetes","Cytophagia"
"319","OE6",1.24808886392711,"OE","Bacteria","Chloroflexi","Chloroflexia"
"355","WT2",1.23739807747414,"WT","Bacteria","Bacteroidetes","Cytophagia"
"320","OE4",1.20211280432275,"OE","Bacteria","Chloroflexi","Chloroflexia"
"322","KO2",1.19551681195517,"KO","Bacteria","Chloroflexi","Chloroflexia"
"348","WT1",1.1577849675125,"WT","Bacteria","Bacteroidetes","Cytophagia"
"359","WT6",1.14797290031186,"WT","Bacteria","Bacteroidetes","Cytophagia"
"344","KO1",1.13444872412133,"KO","Bacteria","Bacteroidetes","Cytophagia"
"357","OE2",1.12691334217187,"OE","Bacteria","Bacteroidetes","Cytophagia"
"307","WT3",1.11831132256036,"WT","Bacteria","Chloroflexi","Chloroflexia"
"349","OE6",1.05775531217823,"OE","Bacteria","Bacteroidetes","Cytophagia"
"219","WT3",1.0444863697263,"WT","Bacteria","Firmicutes","Bacilli"
"308","WT4",1.03201690232407,"WT","Bacteria","Chloroflexi","Chloroflexia"
"321","KO5",1.00385109114249,"KO","Bacteria","Chloroflexi","Chloroflexia"
"234","WT4",0.996803727179154,"WT","Bacteria","Firmicutes","Bacilli"
"230","WT6",0.965157543821916,"WT","Bacteria","Firmicutes","Bacilli"
"324","KO4",0.897496457250827,"KO","Bacteria","Chloroflexi","Chloroflexia"
"351","WT5",0.875040017073952,"WT","Bacteria","Bacteroidetes","Cytophagia"
"312","OE1",0.86012886518482,"OE","Bacteria","Chloroflexi","Chloroflexia"
"513","OE2",0.8406653007111,"OE","Bacteria","Planctomycetes","Planctomycetia"
"229","WT1",0.836920773282708,"WT","Bacteria","Firmicutes","Bacilli"
"311","OE3",0.831600831600832,"OE","Bacteria","Chloroflexi","Chloroflexia"
"313","KO1",0.821497351949928,"KO","Bacteria","Chloroflexi","Chloroflexia"
"223","KO5",0.7599486521181,"KO","Bacteria","Firmicutes","Bacilli"
"558","WT2",0.737228749316175,"WT","Bacteria","Bacteroidetes","Sphingobacteriia"
"542","OE3",0.727650727650728,"OE","Bacteria","Bacteroidetes","Sphingobacteriia"
"551","OE1",0.705983907266393,"OE","Bacteria","Bacteroidetes","Sphingobacteriia"
"552","OE4",0.686054277214498,"OE","Bacteria","Bacteroidetes","Sphingobacteriia"
"352","KO2",0.66417600664176,"KO","Bacteria","Bacteroidetes","Cytophagia"
"553","WT4",0.652798093071131,"WT","Bacteria","Bacteroidetes","Sphingobacteriia"
"7","WT3",0.642550515407541,"WT","Bacteria","Acidobacteria","Other"
"310","WT2",0.640841951702399,"WT","Bacteria","Chloroflexi","Chloroflexia"
"336","KO2",0.603293206032932,"KO","Bacteria","Firmicutes","Other"
"314","KO6",0.58193038488605,"KO","Bacteria","Chloroflexi","Chloroflexia"
"232","WT5",0.581581474762565,"WT","Bacteria","Firmicutes","Bacilli"
"520","OE6",0.577241099566289,"OE","Bacteria","Planctomycetes","Planctomycetia"
"360","KO5",0.492939666238768,"KO","Bacteria","Bacteroidetes","Cytophagia"
"541","WT3",0.492166352227053,"WT","Bacteria","Bacteroidetes","Sphingobacteriia"
"356","KO4",0.482863591035532,"KO","Bacteria","Bacteroidetes","Cytophagia"
"543","WT1",0.481296291344688,"WT","Bacteria","Bacteroidetes","Sphingobacteriia"
"555","OE5",0.468257541647906,"OE","Bacteria","Bacteroidetes","Sphingobacteriia"
"510","OE1",0.456269075438542,"OE","Bacteria","Planctomycetes","Planctomycetia"
"323","KO3",0.428743806320762,"KO","Bacteria","Chloroflexi","Chloroflexia"
"224","WT2",0.414202724880819,"WT","Bacteria","Firmicutes","Bacilli"
"509","OE3",0.404250404250404,"OE","Bacteria","Planctomycetes","Planctomycetia"
"557","OE6",0.39314799213704,"OE","Bacteria","Bacteroidetes","Sphingobacteriia"
"127","OE6",0.386907547817405,"OE","Bacteria","Acidobacteria","Other"
"18","OE3",0.384037884037884,"OE","Bacteria","Acidobacteria","Other"
"547","OE2",0.38266843437387,"OE","Bacteria","Bacteroidetes","Sphingobacteriia"
"556","WT6",0.379073018604151,"WT","Bacteria","Bacteroidetes","Sphingobacteriia"
"17","OE6",0.36506599269868,"OE","Bacteria","Acidobacteria","Other"
"10","OE1",0.363782100687487,"OE","Bacteria","Acidobacteria","Other"
"549","WT5",0.362821470494077,"WT","Bacteria","Bacteroidetes","Sphingobacteriia"
"353","KO3",0.351723960873918,"KO","Bacteria","Bacteroidetes","Cytophagia"
"508","WT3",0.325376643972329,"WT","Bacteria","Planctomycetes","Planctomycetia"
"545","KO1",0.30091478093404,"KO","Bacteria","Bacteroidetes","Sphingobacteriia"
"3","OE5",0.291160138075942,"OE","Bacteria","Acidobacteria","Other"
"129","OE1",0.289792520886642,"OE","Bacteria","Acidobacteria","Other"
"514","OE5",0.288158487167942,"OE","Bacteria","Planctomycetes","Planctomycetia"
"464","WT4",0.284414106939704,"WT","Bacteria","Nitrospirae","Other"
"2","WT4",0.254618343355545,"WT","Bacteria","Acidobacteria","Other"
"594","WT3",0.254285948650644,"WT","Bacteria","Verrucomicrobia","Other"
"14","KO6",0.251718724625129,"KO","Bacteria","Acidobacteria","Other"
"1","KO1",0.249759268175253,"KO","Bacteria","Acidobacteria","Other"
"580","OE1",0.240466134352745,"OE","Bacteria","Verrucomicrobia","Other"
"345","KO6",0.235478806907378,"KO","Bacteria","Bacteroidetes","Cytophagia"
"519","KO2",0.232461602324616,"KO","Bacteria","Planctomycetes","Planctomycetia"
"6","WT6",0.231207656737284,"WT","Bacteria","Acidobacteria","Other"
"585","OE6",0.230896439826516,"OE","Bacteria","Verrucomicrobia","Other"
"46","OE1",0.228134537719271,"OE","Bacteria","Acidobacteria","Other"
"515","WT1",0.227278804246103,"WT","Bacteria","Planctomycetes","Planctomycetia"
"502","OE6",0.22465599550688,"OE","Bacteria","Verrucomicrobia","Other"
"574","WT3",0.221474858502174,"WT","Bacteria","Spirochaetes","Other"
"554","KO4",0.220437726342308,"KO","Bacteria","Bacteroidetes","Sphingobacteriia"
"4","OE2",0.216945884054478,"OE","Bacteria","Acidobacteria","Other"
"566","OE4",0.2064234108433,"OE","Bacteria","Spirochaetes","Other"
"559","WT4",0.205861639308738,"WT","Bacteria","Spirochaetes","Other"
"567","WT2",0.205798838148331,"WT","Bacteria","Spirochaetes","Other"
"51","OE6",0.199694218228338,"OE","Bacteria","Acidobacteria","Other"
"338","WT6",0.198946123239058,"WT","Bacteria","Firmicutes","Other"
"511","WT4",0.197735521967604,"WT","Bacteria","Planctomycetes","Planctomycetia"
"329","OE3",0.196350196350196,"OE","Bacteria","Firmicutes","Other"
"506","OE4",0.194280857264283,"OE","Bacteria","Planctomycetes","Planctomycetia"
"544","KO5",0.187419768934531,"KO","Bacteria","Bacteroidetes","Sphingobacteriia"
"581","OE3",0.184800184800185,"OE","Bacteria","Verrucomicrobia","Other"
"550","KO2",0.182648401826484,"KO","Bacteria","Bacteroidetes","Sphingobacteriia"
"590","OE4",0.182138303685265,"OE","Bacteria","Verrucomicrobia","Other"
"15","KO2",0.17988100179881,"KO","Bacteria","Acidobacteria","Other"
"548","KO6",0.178639094895253,"KO","Bacteria","Bacteroidetes","Sphingobacteriia"
"133","WT3",0.177726738304213,"WT","Bacteria","Acidobacteria","Other"
"13","KO3",0.17714564452774,"KO","Bacteria","Acidobacteria","Other"
"132","OE5",0.177097403571965,"OE","Bacteria","Acidobacteria","Other"
"487","WT3",0.174992480791841,"WT","Bacteria","Verrucomicrobia","Other"
"142","WT1",0.173801438541137,"WT","Bacteria","Acidobacteria","Other"
"561","WT6",0.169373050865684,"WT","Bacteria","Spirochaetes","Other"
"588","WT6",0.169373050865684,"WT","Bacteria","Verrucomicrobia","Other"
"521","WT2",0.169328157970146,"WT","Bacteria","Planctomycetes","Planctomycetia"
"5","WT1",0.168453701970641,"WT","Bacteria","Acidobacteria","Other"
"583","KO1",0.165503129513722,"KO","Bacteria","Verrucomicrobia","Other"
"9","WT2",0.164118060801834,"WT","Bacteria","Acidobacteria","Other"
"8","OE4",0.163924473316739,"OE","Bacteria","Acidobacteria","Other"
"522","WT6",0.158619206366276,"WT","Bacteria","Planctomycetes","Planctomycetia"
"16","KO4",0.157455518815935,"KO","Bacteria","Acidobacteria","Other"
"570","OE5",0.156085847215969,"OE","Bacteria","Spirochaetes","Other"
"546","KO3",0.154039690893687,"KO","Bacteria","Bacteroidetes","Sphingobacteriia"
"500","OE5",0.153084196307969,"OE","Bacteria","Verrucomicrobia","Other"
"562","OE3",0.153037653037653,"OE","Bacteria","Spirochaetes","Other"
"12","KO5",0.151476251604621,"KO","Bacteria","Acidobacteria","Other"
"131","OE2",0.150656863926721,"OE","Bacteria","Acidobacteria","Other"
"591","OE5",0.15008254539997,"OE","Bacteria","Verrucomicrobia","Other"
"592","WT2",0.145882720712741,"WT","Bacteria","Verrucomicrobia","Other"
"571","KO5",0.143774069319641,"KO","Bacteria","Spirochaetes","Other"
"516","KO3",0.143770378167441,"KO","Bacteria","Planctomycetes","Planctomycetia"
"533","OE1",0.135647562968215,"OE","Bacteria","Verrucomicrobia","Other"
"291","WT3",0.133978618106253,"WT","Bacteria","Chlamydiae","Other"
"335","OE1",0.132564663809847,"OE","Bacteria","Firmicutes","Other"
"45","OE5",0.132072639951974,"OE","Bacteria","Acidobacteria","Other"
"38","WT3",0.131244360593881,"WT","Bacteria","Acidobacteria","Other"
"531","OE6",0.131049330712347,"OE","Bacteria","Verrucomicrobia","Other"
"586","OE2",0.12956490297698,"OE","Bacteria","Verrucomicrobia","Other"
"465","OE1",0.129481764651478,"OE","Bacteria","Nitrospirae","Other"
"569","OE1",0.129481764651478,"OE","Bacteria","Spirochaetes","Other"
"589","WT1",0.128345677691917,"WT","Bacteria","Verrucomicrobia","Other"
"575","OE6",0.127929108552529,"OE","Bacteria","Spirochaetes","Other"
"518","WT5",0.125386831714865,"WT","Bacteria","Planctomycetes","Planctomycetia"
"337","OE6",0.124808886392711,"OE","Bacteria","Firmicutes","Other"
"582","KO2",0.12453300124533,"KO","Bacteria","Verrucomicrobia","Other"
"577","WT4",0.119183054336638,"WT","Bacteria","Verrucomicrobia","Other"
"572","WT1",0.117650204550924,"WT","Bacteria","Spirochaetes","Other"
"468","OE5",0.117064385411977,"OE","Bacteria","Nitrospirae","Other"
"573","KO3",0.115529768170265,"KO","Bacteria","Spirochaetes","Other"
"128","OE3",0.115500115500116,"OE","Bacteria","Acidobacteria","Other"
"501","WT1",0.114976336265676,"WT","Bacteria","Verrucomicrobia","Other"
"560","OE2",0.111486079305773,"OE","Bacteria","Spirochaetes","Other"
"621","OE6",0.109207775593622,"OE","Bacteria","Verrucomicrobia","Other"
"456","WT6",0.107538444994085,"WT","Bacteria","Nitrospirae","Other"
"40","OE2",0.105459804748704,"OE","Bacteria","Acidobacteria","Other"
"459","OE6",0.102967331273987,"OE","Bacteria","Nitrospirae","Other"
"140","WT4",0.102930819654369,"WT","Bacteria","Acidobacteria","Other"
"504","OE1",0.101735672226161,"OE","Bacteria","Verrucomicrobia","Other"
"47","WT1",0.101606994839434,"WT","Bacteria","Acidobacteria","Other"
"579","WT5",0.101376587343933,"WT","Bacteria","Verrucomicrobia","Other"
