"","id","Abundance","Group","Kingdom","Phylum","Class","Order","Family"
"1638","OE3",0.311850311850312,"OE","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Other"
"547","KO3",0.310646709968935,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Other"
"1485","OE6",0.30890199382196,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"742","WT4",0.308792458963107,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Other"
"909","WT4",0.308792458963107,"WT","Bacteria","Proteobacteria","Betaproteobacteria","Methylophilales","Other"
"910","WT1",0.307494852803551,"WT","Bacteria","Proteobacteria","Betaproteobacteria","Methylophilales","Other"
"1199","WT1",0.307494852803551,"WT","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"1515","KO4",0.30441400304414,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Other"
"1728","OE6",0.302661549502325,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"1322","WT4",0.297957635841595,"WT","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"1633","KO1",0.297905633124699,"KO","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Other"
"980","OE3",0.297412797412797,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"612","KO5",0.295250320924262,"KO","Bacteria","Actinobacteria","Actinobacteria","Gaiellales","Other"
"66","OE5",0.294161788983941,"OE","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"1625","OE5",0.294161788983941,"OE","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Other"
"1317","KO6",0.292318518919504,"KO","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"1329","OE4",0.291421285896424,"OE","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"1576","KO5",0.290115532734275,"KO","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"1197","OE5",0.288158487167942,"OE","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"1292","OE5",0.288158487167942,"OE","Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Other"
"1078","WT4",0.284414106939704,"WT","Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Other"
"643","OE6",0.283940216543418,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"704","OE1",0.283626722569905,"OE","Bacteria","Chloroflexi","Chloroflexia","Herpetosiphonales","Other"
"315","OE6",0.2808199943836,"OE","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Other"
"1579","KO4",0.28079567522175,"KO","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"410","OE1",0.280543823411536,"OE","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Other"
"749","OE5",0.279153534443944,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Other"
"1331","WT2",0.278740198504702,"WT","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"406","OE2",0.277208629625166,"OE","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Other"
"1573","WT6",0.27691149585977,"WT","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"746","OE4",0.276243093922652,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Other"
"1637","OE4",0.276243093922652,"OE","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Other"
"228","KO4",0.275547157927885,"KO","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Other"
"751","OE2",0.274195492346631,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Other"
"398","KO2",0.271205202712052,"KO","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Other"
"52","OE4",0.270171817133143,"OE","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Other"
"947","OE5",0.270148581719946,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"984","WT1",0.270060696810075,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"888","OE6",0.268339105744329,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"812","KO6",0.267958642342879,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"985","KO4",0.265050123340156,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"918","OE5",0.264145279903947,"OE","Bacteria","Proteobacteria","Betaproteobacteria","Methylophilales","Other"
"982","OE4",0.264100540343634,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"754","KO1",0.261795859412614,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Other"
"905","WT5",0.261444883150144,"WT","Bacteria","Proteobacteria","Betaproteobacteria","Methylophilales","Other"
"913","WT6",0.260780729110657,"WT","Bacteria","Proteobacteria","Betaproteobacteria","Methylophilales","Other"
"952","WT4",0.260035754916301,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"548","KO4",0.259801606046292,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Other"
"1584","KO3",0.254165489974583,"KO","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"1367","KO1",0.252768415984593,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"140","WT1",0.251343618813337,"WT","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Other"
"321","WT5",0.25077366342973,"WT","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Other"
"1632","WT6",0.250026884611249,"WT","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Other"
"155","KO5",0.249037227214377,"KO","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Other"
"978","WT4",0.24649222601441,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"551","OE5",0.246135374455951,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Other"
"142","OE4",0.245886709975108,"OE","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Other"
"990","WT6",0.244649962361544,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"1481","OE1",0.243549033511114,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"750","KO2",0.243531202435312,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Other"
"1298","OE6",0.243377328465787,"OE","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"356","OE4",0.242851071580353,"OE","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Other"
"1319","WT5",0.242770248639419,"WT","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"322","WT6",0.241961501236692,"WT","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Other"
"542","OE2",0.241050982282753,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Other"
"229","KO6",0.240892112813295,"KO","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Other"
"128","WT5",0.240102443709316,"WT","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Other"
"1189","KO5",0.238767650834403,"KO","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"1351","WT3",0.237880403576409,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"555","KO1",0.237722676937891,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Other"
"108","WT2",0.237059421158205,"WT","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"552","WT5",0.234766833849109,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Other"
"404","OE6",0.234016661986333,"OE","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Other"
"1359","KO4",0.23355901957697,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"1293","KO2",0.232461602324616,"KO","Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Other"
"1648","WT2",0.231849323989892,"WT","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Other"
"1328","WT6",0.231207656737284,"WT","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"975","WT5",0.229431223988902,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"13","OE1",0.228134537719271,"OE","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","Other"
"352","WT1",0.227278804246103,"WT","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Other"
"1291","WT1",0.227278804246103,"WT","Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Other"
"1358","WT2",0.22663922682158,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"1095","KO3",0.225924879977408,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"744","OE3",0.225225225225225,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Other"
"1575","WT4",0.224822579771385,"WT","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"2","OE6",0.22465599550688,"OE","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","Other"
"1151","OE6",0.22465599550688,"OE","Bacteria","Verrucomicrobia","Opitutae","Opitutales","Other"
"399","KO6",0.224652195095545,"KO","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Other"
"745","WT1",0.224604935960855,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Other"
"1320","KO3",0.223357551795846,"KO","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"1621","KO4",0.223061984989241,"KO","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Other"
"1194","WT4",0.222113873991007,"WT","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"755","KO6",0.221945542142586,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Other"
"1572","WT2",0.221429129653268,"WT","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"134","KO3",0.220790223614285,"KO","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Other"
"907","KO1",0.219667790081849,"KO","Bacteria","Proteobacteria","Betaproteobacteria","Methylophilales","Other"
"740","WT2",0.218824081069112,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Other"
"1578","WT3",0.218740600989801,"WT","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"1627","WT3",0.218740600989801,"WT","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Other"
"715","KO6",0.21653223623667,"KO","Bacteria","Chloroflexi","Chloroflexia","Herpetosiphonales","Other"
"1569","OE5",0.216118865375957,"OE","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"912","OE4",0.215530326027564,"OE","Bacteria","Proteobacteria","Betaproteobacteria","Methylophilales","Other"
"543","WT6",0.215076889988171,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Other"
"1583","WT1",0.213909462819861,"WT","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"411","WT5",0.213424394408281,"WT","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Other"
"954","OE6",0.212175106867609,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"232","KO3",0.210520910888039,"KO","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Other"
"983","OE5",0.210115563559958,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"220","WT2",0.208403886732488,"WT","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Other"
"1318","OE2",0.207906472218874,"OE","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"1726","KO3",0.205386254524916,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"550","KO2",0.204787602047876,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Other"
"226","WT5",0.202753174687867,"WT","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Other"
"748","WT5",0.202753174687867,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Other"
"1581","WT5",0.202753174687867,"WT","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"902","OE3",0.202125202125202,"OE","Bacteria","Proteobacteria","Betaproteobacteria","Methylophilales","Other"
"1570","KO1",0.201612903225806,"KO","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"233","OE1",0.200388445293954,"OE","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Other"
"1368","OE1",0.200388445293954,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"131","KO4",0.19944365716685,"KO","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Other"
"1483","KO4",0.19944365716685,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"354","WT6",0.198946123239058,"WT","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Other"
"1332","WT1",0.197866253108372,"WT","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"1282","WT4",0.197735521967604,"WT","Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Other"
"1493","KO1",0.195594607607126,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"1365","WT1",0.195192384823124,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"1626","WT1",0.195192384823124,"WT","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Other"
"1492","KO6",0.194879012613003,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"1192","WT5",0.194749759897556,"WT","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"1295","OE4",0.194280857264283,"OE","Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Other"
"557","OE1",0.194222646977217,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Other"
"1353","WT6",0.193569200989354,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"227","OE6",0.193453773908702,"OE","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Other"
"359","OE2",0.192840785826202,"OE","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Other"
"546","WT2",0.192773595227551,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Other"
"545","WT4",0.192318110406848,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Other"
"1608","WT4",0.192318110406848,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Sneathiellales","Other"
"135","KO6",0.192172359660044,"KO","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Other"
"402","KO4",0.191570881226054,"KO","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Other"
"349","KO2",0.190950601909506,"KO","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Other"
"401","WT1",0.189844648252627,"WT","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Other"
"113","OE1",0.18805684866048,"OE","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"646","OE2",0.186814511269133,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"1480","OE5",0.186102356295963,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"544","WT3",0.185929510841331,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Other"
"1366","OE4",0.185173942080019,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"1323","KO5",0.184852374839538,"KO","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"1623","WT4",0.184191993065713,"WT","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Other"
"558","OE6",0.184093107429249,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Other"
"136","OE2",0.183801373990599,"OE","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Other"
"875","OE4",0.182138303685265,"OE","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Other"
"943","OE3",0.181912681912682,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"867","WT4",0.181483287285335,"WT","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Other"
"1356","OE2",0.180788236712065,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"705","WT2",0.179748352306771,"WT","Bacteria","Chloroflexi","Chloroflexia","Herpetosiphonales","Other"
"769","OE2",0.17777509943353,"OE","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","Other"
"870","WT3",0.177726738304214,"WT","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Other"
"314","KO1",0.177539720751083,"KO","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Other"
"752","KO3",0.17714564452774,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Other"
"1636","KO3",0.17714564452774,"KO","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Other"
"290","WT1",0.176475306826386,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"953","OE4",0.176067026895756,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"1721","WT4",0.176065875724579,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"1142","WT3",0.174992480791841,"WT","Bacteria","Verrucomicrobia","Opitutae","Opitutales","Other"
"1484","OE2",0.174761962154996,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"1201","WT6",0.174749973115389,"WT","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"1725","KO1",0.174530572941743,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"950","KO2",0.174346201743462,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"1082","WT1",0.173801438541137,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
