"","env1","env2","env4","env5","env6","env7","env8","env10"
"percent",0.0378605147368306,0.0566770813448566,0.0975485665776194,0.045346202596551,0.0672688475670459,0.0581202649115568,0.0656894084695217,0.0395165929136239
