,ID,group,Shannon,Richness,Pielou_evenness
1,1,model_1,1.28733023396814,6,0.718472683458322
2,2,model_1,1.13014610099689,6,0.630746548521823
3,3,model_1,1.19930672889461,6,0.669345829890498
4,4,model_1,1.08436383833373,6,0.605194981221952
5,5,model_1,1.16302817852877,6,0.649098385415446
6,6,model_1,1.22659999327013,6,0.684578490771749
7,7,model_1,1.24950444087962,6,0.697361706377891
8,8,model_1,1.26082980758241,6,0.703682513884308
9,9,model_1,1.38924538313026,6,0.775352611212256
10,10,model_1,1.26182491515733,6,0.704237893996432
11,11,model_1,1.29345270880603,6,0.721889701726143
12,12,model_1,1.31707938747721,6,0.735076002162637
13,13,model_1,1.19699546840532,6,0.668055890850694
14,14,model_1,1.10589270560113,6,0.617210470821502
15,15,model_1,1.37896837654895,6,0.769616904630091
16,16,model_1,1.3369160289106,6,0.746147042541699
17,17,model_1,0.412405472161223,6,0.230167876461063
18,18,model_1,1.33486579191491,6,0.745002783487458
19,19,model_2,1.18455836554497,6,0.661114611580825
20,20,model_2,1.09700671017963,6,0.612251102349275
21,21,model_2,0.985873167344867,5,0.6125574399163
22,22,model_2,0.966840241355894,6,0.539603812878097
23,23,model_2,0.664317366422427,5,0.412763587392892
24,24,model_2,1.10359339661107,6,0.615927202040426
25,25,model_2,1.2753279715378,6,0.711774093253294
26,26,model_2,1.18035460052743,6,0.658768445653011
27,27,model_2,1.41062372870887,6,0.787284093057763
28,28,model_2,1.20045431524056,6,0.669986310025056
29,29,model_2,1.19832672536741,6,0.66879887950791
30,30,model_2,1.32581719874197,5,0.823776542418347
31,31,model_2,1.16662365175134,6,0.651105057228445
32,32,model_2,0.855233557425433,5,0.531386486436115
33,33,model_2,1.24568105034075,6,0.695227831488694
34,34,model_2,1.59974976377816,6,0.892837342987436
35,35,model_2,1.05664065765932,6,0.589722379485766
36,36,model_2,1.36038418063614,6,0.759244867405239
37,37,model_3,0.404598042253488,6,0.225810466863502
38,38,model_3,0.956620286733153,6,0.533899947600274
39,39,model_3,0.773869721811851,6,0.431904915309452
40,40,model_3,0.655508032160311,6,0.365845998538366
41,41,model_3,0.568876961893216,6,0.317496277632793
42,42,model_3,0.937135495831132,6,0.523025278741727
43,43,model_3,0.787458741283566,6,0.439489091481028
44,44,model_3,0.586739137193777,6,0.327465347481357
45,45,model_3,0.773525023578315,6,0.431712535562361
46,46,model_3,0.64587837149172,6,0.360471582589143
47,47,model_3,0.728598618184923,6,0.40663863129956
48,48,model_3,0.871939312654034,6,0.486638596100007
49,49,model_3,0.467880401294654,6,0.261129023917608
50,50,model_3,0.425210000117699,6,0.237314219581545
51,51,model_3,0.928224409011115,6,0.518051906493355
52,52,model_3,0.825498444823482,6,0.460719454257514
53,53,model_3,0.510190125315112,6,0.284742530499877
54,54,model_3,0.556238092121914,6,0.310442390105832
