Class	KO	KO	KO	KO	KO	KO	OE	OE	OE	OE	OE	OE	WT	WT	WT	WT	WT	WT
k__Bacteria	41.8550562843055	38.729276972485	46.8004338394794	46.4634341494639	48.9741842683019	41.4961422341496	32.5009283327144	36.651755972209	42.2806537021821	40.7020096389925	38.9277802392556	32.8345323741007	44.1338379494237	49.4649928384868	38.2142217445818	40.6788466533899	48.2703877005348	42.1088785849219
k__Bacteria|p__Actinobacteria	10.2800260489348	16.2659491363597	12.6510691044314	14.306289006241	7.01794231205996	8.83931566588393	9.82176011882659	11.7921385742838	14.5987400712134	12.6761844139311	12.8046078865751	9.7841726618705	15.5427490108378	12.8822984244671	12.0275837363425	14.4601264178717	18.399064171123	13.0431049287309
k__Bacteria|p__Bacteroidetes	0.846590380500512	0.755142782744553	4.94267121165169	2.00832133141303	3.74744492391551	1.34183160013418	1.09543260304493	6.69077757685353	4.44627042819319	3.25543329999091	1.71023482498892	1.20863309352518	3.0621021847583	3.4965034965035	2.34640874082035	1.17759113343147	3.15006684491979	4.07006697578568
k__Bacteria|p__Firmicutes	0.381430830774956	0.373231490322021	0.131701270529904	0.184029444711154	0.113558937088349	0.419322375041932	1.68028221314519	0.704292376510897	0.940381630603488	0.954805856142584	0.381036774479397	1.84172661870504	0.180629623258214	0.0758277866711602	0.205982446713237	0.112563858342714	0.0668449197860962	0.214665979735532
k__Bacteria|p__Proteobacteria	30.3470090240953	21.3349535630588	29.0749922528664	29.9647943670987	38.0952380952381	30.8956725930896	19.9034533976977	17.4645474445608	22.295261572172	23.8155860689279	24.0319007532122	20	25.3483571305694	33.0103631308451	23.6342468207057	24.928565243744	26.6544117647059	24.7810407006698
k__Bacteria|p__Actinobacteria|c__Actinobacteria	10.2800260489348	16.2659491363597	12.6510691044314	14.306289006241	7.01794231205996	8.83931566588393	9.82176011882659	11.7921385742838	14.5987400712134	12.6761844139311	12.8046078865751	9.7841726618705	15.5427490108378	12.8822984244671	12.0275837363425	14.4601264178717	18.399064171123	13.0431049287309
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	0.846590380500512	0.755142782744553	4.94267121165169	2.00832133141303	3.74744492391551	1.34183160013418	1.09543260304493	6.69077757685353	4.44627042819319	3.25543329999091	1.71023482498892	1.20863309352518	3.0621021847583	3.4965034965035	2.34640874082035	1.17759113343147	3.15006684491979	4.07006697578568
k__Bacteria|p__Firmicutes|c__Bacilli	0.381430830774956	0.373231490322021	0.131701270529904	0.184029444711154	0.113558937088349	0.419322375041932	1.68028221314519	0.704292376510897	0.940381630603488	0.954805856142584	0.381036774479397	1.84172661870504	0.180629623258214	0.0758277866711602	0.205982446713237	0.112563858342714	0.0668449197860962	0.214665979735532
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	4.81905293515676	5.32071868761392	8.17322590641463	7.1051368218915	8.68347338935574	6.91881918819188	5.06869662086892	4.16864947178072	3.56979822879576	4.23751932345185	5.6092157731502	5.28537170263789	4.60175468776879	5.61125621366585	4.28980834676697	4.9528097670794	5.68181818181818	4.9287308947278
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	24.3464508326356	15.0594566443885	20.1657886581965	22.2835653704593	28.8136876372171	23.1046628648105	13.1916078722614	12.2204244789188	17.6846526065918	18.6414476675457	16.9605671245016	13.0743405275779	19.7144331670394	26.1353104726599	17.4726849364141	18.5384015932115	19.7108957219251	18.0748754937318
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	0.427946785747511	0.277753667216387	0.325379609544469	0.184029444711154	0.378529790294496	0.31029855753103	0.668399554400297	0.43780336918245	0.383456587236374	0.381922342457034	0.646876384581303	0.6810551558753	0.378462067779116	0.61504760299941	0.886620096722192	0.554160533379513	0.635026737967914	0.729864331100807
k__Bacteria|p__Proteobacteria|c__Unassigned	0.7535584705554	0.677024563839944	0.410598078710877	0.392062730036806	0.219547278370808	0.561891982556189	0.9747493501671	0.637670124678786	0.657354149548069	0.554696735473311	0.815241470979176	0.959232613908873	0.653707207982109	0.648748841519926	0.985133440802436	0.883193350073599	0.626671122994652	1.04756998110939
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales	0.279095729835334	0.677024563839944	0.278896808180973	0.608097295567291	0.0757059580588992	0.176115397517612	0.556999628666914	0.33311125916056	0.429106180954989	0.63653723742839	0.549401860877271	0.326139088729017	0.894546705659728	1.02788777487573	0.716460684219953	0.735994458394666	0.651737967914438	0.377812124334535
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micromonosporales	1.72109033398456	2.89037409947053	1.44871397582894	2.16034565530485	0.870618517677341	2.33981885273398	1.69884886743409	2.20805177500714	2.83940472929791	2.10057288351369	2.64953478068232	1.93764988009592	2.36538792361947	1.56710759120398	1.91653233028838	1.89626807515802	2.93282085561497	2.11231324059763
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales	0.427946785747511	1.03289644996094	0.565540749922529	0.352056329012642	0.287682640623817	0.402549480040255	0.696249535833643	0.675739982868564	0.556925043367114	0.491043011730472	0.682321665928223	0.6810551558753	0.645105797350766	0.92678405931418	0.573168547375963	0.81392328340116	1.17814171122995	0.626824660827752
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Pseudonocardiales	4.33528700344218	8.26317159968753	7.15835140997831	7.79324691950712	4.44393973805739	3.83260650788326	4.42814704790197	4.90149424193395	3.45110928512736	4.88314994998636	5.50287992910944	3.79856115107914	7.08756236022708	4.81927710843373	5.61526061257389	5.94856697549571	8.44752673796791	6.51725914477074
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales	2.52116475951251	2.40430518184185	2.99039355438488	2.00032005120819	0.99174805057158	1.45924186514592	1.85666542888971	2.6268202150947	6.92047840774217	3.7555697008275	2.56978289765175	2.36930455635492	3.34594873559264	3.28587075575027	2.50761239476984	4.0696164170058	3.81016042780749	2.67903142709943
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptosporangiales	0.99544143641269	0.998177241558892	0.20917260613573	1.3922227556409	0.348247407070936	0.628983562562898	0.58484961010026	1.0469211002189	0.40171642472382	0.809311630444667	0.850686752326097	0.671462829736211	1.2041974883881	1.25537113488921	0.698549167114455	0.995757208416313	1.37867647058824	0.729864331100807
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales	0.846590380500512	0.755142782744553	4.94267121165169	2.00832133141303	3.74744492391551	1.34183160013418	1.09543260304493	6.69077757685353	4.44627042819319	3.25543329999091	1.71023482498892	1.20863309352518	3.0621021847583	3.4965034965035	2.34640874082035	1.17759113343147	3.15006684491979	4.07006697578568
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	0.381430830774956	0.373231490322021	0.131701270529904	0.184029444711154	0.113558937088349	0.419322375041932	1.68028221314519	0.704292376510897	0.940381630603488	0.954805856142584	0.381036774479397	1.84172661870504	0.180629623258214	0.0758277866711602	0.205982446713237	0.112563858342714	0.0668449197860962	0.214665979735532
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales	0.511675504698112	0.399270896623557	0.612023551286024	0.488078092494799	0.711636005753653	0.55350553505535	0.278499814333457	0.276006471875892	0.20085821236191	0.272801673183596	0.451927337173239	0.402877697841727	0.421469120935833	0.438116100766703	0.277628515135232	0.311715300025976	0.267379679144385	0.472265155418169
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales	3.47939343194716	4.14894540404479	5.28354508831732	4.82477196351416	5.82935877053524	5.16605166051661	4.16821388785741	3.19786808794137	2.81201497306674	3.23724652177867	4.19140451927337	4.07673860911271	3.5351797694822	4.1958041958042	3.42109976715028	3.628019741969	4.33656417112299	3.72660140820883
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales	0.827983998511489	0.772502386945578	2.27765726681128	1.79228676588254	2.14247861306685	1.19926199261993	0.621982918678054	0.694774911963453	0.556925043367114	0.727471128489588	0.965883916703589	0.805755395683453	0.645105797350765	0.977335917094953	0.591080064481462	1.01307472508442	1.0778743315508	0.729864331100807
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	24.3464508326356	15.0594566443885	20.1657886581965	22.2835653704593	28.8136876372171	23.1046628648105	13.1916078722614	12.2204244789188	17.6846526065918	18.6414476675457	16.9605671245016	13.0743405275779	19.7144331670394	26.1353104726599	17.4726849364141	18.5384015932115	19.7108957219251	18.0748754937318
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Gammaproteobacteria_incertae_sedis	0.427946785747511	0.277753667216387	0.325379609544469	0.184029444711154	0.378529790294496	0.31029855753103	0.668399554400297	0.43780336918245	0.383456587236374	0.381922342457034	0.646876384581303	0.6810551558753	0.378462067779116	0.61504760299941	0.886620096722192	0.554160533379513	0.635026737967914	0.729864331100807
k__Bacteria|p__Proteobacteria|c__Unassigned|o__Unassigned	0.7535584705554	0.677024563839944	0.410598078710877	0.392062730036806	0.219547278370808	0.561891982556189	0.9747493501671	0.637670124678786	0.657354149548069	0.554696735473311	0.815241470979176	0.959232613908873	0.653707207982109	0.648748841519926	0.985133440802436	0.883193350073599	0.626671122994652	1.04756998110939
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae	0.279095729835334	0.677024563839944	0.278896808180973	0.608097295567291	0.0757059580588992	0.176115397517612	0.556999628666914	0.33311125916056	0.429106180954989	0.63653723742839	0.549401860877271	0.326139088729017	0.894546705659728	1.02788777487573	0.716460684219953	0.735994458394666	0.651737967914438	0.377812124334535
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micromonosporales|f__Micromonosporaceae	1.72109033398456	2.89037409947053	1.44871397582894	2.16034565530485	0.870618517677341	2.33981885273398	1.69884886743409	2.20805177500714	2.83940472929791	2.10057288351369	2.64953478068232	1.93764988009592	2.36538792361947	1.56710759120398	1.91653233028838	1.89626807515802	2.93282085561497	2.11231324059763
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales|f__Kribbellaceae	0.427946785747511	1.03289644996094	0.565540749922529	0.352056329012642	0.287682640623817	0.402549480040255	0.696249535833643	0.675739982868564	0.556925043367114	0.491043011730472	0.682321665928223	0.6810551558753	0.645105797350766	0.92678405931418	0.573168547375963	0.81392328340116	1.17814171122995	0.626824660827752
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Pseudonocardiales|f__Pseudonocardiaceae	4.33528700344218	8.26317159968753	7.15835140997831	7.79324691950712	4.44393973805739	3.83260650788326	4.42814704790197	4.90149424193395	3.45110928512736	4.88314994998636	5.50287992910944	3.79856115107914	7.08756236022708	4.81927710843373	5.61526061257389	5.94856697549571	8.44752673796791	6.51725914477074
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae	2.52116475951251	2.40430518184185	2.99039355438488	2.00032005120819	0.99174805057158	1.45924186514592	1.85666542888971	2.6268202150947	6.92047840774217	3.7555697008275	2.56978289765175	2.36930455635492	3.34594873559264	3.28587075575027	2.50761239476984	4.0696164170058	3.81016042780749	2.67903142709943
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptosporangiales|f__Thermomonosporaceae	0.99544143641269	0.998177241558892	0.20917260613573	1.3922227556409	0.348247407070936	0.628983562562898	0.58484961010026	1.0469211002189	0.40171642472382	0.809311630444667	0.850686752326097	0.671462829736211	1.2041974883881	1.25537113488921	0.698549167114455	0.995757208416313	1.37867647058824	0.729864331100807
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae	0.846590380500512	0.755142782744553	4.94267121165169	2.00832133141303	3.74744492391551	1.34183160013418	1.09543260304493	6.69077757685353	4.44627042819319	3.25543329999091	1.71023482498892	1.20863309352518	3.0621021847583	3.4965034965035	2.34640874082035	1.17759113343147	3.15006684491979	4.07006697578568
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae	0.381430830774956	0.373231490322021	0.131701270529904	0.184029444711154	0.113558937088349	0.419322375041932	1.68028221314519	0.704292376510897	0.940381630603488	0.954805856142584	0.381036774479397	1.84172661870504	0.180629623258214	0.0758277866711602	0.205982446713237	0.112563858342714	0.0668449197860962	0.214665979735532
