Class	KO	KO	KO	KO	KO	KO	OE	OE	OE	OE	OE	OE	WT	WT	WT	WT	WT	WT
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae	0.511675504698112	0.399270896623557	0.612023551286024	0.488078092494799	0.711636005753653	0.55350553505535	0.278499814333457	0.276006471875892	0.20085821236191	0.272801673183596	0.451927337173239	0.402877697841727	0.421469120935833	0.438116100766703	0.277628515135232	0.311715300025976	0.267379679144385	0.472265155418169
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae	2.093217973765	2.7254578595608	2.51781840718934	2.12033925428068	2.06677265500795	2.53270714525327	3.07278128481248	2.02721994860569	1.81685383000091	1.79139765390561	2.38369517058042	2.810551558753	1.84930328573886	1.80301626084759	2.38223177503135	2.24261840852022	1.81316844919786	2.32697922033316
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae	1.38617545818216	1.42348754448399	2.76572668112798	2.70443270923348	3.76258611552729	2.63334451526333	1.09543260304493	1.17064813933568	0.995161143065827	1.44584886787306	1.80770934869296	1.26618705035971	1.68587648374333	2.39278793495661	1.03886799211893	1.38540133344878	2.52339572192513	1.39962218787567
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae	0.827983998511489	0.772502386945578	2.27765726681128	1.79228676588254	2.14247861306685	1.19926199261993	0.621982918678054	0.694774911963453	0.556925043367114	0.727471128489588	0.965883916703589	0.805755395683453	0.645105797350765	0.977335917094953	0.591080064481462	1.01307472508442	1.0778743315508	0.729864331100807
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae	21.6299190622383	12.915545525562	18.5311434769135	19.0510481677068	25.6340373987433	19.3139885944314	11.1121425919049	10.554868183116	15.0461060896558	16.0316449940893	14.842711564023	11.4532374100719	16.7469464992259	21.501390176089	14.9919398173025	15.9927266429994	17.5133689839572	15.9711488923235
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae	2.71653177039725	2.14391111882649	1.63464518128293	3.23251720275244	3.17965023847377	3.79067427037907	2.07946528035648	1.6655562958028	2.638546516936	2.6098026734564	2.11785556047851	1.621103117506	2.96748666781352	4.6339202965709	2.48074511911159	2.54567495021214	2.19752673796791	2.10372660140821
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Gammaproteobacteria_incertae_sedis|f__Unassigned	0.427946785747511	0.277753667216387	0.325379609544469	0.184029444711154	0.378529790294496	0.31029855753103	0.668399554400297	0.43780336918245	0.383456587236374	0.381922342457034	0.646876384581303	0.6810551558753	0.378462067779116	0.61504760299941	0.886620096722192	0.554160533379513	0.635026737967914	0.729864331100807
k__Bacteria|p__Proteobacteria|c__Unassigned|o__Unassigned|f__Unassigned	0.7535584705554	0.677024563839944	0.410598078710877	0.392062730036806	0.219547278370808	0.561891982556189	0.9747493501671	0.637670124678786	0.657354149548069	0.554696735473311	0.815241470979176	0.959232613908873	0.653707207982109	0.648748841519926	0.985133440802436	0.883193350073599	0.626671122994652	1.04756998110939
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae|g__Oryzihumus	0.279095729835334	0.677024563839944	0.278896808180973	0.608097295567291	0.0757059580588992	0.176115397517612	0.556999628666914	0.33311125916056	0.429106180954989	0.63653723742839	0.549401860877271	0.326139088729017	0.894546705659728	1.02788777487573	0.716460684219953	0.735994458394666	0.651737967914438	0.377812124334535
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micromonosporales|f__Micromonosporaceae|g__Actinoplanes	1.72109033398456	2.89037409947053	1.44871397582894	2.16034565530485	0.870618517677341	2.33981885273398	1.69884886743409	2.20805177500714	2.83940472929791	2.10057288351369	2.64953478068232	1.93764988009592	2.36538792361947	1.56710759120398	1.91653233028838	1.89626807515802	2.93282085561497	2.11231324059763
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales|f__Kribbellaceae|g__Kribbella	0.427946785747511	1.03289644996094	0.565540749922529	0.352056329012642	0.287682640623817	0.402549480040255	0.696249535833643	0.675739982868564	0.556925043367114	0.491043011730472	0.682321665928223	0.6810551558753	0.645105797350766	0.92678405931418	0.573168547375963	0.81392328340116	1.17814171122995	0.626824660827752
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Actinocrispum	0.99544143641269	0.980817637357868	3.46296870158042	1.27220355256841	0.174123703535468	0.226434082522643	1.59673226884515	1.50375939849624	1.19601935542774	0.963899245248704	1.18741692512184	0.920863309352518	1.7976948219508	0.320161765944898	1.35231954146516	1.03905100008659	0.660093582887701	3.05684355143397
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Amycolatopsis	0.948925481440134	2.58658102595261	1.48744964363186	1.11217794847176	0.99931864637747	1.37537739013754	0.501299665800223	0.818501951080232	0.328677074774035	1.06392652541602	0.957022596366859	0.508393285371703	1.23000172028213	1.48285449490269	0.662726132903457	1.87029180015586	5.23061497326203	0.781384166237335
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Kibdelosporangium	0.241882965857289	0.2864334693169	0.0542299349240781	3.55256841094575	1.4308426073132	0.0838644750083864	0.362049758633494	0.561530408299229	0.237377887336803	0.58197690279167	0.265839610101905	0.306954436450839	0.946155169447789	0.126379644451934	0.358230342109977	0.372326608364361	0.217245989304813	0.566718186501803
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Lentzea	2.14903711973207	4.40933946706015	2.15370312984196	1.8562970075212	1.83965478083125	2.14693056021469	1.9680653546231	2.01770248405825	1.68903496758879	2.27334727652996	3.09260079751883	2.06235011990408	3.11371064854636	2.88988120313422	3.24198459609529	2.66689756688891	2.33957219251337	2.11231324059763
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces	2.52116475951251	2.40430518184185	2.99039355438488	2.00032005120819	0.99174805057158	1.45924186514592	1.85666542888971	2.6268202150947	6.92047840774217	3.7555697008275	2.56978289765175	2.36930455635492	3.34594873559264	3.28587075575027	2.50761239476984	4.0696164170058	3.81016042780749	2.67903142709943
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptosporangiales|f__Thermomonosporaceae|g__Actinocorallia	0.99544143641269	0.998177241558892	0.20917260613573	1.3922227556409	0.348247407070936	0.628983562562898	0.58484961010026	1.0469211002189	0.40171642472382	0.809311630444667	0.850686752326097	0.671462829736211	1.2041974883881	1.25537113488921	0.698549167114455	0.995757208416313	1.37867647058824	0.729864331100807
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium	0.846590380500512	0.755142782744553	4.94267121165169	2.00832133141303	3.74744492391551	1.34183160013418	1.09543260304493	6.69077757685353	4.44627042819319	3.25543329999091	1.71023482498892	1.20863309352518	3.0621021847583	3.4965034965035	2.34640874082035	1.17759113343147	3.15006684491979	4.07006697578568
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Unassigned	0.381430830774956	0.373231490322021	0.131701270529904	0.184029444711154	0.113558937088349	0.419322375041932	1.68028221314519	0.704292376510897	0.940381630603488	0.954805856142584	0.381036774479397	1.84172661870504	0.180629623258214	0.0758277866711602	0.205982446713237	0.112563858342714	0.0668449197860962	0.214665979735532
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Phenylobacterium	0.511675504698112	0.399270896623557	0.612023551286024	0.488078092494799	0.711636005753653	0.55350553505535	0.278499814333457	0.276006471875892	0.20085821236191	0.272801673183596	0.451927337173239	0.402877697841727	0.421469120935833	0.438116100766703	0.277628515135232	0.311715300025976	0.267379679144385	0.472265155418169
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Bradyrhizobium	1.5071169411108	2.02239388941932	1.65788658196467	1.37622019523124	1.42327201150731	1.8450184501845	2.255848496101	1.40858475302179	1.36948781155848	1.20032736200782	1.78112538768276	2.02398081534772	1.37622570101497	1.23009520599882	1.67472684936414	1.79236297514936	1.33689839572193	1.75167439464194
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Rhodoplanes	0.5861010326542	0.703063970141481	0.859931825224667	0.744119059049448	0.643500643500644	0.687688695068769	0.816932788711474	0.618635195583896	0.447366018442436	0.59107029189779	0.602569782897652	0.786570743405276	0.473077584723895	0.572921054848766	0.707504925667204	0.450255433370855	0.476270053475936	0.575304825691224
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Pararhizobium	1.0047446274072	1.11969447096606	1.79733498605516	2.11233797407585	2.82383223559694	2.01274740020127	0.6498329001114	0.628152660131341	0.748653336985301	0.963899245248704	1.23172352680549	0.988009592326139	1.18699466712541	1.69348723565591	0.743327959878202	0.81392328340116	1.58756684491979	0.798557444616177
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Shinella	0.381430830774956	0.303793073517924	0.968391695072823	0.592094735157625	0.93875387993035	0.62059711506206	0.445599702933531	0.54249547920434	0.246507806080526	0.481949622624352	0.575985821887461	0.278177458033573	0.498881816617925	0.699300699300699	0.295540032240731	0.571478050047623	0.935828877005348	0.601064743259488
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas	0.558191459670667	0.477389115528166	1.40223117446545	1.34421507441191	1.12044817927171	0.670915800067092	0.352766431489046	0.247454078233559	0.429106180954989	0.281895062289715	0.381036774479397	0.508393285371703	0.344056425253742	0.783553795601988	0.349274583557227	0.658065633388172	0.359291443850267	0.377812124334535
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingopyxis	0.269792538840822	0.295113271417412	0.875426092345832	0.448071691470635	1.02203043379514	0.528346192552835	0.269216487189009	0.447320833729894	0.127818862412125	0.445576066199873	0.584847142224191	0.297362110311751	0.301049372097024	0.193782121492965	0.241805480924234	0.355009091696251	0.718582887700535	0.352052206766272
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Aquincola	9.02409526467578	5.58111275062929	9.04090486519988	8.80140822531605	11.5754409872057	8.38644750083865	3.14704790196807	2.52212810507281	4.81146717794212	5.30144584886787	4.35976960567124	3.62589928057554	5.31567177017031	6.09992417221333	3.76141859215476	4.91817473374318	5.48963903743315	5.0489438433797
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Ideonella	1.30244673923156	0.746462980644041	0.782460489618841	0.920147223555769	0.817624347036112	1.29151291512915	1.25324916450056	0.8756067383649	1.07733041175934	1.55496953714649	0.965883916703589	1.14148681055156	1.0665749182866	1.23009520599882	1.29858499014867	0.81392328340116	0.768716577540107	1.06474325948824
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Piscinibacter	3.50730300493069	2.90773370367156	3.02138208862721	3.43254920787326	4.20168067226891	4.02549480040255	1.88451541032306	1.80831826401447	2.62028667944855	2.61889606256252	2.78245458573327	2.14868105515588	2.89867538276277	3.57233128317466	3.17033852767329	3.63667850030306	2.57352941176471	2.88511076764554
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Rhizobacter	6.68899432505349	2.7254578595608	4.26092345832042	4.42470795327252	7.00280112044818	4.07581348540758	3.84329743780171	3.30256019796326	4.61973888432393	5.24688551423115	4.69649977846699	3.55875299760192	5.9263719249957	9.33524307018283	4.95253447967043	5.26452506710538	6.74298128342246	4.84286450283359
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Variovorax	1.10707972834682	0.954778231056332	1.4254725751472	1.47223555768923	2.03649027178439	1.53471989265347	0.984032677311548	2.04625487770058	1.91728293618187	1.30944803128126	2.03810367744794	0.97841726618705	1.53965250301049	1.26379644451934	1.80906322765538	1.35942505844662	1.93850267379679	2.12948651897647
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Janthinobacterium	0.800074425527956	0.486068917628678	0.464828013634955	0.840134421507441	0.863047921871451	1.19087554511909	0.148533234311177	0.142761968211668	0.383456587236374	0.200054560334637	0.407620735489588	0.316546762589928	0.395664889041803	0.429690791136574	0.295540032240731	0.450255433370855	0.434491978609626	0.360638845955693
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Noviherbaspirillum	0.958228672434645	1.22385209617221	0.766966222497676	1.0241638662186	1.41570141570142	1.09023817510902	1.59673226884515	1.27534024935757	0.739523418241578	1.39128853323634	1.08108108108108	0.575539568345324	1.18699466712541	1.4575785660123	1.56725774673115	1.21222616676769	0.852272727272727	1.19354284732956
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Pseudoduganella	0.958228672434645	0.433990105025605	0.402850945150294	1.3682189150264	0.900900900900901	1.50956055015096	0.334199777200148	0.247454078233559	1.51556651145805	1.01845957988542	0.629153743907842	0.729016786570743	1.38482711164631	2.74665093942202	0.61794734013971	0.883193350073599	0.910762032085562	0.549544908122961
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Gammaproteobacteria_incertae_sedis|f__Unassigned|g__Acidibacter	0.427946785747511	0.277753667216387	0.325379609544469	0.184029444711154	0.378529790294496	0.31029855753103	0.668399554400297	0.43780336918245	0.383456587236374	0.381922342457034	0.646876384581303	0.6810551558753	0.378462067779116	0.61504760299941	0.886620096722192	0.554160533379513	0.635026737967914	0.729864331100807
k__Bacteria|p__Proteobacteria|c__Unassigned|o__Unassigned|f__Unassigned|g__Unassigned	0.7535584705554	0.677024563839944	0.410598078710877	0.392062730036806	0.219547278370808	0.561891982556189	0.9747493501671	0.637670124678786	0.657354149548069	0.554696735473311	0.815241470979176	0.959232613908873	0.653707207982109	0.648748841519926	0.985133440802436	0.883193350073599	0.626671122994652	1.04756998110939
