"","TN","AK","CN","Height","LB","LRN1","LRN2","LRL1","LRL2","LRL3","LRD1","LRD2","BI","MID"
"percent",0.0703707950895042,0.0185552099866529,0.0243615237555951,0.130719749414586,0.0846517282541539,0.0983789193825497,0.0230820907251468,0.01568478667395,0.0377165791998977,0.0152347048255205,0.024162903384811,0.0371849334463627,0.0488390847440649,0.019772704398761
