Family	KO1	KO2	KO3	KO4	KO5	KO6	OE1	OE2	OE3	OE4	OE5	OE6	WT1	WT2	WT3	WT4	WT5	WT6
Bacteria|Actinobacteria|Actinobacteria|Glycomycetales|Glycomycetaceae	0.0744255279560889	0.16491623990973	0.0697242020452433	0.0320051208193311	0.0378529790294496	0.0670915800067092	0.0185666542888971	0.0285523936423337	0.0821692686935086	0.0272801673183596	0.0177226406734603	0.0383693045563549	0.0774126956820919	0.0421265481506445	0.0268672756582483	0.0606113083383843	0.0668449197860962	0.034346556757685
Bacteria|Actinobacteria|Actinobacteria|Kineosporiales|Kineosporiaceae	0.0465159549725556	0.0173596042010242	0.0232414006817478	0.0240038406144983	0	0.0251593425025159	0.0464166357222429	0.0475873227372228	0.00912991874372318	0.0181867782122397	0	0.0287769784172662	0.0172028212626871	0.00842530963012891	0.0447787927637471	0.0086587583340549	0.0334224598930481	0.0257599175682638
Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Cellulomonadaceae	0.0651223369615778	0.00867980210051211	0	0.0240038406144983	0	0.0419322375041932	0.12996658002228	0.0380698581897782	0.0456495937186159	0.0363735564244794	0.0620292423571112	0.0287769784172662	0.00860141063134354	0.0168506192602578	0.0806018269747448	0.0173175166681098	0.0501336898395722	0.111626309462476
Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Dermacoccaceae	0.0465159549725556	0.112837427306657	0.0232414006817478	0.0480076812289966	0.0454235748353395	0.00838644750083864	0.0835499443000371	0.00951746454744456	0.0456495937186159	0.0454669455305993	0.053167922020381	0.0767386091127098	0.0430070531567177	0.0505518577807734	0.0179115171054988	0.0346350333362196	0.0417780748663102	0.0257599175682638
Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Intrasporangiaceae	0.381430830774956	0.954778231056332	0.402850945150294	0.752120339254281	0.143841320311909	0.268366320026837	0.761232825844783	0.590082801941563	0.593444718342007	0.772938074020187	0.629153743907842	0.517985611510791	1.18699466712541	1.15426741932766	0.913487372380441	0.857217075071435	0.910762032085562	0.592478104070067
Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Microbacteriaceae	1.11638291934133	1.5797239822932	1.13882863340564	1.13618178908625	0.666212430918313	0.838644750083865	1.16041589305607	1.38954982392691	1.21427919291518	1.16395380558334	1.35578201151972	1.17985611510791	1.22140030965078	0.909933440053922	1.42396560988716	1.23820244176985	1.31183155080214	1.57994161085351
Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Micrococcaceae	0.120941482928645	0.147556635708706	0.100712736287574	0.0640102416386622	0.0378529790294496	0.0922509225092251	0.12996658002228	0.361663652802893	0.164338537387017	0.181867782122397	0.274700930438635	0.220623501199041	0.137622570101497	0.0842530963012891	0.15224789539674	0.242445233353537	0.12533422459893	0.180319422977846
Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Promicromonosporaceae	0.307005302818867	0.364551688221509	0.116207003408739	0.23203712594015	0.0908471496706791	0.461254612546125	0.287783141477906	0.199866755496336	0.164338537387017	0.145494225697918	0.53167922020381	0.393285371702638	0.223636676414932	0.252759288903867	0.259716998029733	0.199151441683263	0.12533422459893	0.188906062167268
Bacteria|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae	5.22839333891525	7.69030466105373	4.60954446854664	4.28068490958553	2.36959648724355	4.52868165045287	5.36576308949127	7.32844770153231	7.30393499497854	5.13776484495772	5.83074878156845	5.38129496402878	5.68553242731808	4.60864436768051	5.73168547375963	4.87488094207291	5.58155080213904	5.99347415421604
Bacteria|Actinobacteria|Actinobacteria|Mycobacteriales|Mycobacteriaceae	0.5023723137036	0.538147730231751	0.441586612953207	0.23203712594015	0.113558937088349	0.192888292519289	0.399183067211289	0.323593794613115	0.273897562311695	0.309175229608075	0.230394328754985	0.316546762589928	0.318252193359711	0.168506192602578	0.519433996059466	0.294397783357866	0.284090909090909	0.188906062167268
Bacteria|Actinobacteria|Actinobacteria|Mycobacteriales|Nocardiaceae	0.0930319099451112	0.112837427306657	0.193678339014565	0.00800128020483277	0.0757059580588992	0.0419322375041932	0.0556999628666914	0.114209574569335	0.0547795124623391	0.118214058379558	0.106335844040762	0.0671462829736211	0.172028212626871	0.0337012385205156	0.205982446713237	0.112563858342714	0.0334224598930481	0.0686931135153701
Bacteria|Actinobacteria|Actinobacteria|Propionibacteriales|Kribbellaceae	0.437249976742022	1.05025605416197	0.581035017043694	0.352056329012642	0.287682640623817	0.402549480040255	0.71481619012254	0.685257447416008	0.57518488085456	0.500136400836592	0.726628267611874	0.700239808153477	0.653707207982109	0.935209368944309	0.60899158158696	0.900510866741709	1.17814171122995	0.635411300017173
Bacteria|Actinobacteria|Actinobacteria|Propionibacteriales|Nocardioidaceae	2.08391478277049	3.10736915198333	3.35450883173226	2.42438790206433	2.26360814596109	2.76752767527675	1.81953212031192	3.36918244979537	2.1272710672875	1.86414476675457	2.82676118741692	2.13908872901679	1.96112162394633	1.55868228157385	2.63299301450833	2.34652350852888	2.13068181818182	2.28404602438606
Bacteria|Actinobacteria|Actinobacteria|Propionibacteriales|Propionibacteriaceae	0.0558191459670667	0.0260394063015363	0	0.0240038406144983	0	0.0335457900033546	0.0556999628666914	0.0190349290948891	0.0182598374874464	0.0181867782122397	0	0.00959232613908873	0.00860141063134354	0.0168506192602578	0.0268672756582483	0	0	0.0171732783788425
Bacteria|Actinobacteria|Actinobacteria|Propionibacteriales|Unassigned	0	0	0	0	0	0.00838644750083864	0.0371333085777943	0.0380698581897782	0.0365196749748927	0.0727471128489588	0.0177226406734603	0.0191846522781775	0.0516084637880612	0.00842530963012891	0.0268672756582483	0.0432937916702745	0.00835561497326203	0
Bacteria|Actinobacteria|Actinobacteria|Pseudonocardiales|Pseudonocardiaceae	6.27035073030049	12.1430431386164	8.92469786179114	9.55352856457033	5.51139374668786	5.85374035558537	6.70256219829187	7.2618254497002	5.34100246507806	6.41993270892061	7.46123172352681	6.44604316546763	10.1066574918287	6.66441991743197	8.4273687981372	8.7540046757295	9.97660427807487	9.06749098402885
Bacteria|Actinobacteria|Actinobacteria|Sporichthyales|Sporichthyaceae	0.0279095729835334	0.0173596042010242	0.00774713356058258	0.0160025604096655	0	0.00838644750083864	0.0278499814333457	0.0190349290948891	0	0.0181867782122397	0.00886132033673017	0.0191846522781775	0.0172028212626871	0.00842530963012891	0.0268672756582483	0.0086587583340549	0.0334224598930481	0.00858663918942126
Bacteria|Actinobacteria|Actinobacteria|Streptomycetales|Streptomycetaceae	3.36775514001302	3.17680756878743	3.39324449953517	2.40038406144983	1.24157771216595	2.00436095270044	2.70144819903453	3.94974778718949	8.98384004382361	5.21960534691279	3.32299512627381	3.44364508393285	4.60175468776879	3.90934366837981	3.66290524807451	6.8923716339077	4.82118983957219	3.64073501631461
Bacteria|Actinobacteria|Actinobacteria|Streptosporangiales|Streptosporangiaceae	0.0930319099451112	0.425310302925093	0.20917260613573	0.360057609217475	0.0378529790294496	0.134183160013418	0.278499814333457	0.33311125916056	0.164338537387017	0.154587614804037	0.319007532122286	0.0671462829736211	0.129021159470153	0.286460527424383	0.232849722371485	0.0692700666724392	0.376002673796791	0.334878928387429
Bacteria|Actinobacteria|Actinobacteria|Streptosporangiales|Thermomonosporaceae	0.99544143641269	0.998177241558892	0.20917260613573	1.3922227556409	0.348247407070936	0.628983562562898	0.58484961010026	1.0469211002189	0.40171642472382	0.809311630444667	0.850686752326097	0.671462829736211	1.2041974883881	1.25537113488921	0.698549167114455	0.995757208416313	1.37867647058824	0.729864331100807
Bacteria|Actinobacteria|Actinobacteria|Streptosporangiales|Unassigned	0.0279095729835334	0.0260394063015363	0.00774713356058258	0.0320051208193311	0.0151411916117798	0.0251593425025159	0.06498329001114	0.114209574569335	0.0639094312060623	0.063653723742839	0.0708905626938414	0.0383693045563549	0.0516084637880612	0.0252759288903867	0.0358230342109977	0.0432937916702745	0.0334224598930481	0.0772797527047913
Bacteria|Actinobacteria|Actinobacteria|Unassigned|Unassigned	0.520978695692623	0.963458033156844	0.914161760148745	0.528084493518963	0.333106215459157	0.55350553505535	0.445599702933531	0.599600266489007	0.611704555829453	0.691097572065109	0.567124501550731	0.700239808153477	0.997763633235851	0.665599460780184	0.662726132903457	0.649406875054117	0.57653743315508	0.626824660827752
Bacteria|Actinobacteria|Coriobacteriia|Coriobacteriales|Atopobiaceae	0.0372127639780445	0.0260394063015363	0.0232414006817478	0	0	0.00838644750083864	0.139249907166729	0.0666222518321119	0.0821692686935086	0	0.0443066016836509	0.15347721822542	0.0258042318940306	0.0252759288903867	0.107469102632993	0.0606113083383843	0.0167112299465241	0.0257599175682638
Bacteria|Actinobacteria|Coriobacteriia|Unassigned|Unassigned	0.0279095729835334	0.0260394063015363	0.0232414006817478	0.00800128020483277	0	0.0251593425025159	0.0278499814333457	0.0666222518321119	0.0365196749748927	0	0.0177226406734603	0.0287769784172662	0.0172028212626871	0.00842530963012891	0.0179115171054988	0.0173175166681098	0	0.00858663918942126
Bacteria|Actinobacteria|Nitriliruptoria|Egibacterales|Egibacteraceae	0.0651223369615778	0.0433990105025605	0.0387356678029129	0.00800128020483277	0.00757059580588992	0.0587051325058705	0.0556999628666914	0.152279432759113	0.0456495937186159	0.0545603346367191	0.0708905626938414	0.115107913669065	0.0172028212626871	0.0758277866711602	0.0626903098692459	0.086587583340549	0.0250668449197861	0.0429331959471063
Bacteria|Actinobacteria|Rubrobacteria|Rubrobacterales|Rubrobacteraceae	0.0186063819890222	0.130197031507682	0.0464828013634955	0.0480076812289966	0.00757059580588992	0.0503186850050319	0.120683252877831	0.085657180927001	0.0365196749748927	0.0545603346367191	0.0354452813469207	0.143884892086331	0.0860141063134354	0.0421265481506445	0.0626903098692459	0.0692700666724392	0.116978609625668	0.0515198351365276
Bacteria|Actinobacteria|Thermoleophilia|Solirubrobacterales|Baekduiaceae	0.455856358731045	0.624945751236872	0.379609544468547	0.528084493518963	0.280112044817927	0.478027507547803	0.798366134422577	0.913676596554678	0.474755774673605	0.572883513685551	0.575985821887461	0.872901678657074	0.636504386719422	0.320161765944898	0.528389754612216	0.320374058360031	0.584893048128342	0.429331959471063
Bacteria|Actinobacteria|Thermoleophilia|Solirubrobacterales|Conexibacteraceae	0.307005302818867	0.32983247981946	0.108459869848156	0.152024323891823	0.196835490953138	0.402549480040255	0.501299665800223	0.352146188255449	0.310417237286588	0.254614894971356	0.327868852459016	0.537170263788969	0.180629623258214	0.143230263712191	0.232849722371485	0.164516408347043	0.259024064171123	0.283359093250902
Bacteria|Actinobacteria|Thermoleophilia|Solirubrobacterales|Parviterribacteraceae	0.0372127639780445	0.0867980210051211	0.0232414006817478	0.0400064010241639	0.0529941706412295	0.0670915800067092	0.0742666171555886	0.10469211002189	0.0730393499497854	0.100027280167318	0.0797518830305716	0.0863309352517986	0.137622570101497	0.0758277866711602	0.0626903098692459	0.138540133344878	0.0752005347593583	0.0515198351365276
Bacteria|Actinobacteria|Thermoleophilia|Solirubrobacterales|Unassigned	0.241882965857289	0.216995052512803	0.0697242020452433	0.14402304368699	0.113558937088349	0.234820530023482	0.427033048644634	0.247454078233559	0.155208618643294	0.163681003910157	0.283562250775366	0.383693045563549	0.154825391364184	0.160080882972449	0.170159412502239	0.129881375010823	0.158756684491979	0.128799587841319
Bacteria|Actinobacteria|Thermoleophilia|Thermoleophilales|Thermoleophilaceae	0.0744255279560889	0.12151722940717	0.108459869848156	0.176028164506321	0.098417745476569	0.150956055015096	0.19494987003342	0.218901684591225	0.127818862412125	0.109120669273438	0.150642445724413	0.182254196642686	0.137622570101497	0.109529025191676	0.116424861185742	0.103905100008659	0.100267379679144	0.128799587841319
Bacteria|Actinobacteria|Thermoleophilia|Unassigned|Unassigned	0.0837287189506001	0.156236437809218	0.100712736287574	0.0880140822531605	0.0454235748353395	0.0838644750083865	0.12996658002228	0.20938422004378	0.0821692686935086	0.272801673183596	0.141781125387683	0.115107913669065	0.14622398073284	0.134804954082063	0.143292136843991	0.0952463416746039	0.133689839572192	0.111626309462476
Bacteria|Actinobacteria|Unassigned|Unassigned|Unassigned	0.130244673923156	0.243034458814339	0.0542299349240781	0.128020483277324	0.0151411916117798	0.276752767527675	0.139249907166729	0.323593794613115	0.209988131105633	0.0909338910611985	0.141781125387683	0.182254196642686	0.197832444520901	0.0842530963012891	0.250761239476984	0.121222616676769	0.0919117647058823	0.145972866220161
Bacteria|Bacteroidetes|Chitinophagia|Chitinophagales|Chitinophagaceae	0.1674574379012	0.078118218904609	0.0619770684846607	0.0800128020483277	0.0454235748353395	0.0754780275075478	0.566282955811363	0.342628723708004	0.520405368392221	0.436482677093753	0.310146211785556	0.268585131894484	0.378462067779116	0.53921981632825	0.367186100662726	0.38964412503247	0.259024064171123	0.180319422977846
Bacteria|Bacteroidetes|Cytophagia|Cytophagales|Cyclobacteriaceae	0.0744255279560889	0.0347192084020484	0.0619770684846607	0.0480076812289966	0.0151411916117798	0.0419322375041932	0.102116598588934	0.0761397163795565	0.310417237286588	0.136400836591798	0.0886132033673017	0.0767386091127098	0.137622570101497	0.126379644451934	0.125380619738492	0.103905100008659	0.100267379679144	0.0944530310836339
Bacteria|Bacteroidetes|Cytophagia|Cytophagales|Cytophagaceae	0.623313796632245	0.425310302925093	0.131701270529904	0.104016642662826	0.325535619653267	0.0419322375041932	0.621982918678054	0.256971542781003	0.419976262211266	1.42766208966082	0.256978289765175	0.326139088729017	0.541888869774643	0.404414862246188	0.689593408561705	0.658065633388172	0.217245989304813	0.394985402713378
Bacteria|Bacteroidetes|Cytophagia|Cytophagales|Fulvivirgaceae	0.372127639780445	0.208315250412291	0.0697242020452433	0.168026884301488	0.0454235748353395	0.0838644750083864	0.835499443000371	0.590082801941563	0.666484068291792	0.727471128489588	0.708905626938414	0.431654676258993	0.541888869774643	0.598196983739152	0.662726132903457	0.718676941726556	0.342580213903743	0.446505237849906
Bacteria|Bacteroidetes|Cytophagia|Cytophagales|Hymenobacteraceae	0.00930319099451112	0.00867980210051211	0	0	0.0151411916117798	0	0	0.0285523936423337	0.0365196749748927	0.00909338910611985	0.0265839610101905	0.0191846522781775	0.0172028212626871	0.0505518577807734	0.0358230342109977	0	0	0.0257599175682638
Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Cryomorphaceae	0.0372127639780445	0.0347192084020484	0.0387356678029129	0.0320051208193311	0.0151411916117798	0.00838644750083864	0.0742666171555886	0.0475873227372228	0.118688943668401	0.118214058379558	0.0620292423571112	0.115107913669065	0.0688112850507483	0.160080882972449	0.125380619738492	0.121222616676769	0.12533422459893	0.0429331959471063
Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae	1.60014885105591	1.79671903480601	7.10412147505423	2.46439430308849	4.3606631841926	1.87856424018786	1.47604901596732	7.06195869420386	6.56441157673697	4.73765572428844	1.98493575542756	1.99520383693046	3.81042490968519	4.28848260173561	2.71359484148307	1.63650532513638	3.63469251336898	4.43070582174137
Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Weeksellaceae	0	0.0260394063015363	0.00774713356058258	0.0160025604096655	0.00757059580588992	0.00838644750083864	0.0185666542888971	0.114209574569335	0.0639094312060623	0.063653723742839	0.053167922020381	0.0191846522781775	0.0172028212626871	0	0.0537345513164965	0.225127716685427	0.0250668449197861	0.0171732783788425
Bacteria|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae	0.130244673923156	0.0607586147035848	0.0619770684846607	0.112017922867659	0.166553107729578	0.0251593425025159	0.0556999628666914	0.0666222518321119	0.118688943668401	0.100027280167318	0.0974745237040319	0.115107913669065	0.111818338207466	0.261184598533996	0.0895575855274942	0.0692700666724392	0.142045454545455	0.154559505409583
Bacteria|Bacteroidetes|Unassigned|Unassigned|Unassigned	0.0186063819890222	0.0173596042010242	0	0.0160025604096655	0	0.0419322375041932	0.00928332714444857	0.00951746454744456	0	0.063653723742839	0	0	0	0	0.00895575855274942	0	0	0.0257599175682638
Bacteria|Chlamydiae|Chlamydiia|Chlamydiales|Chlamydiaceae	0.0186063819890222	0.00867980210051211	0	0	0.00757059580588992	0.0251593425025159	0.0464166357222429	0.0190349290948891	0.0365196749748927	0.0727471128489588	0.00886132033673017	0	0	0.00842530963012891	0.0895575855274942	0.0086587583340549	0	0.0601064743259488
Bacteria|Chloroflexi|Chloroflexia|Chloroflexales|Chloroflexaceae	0.390734021769467	0.486068917628678	0.170436938332817	0.328052488398144	0.287682640623817	0.150956055015096	0.362049758633494	0.685257447416008	0.474755774673605	0.391015731563154	0.327868852459016	0.441247002398082	0.584895922931361	0.320161765944898	0.429876410531972	0.42427915836869	0.208890374331551	0.455091877039327
Bacteria|Chloroflexi|Chloroflexia|Herpetosiphonales|Herpetosiphonaceae	0.911712717462089	1.15441367936811	0.317632475983886	0.800128020483277	1.11287758346582	0.628983562562898	0.770516152989231	1.80831826401447	0.556925043367114	0.936619077930345	1.42667257421356	1.04556354916067	3.23413039738517	0.480242648917348	0.949310406591438	0.961122175080094	1.40374331550802	1.30516915679203
Bacteria|Chloroflexi|Chloroflexia|Unassigned|Unassigned	0	0	0	0	0	0	0	0.00951746454744456	0	0	0	0.00959232613908873	0.0344056425253742	0	0	0.242445233353537	0.0167112299465241	0
Bacteria|Firmicutes|Bacilli|Bacillales|Alicyclobacillaceae	0	0	0	0.00800128020483277	0.00757059580588992	0.0335457900033546	0.0371333085777943	0.0380698581897782	0	0.0272801673183596	0.168365086397873	0.00959232613908873	0.00860141063134354	0.0252759288903867	0	0.086587583340549	0	0
Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae	0.967531863429156	0.937418626855308	0.495816547877285	0.552088334133461	0.340676811265047	0.897349882589735	3.11919792053472	1.41810221756924	1.80772391125719	1.88233154496681	1.0279131590607	3.70263788968825	0.481678995355238	0.353863004465414	0.635858857245209	0.4415966750368	0.334224598930481	0.652584578396016
Bacteria|Firmicutes|Bacilli|Bacillales|Paenibacillaceae	0.372127639780445	0.347192084020484	0.643012085528355	2.64042246759481	0.136270724506019	0.595437772559544	1.77311548458968	1.00885124202912	0.383456587236374	0.836591797763026	0.256978289765175	0.661870503597122	0.189231033889558	0.134804954082063	0.259716998029733	0.233786475019482	0.158756684491979	0.163146144599004
Bacteria|Firmicutes|Bacilli|Bacillales|Planococcaceae	0.0558191459670667	0.0433990105025605	0.0309885342423303	0.0560089614338294	0.0151411916117798	0.0419322375041932	0.12996658002228	0.0475873227372228	0.0639094312060623	0.00909338910611985	0.141781125387683	0.278177458033573	0.0172028212626871	0.0252759288903867	0.0447787927637471	0.0259762750021647	0.0417780748663102	0.034346556757685
Bacteria|Firmicutes|Bacilli|Bacillales|Thermoactinomycetaceae	0.0558191459670667	0.104157625206145	0.0387356678029129	0.104016642662826	0.0227117874176698	0.0335457900033546	0.0371333085777943	0.171314361854002	0.118688943668401	0.0363735564244794	0.0797518830305716	0.134292565947242	0.00860141063134354	0.00842530963012891	0.0447787927637471	0.0779288250064941	0.0250668449197861	0.111626309462476
Bacteria|Firmicutes|Bacilli|Bacillales|Unassigned	0.0558191459670667	0.0433990105025605	0.0387356678029129	0.0400064010241639	0.0681353622530093	0.0167728950016773	0.111399925733383	0.10469211002189	0.0456495937186159	0.0818405019550787	0.0886132033673017	0.115107913669065	0.0688112850507483	0.0421265481506445	0.0985133440802436	0.0346350333362196	0.00835561497326203	0.0171732783788425
Bacteria|Firmicutes|Bacilli|Lactobacillales|Unassigned	0.0372127639780445	0.0173596042010242	0.0852184691664084	0.0160025604096655	0.0151411916117798	0.0838644750083864	0.0556999628666914	0.0190349290948891	0.00912991874372318	0.063653723742839	0	0.0575539568345324	0.00860141063134354	0	0.0537345513164965	0	0.0167112299465241	0.0171732783788425
Bacteria|Firmicutes|Bacilli|Unassigned|Unassigned	0.455856358731045	0.937418626855308	0.356368143786799	0.296047367578813	0.522371110606405	0.461254612546125	0.482733011511326	0.504425621014562	0.191728293618187	0.427389287987633	0.336730172795747	0.422062350119904	0.395664889041803	0.143230263712191	0.295540032240731	0.155857650012988	0.401069518716578	0.309119010819165
Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae	0	0.321152677718948	0.0232414006817478	0.00800128020483277	0.0454235748353395	0.0335457900033546	0.0556999628666914	0.0285523936423337	0.0912991874372318	0.00909338910611985	0.106335844040762	0.0191846522781775	0.00860141063134354	0.0421265481506445	0.0447787927637471	0	0.150401069518717	0.0772797527047913
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae	0	0.130197031507682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0944530310836339
Bacteria|Firmicutes|Clostridia|Clostridiales|Peptostreptococcaceae	0	0	0.0154942671211652	0.00800128020483277	0.00757059580588992	0.00838644750083864	0.0185666542888971	0.00951746454744456	0.00912991874372318	0.00909338910611985	0.00886132033673017	0.0671462829736211	0	0.0168506192602578	0	0.0086587583340549	0.00835561497326203	0.0171732783788425
Bacteria|Firmicutes|Clostridia|Clostridiales|Unassigned	0	0	0.0154942671211652	0.0160025604096655	0.128700128700129	0.00838644750083864	0	0.0951746454744456	0	0.0181867782122397	0.0177226406734603	0	0	0	0.0358230342109977	0.0086587583340549	0	0.0515198351365276
Bacteria|Firmicutes|Clostridia|Unassigned|Unassigned	0.0186063819890222	0.0260394063015363	0.00774713356058258	0.0160025604096655	0	0	0.0464166357222429	0.0190349290948891	0	0.0181867782122397	0	0.0383693045563549	0.00860141063134354	0	0	0.112563858342714	0	0.0171732783788425
Bacteria|Firmicutes|Unassigned|Unassigned|Unassigned	0.00930319099451112	0.00867980210051211	0.0309885342423303	0.0160025604096655	0.00757059580588992	0.0587051325058705	0	0	0.00912991874372318	0.0181867782122397	0.0265839610101905	0.0287769784172662	0	0.00842530963012891	0	0.0173175166681098	0	0.00858663918942126
Bacteria|Gemmatimonadetes|Gemmatimonadetes|Gemmatimonadales|Gemmatimonadaceae	0.148851055912178	0.182275844110754	0.100712736287574	0.112017922867659	0.0529941706412295	0.109023817510902	0.204233197177869	0.199866755496336	0.155208618643294	0.127307447485678	0.150642445724413	0.15347721822542	0.0774126956820919	0.126379644451934	0.116424861185742	0.147198891678933	0.100267379679144	0.171732783788425
Bacteria|Nitrospirae|Nitrospira|Nitrospirales|Nitrospiraceae	0.0465159549725556	0.0607586147035848	0.0387356678029129	0.0640102416386622	0.0227117874176698	0.0754780275075478	0.148533234311177	0.10469211002189	0.118688943668401	0.0727471128489588	0.115197164377492	0.172661870503597	0.103216927576122	0.0842530963012891	0.125380619738492	0.355009091696251	0.12533422459893	0.171732783788425
Bacteria|Planctomycetes|Phycisphaerae|Phycisphaerales|Phycisphaeraceae	0.0372127639780445	0.0433990105025605	0	0.0160025604096655	0	0.00838644750083864	0.0371333085777943	0.00951746454744456	0	0	0.0177226406734603	0.0479616306954436	0.0172028212626871	0.00842530963012891	0.00895575855274942	0.0346350333362196	0.00835561497326203	0.0257599175682638
Bacteria|Planctomycetes|Planctomycetacia|Pirellulales|Lacipirellulaceae	0.0186063819890222	0.173596042010242	0.0852184691664084	0.0240038406144983	0	0.0419322375041932	0.399183067211288	0.599600266489007	0.255637724824249	0.100027280167318	0.194949047408064	0.354916067146283	0.154825391364184	0.134804954082063	0.179115171054988	0.129881375010823	0.0919117647058823	0.0515198351365276
Bacteria|Planctomycetes|Planctomycetacia|Planctomycetales|Isosphaeraceae	0.0186063819890222	0.0173596042010242	0.0232414006817478	0.0240038406144983	0.00757059580588992	0.0251593425025159	0.102116598588934	0.0571047872846674	0.0273897562311695	0.0727471128489588	0.053167922020381	0.0479616306954436	0.0344056425253742	0.0252759288903867	0.0537345513164965	0.0086587583340549	0.0250668449197861	0.034346556757685
