var	estimate	estimate1	estimate2	statistic	p.value	parameter	conf.low	conf.high	method	alternative
ASV_2	424.666666666667	733.833333333333	309.166666666667	4.35126901754433	0.00293169817444369	7.40531223770543	196.424710932047	652.908622401286	Welch Two Sample t-test	two.sided
ASV_6	212.833333333333	334.333333333333	121.5	5.55296125070143	0.00174395260791677	5.66348064077821	117.680817751877	307.98584891479	Welch Two Sample t-test	two.sided
ASV_10	130	224.333333333333	94.3333333333333	3.17310261485768	0.0201528892630139	5.80022232610828	28.9086116562459	231.091388343754	Welch Two Sample t-test	two.sided
ASV_12	31	130.333333333333	99.3333333333333	2.57303007603845	0.0289435956747698	9.44857319029376	3.94138279628579	58.0586172037142	Welch Two Sample t-test	two.sided
ASV_17	87.6666666666667	153.833333333333	66.1666666666667	5.32482497520827	0.00107718610513848	7.0327082001572	48.7727231528605	126.560610180473	Welch Two Sample t-test	two.sided
ASV_22	75.6666666666667	115.333333333333	39.6666666666667	3.21567166057235	0.021625003124795	5.31473625066734	16.2410258080273	135.092307525306	Welch Two Sample t-test	two.sided
ASV_24	60	94.1666666666667	34.1666666666667	2.50992081828251	0.045143164405643	6.12012262992052	1.78341296435268	118.216587035647	Welch Two Sample t-test	two.sided
ASV_41	46.3333333333333	86	39.6666666666667	3.31196550047334	0.0187332069274165	5.4315552635007	11.2143621781826	81.4523044884841	Welch Two Sample t-test	two.sided
ASV_37	-19.3333333333333	38.3333333333333	57.6666666666667	-2.54542703044781	0.0331801717879071	8.38334401484	-36.7097403435406	-1.95692632312607	Welch Two Sample t-test	two.sided
ASV_38	64.8333333333333	93.8333333333333	29	4.44689059848309	0.00347482061365051	6.57656551830752	29.9032364839412	99.7634301827255	Welch Two Sample t-test	two.sided
ASV_40	-84.8333333333333	31.5	116.333333333333	-3.4159227513839	0.0156529270496021	5.64134770699572	-146.55049018346	-23.1161764832066	Welch Two Sample t-test	two.sided
ASV_47	21.3333333333333	60.6666666666667	39.3333333333333	4.69776175611763	0.00183169963060252	7.51246576059459	10.7418966679621	31.9247699987046	Welch Two Sample t-test	two.sided
ASV_68	32.8333333333333	66.8333333333333	34	3.97303405387677	0.00384745931468103	8.25853370007895	13.8797553982054	51.7869112684612	Welch Two Sample t-test	two.sided
ASV_45	51.3333333333333	76.5	25.1666666666667	3.30066525213017	0.0168625695099848	5.88587851784976	13.0983555402776	89.5683111263891	Welch Two Sample t-test	two.sided
ASV_54	48.8333333333333	69.5	20.6666666666667	2.89962602373266	0.0277358851143263	5.92660024226934	7.5002428009399	90.1664238657268	Welch Two Sample t-test	two.sided
ASV_48	-15.5	33.8333333333333	49.3333333333333	-2.43642570433944	0.0351823325827971	9.94715198451317	-29.6851399829066	-1.31486001709336	Welch Two Sample t-test	two.sided
ASV_58	19.6666666666667	49.5	29.8333333333333	2.89934166348549	0.0160086878349736	9.90008854601804	4.53216823105229	34.801165102281	Welch Two Sample t-test	two.sided
ASV_67	27.8333333333333	51.8333333333333	24	3.18792863820057	0.0226590570658728	5.2600497290337	5.71962613255557	49.9470405341111	Welch Two Sample t-test	two.sided
ASV_63	-60.1666666666667	14.5	74.6666666666667	-2.62598587304364	0.0455839472709425	5.13218791682314	-118.610548321674	-1.7227850116591	Welch Two Sample t-test	two.sided
ASV_61	-25.8333333333333	21	46.8333333333333	-4.27628921074263	0.0016213769644662	9.99855391822819	-39.2939248147335	-12.3727418519332	Welch Two Sample t-test	two.sided
ASV_59	27	47.8333333333333	20.8333333333333	3.87875166967666	0.00877499142233165	5.7882589683858	9.81485687489018	44.1851431251098	Welch Two Sample t-test	two.sided
ASV_66	20.8333333333333	41.3333333333333	20.5	5.65732495851124	0.000428354659084284	8.2429139212103	12.384740984499	29.2819256821676	Welch Two Sample t-test	two.sided
ASV_82	19.1666666666667	41.5	22.3333333333333	3.25712389825148	0.0091568852342112	9.53979464424934	5.96885713945814	32.3644761938752	Welch Two Sample t-test	two.sided
ASV_72	37	50.6666666666667	13.6666666666667	4.05260661400806	0.00873751429206231	5.28493418247859	13.9063008774673	60.0936991225327	Welch Two Sample t-test	two.sided
ASV_79	19.5	33.6666666666667	14.1666666666667	2.32507442726696	0.0483632082181449	8.04416714167794	0.178407155650808	38.8215928443492	Welch Two Sample t-test	two.sided
ASV_95	15.5	31.8333333333333	16.3333333333333	3.36066534471283	0.0135844894128399	6.46881803872685	4.40972642508908	26.5902735749109	Welch Two Sample t-test	two.sided
ASV_108	10	25.8333333333333	15.8333333333333	2.81099059584669	0.0185784966342482	9.92044198895028	2.06484959622062	17.9351504037794	Welch Two Sample t-test	two.sided
ASV_111	-20.3333333333333	6.33333333333333	26.6666666666667	-4.90914869734484	0.00332175916471296	5.55911663638297	-30.6663275379544	-10.0003391287122	Welch Two Sample t-test	two.sided
ASV_99	7.66666666666667	24.6666666666667	17	2.37987637560634	0.0386515354696854	9.98676606617883	0.487526226191208	14.8458071071421	Welch Two Sample t-test	two.sided
ASV_736	9.33333333333333	23.5	14.1666666666667	2.80420947368718	0.0224434597736028	8.21967162957236	1.69374912316098	16.9729175435057	Welch Two Sample t-test	two.sided
ASV_116	14.1666666666667	25.5	11.3333333333333	4.51897575652629	0.00255412541653943	7.1932950317512	6.79392859683959	21.5394047364937	Welch Two Sample t-test	two.sided
ASV_124	11.3333333333333	22.3333333333333	11	5.11408311956759	0.000629441297940059	9.01624515414436	6.32153731550997	16.3451293511567	Welch Two Sample t-test	two.sided
