var	estimate	estimate1	estimate2	statistic	p.value	parameter	conf.low	conf.high	method	alternative
Acidibacter	-0.703333333333333	1.57166666666667	2.275	-2.87804288518188	0.0213130926966003	7.735162946759	-1.27024858794184	-0.136418078724824	Welch Two Sample t-test	two.sided
Hyphomicrobium	0.311666666666667	0.956666666666667	0.645	2.43251325068231	0.037180187166431	9.23460501234013	0.0229455034529253	0.600387829880408	Welch Two Sample t-test	two.sided
Actinomarinicola	-0.155	0.431666666666667	0.586666666666667	-2.92893411137296	0.0182579069469125	8.31285929638411	-0.276239532653294	-0.0337604673467058	Welch Two Sample t-test	two.sided
Streptomyces	-1.97333333333333	2.555	4.52833333333333	-3.23589558393302	0.0102891669451468	8.95737513239655	-3.35385697153273	-0.592809695133936	Welch Two Sample t-test	two.sided
Sphingomonas	0.861666666666667	1.97666666666667	1.115	4.15326026639054	0.00214793718375447	9.6052260513577	0.396811902998306	1.32652143033503	Welch Two Sample t-test	two.sided
Devosia	0.783333333333333	1.84666666666667	1.06333333333333	3.33120603527905	0.0156083973726603	6.04498661490985	0.208978226577834	1.35768844008883	Welch Two Sample t-test	two.sided
Chryseolinea	-0.406666666666667	0.17	0.576666666666667	-5.18234796421759	0.000413885426231321	9.98339793088473	-0.581551505801029	-0.231781827532305	Welch Two Sample t-test	two.sided
Nevskia	-0.403333333333333	0.906666666666667	1.31	-2.72229923783404	0.0228327637346444	9.30960480248902	-0.736801033561548	-0.0698656331051188	Welch Two Sample t-test	two.sided
Aquincola	3.865	9.96333333333333	6.09833333333333	3.6352526337969	0.00780972380717121	7.27192722553084	1.36986472372465	6.36013527627535	Welch Two Sample t-test	two.sided
Nannocystis	-0.175	0.196666666666667	0.371666666666667	-5.35686397727296	0.000988984230071308	7.14267934793338	-0.251936700709957	-0.0980632992900428	Welch Two Sample t-test	two.sided
Aquabacterium	-0.271666666666667	0.593333333333333	0.865	-2.85578425553523	0.0226467432408923	7.53646795355008	-0.493404379412319	-0.0499289539210139	Welch Two Sample t-test	two.sided
Ramlibacter	0.173333333333333	0.56	0.386666666666667	2.99424735808171	0.0136884314151315	9.85330514055947	0.0440883199480476	0.302578346718619	Welch Two Sample t-test	two.sided
Rhodoplanes	0.155	0.893333333333333	0.738333333333333	2.50984949769752	0.0317836367323404	9.61322713196792	0.0166433866533138	0.293356613346686	Welch Two Sample t-test	two.sided
Aeromicrobium	0.203333333333333	0.511666666666667	0.308333333333333	2.79153544793328	0.0255902018272483	7.34071385390725	0.0327032990973152	0.373963367569352	Welch Two Sample t-test	two.sided
Lacipirellula	-0.055	0.035	0.09	-2.27397013413549	0.0463029961461152	9.98177045355111	-0.108904832989625	-0.00109516701037461	Welch Two Sample t-test	two.sided
Ferrovibrio	-0.0816666666666667	0.0716666666666667	0.153333333333333	-2.80573183813795	0.0337769038055078	5.53026847766586	-0.154381573768182	-0.00895175956515088	Welch Two Sample t-test	two.sided
Desulfuromonas	-0.0666666666666667	0.0633333333333333	0.13	-3.34263135232438	0.0102903695173779	7.94628242646695	-0.11271263365998	-0.0206206996733538	Welch Two Sample t-test	two.sided
Oryzihumus	-0.448333333333333	0.461666666666667	0.91	-3.15216579156166	0.0107735996462146	9.62804762014715	-0.766909451397167	-0.1297572152695	Welch Two Sample t-test	two.sided
Janthinobacterium	0.423333333333333	0.853333333333333	0.43	3.68681672487044	0.0101295052148475	6.03900950365625	0.142809613928557	0.70385705273811	Welch Two Sample t-test	two.sided
Niastella	-0.253333333333333	0.07	0.323333333333333	-4.75	0.00349139334406138	5.77870766313633	-0.385056332211247	-0.12161033445542	Welch Two Sample t-test	two.sided
Anaeromyxobacter	-0.121666666666667	0.218333333333333	0.34	-3.73207512464804	0.00537087072241198	8.32852528141669	-0.196329978442501	-0.0470033548908324	Welch Two Sample t-test	two.sided
Wangella	-0.18	0.13	0.31	-3.15902930013264	0.0106241460087484	9.64815432555794	-0.307588680883986	-0.0524113191160138	Welch Two Sample t-test	two.sided
Curtobacterium	-0.151666666666667	0.201666666666667	0.353333333333333	-2.59071124020068	0.0302435256794044	8.60196041158427	-0.28503900870688	-0.018294324626453	Welch Two Sample t-test	two.sided
