var	estimate	estimate1	estimate2	statistic	p.value	parameter	conf.low	conf.high	method	alternative
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Unassigned	0.296044098657762	0.549881165815783	0.25383706715802	3.494409690442	0.0154240599164283	5.38042754125026	0.0828170143843435	0.509271182931181	Welch Two Sample t-test	two.sided
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Undibacterium	0.0949595426682261	0.153532120590486	0.0585725779222599	2.46194314156459	0.0397496251617656	7.84972317776215	0.00571745409232004	0.184201631244132	Welch Two Sample t-test	two.sided
Bacteria|Proteobacteria|Deltaproteobacteria|Desulfuromonadales|Desulfuromonadaceae|Desulfuromonas	-0.0620531826730924	0.0736279967729638	0.135681179446056	-3.83144752343695	0.00410123743188744	8.90202990758664	-0.0987520795817599	-0.0253542857644249	Welch Two Sample t-test	two.sided
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Myxococcaceae|Corallococcus	-0.102674013398816	0.109871990687082	0.212546004085898	-3.74437338158086	0.00456919183996782	9.02799906978446	-0.164675040723449	-0.0406729860741827	Welch Two Sample t-test	two.sided
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Polyangiaceae|Racemicystis	-0.380587459005225	0.793823282911103	1.17441074191633	-2.44603004367782	0.0389099768135705	8.36982676903298	-0.736646801291383	-0.0245281167190674	Welch Two Sample t-test	two.sided
Bacteria|Proteobacteria|Gammaproteobacteria|Gammaproteobacteria_incertae_sedis|Unassigned|Acidibacter	-0.783348386542985	1.58851791443834	2.37186630098133	-3.45887419849617	0.00893335232894261	7.79459848977961	-1.30800580902587	-0.258690964060097	Welch Two Sample t-test	two.sided
Bacteria|Proteobacteria|Gammaproteobacteria|Nevskiales|Nevskiaceae|Nevskia	-0.423332606429995	0.913866893337179	1.33719949976717	-2.97736327263845	0.0153557891248672	9.08666008978495	-0.744507550281721	-0.102157662578268	Welch Two Sample t-test	two.sided
Bacteria|Proteobacteria|Gammaproteobacteria|Nevskiales|Nevskiaceae|Stenotrophobium	-0.0644585419762143	0.125491161656025	0.18994970363224	-2.89330844493989	0.0174826511320271	9.15534623628415	-0.114725934522074	-0.0141911494303551	Welch Two Sample t-test	two.sided
Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas	-1.05903264265759	0.438933912232429	1.49796655489002	-2.9835628344222	0.0200374055451548	7.11175997922668	-1.89570303839493	-0.222362246920257	Welch Two Sample t-test	two.sided
Bacteria|Proteobacteria|Unassigned|Unassigned|Unassigned|Unassigned	-0.449987191450899	1.0368954442633	1.4868826357142	-2.53346890585287	0.0368530703951089	7.5132259081755	-0.864238129972729	-0.0357362529290681	Welch Two Sample t-test	two.sided
Bacteria|Unassigned|Unassigned|Unassigned|Unassigned|Unassigned	-0.172238086313126	0.310542594478562	0.482780680791689	-3.23304452704884	0.0132058709343411	7.45344449314398	-0.296674640230942	-0.0478015323953103	Welch Two Sample t-test	two.sided
