#OTUID	KO1	KO2	KO3	KO4	KO5	KO6	OE1	OE2	OE3	OE4	OE5	OE6	WT1	WT2	WT3	WT4	WT5	WT6
ASV_405	8	10	3	9	10	4	4	6	10	7	5	6	5	5	6	3	4	4
ASV_305	5	10	21	4	10	7	2	11	3	2	3	5	4	1	6	4	5	5
ASV_583	5	14	10	2	2	5	4	9	7	9	7	5	3	4	5	4	3	10
ASV_744	11	8	4	5	2	10	6	4	5	1	9	8	2	3	6	9	7	8
ASV_797	25	14	11	1	2	5	7	3	0	7	6	2	1	2	3	7	10	2
ASV_295	8	9	4	11	4	3	4	8	8	1	5	7	6	4	5	5	3	12
ASV_296	5	6	3	12	8	8	4	2	11	5	4	2	6	6	9	4	7	5
ASV_362	2	6	3	4	4	6	5	9	6	5	6	5	12	9	4	15	2	4
ASV_365	2	4	4	2	1	5	9	6	7	8	11	8	7	7	9	2	6	9
ASV_854	6	7	3	3	6	6	7	3	5	3	7	7	8	7	8	2	9	10
ASV_1275	5	2	0	4	4	5	6	3	1	4	10	10	9	11	6	10	5	11
ASV_299	7	5	5	0	1	4	6	16	4	5	6	12	2	9	7	9	3	5
ASV_321	1	5	2	7	7	5	11	4	3	10	4	4	3	10	8	10	9	3
ASV_352	0	24	1	6	0	4	4	9	8	1	5	3	5	13	9	10	0	4
ASV_733	3	12	1	0	2	6	5	12	11	5	3	21	8	2	5	1	2	7
ASV_294	6	10	5	4	9	9	10	5	4	4	9	3	3	2	9	8	2	3
ASV_459	1	14	6	4	1	1	4	8	4	11	3	6	8	3	10	1	9	11
ASV_625	6	9	8	8	6	5	4	10	3	5	8	3	4	1	4	9	6	6
ASV_356	4	1	3	8	21	5	1	3	4	4	18	1	4	2	7	7	5	6
ASV_592	7	4	1	3	2	5	14	7	2	5	11	11	8	9	4	5	3	3
ASV_453	4	3	9	4	3	10	8	5	4	1	5	7	3	5	10	5	9	8
ASV_304	6	0	0	3	2	0	0	8	3	21	19	7	0	7	2	17	3	4
ASV_316	9	14	4	3	20	3	0	1	5	2	4	4	0	23	2	1	4	3
ASV_340	6	9	15	2	10	3	1	5	2	8	4	5	4	1	3	5	10	9
ASV_342	7	1	1	1	4	3	11	13	7	10	4	2	2	8	10	5	8	5
ASV_334	1	7	4	23	5	5	7	1	0	5	4	1	3	4	14	4	7	6
ASV_419	7	14	2	7	6	7	7	4	10	3	1	8	3	4	3	4	6	5
ASV_333	2	8	3	3	1	5	4	3	1	7	3	3	4	6	3	8	1	35
ASV_605	2	16	6	0	2	3	7	11	5	3	5	25	2	0	3	5	4	1
ASV_383	1	8	26	11	0	1	6	4	3	6	4	3	3	10	2	3	2	6
ASV_384	6	3	8	11	2	2	12	7	3	5	11	7	5	3	3	4	0	7
ASV_297	3	2	0	1	1	1	11	7	7	8	11	8	7	3	9	6	3	10
ASV_349	4	7	5	2	6	1	7	6	1	4	16	3	7	4	8	3	8	6
ASV_396	8	12	1	5	12	3	1	8	5	4	4	4	11	2	7	5	1	5
ASV_433	4	7	8	6	3	4	1	8	6	2	4	4	5	4	25	5	2	0
ASV_556	7	3	19	16	5	1	7	5	0	5	3	8	3	0	5	6	3	2
ASV_370	1	4	9	3	8	2	1	2	5	6	13	2	2	3	16	4	5	11
ASV_371	9	4	5	5	7	5	3	8	4	5	3	7	6	7	5	3	3	8
ASV_601	4	3	2	39	1	16	0	4	10	1	2	2	3	3	3	1	3	0
ASV_641	5	6	10	8	8	10	7	1	2	2	3	8	2	6	5	7	3	4
ASV_339	5	3	2	2	2	5	2	0	3	1	12	1	4	31	6	2	13	2
ASV_422	6	7	6	6	6	6	5	3	4	7	8	6	3	4	9	2	5	3
ASV_309	4	2	6	15	14	6	2	1	6	2	3	3	1	18	2	4	5	1
ASV_324	4	1	6	2	7	2	6	2	6	3	6	4	1	10	8	9	5	13
ASV_337	7	3	0	7	7	13	4	5	2	3	9	2	2	6	5	9	2	9
ASV_341	5	6	3	5	1	1	6	9	7	4	5	6	13	2	7	8	4	3
ASV_377	8	7	5	4	2	2	10	4	0	4	6	13	6	5	3	4	1	11
ASV_380	3	4	5	0	4	3	13	2	12	5	5	13	3	0	5	6	3	9
ASV_417	5	4	1	5	5	22	3	3	7	2	9	5	5	0	7	1	3	8
ASV_548	5	12	20	1	4	5	1	3	3	1	3	1	6	1	14	4	2	9
ASV_343	6	6	3	4	0	5	10	3	8	3	8	12	5	1	4	5	5	6
ASV_354	15	1	3	2	27	8	1	0	3	2	0	3	2	4	5	5	9	4
ASV_368	5	7	5	5	3	5	8	6	7	5	7	5	3	3	8	4	7	1
ASV_684	2	6	6	7	3	5	6	10	5	3	2	7	4	7	11	1	3	6
ASV_338	3	4	3	3	17	1	2	5	3	8	5	7	8	4	6	4	2	8
ASV_367	5	13	3	6	6	1	9	1	5	5	6	8	5	6	2	4	5	3
ASV_427	5	4	4	2	7	20	12	4	2	3	5	7	4	1	4	2	3	4
ASV_428	1	5	4	5	7	4	5	4	6	3	8	1	4	6	7	12	4	7
ASV_390	4	3	3	0	2	3	2	1	1	2	41	11	1	6	6	4	1	1
ASV_463	3	4	13	3	0	0	9	1	0	9	9	12	2	1	7	5	7	7
ASV_348	8	17	6	3	5	7	1	2	8	0	2	2	7	4	3	6	8	2
ASV_409	5	6	0	4	21	7	6	8	1	2	3	2	5	11	1	3	2	4
ASV_571	7	4	6	4	4	12	5	2	6	0	7	6	2	4	6	10	4	2
ASV_461	4	7	5	3	2	13	6	10	5	9	5	9	1	2	2	0	1	6
ASV_504	5	4	4	8	4	5	3	2	8	5	4	5	4	10	2	5	9	3
ASV_335	5	1	4	6	5	1	1	6	5	7	7	6	10	4	4	8	4	5
ASV_913	6	4	7	10	7	10	5	1	6	2	2	5	5	2	3	5	1	8
ASV_1234	8	3	6	4	6	7	2	1	6	2	2	15	4	2	3	3	10	4
ASV_379	10	4	3	2	2	8	7	4	5	9	6	7	4	1	4	5	4	3
ASV_382	15	5	5	0	3	7	8	8	1	3	5	9	3	1	4	2	5	4
ASV_398	1	8	3	2	3	2	17	7	10	5	2	4	2	6	6	6	2	2
ASV_403	3	3	4	7	16	12	3	10	1	6	3	0	3	5	1	4	4	3
ASV_480	1	5	2	8	1	9	6	6	4	1	6	5	7	2	5	10	1	9
ASV_388	5	7	1	7	7	4	8	4	5	3	4	9	5	5	2	4	4	3
ASV_392	8	5	11	3	2	7	6	2	1	3	11	6	2	4	9	0	4	3
ASV_530	0	10	2	2	0	3	9	8	3	4	3	9	7	2	5	5	12	3
ASV_1027	7	10	6	3	5	3	3	10	1	4	4	4	5	1	9	3	5	3
ASV_381	3	1	1	1	1	1	13	7	8	6	2	7	5	9	5	5	4	7
ASV_425	2	5	5	4	6	13	5	3	2	9	6	5	1	2	6	5	2	5
ASV_549	4	3	9	2	4	2	4	12	2	4	2	3	6	2	12	4	9	2
ASV_586	7	1	0	3	0	5	14	4	5	4	7	3	1	2	9	2	6	13
ASV_610	3	6	3	4	3	2	4	4	1	4	8	1	6	9	3	15	2	8
ASV_351	7	3	32	2	1	1	4	5	3	1	1	7	2	2	4	6	1	3
ASV_391	7	3	1	5	1	3	3	8	3	4	6	4	7	4	4	7	6	9
ASV_395	2	2	7	8	13	4	1	0	0	1	21	5	1	1	2	6	4	7
ASV_402	3	8	3	6	1	2	6	8	5	1	2	6	6	4	1	6	8	9
ASV_404	3	7	18	0	3	5	5	4	4	4	4	1	1	2	4	12	2	6
ASV_355	4	0	4	2	9	6	3	1	9	5	5	1	9	9	4	4	6	3
ASV_361	3	4	7	9	3	5	7	5	4	5	7	7	3	3	7	2	0	3
ASV_363	3	2	2	6	2	3	4	6	0	7	4	4	3	7	12	6	8	5
ASV_366	2	1	6	4	7	3	5	4	6	5	4	6	3	4	9	5	5	5
ASV_389	2	3	3	2	1	1	3	3	20	6	1	4	7	5	6	10	2	5
ASV_394	5	3	0	0	1	6	9	3	4	2	3	3	2	1	3	0	25	14
ASV_445	3	8	0	7	32	0	1	4	3	4	1	1	2	5	0	6	3	4
ASV_386	1	4	4	4	3	7	5	3	8	5	5	6	3	1	8	4	6	5
ASV_440	22	20	3	0	0	3	6	3	3	4	3	8	2	2	0	0	1	2
ASV_746	3	3	1	4	0	0	4	7	8	12	8	1	7	6	4	7	1	6
ASV_414	3	3	2	1	11	3	3	7	1	8	9	2	3	2	6	6	6	5
ASV_429	3	7	6	18	15	6	1	0	1	1	1	2	3	3	2	1	6	5
ASV_450	0	23	2	5	1	1	3	7	4	5	4	2	2	5	7	7	1	2
ASV_1150	4	4	3	5	5	5	5	3	7	5	4	9	5	6	3	3	1	3
ASV_1605	4	10	4	8	5	4	6	3	5	3	2	3	8	3	2	3	2	5
ASV_372	4	9	2	8	5	3	6	3	4	4	1	2	9	2	5	6	4	3
ASV_393	1	8	4	2	0	3	5	11	9	3	3	8	5	3	7	1	3	4
ASV_399	4	4	0	2	9	5	7	4	0	4	3	4	0	1	6	20	1	6
ASV_401	4	2	1	5	7	6	1	2	6	6	3	0	8	9	2	5	8	5
ASV_406	2	5	7	6	4	4	4	4	7	1	4	6	4	6	5	4	4	3
ASV_411	8	4	2	4	3	4	6	5	0	4	8	9	1	6	6	3	2	5
ASV_454	5	10	8	4	1	1	6	3	2	6	0	7	4	7	7	2	2	5
ASV_538	3	7	2	1	12	1	3	13	6	3	2	2	6	6	2	3	3	5
ASV_1458	5	7	0	0	0	7	17	13	3	3	5	5	1	1	2	3	7	0
ASV_1493	6	2	5	1	2	2	5	2	19	3	6	7	4	0	4	5	2	4
ASV_373	5	0	1	0	0	0	0	0	47	2	0	0	24	0	0	0	0	0
ASV_376	2	11	1	8	1	3	3	13	1	3	1	3	10	6	10	1	1	1
ASV_431	1	10	7	1	34	1	1	0	2	1	1	10	3	2	0	0	3	2
ASV_476	4	4	5	9	5	3	3	7	1	0	3	7	5	2	7	4	5	5
ASV_484	1	10	1	1	1	1	9	8	11	2	3	8	4	5	7	3	2	2
ASV_400	6	0	0	0	0	31	1	3	0	0	4	19	2	0	2	10	0	0
ASV_436	5	3	2	0	1	5	14	6	7	2	5	5	3	1	8	2	5	4
ASV_585	3	10	2	3	4	4	4	11	4	1	2	7	4	2	8	1	4	4
ASV_1068	5	5	9	3	2	5	7	3	4	5	2	9	3	5	5	3	1	1
ASV_397	1	2	6	3	3	2	2	4	6	4	8	5	7	7	6	0	4	7
ASV_416	2	2	3	18	1	2	8	0	3	8	1	7	1	1	8	0	4	8
ASV_421	7	10	1	2	1	5	1	7	9	7	6	2	2	3	2	4	3	5
ASV_495	7	1	6	1	3	2	6	5	4	1	6	7	3	3	3	2	6	11
ASV_527	2	8	1	3	0	1	5	5	5	4	9	5	7	4	6	4	4	4
ASV_532	0	2	1	1	1	3	4	12	2	15	7	21	1	2	1	2	1	1
ASV_554	3	4	3	2	5	5	6	1	3	6	5	6	6	6	3	3	5	5
ASV_629	6	6	3	3	2	2	1	7	9	6	3	1	6	6	8	3	2	3
ASV_711	7	5	3	9	0	7	8	4	3	6	4	2	4	3	2	3	3	4
ASV_962	2	6	0	6	3	10	4	0	6	3	9	4	4	1	5	11	1	2
ASV_426	19	1	3	6	0	2	5	1	1	5	2	12	4	1	2	4	5	3
ASV_432	7	5	1	1	6	4	3	2	3	8	4	2	9	1	3	4	4	9
ASV_465	2	5	4	4	7	6	4	1	5	1	4	6	4	5	4	7	3	4
ASV_630	2	0	14	1	3	14	1	3	6	6	4	1	7	7	0	1	5	1
ASV_732	2	7	6	2	5	7	0	9	2	1	11	1	4	1	1	8	6	3
ASV_737	4	8	3	7	3	1	3	12	3	3	7	6	0	0	4	3	1	8
ASV_1309	1	4	0	3	1	1	5	8	7	3	3	4	11	6	6	5	4	3
ASV_424	6	5	7	2	1	0	7	9	3	5	6	1	3	3	3	2	3	8
ASV_505	5	4	6	5	3	2	12	1	2	5	4	7	2	3	3	3	3	4
ASV_407	7	7	2	3	3	4	9	3	4	4	4	1	5	2	4	3	3	5
ASV_418	2	8	1	1	3	3	9	6	2	4	9	5	2	2	5	3	6	2
ASV_423	5	3	0	8	7	3	9	5	4	8	4	2	3	0	1	2	2	7
ASV_413	3	3	4	7	10	2	2	1	3	1	5	2	4	5	5	5	8	1
ASV_430	0	4	0	1	0	0	1	3	2	5	1	8	1	37	0	8	0	0
ASV_561	5	4	0	4	2	5	4	2	9	1	4	11	0	2	4	4	7	3
ASV_607	0	4	0	24	0	21	1	1	1	1	0	4	1	0	6	6	0	1
ASV_435	2	9	1	3	1	6	3	2	2	6	2	8	2	1	7	6	3	6
ASV_442	4	0	4	3	0	2	6	4	7	2	6	3	8	5	5	0	8	3
ASV_486	3	4	1	4	6	4	4	2	6	7	6	5	6	3	1	0	4	4
ASV_542	5	1	9	7	2	4	0	4	1	5	6	6	2	3	9	4	1	1
ASV_632	6	2	2	2	1	1	4	0	5	4	2	1	7	8	5	14	3	3
ASV_717	3	1	1	0	4	8	4	0	3	4	3	3	1	0	11	2	21	1
ASV_826	9	5	3	3	2	2	3	3	5	1	2	10	3	4	4	4	0	7
ASV_940	0	0	1	2	1	3	2	0	7	3	10	8	9	6	7	3	5	3
ASV_1606	2	4	8	6	1	4	4	5	4	0	4	0	4	5	8	1	3	6
ASV_434	1	5	4	3	1	2	6	7	3	12	0	4	2	5	3	3	6	2
ASV_498	2	3	5	8	2	4	7	1	2	4	7	4	4	7	4	2	0	3
ASV_537	8	5	3	1	3	3	6	2	4	2	6	4	0	3	10	1	3	5
ASV_974	1	5	0	1	0	0	12	2	5	3	10	11	3	1	6	7	0	2
ASV_444	5	3	10	2	1	1	5	1	3	2	3	3	4	7	7	5	2	4
ASV_468	11	5	0	0	0	2	10	1	5	2	6	10	6	2	2	0	5	1
ASV_497	1	1	3	3	19	7	2	0	1	5	6	4	1	3	0	5	3	4
ASV_518	4	3	3	4	1	2	8	2	8	2	15	2	3	1	5	1	1	3
ASV_553	3	3	3	0	0	0	6	4	5	9	3	4	4	4	8	7	2	3
ASV_742	3	4	2	3	5	3	4	3	5	4	4	5	4	8	2	3	6	0
ASV_439	8	8	0	1	2	0	2	6	1	3	4	8	3	0	2	3	9	7
ASV_446	11	2	1	0	18	2	0	17	0	0	7	2	1	2	1	0	2	1
ASV_458	2	2	1	7	3	3	8	2	1	3	6	2	4	6	3	8	2	4
ASV_477	6	0	1	3	1	4	7	2	8	4	1	1	20	1	3	1	4	0
ASV_509	2	1	8	5	2	4	5	8	2	1	1	1	0	4	6	4	8	5
ASV_591	6	4	2	4	2	3	4	3	1	1	6	5	4	3	4	6	4	5
ASV_1160	3	2	1	5	4	2	11	3	0	8	3	5	3	0	6	5	1	4
ASV_420	5	4	1	0	0	7	8	1	3	3	6	9	4	3	5	0	3	4
ASV_441	2	2	2	7	5	3	3	2	2	6	2	6	1	6	4	7	4	2
ASV_449	2	5	6	9	10	2	3	3	0	2	1	5	2	5	3	4	3	1
ASV_460	2	2	9	5	10	1	2	3	2	6	3	0	6	4	3	2	4	2
ASV_507	4	5	1	4	3	7	4	5	2	5	3	2	1	5	2	3	4	6
ASV_584	4	3	5	3	3	15	2	7	1	0	4	3	2	4	2	5	1	2
ASV_590	4	1	10	0	7	1	0	2	5	8	5	3	1	5	6	2	1	5
ASV_603	9	9	2	0	1	0	5	5	1	4	2	1	18	1	2	0	3	3
ASV_743	3	4	10	7	3	8	0	2	1	1	6	3	2	1	2	7	3	3
ASV_837	1	2	3	4	4	4	4	5	4	2	2	9	5	4	6	3	2	2
ASV_1593	2	6	5	4	0	2	4	8	3	1	4	6	3	0	5	5	5	2
ASV_1621	4	1	3	2	3	1	2	6	2	5	3	9	8	2	2	4	2	6
ASV_1720	0	4	3	5	2	4	8	7	0	0	2	2	11	3	4	3	5	2
ASV_443	4	12	2	1	5	2	5	3	0	3	4	4	7	3	4	1	1	4
ASV_467	0	2	8	3	6	5	2	3	4	3	4	3	1	2	5	8	4	2
ASV_506	2	2	1	0	1	4	5	4	2	2	7	6	2	4	3	7	7	6
ASV_528	0	37	2	1	1	0	4	0	9	0	1	1	0	0	0	0	0	9
ASV_547	3	6	7	9	9	2	4	1	4	1	4	4	2	1	0	2	1	5
ASV_580	7	5	3	2	1	3	7	5	3	4	5	6	1	4	3	2	3	1
ASV_1450	3	8	0	10	2	3	6	5	1	7	4	1	4	1	1	1	0	7
ASV_451	3	3	2	2	1	2	6	8	8	3	4	7	5	1	3	0	2	4
ASV_473	1	18	0	0	2	2	9	5	2	3	4	7	3	2	1	1	2	2
ASV_494	2	4	1	3	3	4	3	1	5	3	9	7	5	4	4	5	1	0
ASV_500	1	3	1	5	1	9	3	4	5	0	5	5	0	7	1	5	5	4
ASV_511	4	2	11	2	2	10	6	2	1	7	0	6	1	0	6	0	2	2
ASV_1151	7	1	1	3	2	13	8	2	1	3	3	4	3	2	2	1	2	5
ASV_447	3	6	1	2	1	2	1	1	8	5	4	4	3	7	5	3	5	2
ASV_455	2	4	2	7	3	3	3	2	2	0	4	4	5	3	5	6	5	3
ASV_482	8	2	3	1	3	1	1	0	2	5	8	4	3	0	5	5	0	12
ASV_502	4	0	8	1	6	4	2	6	5	6	1	1	4	2	5	4	1	3
ASV_519	1	4	0	1	3	4	4	4	1	4	14	14	1	0	1	0	7	0
ASV_550	0	3	0	0	0	0	7	21	8	2	1	5	4	6	4	1	1	0
ASV_1002	4	1	1	4	4	2	5	2	2	5	3	7	6	7	3	5	0	1
ASV_1162	5	7	4	0	5	7	4	2	1	3	2	3	2	1	7	4	0	5
ASV_462	3	5	3	3	2	3	5	2	2	2	3	2	4	4	6	6	2	5
ASV_466	6	3	6	11	3	3	0	1	3	2	1	0	3	2	1	8	9	0
ASV_483	3	4	3	8	1	4	5	3	3	3	4	3	4	8	3	3	0	0
ASV_574	6	3	1	2	3	5	6	5	5	6	4	2	2	3	2	2	2	3
ASV_608	1	5	2	0	1	2	2	23	0	2	12	4	0	1	0	1	2	4
ASV_673	3	1	3	5	3	0	3	3	10	2	2	5	3	5	2	1	2	9
ASV_871	4	1	0	2	0	0	1	5	4	0	6	4	6	5	10	2	5	7
ASV_1246	5	6	7	1	3	2	1	5	3	6	3	4	4	0	3	4	1	3
ASV_1376	7	10	1	1	0	1	6	2	4	1	3	7	8	1	3	4	1	1
ASV_1506	3	2	1	5	2	1	8	7	1	2	5	7	0	2	6	3	5	1
ASV_464	3	2	7	1	4	2	2	1	5	6	3	3	2	2	3	7	3	5
ASV_515	3	2	3	5	0	1	7	3	2	4	3	2	4	7	3	3	7	2
ASV_563	9	4	5	1	2	2	4	4	0	0	2	4	5	5	1	4	4	5
ASV_578	6	3	4	4	4	0	4	5	1	3	6	1	1	4	3	1	3	8
ASV_588	1	0	10	2	2	1	4	6	2	2	3	5	3	1	3	7	5	4
ASV_594	5	1	8	0	0	5	4	2	5	1	3	3	7	2	2	5	6	2
ASV_599	1	0	5	0	1	0	0	5	0	32	3	8	1	1	1	2	0	1
ASV_620	2	2	4	5	0	5	5	2	1	4	6	2	3	5	5	4	3	3
ASV_701	3	6	1	2	0	3	3	6	5	3	5	6	4	3	1	3	3	4
ASV_800	4	5	0	3	1	5	5	2	1	7	1	2	7	2	3	5	3	5
ASV_875	8	4	6	0	2	0	4	8	2	1	3	4	2	1	5	5	1	5
ASV_892	6	6	4	2	7	4	3	3	6	1	2	4	2	3	2	4	2	0
ASV_920	4	4	0	2	0	4	6	7	3	2	3	6	2	1	7	1	4	5
ASV_1036	3	3	3	6	1	3	4	0	4	1	12	5	2	3	3	2	2	3
ASV_1081	1	1	2	0	0	0	10	6	7	0	1	9	3	3	9	5	2	1
ASV_1241	4	12	1	0	2	5	11	1	3	5	3	1	1	0	1	6	3	1
ASV_1491	0	3	6	1	0	1	11	7	5	0	3	9	3	4	4	3	0	0
ASV_524	5	6	3	4	3	1	0	7	0	3	5	3	8	4	2	2	2	2
ASV_555	3	3	2	5	1	1	1	2	4	2	4	7	4	4	2	3	3	9
ASV_638	0	6	1	0	0	1	8	15	5	1	5	8	2	1	1	6	0	0
ASV_677	0	7	2	1	0	0	5	8	7	1	5	5	4	3	4	2	5	1
ASV_681	4	3	0	4	3	9	6	1	0	5	5	8	2	3	1	2	1	3
ASV_738	4	1	2	1	4	4	4	0	5	5	6	1	1	4	3	3	4	8
ASV_1281	1	4	2	3	5	3	7	5	2	3	2	7	5	1	1	2	1	5
ASV_1520	0	3	2	6	3	4	4	4	2	6	3	4	0	2	4	1	6	5
ASV_1590	0	3	4	6	5	6	3	2	1	6	2	4	1	0	5	2	5	4
ASV_481	2	1	7	4	1	6	4	1	1	5	2	7	2	0	5	5	2	4
ASV_493	3	4	3	1	1	1	3	6	2	6	6	3	4	2	3	2	7	2
ASV_508	0	6	3	3	1	3	4	1	6	4	4	3	1	2	6	5	1	6
ASV_531	1	1	2	5	0	0	7	4	4	4	2	5	5	3	5	3	3	5
ASV_848	3	5	11	2	3	1	3	2	3	1	2	3	4	3	1	3	3	6
ASV_919	3	3	4	0	5	4	6	3	3	0	5	1	7	3	4	2	3	3
ASV_457	1	0	0	1	1	0	1	4	1	3	19	1	3	0	0	0	3	20
ASV_487	2	1	1	1	12	2	1	3	2	0	6	2	2	4	4	4	8	3
ASV_488	3	3	1	7	8	2	2	1	3	3	5	4	2	2	4	2	2	4
ASV_490	2	3	2	4	4	7	4	0	1	3	2	6	2	3	6	4	4	1
ASV_551	4	1	3	3	7	0	5	4	0	2	4	8	2	2	4	2	5	2
ASV_562	6	1	0	3	2	3	8	2	7	2	2	2	5	2	3	8	1	1
ASV_567	2	1	0	2	3	4	3	0	2	0	4	0	0	14	1	2	19	1
ASV_568	0	0	0	0	0	0	49	3	0	0	0	0	0	0	1	4	0	1
ASV_573	3	3	0	5	4	3	3	1	5	2	4	3	1	4	6	5	2	4
ASV_587	0	0	1	0	5	4	2	3	1	1	11	1	1	5	5	0	18	0
ASV_649	7	2	2	9	0	3	3	7	4	2	5	1	4	0	0	2	5	2
ASV_930	6	7	10	5	5	2	0	1	2	1	3	0	2	3	5	2	3	1
ASV_937	2	1	4	0	2	2	6	5	3	4	6	1	7	4	4	3	1	3
ASV_1372	3	4	2	2	0	0	11	4	3	2	5	5	2	3	3	1	2	5
ASV_569	3	0	0	0	1	0	16	0	5	6	1	2	6	3	7	3	1	3
ASV_600	3	5	1	2	2	2	1	5	4	2	2	3	12	4	1	3	1	4
ASV_642	3	3	8	1	3	7	2	1	3	3	1	3	2	7	2	5	1	2
ASV_754	3	3	2	1	4	7	2	2	2	2	1	3	5	4	5	6	2	3
ASV_868	0	0	0	0	1	2	7	5	2	2	8	10	5	3	4	3	3	2
ASV_1004	3	4	7	2	6	2	0	7	0	2	4	7	0	0	1	6	1	4
ASV_1016	3	4	3	8	3	1	7	2	2	2	2	10	2	1	3	2	1	0
ASV_1273	2	3	2	5	2	3	2	3	0	3	4	4	6	3	4	3	5	2
ASV_1429	3	5	1	2	1	8	4	4	3	2	3	5	4	2	2	5	1	1
ASV_1456	6	9	0	1	3	1	4	4	3	2	2	6	2	3	3	3	1	3
ASV_1538	1	5	1	2	0	2	5	12	5	2	1	2	0	5	6	1	2	4
ASV_1612	11	1	2	6	4	4	2	1	4	6	1	5	0	4	1	2	1	1
ASV_1781	6	4	0	7	1	1	1	7	4	2	2	2	4	0	3	0	3	9
ASV_489	5	3	2	3	1	4	4	1	5	2	4	7	0	1	7	1	4	2
ASV_529	0	3	1	3	4	4	7	5	2	3	6	1	4	1	4	4	1	3
ASV_534	12	7	0	6	0	0	7	4	1	0	8	4	0	0	4	0	1	2
ASV_536	1	1	2	3	1	1	1	9	5	4	0	2	17	1	2	4	0	2
ASV_676	1	2	2	2	0	2	4	3	5	1	9	3	1	1	3	5	4	8
ASV_683	3	2	2	4	4	2	5	3	2	1	7	3	5	3	3	2	4	1
ASV_781	4	3	3	4	4	0	5	6	1	3	3	8	3	1	4	3	0	1
ASV_558	2	0	0	0	0	0	2	1	7	0	0	0	1	0	0	38	1	3
ASV_559	6	2	3	4	2	1	6	0	2	6	5	4	2	5	4	1	0	2
ASV_595	2	4	0	1	0	1	2	6	2	3	2	8	8	3	3	6	1	3
ASV_612	2	0	0	1	0	1	8	3	1	3	6	5	7	4	4	1	6	3
ASV_639	1	3	6	4	0	2	3	5	1	4	4	4	8	4	0	3	2	1
ASV_652	1	8	2	6	4	4	2	2	1	2	2	4	5	0	3	3	4	2
ASV_675	0	4	0	0	0	0	6	0	4	1	0	2	0	0	1	0	0	37
ASV_782	3	4	1	1	3	2	9	1	1	2	6	3	3	1	2	6	2	5
ASV_842	3	3	3	4	2	1	4	4	2	0	0	2	6	3	6	3	3	6
ASV_1046	7	2	1	8	4	4	3	3	1	2	2	1	2	4	1	2	4	3
ASV_1086	3	0	3	2	0	3	7	5	4	4	4	7	2	2	0	3	2	3
ASV_1125	5	10	1	0	0	4	11	2	2	3	1	5	2	2	0	1	4	1
ASV_1129	0	5	8	3	1	1	4	2	3	1	3	4	3	2	3	4	4	3
ASV_501	2	2	1	7	4	1	2	7	0	3	5	4	3	0	2	3	1	7
ASV_521	1	2	4	1	1	2	3	3	5	2	2	4	1	5	6	5	3	4
ASV_546	0	3	1	2	1	1	0	12	7	6	6	2	2	0	6	1	2	2
ASV_626	3	5	4	1	2	6	1	0	1	4	4	2	4	3	1	6	4	3
ASV_659	3	3	1	2	0	7	5	6	3	1	2	8	2	3	5	2	1	0
ASV_786	0	0	0	7	0	1	6	6	10	21	0	0	0	1	0	0	1	1
ASV_525	2	2	3	0	6	1	3	5	2	4	2	0	1	4	6	5	0	7
ASV_544	3	6	10	0	1	9	3	0	4	7	1	0	3	1	2	0	2	1
ASV_552	1	4	2	0	5	3	4	0	4	2	3	6	1	6	4	0	2	6
ASV_613	3	2	0	2	0	1	7	3	3	4	4	8	4	1	3	0	4	4
ASV_712	1	1	0	0	1	1	2	0	7	14	5	0	2	5	8	5	0	1
ASV_846	5	1	0	0	1	5	2	0	3	4	4	2	1	8	6	1	3	7
ASV_522	3	2	0	1	2	0	3	9	5	5	5	2	5	1	2	3	2	2
ASV_540	2	5	2	1	4	0	1	2	2	4	3	4	4	4	4	2	4	4
ASV_575	4	3	1	5	2	3	3	0	2	2	1	5	7	5	2	3	0	4
ASV_598	0	0	1	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0
ASV_604	2	6	0	2	5	3	3	2	1	4	5	1	5	1	1	6	4	1
ASV_624	2	4	0	3	1	1	2	3	5	1	4	8	5	2	3	5	0	3
ASV_643	4	1	0	0	1	0	2	4	3	5	1	3	1	0	0	22	0	5
ASV_662	9	2	1	1	0	0	4	2	1	4	2	2	0	3	4	12	0	5
ASV_700	3	3	10	0	0	4	2	1	5	3	3	4	3	1	1	3	3	3
ASV_936	3	5	5	1	1	5	3	4	0	3	4	1	4	3	0	1	4	5
ASV_972	0	5	1	2	1	4	5	4	6	3	4	6	4	0	2	2	1	2
ASV_1149	4	3	1	0	0	1	5	5	8	0	2	4	4	1	4	1	8	0
ASV_1244	1	2	3	1	2	3	2	3	9	5	4	2	1	2	3	2	3	3
ASV_1341	0	0	0	1	1	4	4	4	0	3	19	1	1	3	0	10	0	0
ASV_475	3	4	1	4	0	2	5	3	3	3	11	6	4	0	0	0	1	1
ASV_510	3	0	0	0	0	2	1	12	0	8	0	1	6	0	0	1	15	2
ASV_541	1	2	2	0	0	1	6	6	2	3	6	3	4	2	5	2	1	5
ASV_557	4	1	8	5	3	2	2	2	0	2	3	1	7	2	4	1	1	3
ASV_581	4	4	3	5	0	2	3	5	2	2	1	7	3	3	1	2	2	2
ASV_617	3	1	2	3	3	7	2	6	3	5	3	6	1	0	1	3	2	0
ASV_618	6	1	1	0	9	1	4	7	0	5	3	1	1	2	0	3	5	2
ASV_708	5	5	2	0	0	18	7	0	0	2	2	3	0	0	2	3	0	2
