"","KO1","KO2","KO3","KO4","KO5","KO6","OE1","OE2","OE3","OE4","OE5","OE6","WT1","WT2","WT3","WT4","WT5","WT6"
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micromonosporales|f__Micromonosporaceae|g__Actinoplanes|s__Unassigned",0.0228245363766049,0.036541889483066,0.023625590639766,0.0249885022229036,0.0115126785193821,0.0286700931577257,0.0226662189388852,0.0286523119155872,0.038948969246367,0.0261432269197584,0.0320517944209096,0.0236117184083953,0.0266328958477243,0.0225143547899668,0.0254709254709255,0.0255275428752075,0.0321601941747573,0.0299372283920811
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Unassigned|g__Unassigned|s__Unassigned",0.0224679029957204,0.0249554367201426,0.0271506787669692,0.019009658132761,0.0176333430486739,0.0256183745583039,0.0303895231699127,0.0185296388436133,0.0187563366002028,0.0201035375323555,0.0198225561505875,0.0235242675994753,0.0137385831606416,0.0148080991236023,0.0244881244881245,0.0169920177033115,0.013501213592233,0.0212457749879285
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Bradyrhizobium|s__Unassigned",0.0190798858773181,0.024469291848971,0.0207755193879847,0.0168634064080944,0.0188720489653162,0.0227272727272727,0.0258562793821357,0.0175002144634125,0.0150388644812437,0.0159620362381363,0.0211813604028455,0.0215128989943157,0.0158108834139228,0.0144303414928982,0.0196560196560197,0.0199952580415712,0.0169144417475728,0.0210043457267021
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Piscinibacter|s__Unassigned",0.0176533523537803,0.0192837465564738,0.0191254781369534,0.0210026061628085,0.0262314194112504,0.0213620301959525,0.0130960376091336,0.0120099511023419,0.0182494085839811,0.0194995685936152,0.0175845256174566,0.0143419326628771,0.0179599355284366,0.0239498337866425,0.021048321048321,0.0255275428752075,0.0173695388349515,0.0193143408981169
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales|f__Nocardioidaceae|g__Nocardioides|s__Unassigned",0.0166726105563481,0.0239831469777994,0.0250506262656566,0.01916296182738,0.0176333430486739,0.0224060391904915,0.0154466084620551,0.0273655314403363,0.0185873605947955,0.0146678170836928,0.022460234993206,0.0167905553126366,0.0158108834139228,0.0126171048655183,0.0217035217035217,0.0179404093890777,0.0172178398058252,0.0186705295348463
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Noviherbaspirillum|s__Unassigned",0.0153352353780314,0.01660994976503,0.0122253056326408,0.0144105472941898,0.0301661323229379,0.0163829103758432,0.02829079919409,0.0211031997941151,0.011659344373099,0.0226056945642796,0.0151866357605307,0.00891998250983822,0.0219510323125336,0.0212299788455727,0.0236691236691237,0.0190468663558049,0.0128944174757282,0.0243843553838725
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Unassigned|f__Unassigned|g__Unassigned|s__Unassigned",0.0147111269614836,0.022362664073894,0.0123003075076877,0.0160202360876897,0.00561060915185077,0.0125281079344684,0.0185527199462727,0.0200737754139144,0.0190098006083136,0.0191544434857636,0.0167052993365838,0.0176650634018365,0.0232558139534884,0.0187367784829254,0.0215397215397215,0.0188097684343634,0.0191140776699029,0.0191533880572992
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Pseudoduganella|s__Unassigned",0.0170292439372325,0.00834548695511262,0.00930023250581265,0.0276713168787368,0.018726318857476,0.0290716350787022,0.00562458025520484,0.00420348288581968,0.0237411287597161,0.0154443485763589,0.00943170010390856,0.0106689986882379,0.0231790620922557,0.0375491084919915,0.00990990990990991,0.0150162016912985,0.0139563106796117,0.0122324159021407
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micromonosporales|f__Micromonosporaceae|g__Unassigned|s__Unassigned",0.0177425106990014,0.019931939718036,0.0102002550063752,0.0087383105932853,0.00706791023025357,0.00915515579826534,0.015530557421088,0.0231620485545166,0.0159682325109834,0.012855910267472,0.0110302933418592,0.015041539134237,0.0142758461892701,0.0116349350256875,0.0166257166257166,0.0113016675887141,0.0114532766990291,0.0132786093674553
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Actinocrispum|s__Unassigned",0.010253209700428,0.012072597634095,0.0336008400210005,0.0162501916296183,0.00196735645584378,0.00433665274654674,0.0167897918065816,0.0146692974178605,0.0125042244001352,0.0110440034512511,0.0125489569179122,0.00935723655443813,0.017652928083506,0.00687518887881535,0.0138411138411138,0.0124081245554414,0.00712985436893204,0.0297762755512635
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Amycolatopsis|s__Unassigned",0.00927246790299572,0.0283584508183439,0.0144003600090002,0.0111145178598804,0.0104925677645001,0.0134918085448121,0.00587642713230356,0.00857853650167281,0.00371747211895911,0.0104400345125108,0.00879226280872832,0.00577175338871885,0.01281756082585,0.0136748262314899,0.00835380835380835,0.0175452461866751,0.0480127427184466,0.00788668920006438
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Unassigned|s__Unassigned",0.0108773181169757,0.0071301247771836,0.0201005025125628,0.0128775103479994,0.0200378898280385,0.0120462576292965,0.0126762928139691,0.0145835120528438,0.00887124028387969,0.0135461604831752,0.0163855806889937,0.0132925229558373,0.00805894542942666,0.0111060743427017,0.00917280917280917,0.0120919939935193,0.017748786407767,0.0123128923225495
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Unassigned",0.0138195435092725,0.0142602495543672,0.0209255231380785,0.0230722060401656,0.0214951909064413,0.0187118535175072,0.0110812625923439,0.00746332675645535,0.00887124028387969,0.00854184641932701,0.00919191111821597,0.0139921294271972,0.00683091564970451,0.0120882441825325,0.00786240786240786,0.0139887773650518,0.00948118932038835,0.00925478834701433
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Devosiaceae|g__Devosia|s__Unassigned",0.0149786019971469,0.0115054286177281,0.0170254256356409,0.0142572435995707,0.0267414747886913,0.0190330870542885,0.00931833445265279,0.0141545852277601,0.00625211220006759,0.0106125970664366,0.0111102230037567,0.0090074333187582,0.00721467495586768,0.00853732245391357,0.00917280917280917,0.0081403619694934,0.0100121359223301,0.0122324159021407
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Pararhizobium|s__Unassigned",0.00962910128388017,0.0104521147301896,0.0173254331358284,0.0202360876897133,0.027105800058292,0.0192740122068744,0.00587642713230356,0.00566183409110406,0.00692801622169652,0.0091458153580673,0.0111102230037567,0.0090074333187582,0.0105917568501036,0.0151858567543064,0.0067977067977068,0.00742906820516873,0.0143355582524272,0.00748430709802028
"k__Bacteria|p__Actinobacteria|c__Unassigned|o__Unassigned|f__Unassigned|g__Unassigned|s__Unassigned",0.00740014265335235,0.0124777183600713,0.00675016875421886,0.00904491798252338,0.00517341882832993,0.00795053003533569,0.0130960376091336,0.0144977266878271,0.00904021628928692,0.011993097497843,0.0116697306370394,0.0143419326628771,0.0124338015196869,0.00906618313689937,0.0107289107289107,0.00916778629574014,0.00986043689320388,0.00981812328987607
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Ideonella|s__Unassigned",0.0124821683309558,0.00696807648679306,0.00757518937973449,0.00881496244059482,0.00786942582337511,0.0123674911660777,0.0113331094694426,0.00789225358153899,0.0099695843190267,0.0147540983606557,0.00871233314683079,0.0104066462614779,0.00951723079284673,0.0110305228165609,0.0118755118755119,0.00742906820516873,0.00697815533980583,0.00997907613069371
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Variovorax|s__Unassigned",0.0117689015691869,0.00923675255226057,0.00870021750543764,0.00827839950942818,0.0115855435733022,0.0141342756183746,0.0083948959032908,0.00643390237625461,0.00861777627576884,0.00845556514236411,0.00887219247062585,0.010056843025798,0.00752168240079822,0.00702629193109701,0.00917280917280917,0.0124871571959219,0.0108464805825243,0.00901335908578786
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Lysobacter|s__Unassigned",0.00722182596291013,0.00648193161562146,0.0107252681317033,0.0111911697071899,0.0103468376566599,0.00835207195631224,0.00545668233713902,0.00686282920133825,0.00920919229469415,0.00716134598792062,0.0115898009751419,0.00953213817227809,0.00698441937216978,0.0104261106074343,0.00671580671580672,0.012961353038805,0.0105430825242718,0.0131981329470465
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Unassigned|s__Unassigned",0.0180099857346648,0.00680602819640253,0.00930023250581265,0.0142572435995707,0.0153745263771495,0.0174269193703823,0.00335795836131632,0.00265934631551857,0.00532274417032781,0.00526315789473684,0.0042362720805691,0.00472234368167906,0.00621690075984343,0.00747960108794198,0.00556920556920557,0.00592744803603888,0.0100879854368932,0.00571382584902624
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Hyphomicrobiaceae|g__Hyphomicrobium|s__Unassigned",0.0106098430813124,0.00956084913304165,0.0126003150078752,0.00751188103633298,0.00619352958321189,0.00899453902987472,0.0124244459368704,0.00814960967658917,0.00447786414329165,0.00750647109577222,0.0084725441611382,0.0106689986882379,0.00590989331491289,0.00498640072529465,0.00647010647010647,0.00505808899075318,0.00379247572815534,0.00885240624497022
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Massilia|s__Unassigned",0.00784593437945792,0.00964187327823691,0.00615015375384385,0.0136440288210946,0.00706791023025357,0.0186315451333119,0.00428139691067831,0.00300248777558549,0.00692801622169652,0.00310612597066437,0.00727359923267525,0.0204634892872759,0.00468186353519073,0.00536415835599879,0.00614250614250614,0.00410969730498696,0.00955703883495146,0.00418477386125865
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Agromyces|s__Unassigned",0.00650855920114123,0.012072597634095,0.00825020625515638,0.00827839950942818,0.00531914893617021,0.0056215868936717,0.00763935527199463,0.00995110234194047,0.0073504562352146,0.00819672131147541,0.00815282551354808,0.00795802361171841,0.00675416378847187,0.0061952251435479,0.00941850941850942,0.00845649253141548,0.00644720873786408,0.00949621760824079
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptosporangiales|f__Thermomonosporaceae|g__Actinocorallia|s__Unassigned",0.00953994293865906,0.00915572840706531,0.00202505062626566,0.013260769584547,0.00335179248032644,0.00602312881464825,0.00512088650100739,0.00917903405678991,0.00371747211895911,0.00767903364969802,0.00759331788026537,0.00612155662439878,0.0106685087113363,0.0112571773949834,0.00638820638820639,0.00908875365525962,0.0124393203883495,0.00684049573474972
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae 1|g__Bacillus|s__Unassigned",0.00677603423680456,0.00623885918003565,0.00277506937673442,0.00390924421278553,0.00211308656368406,0.00682621265660135,0.0224143720617864,0.0102084584369906,0.0128421764109496,0.015358067299396,0.00671409159939253,0.0273721031919545,0.00276306700437486,0.0018887881535207,0.00417690417690418,0.00189678337153244,0.0010618932038835,0.00370191533880573
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Unassigned",0.00338801711840228,0.00234970021066278,0.00217505437635941,0.00283611835045225,0.011439813465462,0.00313202698361709,0.00772330423102754,0.020502702238998,0.00363298411625549,0.0220880069025022,0.0111901526656542,0.0187144731088763,0.00130478164095479,0.00181323662737987,0.00425880425880426,0.00237097921441555,0.0089502427184466,0.00531144374698213
"k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Unassigned|f__Unassigned|g__Unassigned|s__Unassigned",0.00722182596291013,0.00607681088964511,0.00712517812945324,0.00728192549440441,0.00706791023025357,0.00570189527786701,0.0073875083948959,0.00540447799605387,0.00574518418384589,0.00629853321829163,0.00735352889457278,0.00559685177087888,0.0063704044823087,0.0080840132970686,0.00712530712530712,0.00632261123844148,0.00872269417475728,0.00563334942861742
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Phenylobacterium|s__Unassigned",0.00802425106990014,0.00680602819640253,0.00795019875496887,0.00551893300628545,0.00867094141649665,0.00979762287182782,0.00612827400940228,0.00420348288581968,0.0026191280838121,0.00474547023295945,0.00703381024698266,0.00577175338871885,0.00552613400874971,0.00664853430039287,0.00515970515970516,0.00537421955267525,0.00530946601941748,0.00611620795107034
"k__Bacteria|p__Chloroflexi|c__Chloroflexia|o__Herpetosiphonales|f__Herpetosiphonaceae|g__Herpetosiphon|s__Unassigned",0.00374465049928673,0.00421325555015395,0.00217505437635941,0.00367928867085697,0.00546487904401049,0.00232894314166399,0.0031900604432505,0.0101226730719739,0.00160527205136871,0.00543572044866264,0.00823275517544561,0.00638390905115872,0.0236395732596515,0.00143547899667573,0.00491400491400491,0.00474195842883111,0.0107706310679612,0.00804764204088202
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales|f__Kribbellaceae|g__Kribbella|s__Unassigned",0.0041904422253923,0.00980392156862745,0.00562514062851571,0.00337268128161889,0.00276887204896532,0.00385480244137488,0.00646406984553392,0.00617654628120443,0.00532274417032781,0.00474547023295945,0.00655423227559747,0.00638390905115872,0.00583314145368025,0.00838621940163191,0.00556920556920557,0.00821939460997392,0.0106947815533981,0.0059552551102527
"k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales|f__Unassigned|g__Unassigned|s__Unassigned",0.00677603423680456,0.00656295576081672,0.00285007125178129,0.00390924421278553,0.003643252696007,0.00674590427240604,0.0107454667562122,0.00746332675645535,0.00498479215951335,0.00509059534081104,0.00671409159939253,0.00961958898119808,0.00475861539642336,0.00324871562405561,0.004995904995905,0.00371453410258437,0.00606796116504854,0.00426525028166747
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Kibdelosporangium|s__Unassigned",0.00231811697574893,0.00267379679144385,0.000525013125328133,0.0339567683581174,0.0137714951909064,0.0008030838419531,0.00327400940228341,0.00506133653598696,0.00219668807029402,0.00552200172562554,0.00239788985692591,0.00279842588543944,0.00844270473558984,0.00113327289211242,0.00327600327600328,0.00339840354066229,0.00197208737864078,0.00531144374698213
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Phyllobacteriaceae|g__Mesorhizobium|s__Unassigned",0.00481455064194009,0.00469940042132555,0.00510012750318758,0.00628545147938065,0.00561060915185077,0.00690652104079666,0.00453324378777703,0.00446083898086986,0.0042244001351808,0.00500431406384814,0.00599472464231476,0.00428508963707914,0.00468186353519073,0.00392867935932306,0.0045045045045045,0.00663874180036355,0.00652305825242718,0.00507001448575567
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Unassigned|f__Unassigned|g__Unassigned|s__Unassigned",0.00606276747503566,0.0051045211473019,0.00337508437710943,0.00383259236547601,0.0025502768872049,0.00457757789913267,0.00822699798522498,0.00446083898086986,0.00515376816492058,0.00647109577221743,0.00695388058508513,0.00743331875819851,0.00376084120039911,0.00347537020247809,0.00606060606060606,0.00458389314787007,0.00310983009708738,0.00684049573474972
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae 1|g__Paenibacillus|s__Unassigned",0.00294222539229672,0.00275482093663912,0.000750018750468762,0.0245285911390465,0.00102011075488196,0.00530035335689046,0.0157824042981867,0.00746332675645535,0.00337952010814464,0.00776531492666091,0.00167852289984813,0.00524704853519895,0.00184204466958324,0.00105772136597159,0.00171990171990172,0.00173871809057141,0.0010618932038835,0.00136809914694994
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Unassigned|f__Unassigned|g__Unassigned|s__Unassigned",0.00606276747503566,0.00445632798573975,0.0034500862521563,0.00390924421278553,0.0029146021568056,0.00489881143591391,0.00822699798522498,0.00506133653598696,0.0047313281514025,0.00448662640207075,0.00463592039005675,0.00568430257979886,0.00406784864532965,0.00506195225143548,0.00556920556920557,0.00561131747411681,0.00356492718446602,0.00362143891839691
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Boseaceae|g__Bosea|s__Unassigned",0.00374465049928673,0.00364608653378707,0.00885022125553139,0.0118810363329756,0.00706791023025357,0.00449726951493736,0.00369375419744795,0.00480398044093678,0.00202771206488679,0.00241587575496117,0.0042362720805691,0.00279842588543944,0.00391434492286438,0.00271985494106981,0.00278460278460278,0.00490002370979214,0.0066747572815534,0.00466763238371157
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Unassigned|s__Unassigned",0.00508202567760342,0.00397018311456814,0.00510012750318758,0.00720527364709489,0.00466336345088895,0.00682621265660135,0.00478509066487576,0.00317405850561894,0.0042244001351808,0.00440034512510785,0.00383662377108145,0.00480979449059904,0.00337708189423594,0.00483529767301299,0.004995904995905,0.00379356674306489,0.00364077669902913,0.00410429744084983
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Janthinobacterium|s__Unassigned",0.00757845934379458,0.00453735213093502,0.00450011250281257,0.00804844396749962,0.00830661614689595,0.011403790555734,0.00134318334452653,0.00128678047525092,0.00354849611355188,0.00181190681622088,0.00367676444728639,0.00279842588543944,0.00353058561670121,0.00385312783318223,0.0027027027027027,0.00410969730498696,0.00394417475728155,0.00338000965717045
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Nevskiales|f__Nevskiaceae|g__Unassigned|s__Unassigned",0.00392296718972896,0.00502349700210663,0.00397509937748444,0.00329602943430937,0.00160303118624308,0.00457757789913267,0.00721961047683009,0.00463240971090332,0.00321054410273741,0.00431406384814495,0.00551514667092958,0.0040227372103192,0.00199554839204851,0.00491084919915382,0.00507780507780508,0.00521615427171422,0.00424757281553398,0.00651859005311444
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Unassigned|s__Unassigned",0.00258559201141227,0.00275482093663912,0.00847521188029701,0.00429250344933313,0.00983678227921889,0.00505942820430453,0.00243451981195433,0.00403191215578622,0.00118283203785063,0.00422778257118205,0.00527535768523699,0.00271097507651946,0.00268631514314222,0.00173768510123905,0.00221130221130221,0.00324033825970126,0.00652305825242718,0.00329953323676163
"k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Sorangiineae|g__Polyangiaceae|s__Unassigned",0.00472539229671897,0.00340301409820126,0.00300007500187505,0.00436915529664265,0.00225881667152434,0.00313202698361709,0.00671591672263264,0.00205884876040148,0.00506928016221697,0.00414150129421915,0.00407641275677404,0.00577175338871885,0.00291657072684013,0.00302206104563312,0.00434070434070434,0.00395163202402592,0.00341322815533981,0.00378239175921455
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Phyllobacteriaceae|g__Unassigned|s__Unassigned",0.00445791726105564,0.00502349700210663,0.00195004875121878,0.00467576268588073,0.00400757796560769,0.00666559588821073,0.00335795836131632,0.00300248777558549,0.00304156809733018,0.00215703192407248,0.00303732715210615,0.00437254044599913,0.00368408933916647,0.00438198851616803,0.0040950040950041,0.00197581601201296,0.00303398058252427,0.00289715113471753
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales|f__Nocardioidaceae|g__Aeromicrobium|s__Unassigned",0.00374465049928673,0.00640090747042619,0.0081752043801095,0.00498237007511881,0.00466336345088895,0.00449726951493736,0.00142713230355944,0.00283091704555203,0.00245015207840487,0.00319240724762727,0.00255774918072097,0.00306077831219939,0.00230255583697905,0.00181323662737987,0.00319410319410319,0.0038725993835454,0.00235133495145631,0.00313858039594399
"k__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__Acidimicrobiales|f__Iamiaceae|g__Actinomarinicola|s__Unassigned",0.00267475035663338,0.00364608653378707,0.00427510687767194,0.00183964433542848,0.0014573010784028,0.00297141021522647,0.0041974479516454,0.00531869263103715,0.00397093612706996,0.00345125107851596,0.00383662377108145,0.00472234368167906,0.00322357817177067,0.00370202478090057,0.00556920556920557,0.00229194657393504,0.00280643203883495,0.00313858039594399
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micromonosporales|f__Micromonosporaceae|g__Micromonospora|s__Unassigned",0.00276390870185449,0.00421325555015395,0.00600015000375009,0.00183964433542848,0.00247741183328476,0.00192740122068744,0.0020987239758227,0.00506133653598696,0.00667455221358567,0.00362381363244176,0.00327711613779874,0.00454744206383909,0.00337708189423594,0.00256875188878815,0.00384930384930385,0.00252904449537659,0.00280643203883495,0.00281667471430871
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Pseudonocardia|s__Unassigned",0.00294222539229672,0.00437530384054448,0.00615015375384385,0.00383259236547601,0.00131157097056252,0.00289110183103116,0.00352585627938214,0.00411769752080295,0.0031260561000338,0.00276100086281277,0.00303732715210615,0.00367293397463927,0.00337708189423594,0.00302206104563312,0.00237510237510237,0.00521615427171422,0.00204793689320388,0.00402382102044101
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|g__Dongia|s__Unassigned",0.00338801711840228,0.00388915896937287,0.00172504312607815,0.00199294803004752,0.00131157097056252,0.00152585929971089,0.00713566151779718,0.00463240971090332,0.00405542412977357,0.00396893874029336,0.00383662377108145,0.00472234368167906,0.00399109678409701,0.00234209731036567,0.00343980343980344,0.00450486050738955,0.00182038834951456,0.00281667471430871
"k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Chryseotalea|s__Unassigned",0.00499286733238231,0.00315994166261546,0.00120003000075002,0.000766518473095202,0.00306033226464588,0.00032123353678124,0.00327400940228341,0.00145835120528438,0.00304156809733018,0.0127696289905091,0.00215810087123331,0.00279842588543944,0.00314682631053803,0.00287095799335147,0.00532350532350532,0.00466292578835059,0.00204793689320388,0.00257524545308225
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Ensifer|s__Unassigned",0.00285306704707561,0.00226867606546751,0.00510012750318758,0.00459911083857121,0.00597493442145147,0.00457757789913267,0.00193082605775688,0.0021446341254182,0.00202771206488679,0.00250215703192407,0.00223803053313084,0.00271097507651946,0.0017652928083506,0.00347537020247809,0.00155610155610156,0.00284517505729866,0.00295813106796117,0.00329953323676163
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Pseudorhodoplanes|s__Unassigned",0.00329885877318117,0.00283584508183439,0.00570014250356259,0.00697531810516633,0.0014573010784028,0.00457757789913267,0.00444929482874412,0.00223041949043493,0.00168976005407232,0.00267471958584987,0.00207817120933578,0.00253607345867949,0.000997774196024254,0.000982169839830765,0.00319410319410319,0.00434679522642852,0.00144114077669903,0.00241429261226461
