"","KO1","KO2","KO3","KO4","KO5","KO6","OE1","OE2","OE3","OE4","OE5","OE6","WT1","WT2","WT3","WT4","WT5","WT6"
"KO1",0,0.46116663400614,0.512542413960252,0.467534108135422,0.525481849355563,0.433101621979477,0.508063475680557,0.53715784088002,0.503505582965464,0.464242424242424,0.471001417708468,0.483665818717365,0.488560563555888,0.499232799361689,0.482772020725389,0.491213653603034,0.508010272716155,0.464306593049691
"KO2",0.46116663400614,0,0.54135893648449,0.519909053809829,0.610480302787995,0.481876071516042,0.497646184340932,0.513625665799579,0.51166512773161,0.502284248075599,0.464347503707365,0.501764335223692,0.467101685698749,0.516959471212385,0.456819610307982,0.454140639495331,0.515843944415373,0.463523573200993
"KO3",0.512542413960252,0.54135893648449,0,0.493489434608795,0.500166297117517,0.500436173306194,0.604940318302387,0.585338239456553,0.547076141545922,0.540807962529274,0.535833663815081,0.596316236894304,0.560869090512065,0.54088637486957,0.547702979304071,0.527121237884714,0.540455746367239,0.507849157156925
"KO4",0.467534108135422,0.519909053809829,0.493489434608795,0,0.488851255997742,0.43311005960794,0.58490673016953,0.581021310816245,0.547036496350365,0.518759018759019,0.515508828996282,0.582208837667227,0.509659350708733,0.506280193236715,0.534524776604387,0.526517974886761,0.523168740498846,0.503143914908621
"KO5",0.525481849355563,0.610480302787995,0.500166297117517,0.488851255997742,0,0.503544477475417,0.652084757347915,0.624559692190972,0.622399482591355,0.587624839591586,0.580587566953417,0.650774923580201,0.576513780993934,0.53700889950076,0.591538586867974,0.588786046760473,0.55929753172351,0.55755971096034
"KO6",0.433101621979477,0.481876071516042,0.500436173306194,0.43311005960794,0.503544477475417,0,0.556121844257437,0.584654220969825,0.54134886793586,0.502336011960381,0.491843885935234,0.545072481422829,0.525234402129876,0.517287157287157,0.51692825786277,0.508052534616985,0.517293233082707,0.510388599485061
"OE1",0.508063475680557,0.497646184340932,0.604940318302387,0.58490673016953,0.652084757347915,0.556121844257437,0,0.464160041704679,0.500094738836607,0.475480020757654,0.432111446363228,0.396607375867042,0.500961654044957,0.538416831337905,0.420094314906995,0.48960895228726,0.534026520240668,0.461275842447999
"OE2",0.53715784088002,0.513625665799579,0.585338239456553,0.581021310816245,0.624559692190972,0.584654220969825,0.464160041704679,0,0.485690344205234,0.467668578208424,0.435323060986663,0.488644544800052,0.48793335783413,0.549950486398322,0.452004150992347,0.506298003072197,0.518547232824427,0.456020002564431
"OE3",0.503505582965464,0.51166512773161,0.547076141545922,0.547036496350365,0.622399482591355,0.54134886793586,0.500094738836607,0.485690344205234,0,0.419831365935919,0.453274887237151,0.493883891010291,0.450006233636704,0.490820441822669,0.456412889973039,0.469724426669999,0.486937590711176,0.442447197791616
"OE4",0.464242424242424,0.502284248075599,0.540807962529274,0.518759018759019,0.587624839591586,0.502336011960381,0.475480020757654,0.467668578208424,0.419831365935919,0,0.428263988522238,0.472332802547771,0.455520702634881,0.486773131781056,0.433695294504771,0.450431447746884,0.484399853175089,0.434521869500033
"OE5",0.471001417708468,0.464347503707365,0.535833663815081,0.515508828996282,0.580587566953417,0.491843885935234,0.432111446363228,0.435323060986663,0.453274887237151,0.428263988522238,0,0.436026386258246,0.43524077931626,0.469171770021999,0.386989429727261,0.427348290731829,0.433040614709111,0.404644616467277
"OE6",0.483665818717365,0.501764335223692,0.596316236894304,0.582208837667227,0.650774923580201,0.545072481422829,0.396607375867042,0.488644544800052,0.493883891010291,0.472332802547771,0.436026386258246,0,0.502540246067209,0.553614351878994,0.448083486479391,0.497411265672759,0.530822939667005,0.487512677484787
"WT1",0.488560563555888,0.467101685698749,0.560869090512065,0.509659350708733,0.576513780993934,0.525234402129876,0.500961654044957,0.48793335783413,0.450006233636704,0.455520702634881,0.43524077931626,0.502540246067209,0,0.400815879201169,0.426300037411149,0.452145612343298,0.423752254960914,0.426469679174136
"WT2",0.499232799361689,0.516959471212385,0.54088637486957,0.506280193236715,0.53700889950076,0.517287157287157,0.538416831337905,0.549950486398322,0.490820441822669,0.486773131781056,0.469171770021999,0.553614351878994,0.400815879201169,0,0.459032277599467,0.443609474570157,0.443043196416996,0.475856744075548
"WT3",0.482772020725389,0.456819610307982,0.547702979304071,0.534524776604387,0.591538586867974,0.51692825786277,0.420094314906995,0.452004150992347,0.456412889973039,0.433695294504771,0.386989429727261,0.448083486479391,0.426300037411149,0.459032277599467,0,0.417075189405997,0.459382393981678,0.401194107339866
"WT4",0.491213653603034,0.454140639495331,0.527121237884714,0.526517974886761,0.588786046760473,0.508052534616985,0.48960895228726,0.506298003072197,0.469724426669999,0.450431447746884,0.427348290731829,0.497411265672759,0.452145612343298,0.443609474570157,0.417075189405997,0,0.480176470588235,0.439584370333499
"WT5",0.508010272716155,0.515843944415373,0.540455746367239,0.523168740498846,0.55929753172351,0.517293233082707,0.534026520240668,0.518547232824427,0.486937590711176,0.484399853175089,0.433040614709111,0.530822939667005,0.423752254960914,0.443043196416996,0.459382393981678,0.480176470588235,0,0.442877120447498
"WT6",0.464306593049691,0.463523573200993,0.507849157156925,0.503143914908621,0.55755971096034,0.510388599485061,0.461275842447999,0.456020002564431,0.442447197791616,0.434521869500033,0.404644616467277,0.487512677484787,0.426469679174136,0.475856744075548,0.401194107339866,0.439584370333499,0.442877120447498,0
