	RDA1	RDA2	RDA3	RDA4
OTU_12858	-0.0239164607639679	0.035140924688917	0.0345643496131872	0.0669744060764905
OTU_5591	-0.0096322577107586	0.0373521588967459	-0.132364799672274	0.0177082354362799
OTU_26617	0.0978960385159425	-0.030189990290353	-0.0107572447926057	0.0948786517363991
OTU_10677	-0.0742979656330468	0.0340308799487102	-0.0249273412742511	0.000832346251959277
OTU_8641	-0.0319941763737512	0.0426287473097612	0.0526537180967594	-0.0645815173932847
OTU_10312	0.0379540222066316	0.062741726788091	-0.00478931174634729	0.0647471464305658
OTU_35618	-0.0119412900354999	-0.000327791671575111	-0.0912595100896915	-0.0110043799629098
OTU_26718	-0.00668832345367777	0.0421196765325454	0.114879011384525	0.0469565238512288
OTU_23497	-0.0237475286889507	-0.0169691866284499	0.0123101110723885	0.0398308177712756
OTU_11400	0.00135077711147173	0.0456543260221354	-0.105855669840814	-0.00210164536257181
OTU_27018	-0.0235613951132414	0.0234809073014402	0.0637100450206098	-0.0218530151206456
OTU_10906	-0.0224868792624575	0.00579277785535437	-0.016688487265226	-0.00300052958018523
OTU_31008	-0.00728558405345031	-0.0624058179688894	0.0087169470061268	0.116710012167155
OTU_9584	-0.00268516355578742	0.0323899245122968	-0.0884381469102133	0.00226381309947912
OTU_16359	0.0284592961939831	-0.0803295291005526	-0.024565687226731	-0.00208521198266049
OTU_25961	-0.0509303300682487	0.000133771427646528	-0.061901391999307	0.0271073742444364
OTU_18373	-0.0823487904190663	0.0425542221840379	0.118956704681886	0.0140381469181797
OTU_9056	-0.0169857952089238	0.0752859997260106	0.0632996816282835	0.00143781125127054
OTU_16715	-0.00509516942866759	-0.0494362356825933	0.00427702190177329	-0.00558997982638699
OTU_26473	-0.113539694323037	0.0388346226022183	-0.093083574502889	0.00810993181276708
OTU_18234	-0.0348776711334144	0.0724857218518033	-0.116744391311321	-0.0212373965697615
OTU_25477	-0.0586748464958339	0.0991224763317181	0.105254114982722	-0.0190177081914318
OTU_26567	-0.0374368571631117	0.0158195050287394	0.0400878090466016	-0.0190696566158547
OTU_874	0.0565117847295666	0.0203828117778997	-0.0279981608339332	0.00856182174321155
OTU_1973	0.0760588005633343	0.0257305002868116	-0.0267876666167474	-0.0259492368851165
OTU_21993	0.000354406307039593	0.0256815606561701	-0.0698860657295885	0.0397394218221818
OTU_20419	-0.00570570544759401	0.0144908984354694	0.0140052429547896	-0.0216665603260599
OTU_27459	-0.0337996895876643	-0.0039798706396116	-0.0665008371669879	0.0334858139067722
OTU_3203	0.0228910389887604	-0.013515020446127	-0.0489958816608535	0.0585658950417712
OTU_33501	-0.0415126047968204	0.00524068438074102	-0.0164095861188637	-0.0215337378739038
OTU_29433	0.00482514608290882	-0.135190679191508	0.0575915665483966	0.160931062602479
OTU_28422	-0.0579714225157141	0.0439005656738919	-0.0424114128218486	0.00287916358469489
OTU_33416	0.00784518601495613	0.0164026638351155	-0.0605129272343545	0.105279305511015
OTU_8174	0.0189528499166536	0.0167461223394013	-0.00685256197252686	-0.0895914303310762
OTU_22869	-0.00444660468215464	-0.000217855436272364	-0.0691302659452356	0.0250493265677588
OTU_15576	-0.0641789021535633	0.0485396920343586	-0.0123084268595737	0.0185605590689035
OTU_29706	0.0658430371673966	0.0381613536708823	-0.0606667960286989	0.0471942674195764
OTU_5339	0.00525467807797563	0.0828997805667365	0.0138086284867753	0.0148583730297842
OTU_34098	-0.0635080659983049	0.0328428216614823	0.0692952708565041	-0.0103600533329661
OTU_23721	-0.00864332677014639	-0.00857300839063552	-0.00722999331336324	-0.00329951350158379
OTU_25469	-0.0657315397322396	0.075546430106002	0.106397945889141	-0.0316419226249897
OTU_33724	0.000666579341299962	-0.0101227412552726	0.00433086946810008	0.0825489976170733
OTU_37686	0.00291840920163561	0.0737337478961495	0.00610611550843237	-0.100334197796333
OTU_27333	0.0169699968521491	-0.14338748243376	0.0711996631941753	0.183789072625052
OTU_36460	0.00227187436126801	-0.125603973375434	0.0553036779444014	0.170732258902566
OTU_15372	0.0340817569455615	0.0277895140042126	-0.0625490999489255	0.0190276105393918
OTU_27369	-0.0541275208859229	0.0845852435390647	0.0132796059576245	-0.00824861690747925
OTU_27185	0.0265148879245248	-0.0560273893887262	0.00415531519380553	0.00852690441910544
OTU_5055	-0.013672047480345	0.0196472377350714	-0.032878066229659	-0.00521704777111143
OTU_29803	-0.0142610394997173	0.0231684085167613	-0.0636620841049508	0.042436121871994
OTU_26504	-0.0258322546802796	0.0537558538581462	0.0645329287201265	-0.0236467937747495
OTU_16813	-0.0165291418311528	0.0253254758950564	-0.0563919958705629	0.0186171343395719
OTU_7297	0.0533461427893852	-0.0071925990657124	-0.0516370962355943	-0.0498219113188949
OTU_29544	-0.0407562963221349	0.0245687923302693	-0.0208853435749642	-0.0340460488631665
OTU_36913	0.0638010615903873	0.00981368676261495	-0.0593161914511622	-0.066376897572206
OTU_2834	-0.00336585471899162	0.0754726860402204	0.0649277162796105	-0.00370694925159246
OTU_25734	-0.00354150736964775	0.0686780022021519	0.0484848116357221	0.0641987653794694
OTU_36032	-0.0399096305514195	0.00411784747276618	0.0349200446265497	-0.0166928557683295
OTU_22856	-0.00641413911111101	0.0348083852650021	-0.0395610545163977	0.0423551221474729
OTU_10992	0.0322037610386324	0.0841228157806693	-0.0161567017877897	-0.0166631189143226
OTU_28962	0.00635698219679496	0.059294665998202	0.0235416310835386	0.0405370333911039
OTU_26423	0.0607766875469904	0.0264583017812018	-0.0322899159581377	-0.0735530572642278
OTU_9267	-0.0272122950072042	0.048348657213721	-0.032718308218845	-0.102378061928713
OTU_12973	-0.0132133475992883	0.0524921399945257	-0.0751543540729256	0.0407027930445894
OTU_16318	0.00399682465705182	-0.0657779749052864	0.0412551801691181	-0.00567812924473327
OTU_30286	-0.00189570519939955	-0.0164301318047088	-0.0159041412376517	0.0577048400026653
OTU_34755	-0.0235930390249731	0.0235149106102629	0.0304448855299928	-0.0189163475100214
OTU_32982	-0.00681107239261631	0.0381901217576915	-0.065541727901179	0.0029490596244226
OTU_26099	0.0164563653939426	-0.127844976817919	0.049966102286533	0.177441746096524
OTU_18848	0.0241520537958819	0.0712661804679097	0.0133118441551305	-0.000548858562436469
OTU_9020	0.0012999688431954	0.0299672701185123	-0.0902096232924223	0.0308861968980964
OTU_30979	-0.0440704201708737	0.00616748860598617	-0.0397124805215522	0.00504282051729478
OTU_31623	0.00269574225139976	0.022385991446863	-0.0772741432393085	0.0187441611315421
OTU_35363	-0.00454960050700363	-0.0106882462998598	-0.0551777863802284	0.0744460612892252
OTU_29298	-0.0470612985419722	0.0465745926656097	-0.0437017818173209	-0.00907381761981726
OTU_18222	0.0119270425845514	-0.0120324813022115	-0.0421125951985111	-0.0412797160184648
OTU_24542	-0.0251157270584518	0.00919494957012807	-0.0435140528779383	-0.00250135029139755
OTU_17176	-0.0220658706996636	0.0454669335033771	-0.0675458399447368	0.030856745580888
OTU_32087	-0.0231336923812016	-0.0123450971972122	0.0664690882711834	-0.0196507207398749
OTU_17949	0.0280457517567437	0.0281774734150091	-0.00862734321282841	-0.0852828658650047
OTU_34090	0.00455966048567688	-0.114462230067478	0.0479992326237225	0.137517270412835
OTU_29877	-0.0139952892363579	0.00822661525360937	-0.0157846023293032	-0.00288641073880448
OTU_25550	-0.0154503436061025	0.0511652843666501	0.0949404487923971	0.0467712854567236
OTU_26581	0.0625958051472134	0.0259732429933348	0.00878869845292655	-0.0348778239644027
OTU_30378	-0.000393128495173571	0.0138859548776984	0.0982279545578885	-0.00970102505006309
OTU_26520	-0.00895212451557313	0.00535017142522103	0.0221083206977338	-0.0304599525657158
OTU_30665	-0.0826548867500361	0.0337929199826836	0.110038111673661	0.0443684601936228
OTU_3313	0.00692006698804845	-0.0935334584779251	0.0384967229349798	0.118945709614884
OTU_25474	-0.0534984812125779	0.0719845423565824	0.0960077944472103	-0.0219665660766222
OTU_33494	0.00966638268127072	0.00239403334038197	-0.00809527308593481	0.00708098667713151
OTU_31969	-0.0295152720480558	0.0144786430841898	-0.00324510439756753	-0.0286956620607226
OTU_12995	-0.00734533525026086	0.0364609328593726	-0.0809945300659857	0.0319100984211377
OTU_6849	-0.00141188286514086	0.0171362560003115	-0.075151406312034	0.0192784953357246
OTU_28430	-0.00221365619054263	0.0496323688015347	-0.0589590518687388	0.00574197751362005
OTU_27304	0.0112275392436995	-0.0998192881089476	0.0345481387728591	0.138355978281585
OTU_3046	-0.0683274653116833	0.084593152780523	0.0498777818881745	-0.00407871513534764
OTU_28073	-0.0329444685369439	0.0616364298490855	0.0985628618600223	-0.00773797693825361
OTU_25067	-0.008280474077886	-0.00947241069269061	-0.006550924955745	0.011973283112935
OTU_26635	0.0396748831642546	-0.0262465899553606	0.0142195945109124	0.0525311429926818
OTU_27190	0.0109080090265372	0.00254299813812241	-0.058525486678311	0.00210861269931639
OTU_27455	0.028799292515198	0.0151233196487733	-0.03275864740166	0.0579099482662762
OTU_27537	-0.0215014242816594	0.0133865401068881	-0.0240388555908104	0.00836298329785321
OTU_29757	0.00835197088389487	0.0190661439373284	-0.0605388058549003	0.029184859457569
OTU_2274	-0.00729865934769342	-0.00379728716494836	-0.039785818470236	0.0109147653104802
OTU_36699	-0.00489100808071486	-0.00637635384780279	-0.0623900750908981	0.0481836682884275
OTU_26616	0.0656183683458024	-0.00962091686816566	-0.0109606698188623	0.0459992670840083
OTU_34451	-0.00321892935278083	0.0370517398607129	0.0405794171104166	0.0581928380771821
OTU_28699	0.0730116147411955	0.00928000786399603	-0.0505562363972171	-0.0473020199660186
OTU_16364	-0.00232410318817468	0.0208563719361802	-0.0442769044258059	0.0107076854544518
OTU_37261	0.00524161793565289	-0.0969883172625987	0.0483158268381506	0.142880666446162
OTU_28771	-0.0447271974725851	0.0171401865525964	0.00803808568368431	0.0247651742163599
OTU_4677	-0.0227710953310483	0.0343207700211761	-0.0118641730975091	-0.0382958760778546
OTU_37047	-0.0181191866407006	0.0394410427086573	0.00828641267784382	-0.00166602961282974
OTU_29494	0.00408989945603439	-0.000552420331750214	-0.00277282889684432	-0.0034437948293932
OTU_26699	0.0598362999544208	-0.00898726713887933	0.00419621707795208	0.0604047646833107
OTU_13382	-0.0251736522949991	0.0374924263073021	-0.0315497929476809	-0.0341872563627719
OTU_11535	-0.0457583877439558	0.00786208880186476	-0.0124808657800895	-0.00792058316522792
OTU_10812	0.00273593000065459	-0.0952506941277505	0.0423438411529554	0.11424997497932
OTU_26647	0.0410787804792334	-0.00262129426758943	-0.0274749117863204	0.0184798147221179
OTU_26702	0.0527373827042179	-0.0171830889209309	-0.0153306657682606	0.036167570396614
OTU_25473	-0.0490949018188746	0.0713280054519812	0.0407233884540465	-0.00757925411503865
OTU_5068	0.013727372190216	-0.0110431711768221	-0.0190281547029871	-0.00416402291819398
OTU_7138	-0.00455223851673633	0.000535034574423768	-0.00373532606156715	-0.0311756641127691
OTU_25567	-0.0426459027216288	0.0357062470040273	0.00667556140533904	0.00108916444789959
OTU_27708	-0.0354274607573066	0.0222633232075077	0.0535773359290339	-0.0122575998339236
OTU_6634	-0.0370206903483953	0.0221821942871795	-0.0346126521571498	0.00608115988643723
OTU_29094	0.0600458344839567	0.00455386901507268	0.000318250669077973	-0.0397064856786446
OTU_27349	-0.0102844287162892	-0.0219556191604588	0.00790549617117968	-0.0184506864186977
OTU_25966	-0.0358627294077382	0.00220288582744861	-0.0221096065069079	0.0133525903300543
OTU_30478	0.0187772073505285	0.0332867000156456	-0.0481227342471115	0.0319866878824653
OTU_26717	0.0361605453714616	-0.00832966843660117	-0.0411021825052115	0.0409718444937358
OTU_24124	-0.0103998806229519	0.0153567348982831	0.0213344277346263	-0.00602401901775005
OTU_5091	0.00512986555454744	0.0712536598833034	0.0121100519184773	0.0195974542369438
OTU_18946	0.0335978186185883	-0.0599809409413558	0.00688293040343287	-0.00403434120885245
OTU_13126	-0.0198378746289707	0.0248569741635335	-0.0395838215740225	0.012756457202301
OTU_31062	0.00051822168621223	-0.0851482679733366	0.032364924120311	0.0686882652589474
OTU_27937	-0.00675903186250075	-0.0028267047835083	-0.00847157273301596	-0.00796870580611509
OTU_31829	-0.0325650926296707	0.0133032834570328	2.62126508530347e-05	-0.000959434928063676
OTU_36624	0.0141162178636231	-0.106681784547171	0.0432213348083319	0.151627093084296
OTU_31498	0.0284883390438693	0.0226087760321832	-0.014854928821659	-0.00797675226083978
OTU_26737	0.0258321346401956	0.0132891756521526	0.00156852853449986	-0.00737002050688982
OTU_27852	0.0502325728551375	0.00483589936912883	-0.0549688393250048	-0.0572711928620395
OTU_32789	-0.00862897178926916	0.0188989398167267	0.0160253441565743	-0.0237286381895213
OTU_26692	0.0549144438092053	-0.00998815211315896	0.000411572924086464	0.0934527398946773
OTU_36949	-0.0168851776068311	0.0286226527303535	-0.0690951092914846	0.0107213560546292
OTU_27331	0.000201690006025371	-0.0743993609519932	0.0425148135405496	0.107845019725491
OTU_28695	0.000304675671406144	0.0215899258681358	-0.0207008649592206	-0.0292456874947871
OTU_26807	-0.0172175829607181	0.016911908961858	0.0060155295477588	-0.00215960093461936
OTU_3907	0.00196693413107869	-0.0140406744784253	-0.0497999626200153	0.0740015979166187
OTU_10707	-0.00222217386950218	-0.00487214678025026	-0.00539123233862371	-0.0153163862508768
OTU_20309	-0.0638946657790659	0.0862343374418051	0.0959809632720919	-0.00762322608345914
OTU_39	-0.0363434441242862	0.0543127250627172	-0.0259205012184746	-0.0132422422677713
OTU_24747	-0.0304157571313868	0.0359374944282934	0.0600931274484436	0.0143991755639051
OTU_26459	-0.00435004223079835	0.0323390611271359	0.0188338862735036	0.122283671252006
OTU_34484	0.00698966534359978	0.0142816811364605	-0.0565588657218069	0.0485170506683823
OTU_8987	-0.0404798609019335	0.010867264948523	-0.0434853420220415	0.0165865063166465
OTU_14952	0.0028239816541169	0.00767102961718702	-0.0675937226116973	-0.00473651406418154
OTU_26599	0.0331219565017241	0.000819069706089087	0.0199182468813883	-0.0427023244589188
OTU_33197	0.0111820419511272	0.0229078166118413	-0.0327314597344264	0.0416308261625729
OTU_36692	-0.0108335509263187	0.0201143171191119	-0.0639018424356933	0.018763166652449
OTU_33460	-0.0410279309748115	0.0286164959974809	-0.0254355790918966	0.00943798178607303
OTU_26695	0.0583281074706258	-0.0085645068716173	-0.0145422244419965	0.0409483855744797
OTU_32776	0.00735028818008431	-0.102010123253797	0.039239431161007	0.118088323787076
OTU_26752	0.000332165644645732	-0.00518050548554514	0.0157666503040654	0.0162985613948506
OTU_31732	0.00490899598369038	-0.0885515820220202	0.0201407063300089	0.0688579448770024
OTU_27117	-0.0189402702362601	0.0357492707980187	0.0726448126113783	-0.0117590718738368
OTU_25170	-0.0207509180021412	0.00235080457313412	-0.035415054463334	0.00995638012489549
OTU_14336	-0.0065583806621168	0.00954441490488847	-0.0255834227903657	-0.000829431666391272
OTU_33436	-0.0189287718839987	0.0225293355969764	0.0236273863782477	-0.0384182213131598
OTU_30374	-0.058841220118394	0.0166989789330108	0.0860113072036444	-0.00755077344925248
OTU_26277	0.012900604256947	0.0691488964960263	-0.0360851649482304	0.0108798996007181
OTU_26489	-0.0286490085205966	-0.0549250030745738	0.019366825852044	0.0714546820644913
OTU_29640	-0.017377103618235	0.0119037770280997	0.0285734904095894	-0.0105277130334245
OTU_26117	-0.0157349143849531	-0.000820444035687781	0.00711640830975807	0.0221072786748246
OTU_32990	-0.0203284758981693	0.0413492192685762	0.0147062393100109	-0.0290859413637958
OTU_11040	-0.015588665384126	0.0141873871462121	-0.0678967523024395	-0.00798065948489175
OTU_27714	-0.0290894736518555	-0.00574811245641582	0.0220813088760614	-0.0149976138772051
OTU_30919	0.00753075275818839	-0.0235066114313639	0.00107981601804381	0.0315284570758595
OTU_18955	-0.00641931981252064	-0.00828371897929429	0.0239240626324636	0.0404960346289687
OTU_30968	-0.0275809241880429	0.00170878166808889	0.0103066785776249	-0.00115876099804841
OTU_27052	-0.00198046853955259	-0.00592423127766744	0.00882449147386894	0.0070008298690312
OTU_29636	-0.000459234331675763	0.0181025864776627	-0.0157893330879775	0.0141054845917081
OTU_17347	-0.0103200124642385	0.0116426805446893	0.042379220816057	0.0180642020022035
OTU_36590	0.00768624132096844	0.0131065828523726	-0.0425543369915146	0.038091282913063
