"igraph.degree","igraph.closeness","igraph.betweenness","igraph.cen.degree"
24,0.0490196078431373,457.918021435688,24
27,0.0493801218743433,1530.95558037476,27
22,0.0491220735785953,1444.57173216283,22
12,0.0486139842780306,330.776347141392,12
11,0.0486039296794209,294.698537013534,11
32,0.0490912889074577,1770.4013526175,32
21,0.0484136794396374,1261.72079531349,21
14,0.0480277948089107,1341.91471335133,14
4,0.0449588674191697,1032.02035559548,4
3,0.0430560644924881,537.81894011882,3
1,0.00213218648919617,0,1
1,0.00213218648919617,0,1
6,0.0480277948089107,74.1946003331109,6
37,0.0494216614090431,2634.12571015062,37
23,0.0492765778989306,1498.1393330244,23
70,0.0502244069245565,6717.39973486681,70
7,0.0478420195439739,1203.60900348962,7
5,0.047638353942834,27.4909446817468,5
1,0.0469812075169932,0,1
2,0.0429223744292237,579.304400812843,2
1,0.0428753877029739,0,1
2,0.0448131197559115,378.134859942777,2
3,0.0462962962962963,2384.83548980276,3
22,0.0492146596858639,3016.33264027034,22
3,0.0462052693668895,19.6376891751141,3
5,0.0476963669575807,526.122657958068,5
62,0.0502244069245565,5089.2152383121,62
21,0.0487349647449191,670.247255087261,21
1,0.0427428155692979,0,1
9,0.0465623142460868,2165.5287135975,9
7,0.0478420195439739,1988.81949926954,7
29,0.0495153813737885,4302.41136100448,29
2,0.0410552061495458,78.6444349905967,2
21,0.0492249685798073,1451.4494831509,21
22,0.0490810359231412,489.017993505503,22
4,0.0482249127847322,14.0783248431645,4
17,0.049163179916318,467.245901697007,17
21,0.0489379425239484,1422.82079479227,21
12,0.0484037075180227,242.876019289691,12
34,0.0496408956485002,3652.23184249394,34
20,0.0488159534690486,1794.10920362594,20
18,0.0487147595356551,1721.63730524003,18
35,0.0492043551088777,1752.80556789909,35
33,0.0494632708903389,2847.38275497265,33
4,0.0477642276422764,788.500622204009,4
1,0.0439992510765774,0,1
4,0.0465162311955661,387.225088837238,4
16,0.0490810359231412,1032.7945705584,16
8,0.0486139842780306,1236.94412263355,8
11,0.0486039296794209,315.253130063856,11
9,0.0486743993371997,618.20789201481,9
25,0.0493697478991597,2527.27384894528,25
16,0.0489787411421426,414.740122301853,16
6,0.0482843640846517,42.0404836903269,6
4,0.0473027375201288,115.156404803527,4
10,0.0483539094650206,1337.33546969409,10
21,0.0490196078431373,1516.47040465458,21
12,0.0488972118185601,930.699035104379,12
38,0.0499787324542748,3229.56414585975,38
18,0.0493386521100147,1360.46904603688,18
18,0.0489787411421426,2001.81775365054,18
8,0.0486945710733527,271.02820214653,8
5,0.0467475631589417,1418.5710614307,5
10,0.0487956810631229,416.584505468264,10
6,0.0472077139413419,3210.95795164003,6
3,0.0458447132266875,372.309663505551,3
3,0.0450191570881226,48.0959954805282,3
4,0.0450277831002108,500.095995480528,4
3,0.0450191570881226,48.0959954805282,3
9,0.047881010594947,2410.92582470271,9
9,0.0477157360406091,100.916663687596,9
8,0.0482348111658456,2645.34861891564,8
7,0.0487450736361751,447.303381658898,7
16,0.048826095990027,2071.29236713222,16
8,0.0478420195439739,1283.84871445269,8
3,0.0452968388589052,1350.5,3
5,0.048155737704918,345.977908950499,5
48,0.0499893639651138,4512.80621522439,48
30,0.0495571488823281,2104.53660539298,30
12,0.0488565488565489,308.98471963212,12
71,0.0504183651576915,4352.0804603436,71
4,0.0480179812014712,7.26515335770854,4
52,0.050192225544639,2191.89712727653,52
59,0.0502888936443398,2868.5129648674,59
72,0.0505593803786575,4431.02066606627,72
37,0.0495049504950495,769.744020610921,37
19,0.049328295549958,820.090457497783,19
8,0.0487349647449191,928.82701679066,8
42,0.0499256426598683,4005.80612104998,42
6,0.0479396164830681,652.141320711527,6
63,0.0503751339764201,3752.79583138222,63
5,0.0483638608767236,25.2173062239107,5
58,0.0499893639651138,4275.58558140208,58
19,0.0485838329543105,3147.4992070216,19
2,0.0459522878373093,452,2
15,0.0485938792390405,248.552387646218,15
14,0.0485637528414962,221.751729937473,14
10,0.0480966025378633,121.848531532589,10
6,0.0483837759934116,89.0085588600736,6
37,0.0492869127516779,1637.79840904824,37
27,0.0489379425239484,884.772035084677,27
2,0.0472077139413419,2.11835263145221,2
4,0.0475804818789229,62.74896941563,4
35,0.049609457462529,1235.45344548292,35
62,0.0500959283734811,2514.3648809119,62
40,0.0495676017717781,971.371561498011,40
40,0.0497881355932203,2067.28482238393,40
10,0.0477739377922342,304.603560668802,10
3,0.047407706273956,11.193669108354,3
6,0.0481458717475927,19.7543720781236,6
5,0.0478907682901977,311.93930365045,5
7,0.0477448191791955,500.685681855834,7
4,0.0478907682901977,2.9849134464668,4
16,0.0485036119711042,349.49400668023,16
9,0.0482447136111681,102.490485097172,9
11,0.0482645307044568,81.713884450718,11
2,0.0473122609220858,0.616067338247096,2
3,0.0476963669575807,119.527934164271,3
7,0.0482150184653262,1477.40791791203,7
2,0.045817898225775,11.1971622398223,2
14,0.0490810359231412,302.346103583104,14
6,0.0479591836734694,1340.54532471922,6
8,0.0483837759934116,116.328815064964,8
5,0.0483240797861402,27.1923222213657,5
3,0.0476286988244832,168.352794560322,3
2,0.0458089668615984,18.7518929967325,2
1,0.0444066515495087,0,1
2,0.0450536809815951,77.1349965931253,2
2,0.0453580389886122,140.168980722605,2
2,0.0448045757864633,18.2125000906875,2
3,0.0457465446758809,553.271610553238,3
5,0.0484037075180227,81.9374015233355,5
4,0.0477739377922342,49.8052418922833,4
6,0.047407706273956,675.074135319315,6
3,0.0472551779609893,2.25204264177983,3
1,0.0473217881594845,0,1
2,0.0416814473217453,0.5,2
3,0.0480277948089107,1.92243537256255,3
11,0.0487653040049803,142.217780720556,11
13,0.0488972118185601,351.514450540636,13
1,0.0464610517991301,0,1
8,0.0475035374974732,3086.65001193905,8
2,0.0443982618552806,452,2
3,0.0454985479186834,229.972543304417,3
3,0.0476480129764801,998.840387623925,3
3,0.0450191570881226,480.096618599538,3
9,0.0487653040049803,132.456967322479,9
1,0.0451836185348971,0,1
1,0.0451836185348971,0,1
1,0.0443898753305629,0,1
4,0.047793369941021,890.80646306135,4
1,0.00212765957446809,0,1
3,0.0452968388589052,119.951638550756,3
1,0.0435911704693007,0,1
14,0.0489583333333333,3004.61740616462,14
5,0.0481656077064972,173.817984742522,5
