,ID,group,dd,stat,y
1,sample1,Group1,0.0358968179855609,b,0.0392436010325201
2,sample13,Group3,0.0318828803718803,a,0.0329314136425624
3,sample14,Group3,0.0292913861068674,a,0.0329314136425624
4,sample15,Group3,0.0273388705047008,a,0.0329314136425624
5,sample16,Group3,0.0289960797249464,a,0.0329314136425624
6,sample17,Group3,0.0318844306846226,a,0.0329314136425624
7,sample18,Group3,0.0323645217126662,a,0.0329314136425624
8,sample2,Group1,0.034955151556808,b,0.0392436010325201
9,sample3,Group1,0.0378908042210133,b,0.0392436010325201
10,sample4,Group1,0.0386767091026239,b,0.0392436010325201
11,sample5,Group1,0.0358866652753664,b,0.0392436010325201
12,sample6,Group1,0.0298339452729553,b,0.0392436010325201
