"","Sample","Abundance","aa","Group"
"1","KO5",12.3712798210955,"Proteobacteria","KO"
"2","KO6",11.662714320667,"Proteobacteria","KO"
"3","KO1",11.0788123900702,"Proteobacteria","KO"
"4","KO4",10.4210401955706,"Proteobacteria","KO"
"5","KO3",10.280680907757,"Proteobacteria","KO"
"6","KO2",8.41266626156235,"Proteobacteria","KO"
"7","KO2",6.69000839144651,"Actinobacteria","KO"
"8","KO4",4.62617119696102,"Actinobacteria","KO"
"9","KO3",4.51402954441114,"Actinobacteria","KO"
"10","KO1",4.15021011722329,"Actinobacteria","KO"
"11","KO6",3.84695010633693,"Actinobacteria","KO"
"12","KO5",2.80422157991037,"Actinobacteria","KO"
"13","KO3",1.29178031632864,"Bacteroidetes","KO"
"14","KO5",0.86623708378634,"Bacteroidetes","KO"
"15","KO4",0.538455246871507,"Firmicutes","KO"
"16","KO4",0.518461971882185,"Bacteroidetes","KO"
"17","KO1",0.505545198900439,"Bacteroidetes","KO"
"18","KO2",0.450437416206102,"Bacteroidetes","KO"
"19","KO6",0.398528221632507,"Bacteroidetes","KO"
"20","KO2",0.364593882924853,"Chloroflexi","KO"
"21","KO2",0.335175593429594,"Firmicutes","KO"
"22","KO4",0.310350154947881,"Chloroflexi","KO"
"23","KO1",0.281209516888369,"Chloroflexi","KO"
"24","KO1",0.273836982737738,"Firmicutes","KO"
"25","KO6",0.255961455216156,"Firmicutes","KO"
"26","KO2",0.249814327189251,"Unassigned","KO"
"27","KO5",0.245728478870003,"Chloroflexi","KO"
"28","KO3",0.242602644773916,"Firmicutes","KO"
"29","KO1",0.231708216162701,"Unassigned","KO"
"30","KO6",0.189618504507556,"Chloroflexi","KO"
"31","KO6",0.175032465699283,"Unassigned","KO"
"32","KO4",0.166762089115479,"Unassigned","KO"
"33","KO5",0.150707574270991,"Unassigned","KO"
"34","KO5",0.118886620172717,"Firmicutes","KO"
"35","KO3",0.105322855059548,"Chloroflexi","KO"
"36","KO3",0.100371780676407,"Unassigned","KO"
"37","KO1",0.0558206157119235,"Acidobacteria","KO"
"38","KO6",0.0541094988048859,"Acidobacteria","KO"
"39","KO2",0.0520848404178362,"Acidobacteria","KO"
"40","KO2",0.0414749655179066,"Planctomycetes","KO"
"41","KO3",0.0373581067091559,"Acidobacteria","KO"
"42","KO1",0.0337030132600293,"Verrucomicrobia","KO"
"43","KO2",0.0327941587816006,"Verrucomicrobia","KO"
"44","KO4",0.0313530903241637,"Acidobacteria","KO"
"45","KO3",0.0297064462988469,"Planctomycetes","KO"
"46","KO5",0.0296111656192269,"Acidobacteria","KO"
"47","KO6",0.0282310428547231,"Verrucomicrobia","KO"
"48","KO5",0.024749630965324,"Spirochaetes","KO"
"49","KO3",0.0225048835597325,"Verrucomicrobia","KO"
"50","KO3",0.0202543952037592,"Spirochaetes","KO"
"51","KO5",0.0176783078323743,"others","KO"
"52","KO4",0.0159037414687787,"Spirochaetes","KO"
"53","KO5",0.0154685193533275,"Verrucomicrobia","KO"
"54","KO1",0.0152716778834508,"others","KO"
"55","KO6",0.0145860388082736,"Planctomycetes","KO"
"56","KO4",0.014086171015204,"Verrucomicrobia","KO"
"57","KO2",0.0139857441862708,"others","KO"
"58","KO1",0.012112020390323,"Spirochaetes","KO"
"59","KO6",0.0117629345228013,"others","KO"
"60","KO6",0.0117629345228013,"Spirochaetes","KO"
"61","KO1",0.0115854108081351,"Planctomycetes","KO"
"62","KO5",0.0114909000910433,"Planctomycetes","KO"
"63","KO3",0.00900195342389298,"others","KO"
"64","KO4",0.00863345965447986,"others","KO"
