#OTU ID	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU_3369	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardiaceae	Rhodococcus	Rhodococcus_pyridinivorans
OTU_3399	Bacteria	Chloroflexi	Chloroflexia	Herpetosiphonales	Herpetosiphonaceae	Herpetosiphon	Roseiflexus_castenholzii
OTU_3395	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodospirillaceae	Novispirillum	Novispirillum_itersonii_subsp._nipponicum
OTU_3396	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium_III	Clostridium_clariflavum
OTU_3406	Bacteria	Parcubacteria	Bacilli	Lactobacillales	Desulfobacteraceae	Parcubacteria_genera_incertae_sedis	Desulfobacula_phenolica
OTU_3394	Bacteria	Acidobacteria	Acidobacteria_Gp11	Clostridiales	Syntrophomonadaceae	Gp11	Syntrophomonas_cellicola
OTU_3402	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Syntrophobacter	Syntrophobacter_wolinii
OTU_3400	Bacteria	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	Caldilinea	Caldilinea_aerophila
OTU_3403	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Silanimonas	Pseudoxanthomonas_taiwanensis
OTU_3411	Bacteria	Proteobacteria	Gammaproteobacteria	Rhodospirillales	Chlamydiaceae	Acidithiobacillus	Acidithiobacillus_albertensis
OTU_3410	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Geobacter	Desulfovibrio_simplex
OTU_3409	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Devosia	Devosia_albogilva
OTU_3408	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Syntrophobacteraceae	Desulfoglaeba	Desulfoglaeba_alkanexedens
OTU_3397	Bacteria	Chloroflexi	Ardenticatenia	Ardenticatenales	Ardenticatenaceae	Ardenticatena	Ardenticatena_maritima
OTU_3413	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Verrucomicrobiaceae	Roseibacillus	Roseibacillus_ishigakijimensis
OTU_3407	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta	Spirochaeta_dissipatitropha
OTU_3420	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Rhodopirellula	Rhodopirellula_lusitana
OTU_3415	Bacteria	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	Oscillochloris	Thermoflexus_hugenholtzii
OTU_3416	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Cellulosilyticum	Cellulosilyticum_lentocellum
OTU_3404	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystaceae	Pseudenhygromyxa	Pseudenhygromyxa_salsuginis
OTU_3422	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Treponema_zuelzerae
OTU_3423	Bacteria	Chloroflexi	Actinobacteria	Ardenticatenales	Ardenticatenaceae	Ardenticatena	Ardenticatena_maritima
OTU_3414	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Gemmatimonas_aurantiaca
OTU_3419	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Syntrophobacter	Syntrophobacter_wolinii
OTU_3426	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium_III	Bacteroides_cellulosolvens
OTU_3433	Bacteria	Chloroflexi	Thermomicrobia	Thermomicrobiales	Thermomicrobiaceae	Thermomicrobium	Thermomicrobium_carboxidum
OTU_3436	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Thermomicrobiaceae	Thermomicrobium	Nitrolancea_hollandica
OTU_3405	Bacteria	Acidobacteria	Acidobacteria_Gp10	Unassigned	Unassigned	Gp10	Unassigned
OTU_3427	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	Acidimicrobineae_incertae_sedis	Aciditerrimonas	Aciditerrimonas_ferrireducens
OTU_3428	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae_1	Paenibacillus	Paenibacillus_alvei
OTU_3418	Bacteria	Candidatus_Saccharibacteria	Unassigned	Unassigned	Unassigned	Saccharibacteria_genera_incertae_sedis	Unassigned
OTU_3445	Bacteria	Proteobacteria	Betaproteobacteria	Actinomycetales	Neisseriaceae	Gulbenkiania	Gulbenkiania_mobilis
OTU_3434	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Aquaspirillum	Oceanibacterium_hippocampi
OTU_3442	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Parachlamydiaceae	Parachlamydia	Parachlamydia_acanthamoebae
OTU_3432	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Desulfoglaeba	Desulfoglaeba_alkanexedens
OTU_3437	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Pseudonocardia	Pseudonocardia_oroxyli
OTU_3450	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Niastella	Niastella_koreensis
OTU_3444	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces	Desulfomonile_limimaris
OTU_3443	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Phycisphaera	Phycisphaera_mikurensis
OTU_3438	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Aeromicrobium	Aeromicrobium_ginsengisoli
OTU_3446	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Syntrophobacter	Syntrophobacter_sulfatireducens
OTU_3454	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	Solirubrobacter_taibaiensis
OTU_3458	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Chitinophaga	Parafilimonas_terrae
OTU_3461	Bacteria	Parcubacteria	Clostridia	Clostridiales	Clostridiales_Incertae_Sedis_XI	Parcubacteria_genera_incertae_sedis	Bacillus_safensis
OTU_3459	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Parachlamydiaceae	Parachlamydia	Parachlamydia_acanthamoebae
OTU_3455	Bacteria	Acidobacteria	Acidobacteria_Gp3	Unassigned	Unassigned	Gp3	Bryobacter_aggregatus
OTU_3465	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Parachlamydiaceae	Parachlamydia	Parachlamydia_acanthamoebae
OTU_3449	Bacteria	Acidobacteria	Acidobacteria_Gp10	Desulfuromonadales	Desulfuromonadaceae	Gp10	Paludibaculum_fermentans
OTU_3464	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta	Spirochaeta_aurantia_subsp._aurantia
OTU_3457	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Rhodopirellula	Rhodopirellula_rosea
OTU_3470	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Syntrophobacteraceae	Rhizobium	Rhizobium_vignae
OTU_3468	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Parachlamydiaceae	Parachlamydia	Parachlamydia_acanthamoebae
OTU_3430	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto	Clostridium_roseum
OTU_3456	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Skermanella	Skermanella_xinjiangensis
OTU_3467	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	Geobacter_luticola
OTU_3471	Bacteria	Parcubacteria	Clostridia	Clostridiales	Clostridiales_Incertae_Sedis_III	Parcubacteria_genera_incertae_sedis	Caldicellulosiruptor_bescii
OTU_3453	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Noviherbaspirillum_malthae
OTU_3484	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Leptolinea	Leptolinea_tardivitalis
OTU_3441	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	Acidimicrobineae_incertae_sedis	Aciditerrimonas	Aciditerrimonas_ferrireducens
OTU_3451	Bacteria	Firmicutes	Endomicrobia	Selenomonadales	Veillonellaceae	Candidatus_Endomicrobium	Megamonas_hypermegale
OTU_3482	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Taibaiella	Taibaiella_chishuiensis
OTU_3491	Bacteria	Parcubacteria	Phycisphaerae	Tepidisphaerales	Tepidisphaeraceae	Parcubacteria_genera_incertae_sedis	Tepidisphaera_mucosa
OTU_3475	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Roseomonas	Roseomonas_cervicalis
OTU_3466	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae_1	Paenibacillus	Paenibacillus_tundrae
OTU_3478	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionicimonas	Propionicimonas_paludicola
OTU_3483	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas_sediminicola
OTU_3495	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Parcubacteria_genera_incertae_sedis	Chondromyces_robustus
OTU_3477	Bacteria	Acidobacteria	Acidobacteria_Gp3	Unassigned	Unassigned	Gp3	Bryobacter_aggregatus
OTU_3486	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_incertae_sedis	Sphingomonadaceae	Rhizomicrobium	Rhizomicrobium_electricum
OTU_3490	Bacteria	Proteobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Saccharibacteria_genera_incertae_sedis	Fusobacterium_varium
OTU_3489	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Cystobacteraceae	Cystobacter	Stigmatella_erecta
OTU_3462	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_1	Bacillus	Bacillus_algicola
OTU_3505	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Saccharibacteria_genera_incertae_sedis	Propionivibrio_limicola
OTU_3498	Bacteria	Proteobacteria	Ktedonobacteria	Thermogemmatisporales	Thermogemmatisporaceae	Thermogemmatispora	Thermogemmatispora_foliorum
OTU_3474	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Gp7	Desulfosoma_caldarium
OTU_3481	Bacteria	Proteobacteria	Spirochaetia	Spirochaetales	Leptospiraceae	Leptospira	Leptospira_idonii
OTU_3487	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prolixibacteraceae	Owenweeksia	Owenweeksia_hongkongensis
OTU_3496	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfobulbus	Desulfobulbus_rhabdoformis
OTU_3507	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Thermogutta	Thermogutta_hypogea
OTU_3494	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	Geobacter_pickeringii
OTU_3502	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto	Clostridium_malenominatum
OTU_3500	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_1	Bacillus	Bacillus_okhensis
OTU_3503	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	Desulfomonile	Desulfomonile_tiedjei
OTU_3480	Bacteria	Acidobacteria	Acidobacteria_Gp1	Unassigned	Unassigned	Gp1	Unassigned
OTU_3501	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Thermogemmatisporaceae	Thermogemmatispora	Thermogemmatispora_foliorum
OTU_3504	Bacteria	Chloroflexi	Thermomicrobia	Thermomicrobiales	Thermomicrobiaceae	Thermomicrobium	Thermomicrobium_carboxidum
OTU_3510	Bacteria	Ignavibacteriae	Ignavibacteria	Ignavibacteriales	Ignavibacteriaceae	Melioribacter	Melioribacter_roseus
OTU_3513	Bacteria	Tenericutes	Mollicutes	Entomoplasmatales	Entomoplasmataceae	Entomoplasma	Entomoplasma_lucivorax
OTU_3476	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfobulbus	Desulfobulbus_rhabdoformis
OTU_3509	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Thermodesulfovibrio	Thermodesulfovibrio_aggregans
OTU_3493	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Stella	Stella_vacuolata
OTU_3512	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Legionella_taurinensis
OTU_3511	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Tistlia	Tistlia_consotensis
OTU_3516	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prolixibacteraceae	Bacteroides	Bacteroides_plebeius
OTU_3515	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Phaselicystidaceae	Phaselicystis	Phaselicystis_flava
OTU_3523	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Trueperaceae	Truepera	Truepera_radiovictrix
OTU_3527	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Sulfurospirillum	Sulfurospirillum_halorespirans
OTU_3522	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Amphritea	Amphritea_balenae
OTU_3517	Bacteria	Acidobacteria	Acidobacteria_Gp1	Unassigned	Unassigned	Gp1	Edaphobacter_modestus
OTU_3537	Bacteria	Proteobacteria	Gammaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Saccharibacteria_genera_incertae_sedis	Geovibrio_thiophilus
OTU_3529	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	Bdellovibrio_bacteriovorus
OTU_3526	Bacteria	Cyanobacteria	Cyanobacteria	Unassigned	Family_XII	GpXII	Prochlorothrix_hollandica
OTU_3524	Bacteria	Verrucomicrobia	Subdivision3	Unassigned	Unassigned	Subdivision3_genera_incertae_sedis	Limisphaera_ngatamarikiensis
OTU_3535	Bacteria	Proteobacteria	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_jensenii
OTU_3531	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Sideroxydans	Sulfuritalea_hydrogenivorans
OTU_3541	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	Ktedonobacter	Ktedonobacter_racemifer
OTU_3533	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Acetanaerobacterium	Acetanaerobacterium_elongatum
OTU_3534	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas_indica
OTU_3508	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter_cibinongensis
OTU_3521	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Roseiflexus	Roseiflexus_castenholzii
OTU_3539	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Fangia_hongkongensis
OTU_3545	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfovirga	Desulfovirga_adipica
OTU_3544	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Thermosporotrichaceae	Thermosporothrix	Thermosporothrix_hazakensis
OTU_3540	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	Novosphingobium_rhizosphaerae
OTU_3514	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae_2	Desulfotomaculum	Desulfotomaculum_aeronauticum
OTU_3553	Bacteria	Verrucomicrobia	Subdivision5	Bifidobacteriales	Bifidobacteriaceae	Subdivision5_genera_incertae_sedis	Scardovia_inopinata
OTU_3550	Bacteria	Acidobacteria	Acidobacteria_Gp6	Unassigned	Unassigned	Gp6	Unassigned
OTU_3562	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Sediminibacterium	Sediminibacterium_salmoneum
OTU_3554	Bacteria	Firmicutes	Clostridia	Clostridiales	Staphylococcaceae	Catabacter	Catabacter_hongkongensis
OTU_3543	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nitrospiraceae	Thermodesulfovibrio	Thermodesulfovibrio_aggregans
OTU_3555	Bacteria	Cyanobacteria	Actinobacteria	Actinomycetales	Chloroplast	Streptophyta	Halalkalibacillus_halophilus
OTU_3561	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Pelobacter	Sandaracinus_amylolyticus
OTU_3558	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Cohaesibacteraceae	Cohaesibacter	Cohaesibacter_haloalkalitolerans
OTU_3566	Bacteria	Acidobacteria	Acidobacteria_Gp3	Unassigned	Unassigned	Gp3	Paludibaculum_fermentans
OTU_3565	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	Solirubrobacter_taibaiensis
OTU_3578	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Thermodesulfovibrio	Thermoflexus_hugenholtzii
OTU_3532	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_incertae_sedis	Acetobacteraceae	Geminicoccus	Geminicoccus_roseus
OTU_3568	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prolixibacteraceae	Prolixibacter	Prolixibacter_bellariivorans
OTU_3569	Bacteria	Actinobacteria	Actinobacteria	Nitriliruptorales	Nitriliruptoraceae	Nitriliruptor	Nitriliruptor_alkaliphilus
OTU_3530	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Thermodesulfovibrio	Thermodesulfovibrio_aggregans
OTU_3536	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Ectothiorhodospira	Diplorickettsia_massiliensis
OTU_3567	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Sulfurisoma	Sulfurisoma_sediminicola
OTU_3590	Bacteria	Proteobacteria	Gammaproteobacteria	Actinomycetales	Chlamydiaceae	ZB3_genera_incertae_sedis	Oligosphaera_ethanolica
OTU_3574	Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidales	Dehalococcoidaceae	Dehalococcoides	Dehalococcoides_mccartyi
OTU_3570	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio_bastinii
OTU_3587	Bacteria	Verrucomicrobia	Subdivision3	Verrucomicrobiales	Verrucomicrobiaceae	Subdivision3_genera_incertae_sedis	Roseibacillus_ishigakijimensis
OTU_3546	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Thermasporomyces	Thermasporomyces_composti
OTU_3581	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Sinobacteraceae	Ectothiorhodospira	Ectothiorhodospira_variabilis
OTU_3576	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Thermomonosporaceae	Actinocorallia	Actinocorallia_glomerata
OTU_3564	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Dyadobacter	Dyadobacter_psychrophilus
OTU_3585	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Natranaerovirga	Natranaerovirga_hydrolytica
OTU_3572	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	Geobacter_bemidjiensis
OTU_3556	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Oxobacter	Oxobacter_pfennigii
OTU_3584	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides	Nocardioides_alkalitolerans
OTU_3592	Bacteria	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	Caldilinea	Caldilinea_aerophila
OTU_3588	Bacteria	Proteobacteria	Deltaproteobacteria	Actinomycetales	Desulfobulbaceae	Clostridium_III	Desulfurivibrio_alkaliphilus
OTU_3573	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Vallitalea	Vallitalea_pronyensis
OTU_3597	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Sulfurospirillum	Sulfurospirillum_arsenophilum
OTU_3596	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfohalobiaceae	Thermodesulfovibrio	Desulfonatronospira_thiodismutans
