,Group,Class,Abundance(%)
1,KO,Actinobacteria,27.1485875288732
2,KO,Alphaproteobacteria,18.7198733653991
3,KO,Bacilli,1.64272568101605
4,KO,Betaproteobacteria,28.1147245764515
5,KO,Chloroflexia,0.821505983917537
6,KO,Cytophagia,0.560271792636448
7,KO,Deltaproteobacteria,2.88366269610891
8,KO,Flavobacteriia,3.14621032765026
9,KO,Gammaproteobacteria,11.0884954600634
10,KO,others,0.789629036778772
11,KO,Planctomycetia,0.0943545619265052
12,KO,Sphingobacteriia,0.204016577304384
13,KO,Unassigned,4.78594241187403
14,OE,Actinobacteria,30.3626210146896
15,OE,Alphaproteobacteria,15.5506503654217
16,OE,Bacilli,3.24472883980434
17,OE,Betaproteobacteria,19.2564184242501
18,OE,Chloroflexia,1.27594888838061
19,OE,Cytophagia,1.5228371033761
20,OE,Deltaproteobacteria,3.2918952143993
21,OE,Flavobacteriia,3.8031933132821
22,OE,Gammaproteobacteria,13.3557349998921
23,OE,others,1.66007756273196
24,OE,Planctomycetia,0.460144204066427
25,OE,Sphingobacteriia,0.560627146715073
26,OE,Unassigned,5.65512292299063
27,WT,Actinobacteria,32.3994936764502
28,WT,Alphaproteobacteria,14.1104327477732
29,WT,Bacilli,0.806525435608911
30,WT,Betaproteobacteria,22.6317376037094
31,WT,Chloroflexia,1.52832511150813
32,WT,Cytophagia,1.30296228233419
33,WT,Deltaproteobacteria,3.29924355030949
34,WT,Flavobacteriia,3.39932748083859
35,WT,Gammaproteobacteria,13.7812144112059
36,WT,others,1.2831993858092
37,WT,Planctomycetia,0.200620861039554
38,WT,Sphingobacteriia,0.517563995842879
39,WT,Unassigned,4.73935345757046
