,x
2142,nosig
2143,nosig
2144,nosig
2145,nosig
2146,nosig
2147,nosig
2148,nosig
2149,nosig
2150,nosig
2151,nosig
2152,nosig
2153,nosig
2154,nosig
2155,nosig
2156,nosig
2157,nosig
2158,nosig
2159,nosig
2160,nosig
2161,nosig
2162,nosig
2163,nosig
2164,nosig
2165,nosig
2166,nosig
2167,nosig
2168,nosig
2169,nosig
2170,nosig
2171,nosig
2172,nosig
2173,nosig
2174,depleted
2175,nosig
2176,nosig
2177,nosig
2178,nosig
2179,nosig
2180,nosig
2181,nosig
2182,nosig
2183,nosig
2184,nosig
2185,nosig
2186,nosig
2187,nosig
2188,nosig
2189,nosig
2190,nosig
2191,nosig
2192,nosig
2193,nosig
2194,depleted
2195,nosig
2196,nosig
2197,nosig
2198,nosig
2199,nosig
2200,nosig
2201,nosig
2202,nosig
2203,depleted
2204,nosig
2205,nosig
2206,nosig
2207,nosig
2208,nosig
2209,nosig
2210,nosig
2211,nosig
2212,nosig
2213,nosig
2214,nosig
2215,nosig
2216,nosig
2217,nosig
2218,nosig
2219,nosig
2220,nosig
2221,nosig
2222,nosig
2223,nosig
2224,nosig
2225,nosig
2226,nosig
2227,nosig
2228,nosig
2229,nosig
2230,nosig
2231,nosig
2232,nosig
2233,nosig
2234,nosig
2235,nosig
2236,nosig
2237,nosig
2238,nosig
2239,nosig
2240,nosig
2241,nosig
2242,depleted
2243,nosig
2244,nosig
2245,depleted
2246,depleted
2247,nosig
2248,depleted
2249,nosig
2250,nosig
2251,nosig
2252,depleted
2253,nosig
2254,nosig
2255,nosig
2256,nosig
2257,nosig
2258,nosig
2259,nosig
2260,nosig
2261,nosig
2262,nosig
2263,nosig
2264,nosig
2265,nosig
2266,nosig
2267,nosig
2268,nosig
2269,nosig
2270,nosig
2271,nosig
2272,nosig
2273,nosig
2274,nosig
2275,nosig
2276,nosig
2277,nosig
2278,nosig
2279,nosig
2280,nosig
2281,nosig
2282,depleted
2283,nosig
2284,enriched
2285,nosig
2286,nosig
2287,nosig
2288,nosig
2289,nosig
2290,nosig
2291,depleted
2292,nosig
2293,nosig
2294,nosig
2295,nosig
2296,nosig
2297,nosig
2298,nosig
2299,nosig
2300,nosig
2301,nosig
2302,nosig
2303,nosig
2304,nosig
2305,nosig
2306,nosig
2307,nosig
2308,nosig
2309,nosig
2310,nosig
2311,nosig
2312,nosig
2313,nosig
2314,nosig
2315,nosig
2316,nosig
2317,nosig
2318,nosig
2319,nosig
2320,nosig
2321,nosig
2322,nosig
2323,nosig
2324,nosig
2325,nosig
2326,nosig
2327,nosig
2328,nosig
2329,nosig
2330,nosig
2331,nosig
2332,nosig
2333,nosig
2334,nosig
2335,nosig
2336,nosig
2337,nosig
2338,nosig
2339,nosig
2340,nosig
2341,nosig
2342,nosig
2343,nosig
2344,nosig
2345,nosig
2346,nosig
2347,nosig
2348,nosig
2349,nosig
2350,nosig
2351,nosig
2352,nosig
2353,nosig
2354,nosig
2355,nosig
2356,nosig
2357,nosig
2358,nosig
2359,nosig
2360,nosig
2361,nosig
2362,nosig
2363,nosig
2364,nosig
2365,nosig
2366,nosig
2367,nosig
2368,nosig
2369,nosig
2370,nosig
2371,nosig
2372,nosig
2373,nosig
2374,nosig
2375,nosig
2376,nosig
2377,nosig
2378,nosig
2379,nosig
2380,nosig
2381,nosig
2382,nosig
2383,nosig
2384,nosig
2385,nosig
2386,nosig
2387,nosig
2388,nosig
2389,nosig
2390,nosig
2391,nosig
2392,nosig
2393,nosig
2394,nosig
2395,depleted
2396,depleted
2397,nosig
2398,nosig
2399,nosig
2400,nosig
2401,nosig
2402,nosig
2403,nosig
2404,depleted
2405,nosig
2406,nosig
2407,nosig
2408,nosig
2409,nosig
2410,depleted
2411,nosig
2412,nosig
2413,nosig
2414,nosig
2415,nosig
2416,nosig
2417,nosig
2418,depleted
2419,depleted
2420,depleted
2421,depleted
2422,nosig
2423,nosig
2424,nosig
2425,depleted
2426,nosig
2427,nosig
2428,nosig
2429,depleted
2430,nosig
2431,nosig
2432,depleted
2433,depleted
2434,nosig
2435,nosig
2436,nosig
2437,nosig
2438,nosig
2439,nosig
2440,depleted
2441,nosig
2442,depleted
2443,nosig
2444,nosig
2445,nosig
2446,nosig
2447,nosig
2448,nosig
2449,nosig
2450,nosig
2451,nosig
2452,nosig
2453,nosig
2454,nosig
2455,nosig
2456,nosig
2457,nosig
2458,nosig
2459,nosig
2460,enriched
2461,nosig
2462,enriched
2463,nosig
2464,nosig
2465,nosig
2466,nosig
2467,nosig
2468,nosig
2469,nosig
2470,nosig
2471,depleted
2472,depleted
2473,depleted
2474,depleted
2475,nosig
2476,nosig
2477,nosig
2478,nosig
2479,nosig
2480,nosig
2481,nosig
2482,depleted
2483,depleted
2484,nosig
2485,depleted
2486,nosig
2487,nosig
2488,nosig
2489,nosig
2490,nosig
2491,nosig
2492,nosig
2493,depleted
2494,nosig
2495,nosig
2496,nosig
2497,nosig
2498,nosig
2499,nosig
2500,depleted
2501,nosig
2502,nosig
2503,nosig
2504,nosig
2505,nosig
2506,nosig
2507,nosig
2508,nosig
2509,nosig
2510,nosig
2511,nosig
2512,nosig
2513,depleted
2514,nosig
2515,nosig
2516,nosig
2517,nosig
2518,enriched
2519,nosig
2520,nosig
2521,nosig
2522,nosig
2523,nosig
2524,nosig
2525,nosig
2526,nosig
2527,enriched
2528,nosig
2529,nosig
2530,nosig
2531,nosig
2532,nosig
2533,nosig
2534,nosig
2535,nosig
2536,nosig
2537,nosig
2538,nosig
2539,nosig
2540,nosig
2541,depleted
2542,depleted
2543,nosig
2544,nosig
2545,nosig
2546,nosig
2547,nosig
2548,nosig
2549,nosig
2550,nosig
2551,nosig
2552,nosig
2553,nosig
2554,nosig
2555,nosig
2556,nosig
2557,nosig
2558,nosig
2559,nosig
2560,nosig
2561,nosig
2562,nosig
2563,nosig
2564,nosig
2565,nosig
2566,depleted
2567,nosig
2568,depleted
2569,nosig
2570,depleted
2571,nosig
2572,nosig
2573,nosig
2574,nosig
2575,nosig
2576,nosig
2577,nosig
2578,nosig
2579,nosig
2580,nosig
2581,nosig
2582,nosig
2583,nosig
2584,depleted
2585,nosig
2586,nosig
2587,nosig
2588,nosig
2589,nosig
2590,nosig
2591,nosig
2592,nosig
2593,nosig
2594,nosig
2595,nosig
2596,nosig
2597,nosig
2598,nosig
2599,nosig
2600,nosig
2601,depleted
2602,nosig
2603,nosig
2604,nosig
2605,depleted
2606,nosig
2607,nosig
2608,depleted
2609,nosig
2610,nosig
2611,nosig
2612,depleted
2613,nosig
2614,nosig
2615,nosig
2616,nosig
2617,nosig
2618,nosig
2619,nosig
2620,enriched
2621,nosig
2622,nosig
2623,nosig
2624,nosig
2625,nosig
2626,nosig
2627,nosig
2628,nosig
2629,nosig
2630,nosig
2631,depleted
2632,nosig
2633,depleted
2634,nosig
2635,nosig
2636,nosig
2637,nosig
2638,depleted
2639,nosig
2640,nosig
2641,depleted
2642,nosig
2643,nosig
2644,nosig
2645,nosig
2646,nosig
2647,nosig
2648,nosig
2649,nosig
2650,nosig
2651,nosig
2652,nosig
2653,depleted
2654,nosig
2655,nosig
2656,nosig
2657,depleted
2658,nosig
2659,depleted
2660,nosig
2661,nosig
2662,nosig
2663,nosig
2664,nosig
2665,nosig
2666,nosig
2667,nosig
2668,nosig
2669,nosig
2670,depleted
2671,nosig
2672,depleted
2673,depleted
2674,depleted
2675,depleted
2676,nosig
2677,depleted
2678,nosig
2679,depleted
2680,nosig
2681,nosig
2682,nosig
2683,nosig
2684,nosig
2685,nosig
2686,nosig
2687,nosig
2688,depleted
2689,nosig
2690,depleted
2691,nosig
2692,nosig
2693,depleted
2694,depleted
2695,nosig
2696,nosig
2697,nosig
2698,nosig
2699,nosig
2700,nosig
2701,nosig
2702,nosig
2703,nosig
2704,nosig
2705,nosig
2706,nosig
2707,nosig
2708,nosig
2709,nosig
2710,nosig
2711,nosig
2712,nosig
2713,nosig
2714,nosig
2715,nosig
2716,nosig
2717,nosig
2718,depleted
2719,depleted
2720,depleted
2721,depleted
2722,nosig
2723,nosig
2724,nosig
2725,nosig
2726,nosig
2727,nosig
2728,nosig
2729,nosig
2730,nosig
2731,nosig
2732,nosig
2733,nosig
2734,nosig
2735,nosig
2736,nosig
2737,nosig
2738,nosig
2739,nosig
2740,nosig
2741,nosig
2742,nosig
2743,nosig
2744,nosig
2745,nosig
2746,nosig
2747,nosig
2748,nosig
2749,nosig
2750,nosig
2751,nosig
2752,nosig
2753,nosig
2754,nosig
2755,nosig
2756,nosig
2757,nosig
2758,nosig
2759,nosig
2760,nosig
2761,nosig
2762,nosig
2763,nosig
2764,nosig
2765,nosig
2766,nosig
2767,nosig
2768,nosig
2769,nosig
2770,nosig
2771,nosig
2772,nosig
2773,nosig
2774,nosig
2775,nosig
2776,nosig
2777,nosig
2778,nosig
2779,nosig
2780,nosig
2781,nosig
2782,nosig
2783,nosig
2784,nosig
2785,nosig
2786,nosig
2787,nosig
2788,nosig
2789,nosig
2790,nosig
2791,nosig
2792,nosig
2793,nosig
2794,nosig
2795,depleted
2796,nosig
2797,nosig
2798,nosig
2799,nosig
2800,nosig
2801,nosig
2802,nosig
2803,nosig
2804,nosig
2805,nosig
2806,nosig
2807,nosig
2808,nosig
2809,nosig
2810,nosig
2811,nosig
2812,nosig
2813,nosig
2814,nosig
2815,nosig
2816,nosig
2817,nosig
2818,nosig
2819,nosig
2820,nosig
2821,nosig
2822,nosig
2823,nosig
2824,nosig
2825,nosig
2826,nosig
2827,depleted
2828,nosig
2829,nosig
2830,nosig
2831,nosig
2832,nosig
2833,nosig
2834,nosig
2835,nosig
2836,nosig
2837,nosig
2838,nosig
2839,nosig
2840,nosig
2841,nosig
2842,nosig
2843,nosig
2844,nosig
2845,nosig
2846,nosig
2847,nosig
2848,nosig
2849,nosig
2850,enriched
2851,nosig
2852,nosig
2853,depleted
2854,nosig
2855,nosig
2856,nosig
2857,nosig
2858,nosig
2859,nosig
2860,nosig
2861,nosig
2862,nosig
2863,depleted
2864,nosig
2865,nosig
2866,nosig
2867,nosig
2868,nosig
2869,nosig
2870,nosig
2871,nosig
2872,nosig
2873,nosig
2874,nosig
2875,nosig
2876,nosig
2877,nosig
2878,nosig
2879,nosig
2880,nosig
2881,nosig
2882,nosig
2883,depleted
2884,nosig
2885,depleted
2886,nosig
2887,nosig
2888,nosig
2889,nosig
2890,nosig
2891,nosig
2892,nosig
2893,nosig
2894,nosig
2895,nosig
2896,nosig
2897,nosig
2898,nosig
2899,nosig
2900,nosig
2901,nosig
2902,nosig
2903,depleted
2904,nosig
2905,nosig
2906,nosig
2907,depleted
2908,nosig
2909,nosig
2910,nosig
2911,nosig
2912,nosig
2913,nosig
2914,nosig
2915,nosig
2916,nosig
2917,nosig
2918,nosig
2919,nosig
2920,nosig
2921,nosig
2922,nosig
2923,nosig
2924,nosig
2925,nosig
2926,nosig
2927,nosig
2928,nosig
2929,nosig
2930,nosig
2931,nosig
2932,enriched
2933,nosig
2934,nosig
2935,enriched
2936,nosig
2937,nosig
2938,nosig
2939,nosig
2940,nosig
2941,nosig
2942,depleted
2943,nosig
2944,nosig
2945,nosig
2946,nosig
2947,nosig
2948,nosig
2949,nosig
2950,nosig
2951,nosig
2952,nosig
2953,nosig
2954,nosig
2955,nosig
2956,nosig
2957,enriched
2958,nosig
2959,nosig
2960,nosig
2961,nosig
2962,nosig
2963,nosig
2964,nosig
2965,nosig
2966,nosig
2967,nosig
2968,nosig
2969,nosig
2970,nosig
2971,nosig
2972,nosig
2973,nosig
2974,nosig
2975,nosig
2976,nosig
2977,nosig
2978,nosig
2979,nosig
2980,nosig
2981,nosig
2982,nosig
2983,nosig
2984,nosig
2985,nosig
2986,nosig
2987,nosig
2988,nosig
2989,nosig
2990,nosig
2991,nosig
2992,nosig
2993,nosig
2994,nosig
2995,nosig
2996,nosig
2997,nosig
2998,nosig
2999,nosig
3000,nosig
3001,nosig
3002,nosig
3003,nosig
3004,nosig
3005,nosig
3006,nosig
3007,nosig
3008,nosig
3009,nosig
3010,nosig
3011,nosig
3012,nosig
3013,nosig
3014,nosig
3015,nosig
3016,nosig
3017,nosig
3018,nosig
3019,nosig
3020,nosig
3021,nosig
3022,nosig
3023,nosig
3024,nosig
3025,nosig
3026,nosig
3027,nosig
3028,nosig
3029,nosig
3030,nosig
3031,nosig
3032,nosig
3033,nosig
3034,nosig
3035,nosig
3036,enriched
3037,enriched
3038,enriched
3039,nosig
3040,nosig
3041,nosig
3042,nosig
3043,nosig
3044,nosig
3045,nosig
3046,nosig
3047,nosig
3048,nosig
3049,nosig
3050,enriched
3051,nosig
3052,nosig
3053,enriched
3054,nosig
3055,nosig
3056,nosig
3057,enriched
3058,enriched
3059,enriched
3060,enriched
3061,enriched
3062,nosig
3063,nosig
3064,nosig
3065,nosig
3066,nosig
3067,nosig
3068,depleted
3069,nosig
3070,nosig
3071,enriched
3072,nosig
3073,nosig
3074,nosig
3075,nosig
3076,nosig
3077,enriched
3078,nosig
3079,nosig
3080,nosig
3081,nosig
3082,nosig
3083,enriched
3084,nosig
3085,nosig
3086,nosig
3087,nosig
3088,nosig
3089,nosig
3090,nosig
3091,nosig
3092,nosig
3093,nosig
3094,nosig
3095,nosig
3096,nosig
3097,nosig
3098,nosig
3099,nosig
3100,nosig
3101,nosig
3102,nosig
3103,nosig
3104,nosig
3105,nosig
3106,nosig
3107,nosig
3108,nosig
3109,nosig
3110,nosig
3111,nosig
3112,nosig
3113,nosig
3114,nosig
3115,nosig
3116,nosig
3117,nosig
3118,nosig
3119,nosig
3120,nosig
3121,nosig
3122,nosig
3123,nosig
3124,nosig
3125,nosig
3126,nosig
3127,nosig
3128,nosig
3129,nosig
3130,nosig
3131,nosig
3132,nosig
3133,nosig
3134,nosig
3135,nosig
3136,nosig
3137,nosig
3138,nosig
3139,nosig
3140,nosig
3141,nosig
3142,nosig
3143,nosig
3144,enriched
3145,nosig
3146,nosig
3147,nosig
3148,nosig
3149,depleted
3150,nosig
3151,nosig
3152,nosig
3153,nosig
3154,nosig
3155,nosig
3156,nosig
3157,nosig
3158,nosig
3159,nosig
3160,nosig
3161,nosig
3162,nosig
3163,nosig
3164,nosig
3165,nosig
3166,nosig
3167,nosig
3168,nosig
3169,enriched
3170,nosig
3171,nosig
3172,nosig
3173,nosig
3174,nosig
3175,nosig
3176,nosig
3177,nosig
3178,nosig
3179,nosig
3180,nosig
3181,nosig
3182,nosig
3183,nosig
3184,nosig
3185,nosig
3186,nosig
3187,nosig
3188,nosig
3189,enriched
3190,depleted
3191,nosig
3192,nosig
3193,nosig
3194,nosig
3195,nosig
3196,nosig
3197,nosig
3198,nosig
3199,nosig
3200,nosig
3201,nosig
3202,nosig
3203,nosig
3204,nosig
3205,nosig
3206,nosig
3207,nosig
3208,nosig
3209,nosig
3210,nosig
3211,nosig
3212,nosig
3213,nosig
3214,nosig
3215,nosig
3216,nosig
3217,nosig
3218,nosig
3219,nosig
3220,nosig
3221,nosig
3222,nosig
3223,nosig
3224,nosig
3225,nosig
3226,nosig
3227,nosig
3228,nosig
3229,nosig
3230,nosig
3231,nosig
3232,nosig
3233,nosig
3234,nosig
3235,nosig
3236,nosig
3237,nosig
3238,nosig
3239,nosig
3240,nosig
3241,nosig
3242,nosig
3243,nosig
3244,nosig
3245,nosig
3246,nosig
3247,nosig
3248,nosig
3249,nosig
3250,nosig
3251,nosig
3252,nosig
3253,nosig
3254,enriched
3255,nosig
3256,nosig
3257,nosig
3258,nosig
3259,nosig
3260,nosig
3261,nosig
3262,nosig
3263,nosig
3264,nosig
3265,nosig
3266,nosig
3267,nosig
3268,nosig
3269,nosig
3270,nosig
3271,nosig
3272,depleted
3273,nosig
3274,nosig
3275,nosig
3276,nosig
3277,nosig
3278,nosig
3279,nosig
3280,nosig
3281,nosig
3282,nosig
3283,nosig
3284,nosig
3285,nosig
3286,nosig
3287,nosig
3288,nosig
3289,nosig
3290,nosig
3291,nosig
3292,nosig
3293,nosig
3294,nosig
3295,nosig
3296,nosig
3297,nosig
3298,nosig
3299,nosig
3300,nosig
3301,nosig
3302,nosig
3303,nosig
3304,nosig
3305,nosig
3306,nosig
3307,nosig
3308,nosig
3309,nosig
3310,nosig
3311,nosig
3312,nosig
3313,nosig
3314,nosig
3315,nosig
3316,nosig
3317,nosig
3318,nosig
3319,nosig
3320,nosig
3321,nosig
3322,nosig
3323,nosig
3324,nosig
3325,nosig
3326,nosig
3327,nosig
3328,nosig
3329,nosig
3330,nosig
3331,nosig
3332,nosig
3333,nosig
3334,nosig
3335,nosig
3336,nosig
3337,enriched
3338,nosig
3339,nosig
3340,nosig
3341,enriched
3342,nosig
3343,nosig
3344,nosig
3345,nosig
3346,nosig
3347,nosig
3348,nosig
3349,nosig
3350,nosig
3351,nosig
3352,nosig
3353,nosig
3354,nosig
3355,nosig
3356,nosig
3357,nosig
3358,nosig
3359,nosig
3360,nosig
3361,nosig
3362,nosig
3363,nosig
3364,nosig
3365,nosig
3366,nosig
3367,nosig
3368,nosig
3369,nosig
3370,nosig
3371,nosig
3372,nosig
3373,nosig
3374,enriched
3375,nosig
3376,nosig
3377,enriched
3378,nosig
3379,nosig
3380,nosig
3381,nosig
3382,nosig
3383,nosig
3384,nosig
3385,nosig
3386,nosig
3387,nosig
3388,nosig
3389,nosig
3390,nosig
3391,nosig
3392,nosig
3393,nosig
3394,nosig
3395,nosig
3396,nosig
3397,nosig
3398,nosig
3399,nosig
3400,nosig
3401,nosig
3402,nosig
3403,nosig
3404,nosig
3405,nosig
3406,nosig
3407,nosig
3408,nosig
3409,nosig
3410,nosig
3411,nosig
3412,nosig
3413,nosig
3414,nosig
3415,nosig
3416,nosig
3417,nosig
3418,nosig
3419,nosig
3420,nosig
3421,nosig
3422,nosig
3423,nosig
3424,nosig
3425,nosig
3426,nosig
3427,nosig
3428,nosig
3429,nosig
3430,nosig
3431,nosig
3432,nosig
3433,nosig
3434,nosig
3435,nosig
3436,nosig
3437,nosig
3438,nosig
3439,nosig
3440,nosig
3441,nosig
3442,nosig
3443,nosig
3444,nosig
3445,nosig
3446,nosig
3447,nosig
3448,nosig
3449,nosig
3450,nosig
3451,nosig
3452,nosig
3453,nosig
3454,nosig
3455,nosig
3456,nosig
3457,nosig
3458,nosig
3459,nosig
3460,nosig
3461,nosig
3462,nosig
3463,nosig
3464,nosig
3465,nosig
3466,nosig
3467,nosig
3468,nosig
3469,nosig
3470,nosig
3471,nosig
3472,nosig
3473,nosig
3474,nosig
3475,nosig
3476,nosig
3477,nosig
3478,nosig
3479,nosig
3480,nosig
3481,nosig
3482,nosig
3483,nosig
3484,nosig
3485,nosig
3486,nosig
3487,nosig
3488,nosig
3489,nosig
3490,nosig
3491,nosig
3492,nosig
3493,nosig
3494,nosig
3495,nosig
3496,nosig
3497,nosig
3498,nosig
3499,nosig
3500,nosig
3501,nosig
3502,nosig
3503,nosig
3504,nosig
3505,nosig
3506,nosig
3507,nosig
3508,nosig
3509,nosig
3510,nosig
3511,nosig
3512,nosig
3513,nosig
3514,nosig
3515,nosig
3516,nosig
3517,nosig
3518,nosig
3519,nosig
3520,nosig
3521,nosig
3522,nosig
3523,nosig
3524,nosig
3525,nosig
3526,nosig
3527,nosig
3528,nosig
3529,nosig
3530,nosig
3531,nosig
3532,nosig
3533,nosig
3534,nosig
3535,nosig
3536,nosig
3537,nosig
3538,nosig
3539,nosig
3540,nosig
3541,nosig
3542,nosig
3543,nosig
3544,nosig
3545,nosig
3546,nosig
3547,nosig
3548,nosig
3549,nosig
3550,nosig
3551,nosig
3552,nosig
3553,nosig
3554,nosig
3555,nosig
3556,nosig
3557,nosig
3558,nosig
3559,nosig
3560,nosig
3561,nosig
3562,nosig
3563,nosig
3564,nosig
3565,nosig
3566,nosig
3567,nosig
3568,nosig
3569,nosig
3570,nosig
3571,nosig
3572,nosig
3573,nosig
3574,nosig
3575,nosig
3576,nosig
3577,nosig
3578,nosig
3579,nosig
3580,nosig
3581,nosig
3582,nosig
3583,nosig
3584,nosig
3585,nosig
3586,nosig
3587,nosig
3588,nosig
3589,nosig
3590,nosig
3591,nosig
3592,nosig
3593,nosig
3594,nosig
3595,nosig
3596,nosig
3597,nosig
3598,nosig
3599,nosig
3600,nosig
3601,nosig
3602,nosig
3603,nosig
3604,nosig
3605,nosig
3606,nosig
3607,nosig
3608,nosig
3609,nosig
3610,nosig
3611,nosig
3612,enriched
3613,nosig
3614,nosig
3615,nosig
3616,nosig
3617,nosig
3618,nosig
3619,nosig
3620,nosig
3621,nosig
3622,nosig
3623,nosig
3624,nosig
3625,nosig
3626,nosig
3627,nosig
3628,nosig
3629,nosig
3630,nosig
3631,nosig
3632,nosig
3633,nosig
3634,nosig
3635,nosig
3636,nosig
3637,nosig
3638,nosig
3639,nosig
3640,nosig
3641,nosig
3642,nosig
3643,nosig
3644,enriched
3645,nosig
3646,nosig
3647,nosig
3648,nosig
3649,nosig
3650,nosig
3651,nosig
3652,nosig
3653,nosig
3654,nosig
3655,nosig
3656,nosig
3657,nosig
3658,nosig
3659,nosig
3660,nosig
3661,nosig
3662,nosig
3663,nosig
3664,enriched
3665,nosig
3666,nosig
3667,nosig
3668,nosig
3669,nosig
3670,nosig
3671,nosig
3672,nosig
3673,nosig
3674,nosig
3675,nosig
3676,nosig
3677,nosig
3678,nosig
3679,nosig
3680,nosig
3681,nosig
3682,nosig
3683,nosig
3684,nosig
3685,nosig
3686,nosig
3687,nosig
3688,nosig
3689,nosig
3690,nosig
3691,nosig
3692,nosig
3693,nosig
3694,nosig
3695,nosig
3696,nosig
3697,nosig
3698,nosig
3699,nosig
3700,nosig
3701,nosig
3702,nosig
3703,nosig
3704,nosig
3705,nosig
3706,enriched
3707,nosig
3708,nosig
3709,nosig
3710,nosig
3711,nosig
3712,nosig
3713,nosig
3714,nosig
3715,nosig
3716,nosig
3717,nosig
3718,nosig
3719,nosig
3720,nosig
3721,nosig
3722,nosig
3723,nosig
3724,nosig
3725,nosig
3726,nosig
3727,enriched
3728,nosig
3729,nosig
3730,nosig
3731,nosig
3732,nosig
3733,nosig
3734,nosig
3735,nosig
3736,nosig
3737,nosig
3738,nosig
3739,nosig
3740,nosig
3741,nosig
3742,nosig
3743,nosig
3744,nosig
3745,nosig
3746,nosig
3747,nosig
3748,nosig
3749,nosig
3750,nosig
3751,nosig
3752,nosig
3753,nosig
3754,nosig
3755,nosig
3756,nosig
3757,nosig
3758,nosig
3759,nosig
3760,nosig
3761,nosig
3762,nosig
3763,nosig
3764,enriched
3765,nosig
3766,nosig
3767,nosig
3768,nosig
3769,nosig
3770,nosig
3771,nosig
3772,nosig
3773,nosig
3774,nosig
3775,nosig
3776,enriched
3777,nosig
3778,nosig
3779,nosig
3780,nosig
3781,nosig
3782,nosig
3783,nosig
3784,enriched
3785,nosig
3786,nosig
3787,nosig
3788,nosig
3789,nosig
3790,nosig
3791,nosig
3792,nosig
3793,nosig
3794,nosig
3795,nosig
3796,nosig
3797,nosig
3798,nosig
3799,nosig
3800,nosig
3801,nosig
3802,nosig
3803,nosig
3804,nosig
3805,nosig
3806,nosig
3807,nosig
3808,nosig
3809,nosig
3810,nosig
3811,nosig
3812,nosig
3813,nosig
3814,nosig
3815,nosig
3816,nosig
3817,nosig
3818,nosig
3819,nosig
3820,nosig
3821,nosig
3822,nosig
3823,nosig
3824,nosig
3825,nosig
3826,nosig
3827,nosig
3828,nosig
3829,nosig
3830,nosig
3831,nosig
3832,nosig
3833,nosig
3834,nosig
3835,nosig
3836,nosig
3837,nosig
3838,nosig
3839,nosig
3840,nosig
3841,nosig
3842,nosig
3843,depleted
3844,nosig
3845,nosig
3846,nosig
3847,nosig
3848,nosig
3849,nosig
3850,nosig
3851,nosig
3852,depleted
3853,depleted
3854,depleted
3855,nosig
3856,nosig
3857,nosig
3858,nosig
3859,nosig
3860,nosig
3861,nosig
3862,nosig
3863,nosig
3864,nosig
3865,nosig
3866,nosig
3867,nosig
3868,nosig
3869,nosig
3870,nosig
3871,enriched
3872,nosig
3873,nosig
3874,nosig
3875,nosig
3876,nosig
3877,nosig
3878,nosig
3879,nosig
3880,nosig
3881,nosig
3882,nosig
3883,nosig
3884,nosig
3885,nosig
3886,nosig
3887,nosig
3888,nosig
3889,nosig
3890,nosig
3891,nosig
3892,nosig
3893,nosig
3894,nosig
3895,nosig
3896,nosig
3897,nosig
3898,nosig
3899,nosig
3900,nosig
3901,nosig
3902,nosig
3903,nosig
3904,nosig
3905,nosig
3906,nosig
3907,nosig
3908,nosig
3909,nosig
3910,nosig
3911,nosig
3912,nosig
3913,nosig
3914,nosig
3915,nosig
3916,nosig
3917,nosig
3918,nosig
3919,nosig
3920,depleted
3921,nosig
3922,nosig
3923,nosig
3924,nosig
3925,nosig
3926,nosig
3927,nosig
3928,nosig
3929,nosig
3930,nosig
3931,nosig
3932,nosig
3933,nosig
3934,nosig
3935,nosig
3936,nosig
3937,nosig
3938,nosig
3939,nosig
3940,nosig
3941,nosig
3942,nosig
3943,nosig
3944,nosig
3945,nosig
3946,nosig
3947,nosig
3948,nosig
3949,nosig
3950,nosig
3951,nosig
3952,nosig
3953,nosig
3954,nosig
3955,nosig
3956,nosig
3957,nosig
3958,nosig
3959,nosig
3960,nosig
3961,nosig
3962,nosig
3963,nosig
3964,nosig
3965,nosig
3966,nosig
3967,nosig
3968,nosig
3969,nosig
3970,nosig
3971,nosig
3972,nosig
3973,enriched
3974,nosig
3975,nosig
3976,nosig
3977,nosig
3978,nosig
3979,nosig
3980,nosig
3981,nosig
3982,nosig
3983,nosig
3984,nosig
3985,nosig
3986,nosig
3987,nosig
3988,nosig
3989,nosig
3990,nosig
3991,nosig
3992,nosig
3993,nosig
3994,nosig
3995,nosig
3996,nosig
3997,nosig
3998,nosig
3999,nosig
4000,nosig
4001,nosig
4002,nosig
4003,nosig
4004,nosig
4005,nosig
4006,nosig
4007,nosig
4008,nosig
4009,nosig
4010,nosig
4011,nosig
4012,nosig
4013,nosig
4014,nosig
4015,nosig
4016,nosig
4017,nosig
4018,nosig
4019,nosig
4020,nosig
4021,nosig
4022,nosig
4023,nosig
4024,nosig
4025,nosig
4026,nosig
4027,nosig
4028,nosig
4029,nosig
4030,nosig
4031,nosig
4032,nosig
4033,nosig
4034,nosig
4035,nosig
4036,nosig
4037,nosig
4038,nosig
4039,depleted
4040,nosig
4041,nosig
4042,nosig
4043,nosig
4044,nosig
4045,nosig
4046,nosig
4047,nosig
4048,nosig
4049,nosig
4050,nosig
4051,nosig
4052,nosig
4053,nosig
4054,nosig
4055,nosig
4056,nosig
4057,nosig
4058,nosig
4059,nosig
4060,nosig
4061,nosig
4062,nosig
4063,nosig
4064,nosig
4065,nosig
4066,nosig
4067,nosig
4068,nosig
4069,nosig
4070,nosig
4071,nosig
4072,nosig
4073,nosig
4074,nosig
4075,nosig
4076,nosig
4077,depleted
4078,depleted
4079,nosig
4080,nosig
4081,nosig
4082,nosig
4083,nosig
4084,nosig
4085,nosig
4086,nosig
4087,nosig
4088,nosig
4089,nosig
4090,nosig
4091,nosig
4092,nosig
4093,nosig
4094,nosig
4095,nosig
4096,nosig
4097,nosig
4098,nosig
4099,nosig
4100,nosig
4101,nosig
4102,nosig
4103,nosig
4104,nosig
4105,nosig
4106,nosig
4107,nosig
4108,nosig
4109,nosig
4110,nosig
4111,nosig
4112,nosig
4113,nosig
4114,nosig
4115,nosig
4116,nosig
4117,nosig
4118,nosig
4119,nosig
4120,nosig
4121,nosig
4122,nosig
4123,nosig
4124,nosig
4125,nosig
4126,nosig
4127,nosig
4128,nosig
4129,nosig
4130,nosig
4131,nosig
4132,nosig
4133,nosig
4134,nosig
4135,nosig
4136,nosig
4137,nosig
4138,nosig
4139,nosig
4140,nosig
