,x
1,0.637924102347607
2,0.191051163842607
3,0.169824120357156
4,0.542645790285452
5,0.803472508672878
6,0.836796066716308
7,0.00568619056634709
8,0.734697276918526
9,0.311923090283825
10,0.785441784324768
11,0.145198093849304
12,0.373625586845639
13,0.090290291574572
14,0.489419591851496
15,0.0959878073095546
16,0.179582955983369
17,0.458833351189196
18,0.0470600407128899
19,0.99547541183339
20,0.114643409636326
21,0.110642153948335
22,0.0223014163169469
23,0.481174756272856
24,0.00772484338669034
25,0.957129423194793
26,0.802561050477015
27,0.121008619641844
28,0.443774437807393
29,0.614036931192868
30,0.0117873402023887
31,0.00388121993133691
32,0.23247140993835
33,0.0504439419006385
34,0.0111610086599428
35,0.622858277881736
36,0.183052883564587
37,0.00178242552000287
38,0.162102458808576
39,0.00284559643021171
40,0.0680951925771929
41,0.881698189194224
42,0.0100543228832144
43,0.66846011483864
44,0.167478466592944
45,0.253446289316716
46,0.00585086133581757
47,0.267932125578308
48,0.584829658831957
49,0.162461913376529
50,0.0273849016061078
51,0.0501964602911788
52,0.33463124490192
53,0.79426889108408
54,0.00398427660999608
55,0.0530342468215205
56,2.7562065342275e-05
57,0.0125278710384462
58,0.715228497510477
59,0.710412274933035
60,0.568907760042719
61,0.900600072383324
62,0.0251207616051094
63,0.00977805378715103
64,0.0548765693213572
65,0.339495111269271
66,0.0978349314455921
67,0.603498574146878
68,0.896104480413585
69,0.173177709028606
70,0.278798445817976
71,3.27187085192915e-08
72,0.859583008492913
73,0.509206791109857
74,0.000486985138345133
75,0.0420687060371337
76,0.282957272868373
77,0.000120459715219471
78,0.616930769003373
79,0.228621502265859
80,0.561434356606661
81,0.123542661607505
82,0.263775450329878
83,0.154083597228928
84,0.909824858429929
85,0.0233850030510804
86,0.0990617024565875
87,0.00450060789018383
88,0.0318825678952887
89,0.411029962094468
90,0.522290927965861
91,0.0495128433543617
92,0.453091450512485
93,0.822948287691127
94,0.818348870770489
95,0.926842356236124
96,9.04982699871849e-12
97,7.46283165166178e-08
98,9.53962674108941e-07
99,1.0283668271804e-08
100,0.000602109767442623
101,0.00205885335103282
102,0.0233900046907055
103,0.0109541566185255
104,0.0216710905419854
105,0.151868779537751
106,0.284786650440618
107,0.579586340622726
108,0.0204475496882939
109,0.15994403012636
110,0.02962320192959
111,0.00884161329632493
112,0.000271363643602223
113,0.096240525558634
114,0.229455390751815
115,0.782946942087398
116,0.141307418129621
117,0.76933597079232
118,0.822145642195856
119,0.0369270020508781
120,0.133599994128936
121,0.093900057553364
122,0.00487912525567984
123,0.0492282094591293
124,0.609295944130404
125,0.000808267720455318
126,0.000214426123738768
127,0.116899841991364
128,0.000605118908720819
129,1.4833393618955e-05
130,0.414435286323957
131,0.656452062260938
132,0.49858509888852
133,0.204515934971333
134,0.522682298905719
135,0.00300165035804048
136,0.130887205767722
137,0.095309752056256
138,0.131522343122785
139,0.906064598488031
140,0.346527727081635
141,0.699889599563316
142,0.265663722365112
143,0.969505908368486
144,0.0335384905237771
145,0.0879460002436646
146,0.724170391505606
147,0.193664413389337
148,0.0812575500546328
149,0.464828195330891
150,0.870142924756762
151,0.757878583750897
152,0.357467761092084
153,0.00404425413079256
154,0.732057941541854
155,0.0957269648735413
156,0.993800877536782
157,0.726947777623503
158,0.144336845149148
159,0.409100678165713
160,0.0195086408464101
161,0.255473607019445
162,0.405440536603787
163,0.318171843989538
164,0.750790886423408
165,0.73895923509453
166,0.584985589285301
167,0.145561007601006
168,0.449891085780361
169,0.00732179131576131
170,5.85577663701969e-05
171,0.617238659939193
172,0.595165214532556
173,0.632368066455494
174,0.500723455461606
175,1.51584183647807e-09
176,9.75649870831237e-07
177,1.4503856929268e-08
178,0.66015919671755
179,0.749875910316032
180,0.0116756901801442
181,0.00767573743941394
182,0.769801172605016
183,0.139493060434889
184,0.486104911507569
