"","igraph.degree","igraph.closeness","igraph.betweenness","igraph.cen.degree"
"ASV_13",5,0.00246305418719212,0,5
"ASV_555",5,0.00246305418719212,0,5
"ASV_239",5,0.00246305418719212,0,5
"ASV_89",5,0.00246305418719212,0,5
"ASV_1344",5,0.00246305418719212,0,5
"ASV_131",5,0.00246305418719212,0,5
"ASV_789",5,0.00246305418719212,0,5
"ASV_1377",5,0.00246305418719212,0,5
"ASV_413",5,0.00246305418719212,0,5
"ASV_187",5,0.00246305418719212,0,5
"ASV_25",4,0.0024752026949524,0,4
"ASV_74",4,0.0024752026949524,0,4
"ASV_804",4,0.0024752026949524,0,4
"ASV_177",7,0.00247524752475248,12,7
"ASV_9",10,0.00249376558603491,0,10
"ASV_64",10,0.00249376558603491,0,10
"ASV_15",10,0.00249376558603491,0,10
"ASV_136",10,0.00249376558603491,0,10
"ASV_149",10,0.00249376558603491,0,10
"ASV_94",10,0.00249376558603491,0,10
"ASV_347",10,0.00249376558603491,0,10
"ASV_367",10,0.00249376558603491,0,10
"ASV_433",10,0.00249376558603491,0,10
"ASV_1028",10,0.00249376558603491,0,10
"ASV_106",3,0.00245098039215686,0,3
"ASV_549",3,0.00245098039215686,0,3
"ASV_1061",3,0.00245098039215686,0,3
"ASV_80",1,0.0024390243902439,0,1
"ASV_282",1,0.0024390243902439,0,1
"ASV_47",25,0.00268073726813257,0,25
"ASV_57",25,0.00268073726813257,0,25
"ASV_65",25,0.00268073726813257,0,25
"ASV_204",25,0.00268073726813257,0,25
"ASV_417",25,0.00268073726813257,0,25
"ASV_104",25,0.00268073726813257,0,25
"ASV_218",25,0.00268073726813257,0,25
"ASV_508",25,0.00268073726813257,0,25
"ASV_208",25,0.00268073726813257,0,25
"ASV_454",25,0.00268073726813257,0,25
"ASV_293",25,0.00268073726813257,0,25
"ASV_2759",25,0.00268073726813257,0,25
"ASV_1195",25,0.00268073726813257,0,25
"ASV_493",25,0.00268073726813257,0,25
"ASV_666",25,0.00268073726813257,0,25
"ASV_195",25,0.00268073726813257,0,25
"ASV_159",25,0.00268073726813257,0,25
"ASV_354",25,0.00268073726813257,0,25
"ASV_422",25,0.00268073726813257,0,25
"ASV_690",25,0.00268073726813257,0,25
"ASV_644",25,0.00268073726813257,0,25
"ASV_2206",38,0.00268096514745308,325,38
"ASV_714",25,0.00268073726813257,0,25
"ASV_1696",25,0.00268073726813257,0,25
"ASV_824",25,0.00268073726813257,0,25
"ASV_372",2,0.00244498777506112,0,2
"ASV_734",2,0.00244498777506112,0,2
"ASV_858",3,0.00245098039215686,0,3
"ASV_456",3,0.00245098039215686,0,3
"ASV_269",3,0.00245098039215686,0,3
"ASV_30",3,0.00245098039215686,0,3
"ASV_72",3,0.00245098039215686,0,3
"ASV_88",3,0.00245098039215686,0,3
"ASV_298",9,0.00248756218905473,0,9
"ASV_338",9,0.00248756218905473,0,9
"ASV_1277",9,0.00248756218905473,0,9
"ASV_1902",9,0.00248756218905473,0,9
"ASV_1980",9,0.00248756218905473,0,9
"ASV_1842",9,0.00248756218905473,0,9
"ASV_1912",9,0.00248756218905473,0,9
"ASV_1614",9,0.00248756218905473,0,9
"ASV_740",9,0.00248756218905473,0,9
"ASV_3037",1,0.0024390243902439,0,1
"ASV_148",21,0.00269508114823604,0,21
"ASV_34",21,0.00269508114823604,0,21
"ASV_273",21,0.00269508114823604,0,21
"ASV_276",21,0.00269508114823604,0,21
"ASV_77",21,0.00269508114823604,0,21
"ASV_70",21,0.00269508114823604,0,21
"ASV_28",21,0.00269508114823604,0,21
"ASV_165",21,0.00269508114823604,0,21
"ASV_503",21,0.00269508114823604,0,21
"ASV_142",21,0.00269508114823604,0,21
"ASV_179",21,0.00269508114823604,0,21
"ASV_691",40,0.00269541778975741,190,40
"ASV_572",21,0.00269508114823604,0,21
"ASV_540",21,0.00269508114823604,0,21
"ASV_802",21,0.00269508114823604,0,21
"ASV_1745",21,0.00269508114823604,0,21
"ASV_408",21,0.00269508114823604,0,21
"ASV_865",21,0.00269508114823604,0,21
"ASV_1057",40,0.00269541778975741,190,40
"ASV_994",21,0.00269508114823604,0,21
"ASV_590",21,0.00269508114823604,0,21
"ASV_19",13,0.00268052695237161,0,13
"ASV_68",13,0.00268052695237161,0,13
"ASV_299",13,0.00268052695237161,0,13
"ASV_364",13,0.00268052695237161,0,13
"ASV_59",13,0.00268052695237161,0,13
"ASV_767",13,0.00268052695237161,0,13
"ASV_434",13,0.00268052695237161,0,13
"ASV_321",13,0.00268052695237161,0,13
"ASV_1332",13,0.00268052695237161,0,13
"ASV_234",13,0.00268052695237161,0,13
"ASV_215",13,0.00268052695237161,0,13
"ASV_659",13,0.00268052695237161,0,13
"ASV_123",11,0.00253797679917794,0,11
"ASV_118",11,0.00253797679917794,0,11
"ASV_380",11,0.00253797679917794,0,11
"ASV_199",11,0.00253797679917794,0,11
"ASV_286",11,0.00253797679917794,0,11
"ASV_356",11,0.00253797679917794,0,11
"ASV_2141",11,0.00253797679917794,0,11
"ASV_1789",11,0.00253797679917794,0,11
"ASV_246",11,0.00253797679917794,0,11
"ASV_2416",11,0.00253797679917794,0,11
"ASV_2201",17,0.00253807106598985,66,17
"ASV_200",1,0.0024390243902439,0,1
"ASV_378",1,0.0024390243902439,0,1
"ASV_24",21,0.00262452070490785,0,21
"ASV_107",21,0.00262452070490785,0,21
"ASV_188",21,0.00262452070490785,0,21
"ASV_866",21,0.00262452070490785,0,21
"ASV_963",21,0.00262452070490785,0,21
"ASV_418",21,0.00262452070490785,0,21
"ASV_470",21,0.00262452070490785,0,21
"ASV_947",21,0.00262452070490785,0,21
"ASV_729",21,0.00262452070490785,0,21
"ASV_506",21,0.00262452070490785,0,21
"ASV_170",21,0.00262452070490785,0,21
"ASV_1029",21,0.00262452070490785,0,21
"ASV_1245",21,0.00262452070490785,0,21
"ASV_1227",30,0.0026246719160105,90,30
"ASV_314",21,0.00262452070490785,0,21
"ASV_402",21,0.00262452070490785,0,21
"ASV_100",21,0.00262452070490785,0,21
"ASV_3126",30,0.0026246719160105,90,30
"ASV_377",21,0.00262452070490785,0,21
"ASV_629",21,0.00262452070490785,0,21
"ASV_8",21,0.00262452070490785,0,21
"ASV_46",20,0.00269506343259055,0,20
"ASV_33",20,0.00269506343259055,0,20
"ASV_219",20,0.00269506343259055,0,20
"ASV_50",20,0.00269506343259055,0,20
"ASV_221",20,0.00269506343259055,0,20
"ASV_223",20,0.00269506343259055,0,20
"ASV_504",20,0.00269506343259055,0,20
"ASV_674",20,0.00269506343259055,0,20
"ASV_194",20,0.00269506343259055,0,20
"ASV_526",20,0.00269506343259055,0,20
"ASV_183",20,0.00269506343259055,0,20
"ASV_869",20,0.00269506343259055,0,20
"ASV_1426",20,0.00269506343259055,0,20
"ASV_663",20,0.00269506343259055,0,20
"ASV_999",20,0.00269506343259055,0,20
"ASV_216",20,0.00269506343259055,0,20
"ASV_307",20,0.00269506343259055,0,20
"ASV_511",20,0.00269506343259055,0,20
"ASV_44",7,0.00249372008296181,0,7
"ASV_128",7,0.00249372008296181,0,7
"ASV_26",7,0.00249372008296181,0,7
"ASV_205",7,0.00249372008296181,0,7
"ASV_23",7,0.00249372008296181,0,7
"ASV_1236",7,0.00249372008296181,0,7
"ASV_2804",10,0.00249376558603491,21,10
"ASV_790",5,0.00246305418719212,0,5
"ASV_646",5,0.00246305418719212,0,5
"ASV_281",5,0.00246305418719212,0,5
"ASV_683",5,0.00246305418719212,0,5
"ASV_535",5,0.00246305418719212,0,5
"ASV_556",3,0.00245098039215686,0,3
"ASV_843",3,0.00245098039215686,0,3
"ASV_655",3,0.00245098039215686,0,3
"ASV_796",3,0.00247518775204656,0,3
"ASV_1047",3,0.00247518775204656,0,3
"ASV_189",2,0.00244498777506112,0,2
"ASV_949",2,0.00244498777506112,0,2
"ASV_45",5,0.00249990853993147,0,5
