OTU	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU_9658	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	MWH-UniP1 aquatic group	uncultured bacterium
OTU_1072	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Candidatus Aquirestis	uncultured Haliscomenobacter sp.
OTU_1968	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	Prochlorothrix	uncultured cyanobacterium
OTU_2443	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Limnohabitans	uncultured bacterium
OTU_5373	Bacteria	Cyanobacteria	Chloroplast	Guillardia theta	Unassigned	Unassigned	Unassigned
OTU_9781	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sandarakinorhabdus	Sandarakinorhabdus sp. AAP62
OTU_10915	Bacteria	Cyanobacteria	Chloroplast	Guillardia theta	Unassigned	Unassigned	Unassigned
OTU_11911	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	CL500-29 marine group	uncultured bacterium
OTU_8670	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	Prochlorothrix	uncultured cyanobacterium
OTU_12302	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp. THG-DN6.19
OTU_9109	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIV	FamilyI	Aphanizomenon	Cuspidothrix issatschenkoi
OTU_3530	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Solimonadaceae	uncultured	uncultured gamma proteobacterium
OTU_1513	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	12up	uncultured bacterium
OTU_10923	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Paucimonas	uncultured bacterium
OTU_9041	Bacteria	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae	Candidatus Methylopumilus	uncultured bacterium
OTU_10655	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	uncultured	uncultured prokaryote
OTU_8479	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Candidatus Limnoluna	uncultured bacterium
OTU_6537	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	NS11-12 marine group	uncultured Sphingobacterium sp.	Unassigned
OTU_8095	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae	Unassigned	Unassigned
OTU_6076	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	uncultured bacterium
OTU_498	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	CL500-29 marine group	uncultured bacterium
OTU_2971	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Sporichthyaceae	uncultured actinobacterium	Unassigned
OTU_8837	Bacteria	Cyanobacteria	Chloroplast	Guillardia theta	Unassigned	Unassigned	Unassigned
OTU_10136	Bacteria	Actinobacteria	Actinobacteria	PeM15	uncultured bacterium	Unassigned	Unassigned
OTU_6207	Bacteria	Verrucomicrobia	OPB35 soil group	uncultured bacterium	Unassigned	Unassigned	Unassigned
OTU_4531	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	uncultured bacterium
OTU_11223	Bacteria	Cyanobacteria	Chloroplast	Chaetoceros affinis	Unassigned	Unassigned	Unassigned
OTU_9373	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Unassigned	Unassigned
OTU_4471	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	TK34	uncultured bacterium	Unassigned
OTU_1091	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	env.OPS 17	uncultured bacterium	Unassigned
OTU_1639	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	uncultured	uncultured soil bacterium
OTU_11987	Bacteria	Cyanobacteria	Chloroplast	uncultured diatom	Unassigned	Unassigned	Unassigned
OTU_5922	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	NS11-12 marine group	uncultured bacterium	Unassigned
OTU_6603	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	uncultured Bacteroidetes bacterium
OTU_9332	Bacteria	Cyanobacteria	Chloroplast	Guillardia theta	Unassigned	Unassigned	Unassigned
OTU_5692	Bacteria	Verrucomicrobia	Spartobacteria	Chthoniobacterales	Chthoniobacterales Incertae Sedis	Terrimicrobium	uncultured bacterium
OTU_1555	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	Polynucleobacter cosmopolitanus
OTU_5965	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Dinghuibacter	uncultured bacterium
OTU_5813	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Sediminibacterium	uncultured bacterium
OTU_5214	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Sphaerotilus	uncultured bacterium
OTU_8211	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	uncultured	Unassigned
OTU_10885	Bacteria	Cyanobacteria	Chloroplast	Mychonastes homosphaera	Unassigned	Unassigned	Unassigned
OTU_1162	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Limnohabitans	uncultured bacterium
OTU_8257	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	uncultured	Betaproteobacteria bacterium UKL13-2
OTU_10280	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Unassigned	Unassigned
OTU_3776	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Limnobacter	uncultured bacterium
OTU_10044	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIV	FamilyI	Cylindrospermosis	Unassigned
OTU_5806	Bacteria	Chlorobi	Chlorobia	Chlorobiales	OPB56	uncultured bacterium	Unassigned
OTU_2383	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	uncultured bacterium
OTU_11870	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae	Methylosinus	uncultured bacterium
OTU_6060	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Sporichthyaceae	hgcI clade	actinobacterium SCGC AAA041-L13
OTU_8297	Bacteria	Cyanobacteria	Chloroplast	Guillardia theta	Unassigned	Unassigned	Unassigned
OTU_5817	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	CL500-29 marine group	uncultured bacterium
OTU_10171	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Dinghuibacter	uncultured Bacteroidetes bacterium
OTU_4586	Bacteria	Armatimonadetes	Armatimonadia	Armatimonadales	Armatimonadaceae	Armatimonas	uncultured bacterium
OTU_8125	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	Planktothrix	Planktothrix agardhii HAB637
OTU_12262	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI	Synechococcus	Unassigned
OTU_3471	Bacteria	Actinobacteria	Actinobacteria	PeM15	uncultured actinobacterium	Unassigned	Unassigned
OTU_6194	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Limnobacter	uncultured bacterium
OTU_1375	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Sphaerotilus	uncultured bacterium
OTU_3956	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	uncultured Sphingomonadaceae bacterium
OTU_7579	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Limnobacter	uncultured bacterium
OTU_9438	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Candidatus Aquirestis	uncultured Haliscomenobacter sp.
OTU_10236	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	I-10	uncultured bacterium	Unassigned
OTU_9453	Bacteria	Cyanobacteria	Chloroplast	uncultured diatom	Unassigned	Unassigned	Unassigned
OTU_8756	Bacteria	Cyanobacteria	Chloroplast	uncultured bacterium	Unassigned	Unassigned	Unassigned
OTU_12036	Bacteria	Verrucomicrobia	OPB35 soil group	uncultured Verrucomicrobia bacterium	Unassigned	Unassigned	Unassigned
OTU_10986	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Unassigned	Unassigned
OTU_11630	Bacteria	Actinobacteria	Actinobacteria	PeM15	uncultured marine bacterium	Unassigned	Unassigned
OTU_8489	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Leptothrix	uncultured beta proteobacterium
OTU_1480	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Fluviicola	Unassigned
OTU_10207	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	Rhizomicrobium	uncultured bacterium
OTU_1607	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	uncultured	uncultured bacterium
OTU_5083	Bacteria	Proteobacteria	SPOTSOCT00m83	uncultured proteobacterium	Unassigned	Unassigned	Unassigned
OTU_9625	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS9 marine group	uncultured Bacteroidetes bacterium	Unassigned
OTU_11631	Bacteria	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	uncultured	uncultured bacterium
OTU_5887	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Candidatus Limnoluna	uncultured bacterium
OTU_11550	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	uncultured bacterium
OTU_4324	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	Roseiflexus	Unassigned
OTU_8311	Bacteria	Actinobacteria	Actinobacteria	PeM15	uncultured actinobacterium	Unassigned	Unassigned
OTU_5042	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Paucimonas	uncultured bacterium
OTU_1908	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIV	FamilyI	Cylindrospermosis	Unassigned
OTU_6967	Bacteria	Proteobacteria	Betaproteobacteria	TRA3-20	uncultured beta proteobacterium	Unassigned	Unassigned
OTU_6166	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI	Prochlorococcus	uncultured bacterium
OTU_11126	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Paucimonas	uncultured bacterium
OTU_6078	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	env.OPS 17	uncultured bacterium	Unassigned
OTU_10602	Bacteria	Cyanobacteria	Chloroplast	Unassigned	Unassigned	Unassigned	Unassigned
OTU_406	Bacteria	Verrucomicrobia	Verrucomicrobia Incertae Sedis	Unknown Order	Unknown Family	Candidatus Methylacidiphilum	uncultured bacterium
OTU_9396	Bacteria	Verrucomicrobia	OPB35 soil group	uncultured bacterium	Unassigned	Unassigned	Unassigned
OTU_3426	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	Prochlorothrix	uncultured cyanobacterium
OTU_2089	Bacteria	Cyanobacteria	Chloroplast	uncultured diatom	Unassigned	Unassigned	Unassigned
OTU_11877	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	uncultured bacterium
OTU_8764	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sandarakinorhabdus	Sandarakinorhabdus sp. AAP62
OTU_2568	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	uncultured bacterium
OTU_10499	Bacteria	Cyanobacteria	Chloroplast	uncultured diatom	Unassigned	Unassigned	Unassigned
OTU_599	Bacteria	Verrucomicrobia	Verrucomicrobia Incertae Sedis	Unknown Order	Unknown Family	Candidatus Methylacidiphilum	uncultured bacterium
OTU_8502	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIV	FamilyI	Aphanizomenon	Cuspidothrix issatschenkoi
OTU_4460	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI	Synechococcus	Unassigned
OTU_5441	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	env.OPS 17	uncultured bacterium	Unassigned
OTU_456	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Limnohabitans	uncultured bacterium
OTU_811	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Limnohabitans	uncultured bacterium
OTU_3059	Bacteria	Chlorobi	Chlorobia	Chlorobiales	OPB56	uncultured bacterium	Unassigned
OTU_3518	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	uncultured	uncultured bacterium
OTU_9277	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Sporichthyaceae	hgcI clade	actinobacterium SCGC AAA041-L13
OTU_8722	Bacteria	Actinobacteria	Actinobacteria	PeM15	uncultured bacterium	Unassigned	Unassigned
OTU_3350	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	FukuN57	uncultured bacterium	Unassigned
OTU_9873	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	Limnothrix	uncultured bacterium
OTU_363	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Sporichthyaceae	hgcI clade	uncultured bacterium
OTU_6491	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIV	FamilyI	Cylindrospermosis	Unassigned
OTU_10140	Bacteria	Cyanobacteria	Chloroplast	uncultured diatom	Unassigned	Unassigned	Unassigned
OTU_4139	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Paucimonas	uncultured bacterium
OTU_5798	Bacteria	Chlorobi	Chlorobia	Chlorobiales	OPB56	uncultured bacterium	Unassigned
OTU_3587	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIV	FamilyI	uncultured Aphanizomenon sp.	Unassigned
OTU_11067	Bacteria	Cyanobacteria	Chloroplast	Guillardia theta	Unassigned	Unassigned	Unassigned
OTU_7813	Bacteria	Armatimonadetes	Armatimonadia	Armatimonadales	Armatimonadaceae	Armatimonas	uncultured bacterium
OTU_1031	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ottowia	uncultured bacterium
OTU_7462	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Sporichthyaceae	hgcI clade	uncultured actinobacterium
OTU_6832	Bacteria	Cyanobacteria	Chloroplast	Guillardia theta	Unassigned	Unassigned	Unassigned
OTU_11314	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Sporichthyaceae	hgcI clade	Unassigned
OTU_10240	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	CL500-29 marine group	uncultured bacterium
OTU_12370	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Paucimonas	uncultured bacterium
OTU_4137	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS9 marine group	uncultured bacterium	Unassigned
OTU_8064	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	uncultured bacterium
OTU_7951	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Sporichthyaceae	hgcI clade	uncultured bacterium
OTU_600	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Pseudarcicella	uncultured bacterium
OTU_9748	Bacteria	Verrucomicrobia	Spartobacteria	Chthoniobacterales	LD29	uncultured bacterium	Unassigned
OTU_3328	Bacteria	Cyanobacteria	Chloroplast	uncultured diatom	Unassigned	Unassigned	Unassigned
OTU_1701	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Limnohabitans	uncultured bacterium
OTU_9930	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ottowia	uncultured bacterium
OTU_7551	Bacteria	Verrucomicrobia	Spartobacteria	Chthoniobacterales	LD29	uncultured bacterium	Unassigned
OTU_10124	Bacteria	Cyanobacteria	Chloroplast	Guillardia theta	Unassigned	Unassigned	Unassigned
OTU_8051	Bacteria	Cyanobacteria	Chloroplast	uncultured diatom	Unassigned	Unassigned	Unassigned
OTU_6691	Bacteria	Chlorobi	Chlorobia	Chlorobiales	OPB56	uncultured bacterium	Unassigned
OTU_12272	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadales Incertae Sedis	Acidibacter	uncultured bacterium
OTU_5664	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae	Methylosinus	uncultured bacterium
OTU_3053	Bacteria	Cyanobacteria	Chloroplast	uncultured diatom	Unassigned	Unassigned	Unassigned
OTU_11323	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium	uncultured bacterium
OTU_6016	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	Planktothrix	Planktothrix agardhii HAB637
OTU_12252	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Dinghuibacter	uncultured bacterium
OTU_11926	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	Roseiflexus	Unassigned
OTU_11054	Bacteria	Acidobacteria	Solibacteres	Solibacterales	Solibacteraceae (Subgroup 3)	Paludibaculum	uncultured bacterium
OTU_3278	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	TK34	uncultured bacterium	Unassigned
OTU_8071	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	uncultured	uncultured soil bacterium
OTU_4621	Bacteria	Actinobacteria	Actinobacteria	PeM15	uncultured actinobacterium	Unassigned	Unassigned
OTU_885	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Sporichthyaceae	hgcI clade	Unassigned
OTU_4699	Bacteria	Cyanobacteria	Chloroplast	Guillardia theta	Unassigned	Unassigned	Unassigned
OTU_8770	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	CL500-29 marine group	uncultured bacterium
OTU_5027	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	CL500-29 marine group	uncultured actinobacterium
OTU_1154	Bacteria	Chlorobi	Chlorobia	Chlorobiales	OPB56	uncultured bacterium	Unassigned
OTU_6425	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	uncultured bacterium
OTU_6697	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	CL500-29 marine group	uncultured bacterium
OTU_9592	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	CL500-29 marine group	uncultured bacterium
OTU_7096	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Candidatus Limnoluna	uncultured bacterium
OTU_4283	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Candidatus Aquirestis	uncultured Haliscomenobacter sp.
OTU_4694	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Limnobacter	uncultured bacterium
OTU_9966	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	uncultured	Unassigned
OTU_10215	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	Planktothrix	uncultured bacterium
OTU_6255	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	uncultured	uncultured bacterium
OTU_9662	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Limnohabitans	uncultured bacterium
OTU_9673	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Unassigned	Unassigned
OTU_4451	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI	Prochlorococcus	uncultured bacterium
OTU_10951	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	uncultured	uncultured Bacteroidetes bacterium
OTU_11466	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	LD12 freshwater group	uncultured bacterium	Unassigned
OTU_10498	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Unassigned	Unassigned
OTU_7056	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS9 marine group	uncultured Bacteroidetes bacterium	Unassigned
OTU_2946	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Limnohabitans	uncultured bacterium
OTU_10961	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas salmonicida
OTU_3533	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	env.OPS 17	uncultured Bacteroidetes bacterium	Unassigned
OTU_8938	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	TK34	uncultured bacterium	Unassigned
OTU_8239	Bacteria	Cyanobacteria	Chloroplast	Guillardia theta	Unassigned	Unassigned	Unassigned
OTU_5503	Bacteria	Cyanobacteria	Chloroplast	uncultured diatom	Unassigned	Unassigned	Unassigned
OTU_3081	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas	uncultured Polaromonas sp.
OTU_7643	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Limnohabitans	uncultured bacterium
OTU_6679	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	uncultured	uncultured bacterium
OTU_9544	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	uncultured bacterium
OTU_1421	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	Polynucleobacter cosmopolitanus
OTU_2693	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIV	FamilyI	Cylindrospermosis	Unassigned
OTU_9272	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Candidatus Aquiluna	uncultured bacterium
OTU_9121	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Unassigned	Unassigned
OTU_911	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	env.OPS 17	uncultured bacterium	Unassigned
OTU_1043	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	env.OPS 17	uncultured bacterium	Unassigned
OTU_2611	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	env.OPS 17	uncultured bacterium	Unassigned
OTU_4412	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	env.OPS 17	uncultured bacterium	Unassigned
OTU_3772	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	env.OPS 17	uncultured bacterium	Unassigned
OTU_1762	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Candidatus Aquirestis	uncultured Haliscomenobacter sp.
OTU_4931	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	env.OPS 17	uncultured bacterium	Unassigned
