#OTUID	SY01_1	SY01_2	SY01_3	SY02_1	SY02_2	SY02_3	SY03_1	SY03_2	SY03_3	SY04_1	SY04_2	SY04_3	SY05_1	SY05_2	SY05_3	SY06_1	SY06_2	SY06_3	SY07_1	SY07_2	SY07_3	SY08_1	SY08_2	SY08_3	SY09_1	SY09_2	SY09_3	SY10_1	SY10_2	SY10_3	SY11_1	SY11_2	SY11_3	SY12_2	SY12_3
OTU_3692	0	2	3	0	9	2	0	28	0	0	37	1	0	0	0	1	0	1	6	5	4	0	1	0	1	2	2	0	0	0	0	0	0	0	0
OTU_2966	0	1	18	0	0	9	0	0	4	0	0	11	5	7	30	0	0	3	3	0	8	0	0	1	0	0	7	2	0	2	0	0	0	0	0
OTU_6838	0	0	9	0	0	11	0	0	0	2	0	0	0	0	4	0	0	1	0	0	0	5	1	0	0	0	0	0	0	0	0	8	21	10	14
OTU_6533	0	4	0	0	0	0	3	12	0	1	4	0	5	0	1	1	9	2	0	0	0	0	2	0	2	0	1	0	0	0	0	0	2	3	0
OTU_2728	0	1	5	0	0	3	0	0	1	0	0	1	0	56	0	0	0	0	0	3	3	0	0	0	0	0	0	3	0	2	0	1	0	0	1
OTU_2221	0	7	2	0	0	3	5	0	0	2	0	0	0	0	0	13	19	1	13	0	0	3	1	0	1	0	0	0	0	0	6	3	2	1	6
OTU_12210	0	4	1	3	4	2	0	2	0	0	1	0	0	0	0	21	0	0	24	0	0	0	1	0	0	0	0	2	0	0	6	3	9	1	6
OTU_11878	0	6	1	1	2	11	2	7	1	0	3	2	0	2	0	0	3	4	0	0	0	0	0	0	2	0	1	3	1	3	0	0	0	1	2
OTU_1764	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	4	0	1	2	58	8	0	0	0	0	0
OTU_2355	0	0	0	9	3	0	1	0	1	3	0	4	0	1	0	1	0	0	1	0	0	12	3	8	2	4	3	5	0	6	1	0	4	0	3
OTU_9366	0	0	0	0	2	0	0	0	6	0	0	8	140	33	91	13	0	2	17	29	69	20	6	15	7	2	26	2	1	0	0	0	0	0	0
OTU_8409	0	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	7	0	0	1	0	0
OTU_10478	0	4	0	1	3	1	0	36	0	0	41	0	2	5	6	0	0	0	4	10	6	0	0	1	1	2	1	0	0	0	0	0	0	0	0
OTU_3023	0	2	2	0	5	1	2	5	1	0	1	0	0	0	0	2	3	0	4	0	0	2	6	0	3	1	0	0	0	0	0	0	4	4	0
OTU_4823	0	0	3	0	0	4	2	0	0	7	0	1	1	0	0	0	5	0	2	0	0	2	5	1	0	0	0	2	0	0	3	2	0	2	0
OTU_4565	0	2	3	0	2	0	2	1	6	0	0	11	1	1	5	7	3	23	7	0	6	3	2	23	7	0	26	24	3	8	0	3	13	2	24
OTU_4051	0	2	20	0	2	56	0	0	41	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1912	0	2	3	0	4	7	0	0	8	0	0	3	1	7	0	3	0	20	3	0	0	0	0	3	1	4	3	2	0	20	0	0	2	4	3
OTU_8256	0	4	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	3	8
OTU_8684	0	0	14	0	1	28	0	0	28	0	1	18	3	4	4	1	0	0	0	0	2	2	3	0	1	0	0	0	0	0	0	0	0	0	0
OTU_6366	0	0	0	0	0	3	0	0	1	0	0	3	1	0	4	4	2	1	0	0	0	0	7	14	2	1	1	6	5	0	0	0	0	0	0
OTU_9316	0	3	0	1	0	0	0	8	0	1	3	0	0	0	2	1	0	1	0	0	0	1	2	5	0	0	0	1	3	0	0	1	0	0	1
OTU_11049	0	5	0	0	1	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	2
OTU_11179	0	2	8	0	0	65	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3143	0	4	6	0	9	2	0	0	3	0	0	0	0	0	0	0	3	3	0	0	0	1	0	0	2	0	0	0	0	0	0	10	10	5	6
OTU_7625	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	1	4	2	3	3
OTU_7246	0	0	0	0	2	2	0	0	0	0	0	0	5	0	0	2	3	2	1	0	0	4	3	0	7	1	1	0	0	1	1	4	3	3	8
OTU_2643	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	28	125	27	3	1	0	1	0
OTU_10578	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_8988	0	1	3	0	6	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	7	1	0	0	1
OTU_3366	0	0	2	1	0	1	2	0	5	0	0	4	0	1	0	4	1	13	4	0	1	0	1	3	0	3	10	2	0	10	2	0	3	0	3
OTU_7231	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	13	0	0	0	0	0	2	0	1	2	0	0	2	0	0	0
OTU_7531	0	2	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	4	0	10
OTU_7528	0	0	0	0	0	0	1	3	1	0	0	0	12	0	4	1	0	0	1	2	5	3	0	4	2	4	7	0	3	0	0	0	0	0	0
OTU_687	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	2	7	0	0	0	0	2	4	1	165	81	100	0	1	3	6	6
OTU_9276	0	1	0	0	0	0	0	0	12	0	0	7	0	0	0	0	0	3	0	0	0	0	3	21	1	0	21	10	4	18	0	13	11	11	25
OTU_6242	0	1	0	0	1	0	0	48	0	0	37	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	10	10	5
OTU_11157	0	1	0	0	3	0	1	0	0	0	0	2	1	1	1	0	0	0	0	0	2	0	0	1	3	0	4	3	1	2	3	0	0	0	0
OTU_11468	0	9	4	0	4	5	6	5	0	5	0	2	0	0	0	0	3	1	0	1	0	0	2	0	0	4	0	0	5	1	13	7	0	2	4
OTU_3008	0	5	8	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	25	23	20	24	23
OTU_835	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	2	0	0	2	0	14	2	5	36	256	30	0	0	0	0	0
OTU_2744	0	2	6	0	0	4	6	2	5	10	0	4	5	2	3	0	1	9	2	0	0	0	0	0	3	2	14	1	1	6	1	3	2	0	3
OTU_8395	0	3	3	1	0	6	0	1	23	0	2	20	1	4	4	0	0	6	0	3	0	0	1	11	2	6	3	0	0	0	0	2	8	0	10
OTU_7667	0	0	0	1	5	0	10	16	1	2	0	1	2	21	6	8	2	0	8	0	2	1	2	2	3	5	0	0	1	0	0	4	0	0	0
OTU_3500	0	0	0	0	0	0	0	2	3	0	1	3	19	2	0	10	0	3	8	0	0	2	0	0	4	10	40	24	19	17	0	0	0	0	0
OTU_9600	0	2	0	0	0	0	3	7	0	16	8	0	0	0	0	8	14	0	0	0	0	4	2	0	2	0	0	0	0	0	3	2	6	0	12
OTU_11034	0	0	0	0	1	0	2	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_7983	0	2	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	4	20	22	20	17
OTU_10663	0	2	4	0	0	2	4	0	4	4	0	0	3	0	0	1	10	1	2	0	0	2	7	0	0	0	0	1	1	0	1	0	3	1	0
OTU_3614	0	1	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	10	4	9	8	8
OTU_4038	0	2	2	0	0	1	0	0	43	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0
OTU_7218	0	3	0	0	1	1	0	3	0	1	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	3	2	0	1	0	4	0	0
OTU_7173	0	1	0	1	0	0	4	1	0	4	0	3	2	8	1	0	0	0	0	1	0	0	1	0	2	10	5	1	2	2	0	0	1	1	0
OTU_10254	0	0	6	0	0	3	0	2	0	0	1	2	0	1	1	0	0	0	0	0	0	0	0	0	5	0	0	3	4	0	0	0	0	0	0
OTU_5722	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2
OTU_11133	0	1	1	2	0	5	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	2
OTU_9636	0	4	0	6	2	0	0	1	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	4	6	0	0	0	0	0	0
OTU_12116	0	2	3	0	0	1	1	2	0	2	2	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	6	15	14	16	5	26	7
OTU_5906	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	6	5	0	0	0	0	0
OTU_10748	0	3	0	0	4	0	8	3	0	11	5	0	2	0	0	3	11	1	5	0	0	2	2	0	0	0	0	0	0	0	3	4	11	4	5
OTU_4204	0	2	9	0	5	8	3	0	4	3	0	0	0	0	0	0	0	0	0	0	0	1	2	5	0	0	0	0	0	2	46	39	51	30	44
OTU_12022	0	2	3	2	1	1	4	0	4	4	6	3	2	14	3	1	0	0	1	0	0	0	2	5	4	1	3	4	2	0	0	0	0	0	0
OTU_8979	0	1	0	0	0	0	1	0	3	2	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_8750	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_7670	0	1	0	2	0	0	3	0	2	0	0	6	6	0	0	8	0	1	3	0	0	0	2	0	1	0	0	0	0	1	4	1	2	3	0
OTU_3373	0	4	2	0	2	0	1	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	18	19	9
OTU_5521	0	0	1	2	0	4	0	29	0	0	43	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_5346	0	1	4	0	1	3	0	0	12	0	0	7	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1	1	1	1	0
OTU_5724	0	0	1	2	0	0	0	0	1	1	0	0	9	0	0	1	0	0	4	0	1	4	6	0	4	1	0	4	0	4	0	0	2	6	7
OTU_2491	0	2	5	0	2	2	0	2	12	0	0	2	0	2	1	0	0	12	1	0	0	0	0	0	11	4	2	0	0	7	0	0	0	0	0
OTU_9668	0	1	0	0	4	0	0	0	0	0	0	0	5	1	1	0	4	0	0	0	1	0	0	0	0	0	1	0	0	0	6	2	1	6	0
OTU_10239	0	0	8	0	1	6	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	4	0
OTU_11890	0	5	8	0	14	3	0	0	3	0	0	0	4	3	2	5	13	0	0	0	2	0	0	0	0	0	1	0	0	0	15	2	1	5	0
OTU_11650	0	2	4	0	1	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	5	2
OTU_2476	0	2	0	1	2	0	16	9	0	21	5	0	0	0	0	1	7	0	5	0	0	6	3	3	0	0	0	0	1	0	3	3	2	4	6
OTU_12378	0	2	0	0	1	2	3	0	0	4	0	0	0	0	0	3	4	3	5	0	0	0	6	5	3	0	0	0	0	1	0	0	3	4	1
OTU_1961	0	2	0	0	6	0	0	27	2	0	32	2	0	1	4	0	0	0	1	5	3	0	0	0	0	1	2	0	0	0	0	0	0	0	0
OTU_4772	0	3	1	1	2	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	1	8	16	0	3	2	2	0	5	1	0
OTU_1640	0	5	3	1	5	8	13	1	0	21	0	11	0	0	1	19	34	0	9	0	0	26	37	0	5	0	0	0	0	0	10	7	9	2	10
OTU_12284	0	1	3	0	2	2	0	0	2	0	0	8	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	2	0	0	1	1	0	2	0
OTU_6920	0	0	0	5	1	1	0	2	120	0	38	0	0	0	0	13	0	8	15	0	8	0	0	9	10	0	0	0	0	0	0	10	0	26	12
OTU_1029	0	3	11	6	2	3	0	42	0	5	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	9	23	10	20
OTU_7641	0	0	0	0	0	0	0	0	0	0	0	0	8	18	42	0	4	0	0	0	1	0	6	8	0	4	0	1	0	0	0	0	0	0	0
OTU_1928	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	0	33	20	31	0	0	0	0	0
OTU_7578	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	8	12	9	5	9
OTU_10243	0	1	0	0	0	0	0	0	0	0	0	0	3	4	8	0	0	0	0	0	0	1	0	0	0	0	2	4	0	0	0	0	0	0	0
OTU_5953	0	1	2	0	7	1	0	8	0	0	8	2	1	0	0	0	0	0	2	0	0	0	2	4	0	0	2	0	0	0	1	0	0	0	0
OTU_9439	0	0	0	0	3	0	0	0	2	0	0	0	0	2	9	2	7	0	7	0	1	0	2	6	0	4	0	1	8	3	1	0	1	1	0
OTU_4266	0	2	0	7	0	0	29	2	1	13	6	0	4	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	3	0	0	0	1
OTU_7506	0	2	10	0	1	3	1	2	22	1	0	23	2	4	3	8	0	8	2	0	0	0	0	0	9	5	4	2	0	10	0	0	0	1	0
OTU_10326	0	1	0	0	2	0	1	4	4	0	20	1	20	0	1	4	1	1	2	0	0	0	1	0	1	0	3	1	0	0	3	0	1	1	1
OTU_4201	0	2	10	0	0	3	0	0	6	0	2	11	5	0	0	0	0	0	1	2	3	0	0	0	3	0	1	3	1	8	0	1	1	0	0
OTU_6608	0	1	2	0	1	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	6	0	2	1	2
OTU_5689	0	1	1	0	2	4	0	0	3	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	12	7	17
OTU_1172	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	7	8	0	9	0	0	25	27	4	0	0	0	0	0	0	4	0	9	6	3
OTU_9888	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	27	19	20	0	1	0	0	3
OTU_9663	0	0	0	0	0	0	0	0	2	1	0	2	0	0	0	0	2	0	2	0	0	1	3	0	0	1	4	0	1	3	0	0	2	7	4
OTU_11242	0	0	0	0	0	0	27	0	0	30	0	0	2	1	4	4	27	0	3	0	0	4	2	1	1	0	0	0	0	0	0	1	0	0	0
OTU_4024	0	7	1	0	1	3	1	0	0	6	0	0	0	0	0	4	3	1	5	0	0	1	1	7	0	0	2	0	0	0	0	6	0	3	0
OTU_96	0	1	0	0	0	0	1	0	0	0	0	2	5	7	0	19	0	1	8	10	12	8	0	0	35	25	20	133	476	48	0	0	0	0	0
OTU_8350	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	2	3	2	1	3	0	0	0
OTU_10840	0	2	3	0	0	8	0	24	24	0	17	14	0	0	1	1	0	0	0	0	0	0	0	5	0	0	0	0	2	1	0	0	0	0	1
OTU_8381	0	2	2	0	2	1	0	0	1	0	0	1	1	0	0	0	0	3	1	0	0	2	0	0	4	2	10	2	1	1	0	0	0	1	0
OTU_9263	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
OTU_8838	0	1	3	0	3	3	4	0	0	2	0	0	3	0	0	20	23	0	18	0	0	1	0	1	0	0	0	1	1	0	5	4	1	6	3
OTU_11434	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0
OTU_1650	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	10	3	0	7	0	0	18	25	6	1	0	0	0	3	0	0	7	7	3	6
OTU_8016	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	0	7	0	0	8	13	1	0	0	0	0	0	0	0	0	4	2	4
OTU_10914	0	3	7	0	5	11	0	0	11	1	0	19	0	1	0	0	2	0	1	0	0	0	7	3	2	0	0	3	1	0	5	9	3	7	1
OTU_9347	0	0	5	0	0	7	0	0	24	0	3	20	0	0	0	3	0	3	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0
OTU_6434	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4516	0	6	5	0	0	2	0	2	14	0	3	31	1	0	5	0	0	0	0	0	1	1	0	0	0	5	0	6	10	51	3	4	2	0	1
OTU_6606	0	0	1	0	3	2	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	16	1	1	2	0
OTU_8123	0	6	1	0	2	0	0	1	1	0	2	2	15	7	0	1	0	5	3	2	0	1	0	1	0	0	2	19	9	4	4	2	3	2	2
OTU_11351	0	1	3	0	4	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	3	0
OTU_1828	0	0	1	0	0	2	1	25	0	1	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	6	2	6
OTU_10237	0	1	1	0	3	1	0	0	2	0	0	3	0	0	0	0	4	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
OTU_10476	0	0	1	0	0	3	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	3	0	0	0	0
OTU_9578	0	2	0	2	4	7	0	14	4	1	12	0	34	6	54	9	1	3	4	6	19	2	14	5	1	18	9	0	1	0	5	0	1	7	1
OTU_10770	0	1	0	1	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	2	0	0	0	0	2	0	2	1
OTU_6044	0	2	2	0	5	5	0	0	2	0	0	2	0	0	0	0	4	9	1	0	0	9	1	2	0	0	0	0	0	1	0	13	3	14	3
OTU_2473	0	2	8	0	0	4	0	0	19	0	0	10	0	5	0	1	0	17	1	0	0	0	0	3	0	0	1	1	0	4	0	0	0	0	0
OTU_11303	0	0	0	0	1	3	0	2	5	0	0	4	42	19	56	32	2	19	45	24	35	27	0	5	16	48	74	10	2	3	0	0	0	0	3
OTU_5345	0	4	5	3	7	5	1	0	0	0	0	0	0	0	0	2	0	0	2	0	0	3	5	0	0	0	0	0	3	0	9	11	62	20	47
OTU_6126	0	1	0	0	0	0	2	0	2	0	2	1	0	1	0	0	0	1	0	1	0	1	0	2	0	0	1	0	1	0	0	2	1	5	0
OTU_10238	0	3	0	5	7	2	0	16	0	0	28	0	2	0	0	5	1	0	0	0	1	0	0	0	0	0	2	1	1	0	0	0	2	3	1
OTU_3511	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	33	15	33	18
OTU_9550	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	2	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_5000	0	0	1	0	0	4	1	0	2	0	0	0	0	0	0	3	6	0	0	0	0	2	4	6	0	0	1	1	0	5	0	3	1	0	5
OTU_760	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	3	2	2	0	1	1	7	10	8	27	110	18	0	0	0	0	0
OTU_9601	0	0	0	0	1	3	1	0	0	5	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
OTU_7134	0	3	1	0	4	1	1	0	0	7	1	1	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	4	27	18	38	3	31	3
OTU_6262	0	0	0	0	0	0	0	3	1	0	1	0	0	4	0	0	1	4	2	18	1	0	1	0	0	3	3	0	0	0	0	1	0	2	0
OTU_3064	0	1	0	0	6	1	0	26	1	0	25	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	6	2	8	3
OTU_4752	0	3	7	0	0	10	0	0	3	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0
OTU_12281	0	0	3	0	0	12	0	0	3	0	0	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_11983	0	0	0	0	0	0	10	0	0	6	0	0	0	0	0	4	14	1	0	0	0	3	4	1	0	0	0	0	0	0	1	1	2	1	4
OTU_11365	0	0	3	0	0	10	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0
OTU_10481	0	1	0	0	0	8	0	0	3	0	0	2	3	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	7	0	0	0	0	0
OTU_10429	0	4	0	1	2	1	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	11	4	5	3	8	3
OTU_5758	0	2	0	2	31	0	0	3	30	1	19	2	6	7	58	21	2	3	21	0	3	3	18	5	4	28	5	13	1	2	6	13	6	0	8
OTU_11824	0	1	1	0	0	1	0	0	0	0	0	0	8	1	1	7	3	0	2	14	8	1	15	4	8	3	3	0	0	0	4	1	0	0	0
OTU_3364	0	1	22	0	4	4	0	0	5	1	2	10	0	0	2	3	11	18	1	0	0	5	0	10	4	21	27	0	0	0	0	1	8	2	11
OTU_6086	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	4	0	6	0	0	0	2	0	0	0	1	2	4	0
OTU_10230	0	0	5	0	0	13	0	0	2	2	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
OTU_11965	0	1	59	0	1	80	0	0	2	0	0	2	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	2	5	10	0	0	7	4	4
OTU_11013	0	0	1	0	66	0	0	0	0	0	1	13	64	0	25	6	2	0	1	0	0	0	6	0	0	25	0	7	0	2	0	0	0	1	0
OTU_11754	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	4	4	2	3	0
OTU_11090	0	0	6	1	0	1	0	0	1	0	0	3	1	3	3	3	0	1	1	0	0	0	0	3	0	1	1	9	3	0	0	0	0	0	1
OTU_11343	0	2	4	0	2	16	0	0	18	0	0	9	0	0	0	0	0	11	0	0	0	0	0	2	8	2	0	0	0	0	0	1	3	2	1
OTU_10436	0	4	4	0	1	0	0	0	0	0	0	5	0	0	3	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0
OTU_7554	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1	1	0	0	0	0	0	0	0	13	13	23	6	5
OTU_6466	0	4	0	0	0	0	2	0	0	1	0	0	0	1	0	0	5	0	2	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_5301	0	1	14	0	2	14	0	0	2	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_7078	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	3	2	1	1	2	0
OTU_11225	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	1	0	6	0	0	1	0	1	0	0
OTU_8007	0	1	12	0	0	21	0	0	7	0	0	5	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_11522	0	2	2	0	1	2	0	0	2	0	0	2	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	0
OTU_9568	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	1	4
OTU_11995	0	3	2	2	0	0	8	3	0	11	0	0	0	1	0	1	6	0	3	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0
OTU_3925	0	0	0	0	0	0	0	0	0	0	0	0	23	12	7	34	0	0	17	2	29	13	9	7	13	4	15	3	0	0	0	0	0	0	0
OTU_5170	0	2	1	0	1	3	0	2	0	2	2	0	0	0	0	0	0	2	2	0	0	4	3	0	1	1	2	0	0	0	3	2	6	1	2
OTU_4443	0	2	0	2	1	2	6	113	0	0	55	2	18	7	8	20	9	6	19	2	0	2	17	8	1	0	3	1	0	0	0	0	0	0	0
OTU_12028	0	2	1	0	0	2	0	0	0	1	0	2	0	0	0	0	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
OTU_8678	0	2	0	0	0	0	0	3	0	0	4	0	0	0	1	0	1	0	1	0	0	1	2	1	0	0	0	0	0	0	0	3	3	1	2
OTU_7323	0	1	9	1	0	9	0	0	2	0	0	0	11	0	0	2	1	0	1	7	0	8	6	2	10	1	6	4	1	4	2	6	12	2	8
OTU_11345	0	1	1	2	0	2	0	0	1	0	0	5	1	0	0	0	0	2	0	0	0	0	0	2	0	2	0	4	0	0	0	0	2	0	1
OTU_7383	0	2	3	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0
OTU_463	0	0	8	0	3	23	0	0	57	0	0	39	0	14	5	0	2	74	0	5	0	1	0	15	7	2	4	3	2	14	0	1	0	0	2
OTU_9725	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	6	1	3	2
OTU_3570	0	4	0	1	4	0	7	6	0	2	11	0	0	0	0	4	19	0	0	0	0	5	13	3	0	0	0	0	0	0	0	13	11	9	14
OTU_9217	0	0	2	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	2	0	0	0
OTU_10421	0	0	1	2	2	2	0	23	2	0	22	8	0	0	0	0	0	0	0	0	1	0	0	0	2	0	5	0	0	0	1	0	0	0	0
OTU_10245	0	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	2	0	2	0	0	1	1	0	0	0	0	3	0	0	1	0	4	0	0
OTU_9384	0	2	2	1	4	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	1	2	1
OTU_7092	0	2	1	0	1	1	0	7	0	0	18	0	0	0	0	1	0	0	0	1	3	0	2	1	0	1	0	0	0	0	0	0	0	0	0
OTU_11860	0	0	0	0	0	0	3	0	1	1	0	4	0	3	0	1	0	4	0	0	0	0	0	3	0	3	5	0	0	9	0	0	0	0	2
OTU_4706	0	5	1	0	1	2	0	0	8	0	0	13	0	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	1	0	3	6	0	1	0
OTU_8881	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	11	16	22	0	0	0	3	0
