,Sample,Abundance,aa,Group
147,KO1,0.102812550152463,others,KO
148,KO1,0.100806451612903,others,KO
149,KO1,0.0998034023431231,others,KO
150,KO6,0.0992439416084736,others,KO
151,KO6,0.0978906151319944,others,KO
152,KO4,0.0975349463776483,others,KO
153,KO5,0.0971330765939238,others,KO
154,KO5,0.0949935815147625,others,KO
155,KO2,0.0936303676029703,others,KO
156,KO5,0.0911424903722721,others,KO
157,KO6,0.0911239827495985,others,KO
158,KO1,0.0907759589151019,others,KO
159,KO4,0.0905369233191624,others,KO
160,KO2,0.0904017342373507,others,KO
161,KO5,0.0894308943089431,others,KO
162,KO2,0.088556800885568,others,KO
163,KO4,0.0883500411133855,others,KO
164,KO4,0.0874752882310747,others,KO
165,KO4,0.086600535348764,others,KO
166,KO1,0.0852591879313112,others,KO
167,KO3,0.0851497180217881,others,KO
168,KO3,0.0847218299915278,others,KO
169,KO4,0.0844136531429871,others,KO
170,KO2,0.0839444675061113,others,KO
171,KO2,0.0834832341681657,others,KO
172,KO1,0.0832530893917509,others,KO
173,KO6,0.0825529150652303,others,KO
174,KO6,0.0821018062397373,others,KO
175,KO2,0.081638300816383,others,KO
176,KO5,0.0808729139922978,others,KO
177,KO2,0.0807158341404917,others,KO
178,KO3,0.0800150616586652,others,KO
179,KO6,0.0793951532867789,others,KO
180,KO5,0.077877620881472,others,KO
181,KO6,0.0766885003338205,others,KO
182,KO5,0.0748823277706461,others,KO
183,KO2,0.074719800747198,others,KO
184,KO3,0.074452517265282,others,KO
185,KO6,0.0744329562063552,others,KO
186,KO4,0.0739166185552581,others,KO
187,KO1,0.0732225966939496,others,KO
188,KO2,0.0728748673954153,others,KO
189,KO3,0.072740965144241,others,KO
190,KO1,0.0727210720590595,others,KO
191,KO4,0.072604489231792,others,KO
192,KO5,0.0723149336756525,others,KO
193,KO6,0.0721774120788899,others,KO
194,KO4,0.0717297363494813,others,KO
195,KO2,0.0714911673815783,others,KO
196,KO1,0.0707149735194993,others,KO
197,KO3,0.0706015249929398,others,KO
198,KO5,0.069747539580659,others,KO
199,KO2,0.0696462340297957,others,KO
200,KO4,0.069105477702549,others,KO
201,KO6,0.0690196503004385,others,KO
202,KO3,0.0688899728718989,others,KO
203,KO4,0.0682307248202383,others,KO
204,KO3,0.0680341968113784,others,KO
205,KO1,0.0672043010752688,others,KO
206,KO2,0.0659563673262304,others,KO
207,KO2,0.0659563673262304,others,KO
208,KO5,0.0650406504065041,others,KO
209,KO1,0.0636936286310384,others,KO
210,KO1,0.0636936286310383,others,KO
211,KO6,0.0631552355690287,others,KO
212,KO3,0.0624716524179953,others,KO
213,KO4,0.0612327017617523,others,KO
214,KO4,0.0612327017617523,others,KO
215,KO5,0.0611895592640137,others,KO
216,KO5,0.0607616602481814,others,KO
217,KO1,0.060684480821698,others,KO
218,KO1,0.0596814315519178,others,KO
219,KO1,0.0586783822821377,others,KO
220,KO5,0.0577663671373556,others,KO
221,KO6,0.0577419296631119,others,KO
222,KO2,0.0576541672432083,others,KO
223,KO2,0.0576541672432083,others,KO
224,KO5,0.0573384681215233,others,KO
225,KO5,0.0564826700898588,others,KO
226,KO5,0.0564826700898588,others,KO
227,KO6,0.0554863855356466,others,KO
228,KO4,0.0542346787032663,others,KO
229,KO2,0.053964300539643,others,KO
230,KO1,0.0526600866634569,others,KO
231,KO1,0.0526600866634569,others,KO
232,KO5,0.0526315789473684,others,KO
233,KO4,0.0524851729386448,others,KO
234,KO2,0.0521193671878603,others,KO
235,KO4,0.0520477964974895,others,KO
236,KO6,0.0518775149317021,others,KO
237,KO2,0.0516581338499147,others,KO
238,KO3,0.0500628995404483,others,KO
239,KO4,0.0498609142917126,others,KO
240,KO1,0.0496509388541165,others,KO
241,KO5,0.0492083868207103,others,KO
242,KO5,0.048780487804878,others,KO
243,KO3,0.0487792354496675,others,KO
244,KO6,0.0487197531532507,others,KO
245,KO5,0.0483525887890458,others,KO
246,KO3,0.0483513474194073,others,KO
247,KO5,0.0479246897732135,others,KO
248,KO1,0.0476448403145562,others,KO
249,KO2,0.0475070338084037,others,KO
250,KO2,0.0475070338084037,others,KO
251,KO6,0.0473664266767715,others,KO
252,KO1,0.0471433156796662,others,KO
253,KO4,0.046799279203625,others,KO
254,KO3,0.0466397952983663,others,KO
255,KO1,0.0461402664098861,others,KO
256,KO3,0.0457840192378458,others,KO
257,KO1,0.045638741774996,others,KO
258,KO5,0.0453572956782199,others,KO
259,KO4,0.0450497734390035,others,KO
260,KO5,0.0449293966623877,others,KO
261,KO4,0.0441750205566927,others,KO
262,KO3,0.0440724671168049,others,KO
263,KO6,0.043757556072827,others,KO
264,KO5,0.0432178005990586,others,KO
265,KO5,0.0427899015832264,others,KO
266,KO1,0.0426295939656556,others,KO
267,KO3,0.0423609149957639,others,KO
268,KO2,0.0419722337530557,others,KO
269,KO1,0.0416265446958755,others,KO
270,KO5,0.0415062045357296,others,KO
271,KO6,0.0415020119453617,others,KO
272,KO4,0.0411133854686051,others,KO
273,KO3,0.0410772509049832,others,KO
274,KO2,0.0410497670771643,others,KO
275,KO3,0.0406493628747229,others,KO
276,KO2,0.0405885337392187,others,KO
277,KO4,0.0402386325862944,others,KO
278,KO4,0.0389265032628283,others,KO
279,KO4,0.0384891268216729,others,KO
280,KO2,0.0378211337115447,others,KO
281,KO1,0.0376143476167549,others,KO
282,KO1,0.0376143476167549,others,KO
283,KO6,0.0374420325159241,others,KO
284,KO2,0.037359900373599,others,KO
285,KO4,0.0371769974982068,others,KO
286,KO4,0.0371769974982067,others,KO
287,KO6,0.0369909236904311,others,KO
288,KO2,0.0368986670356533,others,KO
289,KO6,0.036539814864938,others,KO
290,KO2,0.0364374336977077,others,KO
291,KO6,0.036088706039445,others,KO
292,KO6,0.036088706039445,others,KO
293,KO3,0.0359425945418603,others,KO
294,KO1,0.0356082490771947,others,KO
295,KO2,0.0355149670218163,others,KO
296,KO3,0.0355147065116,others,KO
297,KO3,0.0355147065116,others,KO
298,KO4,0.0354274917335853,others,KO
299,KO2,0.0350537336838707,others,KO
300,KO3,0.0346589304510796,others,KO
301,KO6,0.0342842707374727,others,KO
302,KO6,0.0342842707374727,others,KO
303,KO3,0.0342310424208193,others,KO
304,KO2,0.0341312670079793,others,KO
305,KO1,0.0341036751725245,others,KO
306,KO1,0.0336021505376344,others,KO
307,KO5,0.0333761232349166,others,KO
308,KO4,0.0332406095278084,others,KO
309,KO6,0.0329309442609935,others,KO
310,KO4,0.032803233086653,others,KO
311,KO6,0.0324798354355005,others,KO
312,KO4,0.0323658566454976,others,KO
313,KO6,0.0320287266100074,others,KO
314,KO4,0.0319284802043423,others,KO
315,KO3,0.0316637142392579,others,KO
316,KO3,0.0316637142392579,others,KO
317,KO1,0.0315960519980741,others,KO
318,KO1,0.0315960519980741,others,KO
319,KO6,0.0315776177845143,others,KO
320,KO4,0.0314911037631869,others,KO
321,KO4,0.0310537273220315,others,KO
322,KO6,0.0306754001335282,others,KO
323,KO1,0.030593002728294,others,KO
324,KO3,0.0303800501484771,others,KO
325,KO4,0.0301789744397208,others,KO
326,KO1,0.0300914780934039,others,KO
327,KO2,0.0299801669664683,others,KO
328,KO1,0.0295899534585139,others,KO
329,KO3,0.0295242740879567,others,KO
330,KO2,0.0295189336285227,others,KO
331,KO3,0.0290963860576964,others,KO
332,KO4,0.0288668451162547,others,KO
333,KO4,0.0288668451162547,others,KO
334,KO3,0.0286684980274362,others,KO
335,KO3,0.0282406099971759,others,KO
336,KO1,0.0280853795538437,others,KO
337,KO3,0.0278127219669157,others,KO
338,KO2,0.02767400027674,others,KO
339,KO2,0.02767400027674,others,KO
340,KO4,0.0275547157927885,others,KO
341,KO6,0.0275176383550768,others,KO
342,KO3,0.0269569459063952,others,KO
343,KO2,0.0267515336008487,others,KO
344,KO6,0.0266154207040907,others,KO
345,KO6,0.0266154207040907,others,KO
346,KO1,0.0265808056491735,others,KO
347,KO1,0.0265808056491735,others,KO
348,KO3,0.026529057876135,others,KO
349,KO6,0.0261643118785976,others,KO
350,KO5,0.0261018399657681,others,KO
351,KO3,0.0261011698458747,others,KO
352,KO1,0.0260792810142834,others,KO
353,KO2,0.0258290669249573,others,KO
354,KO4,0.025805210028167,others,KO
355,KO5,0.0256739409499358,others,KO
356,KO1,0.0255777563793934,others,KO
357,KO4,0.0253678335870117,others,KO
358,KO2,0.0253678335870117,others,KO
359,KO1,0.0250762317445033,others,KO
360,KO5,0.0248181429182713,others,KO
361,KO5,0.0248181429182713,others,KO
362,KO3,0.024817505755094,others,KO
363,KO6,0.0248109854021184,others,KO
364,KO4,0.0244930807047009,others,KO
365,KO2,0.0244453669111203,others,KO
366,KO5,0.024390243902439,others,KO
367,KO1,0.0240731824747232,others,KO
368,KO1,0.0240731824747232,others,KO
369,KO2,0.0239841335731747,others,KO
370,KO5,0.0235344458707745,others,KO
371,KO5,0.0235344458707745,others,KO
372,KO5,0.0235344458707745,others,KO
373,KO2,0.023522900235229,others,KO
374,KO3,0.023105953634053,others,KO
375,KO1,0.023070133204943,others,KO
376,KO6,0.0230065501001462,others,KO
377,KO5,0.02267864783911,others,KO
378,KO3,0.0226780656037928,others,KO
379,KO3,0.0226780656037928,others,KO
380,KO3,0.0222501775735326,others,KO
381,KO2,0.022139200221392,others,KO
382,KO2,0.022139200221392,others,KO
383,KO5,0.0218228498074454,others,KO
384,KO2,0.0216779668834463,others,KO
385,KO2,0.0216779668834463,others,KO
386,KO6,0.021653223623667,others,KO
387,KO6,0.021653223623667,others,KO
388,KO1,0.0215655593002728,others,KO
389,KO1,0.0215655593002728,others,KO
390,KO1,0.0215655593002728,others,KO
391,KO5,0.0213949507916132,others,KO
392,KO3,0.0213944015130121,others,KO
393,KO2,0.0212167335455007,others,KO
394,KO2,0.0212167335455007,others,KO
395,KO1,0.0210640346653828,others,KO
396,KO5,0.0209670517757809,others,KO
397,KO3,0.0209665134827518,others,KO
398,KO2,0.020755500207555,others,KO
399,KO2,0.020755500207555,others,KO
400,KO1,0.0205625100304927,others,KO
401,KO1,0.0205625100304927,others,KO
402,KO4,0.0205566927343026,others,KO
403,KO3,0.0201107374222314,others,KO
404,KO1,0.0200609853956026,others,KO
405,KO6,0.0198487883216947,others,KO
406,KO2,0.0198330335316637,others,KO
407,KO2,0.0198330335316637,others,KO
408,KO2,0.0198330335316637,others,KO
409,KO5,0.0196833547282841,others,KO
410,KO4,0.0196819398519918,others,KO
411,KO5,0.0192554557124519,others,KO
412,KO4,0.0192445634108364,others,KO
413,KO1,0.0190579361258225,others,KO
414,KO1,0.0190579361258225,others,KO
415,KO6,0.0189465706707086,others,KO
416,KO5,0.0188275566966196,others,KO
417,KO4,0.0188071869696811,others,KO
418,KO1,0.0185564114909324,others,KO
419,KO6,0.0184954618452155,others,KO
420,KO2,0.0184493335178267,others,KO
421,KO2,0.0184493335178267,others,KO
422,KO4,0.0183698105285257,others,KO
423,KO4,0.0183698105285257,others,KO
424,KO2,0.017988100179881,others,KO
425,KO3,0.0179712972709301,others,KO
426,KO4,0.0179324340873703,others,KO
427,KO4,0.0179324340873703,others,KO
428,KO6,0.0175932441942294,others,KO
429,KO2,0.0175268668419353,others,KO
430,KO6,0.0171421353687364,others,KO
431,KO2,0.0170656335039897,others,KO
432,KO1,0.0170518375862622,others,KO
433,KO6,0.0166910265432433,others,KO
434,KO2,0.016604400166044,others,KO
435,KO2,0.016604400166044,others,KO
436,KO1,0.0165503129513722,others,KO
437,KO5,0.016260162601626,others,KO
438,KO5,0.016260162601626,others,KO
439,KO3,0.0162597451498892,others,KO
440,KO3,0.0162597451498892,others,KO
441,KO6,0.0162399177177502,others,KO
442,KO4,0.0161829283227488,others,KO
443,KO2,0.0161431668280983,others,KO
444,KO5,0.0158322635857938,others,KO
445,KO3,0.0158318571196289,others,KO
446,KO3,0.0158318571196289,others,KO
447,KO6,0.0157888088922572,others,KO
448,KO4,0.0157455518815935,others,KO
449,KO5,0.0154043645699615,others,KO
450,KO3,0.0154039690893687,others,KO
451,KO3,0.0154039690893687,others,KO
452,KO6,0.0153377000667641,others,KO
453,KO6,0.0153377000667641,others,KO
454,KO6,0.0153377000667641,others,KO
455,KO4,0.0153081754404381,others,KO
456,KO1,0.015045739046702,others,KO
457,KO5,0.0149764655541292,others,KO
458,KO5,0.0149764655541292,others,KO
459,KO3,0.0145481930288482,others,KO
460,KO3,0.0145481930288482,others,KO
461,KO1,0.0145442144118119,others,KO
462,KO5,0.0141206675224647,others,KO
463,KO3,0.014120304998588,others,KO
464,KO3,0.014120304998588,others,KO
465,KO3,0.014120304998588,others,KO
466,KO1,0.0140426897769218,others,KO
467,KO1,0.0140426897769218,others,KO
468,KO6,0.0139843735902849,others,KO
469,KO4,0.0135586696758166,others,KO
470,KO1,0.0135411651420318,others,KO
471,KO1,0.0135411651420318,others,KO
472,KO6,0.0135332647647919,others,KO
473,KO6,0.0135332647647919,others,KO
474,KO2,0.0133757668004243,others,KO
475,KO2,0.0133757668004243,others,KO
476,KO6,0.0130821559392988,others,KO
477,KO1,0.0130396405071417,others,KO
478,KO2,0.0129145334624787,others,KO
479,KO3,0.0128366409078072,others,KO
480,KO4,0.0126839167935058,others,KO
481,KO4,0.0126839167935058,others,KO
482,KO1,0.0125381158722516,others,KO
483,KO3,0.012408752877547,others,KO
484,KO4,0.0122465403523505,others,KO
485,KO1,0.0120365912373616,others,KO
486,KO1,0.0120365912373616,others,KO
487,KO2,0.0119920667865873,others,KO
488,KO2,0.0119920667865873,others,KO
489,KO5,0.0119811724433034,others,KO
490,KO5,0.0119811724433034,others,KO
491,KO3,0.0119808648472868,others,KO
492,KO4,0.0118091639111951,others,KO
493,KO4,0.0118091639111951,others,KO
494,KO6,0.0117288294628196,others,KO
495,KO5,0.0115532734274711,others,KO
496,KO3,0.0115529768170265,others,KO
497,KO3,0.0115529768170265,others,KO
498,KO3,0.0115529768170265,others,KO
499,KO3,0.0115529768170265,others,KO
500,KO1,0.0115350666024715,others,KO
501,KO1,0.0115350666024715,others,KO
502,KO1,0.0115350666024715,others,KO
503,KO1,0.0115350666024715,others,KO
504,KO2,0.0115308334486417,others,KO
505,KO2,0.0115308334486417,others,KO
506,KO4,0.0113717874700397,others,KO
507,KO6,0.0112777206373265,others,KO
508,KO6,0.0112777206373265,others,KO
509,KO6,0.0112777206373265,others,KO
510,KO2,0.011069600110696,others,KO
511,KO2,0.011069600110696,others,KO
512,KO6,0.0108266118118335,others,KO
513,KO6,0.0108266118118335,others,KO
514,KO6,0.0108266118118335,others,KO
515,KO6,0.0108266118118335,others,KO
516,KO5,0.0106974753958066,others,KO
517,KO1,0.0105320173326914,others,KO
518,KO4,0.010497034587729,others,KO
519,KO4,0.010497034587729,others,KO
520,KO6,0.0103755029863404,others,KO
521,KO3,0.0102693127262458,others,KO
522,KO2,0.0101471334348047,others,KO
523,KO2,0.0101471334348047,others,KO
524,KO4,0.0100596581465736,others,KO
525,KO4,0.0100596581465736,others,KO
526,KO4,0.0100596581465736,others,KO
527,KO4,0.0100596581465736,others,KO
528,KO6,0.00992439416084736,others,KO
529,KO2,0.009685900096859,others,KO
530,KO1,0.00952896806291125,others,KO
531,KO6,0.0094732853353543,others,KO
532,KO6,0.0094732853353543,others,KO
533,KO3,0.00941353666572531,others,KO
534,KO4,0.00918490526426285,others,KO
535,KO1,0.00902744342802119,others,KO
536,KO6,0.00902217650986124,others,KO
537,KO5,0.00898587933247754,others,KO
538,KO5,0.00898587933247754,others,KO
539,KO3,0.00898564863546507,others,KO
540,KO3,0.00898564863546507,others,KO
541,KO3,0.00898564863546507,others,KO
542,KO2,0.00876343342096767,others,KO
543,KO4,0.00874752882310747,others,KO
544,KO6,0.00857106768436818,others,KO
545,KO6,0.00857106768436818,others,KO
546,KO6,0.00857106768436818,others,KO
547,KO5,0.00855798031664527,others,KO
548,KO5,0.00855798031664527,others,KO
549,KO5,0.00855798031664527,others,KO
550,KO3,0.00855776060520483,others,KO
551,KO1,0.00852591879313112,others,KO
552,KO1,0.00852591879313112,others,KO
553,KO1,0.00852591879313112,others,KO
554,KO1,0.00852591879313112,others,KO
555,KO4,0.0083101523819521,others,KO
556,KO5,0.00813008130081301,others,KO
557,KO6,0.00811995885887512,others,KO
558,KO6,0.00811995885887512,others,KO
559,KO1,0.00802439415824105,others,KO
560,KO1,0.00802439415824105,others,KO
561,KO1,0.00802439415824105,others,KO
562,KO4,0.00787277594079673,others,KO
563,KO4,0.00787277594079673,others,KO
564,KO2,0.00784096674507634,others,KO
565,KO2,0.00784096674507633,others,KO
566,KO2,0.00784096674507633,others,KO
567,KO2,0.00784096674507633,others,KO
568,KO5,0.00770218228498074,others,KO
569,KO3,0.00770198454468435,others,KO
570,KO3,0.00770198454468435,others,KO
571,KO3,0.00770198454468435,others,KO
572,KO3,0.00770198454468435,others,KO
573,KO6,0.00766885003338205,others,KO
574,KO6,0.00766885003338205,others,KO
575,KO6,0.00766885003338205,others,KO
576,KO1,0.00752286952335099,others,KO
577,KO1,0.00752286952335099,others,KO
578,KO1,0.00752286952335099,others,KO
579,KO1,0.00752286952335099,others,KO
580,KO2,0.00737973340713067,others,KO
581,KO2,0.00737973340713067,others,KO
582,KO2,0.00737973340713067,others,KO
583,KO5,0.00727428326914848,others,KO
584,KO5,0.00727428326914848,others,KO
585,KO6,0.00721774120788899,others,KO
586,KO6,0.00721774120788899,others,KO
587,KO2,0.006918500069185,others,KO
588,KO2,0.006918500069185,others,KO
589,KO2,0.006918500069185,others,KO
590,KO5,0.00684638425331622,others,KO
591,KO6,0.00676663238239593,others,KO
592,KO6,0.00676663238239593,others,KO
593,KO6,0.00676663238239593,others,KO
594,KO6,0.00676663238239593,others,KO
595,KO6,0.00676663238239593,others,KO
596,KO1,0.00651982025357086,others,KO
597,KO1,0.00651982025357086,others,KO
598,KO5,0.00641848523748395,others,KO
599,KO3,0.00641832045390362,others,KO
600,KO6,0.00631552355690287,others,KO
601,KO6,0.00631552355690287,others,KO
602,KO6,0.00631552355690287,others,KO
603,KO6,0.00631552355690287,others,KO
604,KO6,0.00631552355690287,others,KO
605,KO4,0.00612327017617523,others,KO
606,KO4,0.00612327017617523,others,KO
607,KO4,0.00612327017617523,others,KO
608,KO4,0.00612327017617523,others,KO
609,KO4,0.00612327017617523,others,KO
610,KO1,0.00601829561868079,others,KO
611,KO1,0.00601829561868079,others,KO
612,KO2,0.00599603339329367,others,KO
613,KO5,0.00599058622165169,others,KO
614,KO6,0.00586441473140981,others,KO
615,KO6,0.00586441473140981,others,KO
616,KO4,0.00568589373501986,others,KO
617,KO4,0.00568589373501986,others,KO
618,KO4,0.00568589373501986,others,KO
619,KO4,0.00568589373501986,others,KO
620,KO4,0.00568589373501986,others,KO
621,KO4,0.00568589373501986,others,KO
622,KO5,0.00556268720581943,others,KO
623,KO5,0.00556268720581943,others,KO
624,KO5,0.00556268720581943,others,KO
625,KO3,0.00556254439338314,others,KO
626,KO3,0.00556254439338314,others,KO
627,KO3,0.00556254439338314,others,KO
628,KO3,0.00556254439338314,others,KO
629,KO3,0.00556254439338314,others,KO
630,KO2,0.005534800055348,others,KO
631,KO2,0.005534800055348,others,KO
632,KO2,0.005534800055348,others,KO
633,KO2,0.005534800055348,others,KO
634,KO1,0.00551677098379072,others,KO
635,KO1,0.00551677098379072,others,KO
636,KO1,0.00551677098379072,others,KO
637,KO1,0.00551677098379072,others,KO
638,KO6,0.00541330590591674,others,KO
639,KO6,0.00541330590591674,others,KO
640,KO4,0.00524851729386448,others,KO
641,KO4,0.00524851729386448,others,KO
642,KO5,0.00513478818998716,others,KO
643,KO5,0.00513478818998716,others,KO
644,KO3,0.0051346563631229,others,KO
645,KO3,0.0051346563631229,others,KO
646,KO3,0.0051346563631229,others,KO
647,KO3,0.0051346563631229,others,KO
648,KO3,0.0051346563631229,others,KO
649,KO3,0.0051346563631229,others,KO
650,KO3,0.0051346563631229,others,KO
651,KO3,0.0051346563631229,others,KO
652,KO2,0.00507356671740233,others,KO
653,KO2,0.00507356671740233,others,KO
654,KO1,0.00501524634890066,others,KO
655,KO6,0.00496219708042368,others,KO
656,KO6,0.00496219708042368,others,KO
657,KO6,0.00496219708042368,others,KO
658,KO6,0.00496219708042368,others,KO
659,KO6,0.00496219708042368,others,KO
660,KO6,0.00496219708042368,others,KO
661,KO6,0.00496219708042368,others,KO
662,KO5,0.0047068891741549,others,KO
663,KO5,0.0047068891741549,others,KO
664,KO3,0.00470676833286266,others,KO
665,KO3,0.00470676833286266,others,KO
666,KO3,0.00470676833286266,others,KO
667,KO3,0.00470676833286266,others,KO
668,KO3,0.00470676833286266,others,KO
669,KO1,0.00451372171401059,others,KO
670,KO1,0.00451372171401059,others,KO
671,KO1,0.00451372171401059,others,KO
672,KO1,0.00451372171401059,others,KO
673,KO6,0.00451108825493062,others,KO
674,KO6,0.00451108825493062,others,KO
675,KO4,0.00437376441155374,others,KO
676,KO5,0.00427899015832264,others,KO
677,KO5,0.00427899015832264,others,KO
678,KO2,0.004151100041511,others,KO
679,KO2,0.004151100041511,others,KO
680,KO2,0.004151100041511,others,KO
681,KO6,0.00405997942943756,others,KO
682,KO6,0.00405997942943756,others,KO
683,KO6,0.00405997942943756,others,KO
684,KO1,0.00401219707912053,others,KO
685,KO1,0.00401219707912053,others,KO
686,KO1,0.00401219707912053,others,KO
687,KO4,0.00393638797039836,others,KO
688,KO4,0.00393638797039836,others,KO
689,KO4,0.00393638797039836,others,KO
690,KO5,0.00385109114249037,others,KO
691,KO5,0.00385109114249037,others,KO
692,KO5,0.00385109114249037,others,KO
693,KO3,0.00385099227234217,others,KO
694,KO3,0.00385099227234217,others,KO
695,KO3,0.00385099227234217,others,KO
696,KO3,0.00385099227234217,others,KO
697,KO3,0.00385099227234217,others,KO
698,KO3,0.00385099227234217,others,KO
699,KO2,0.00368986670356533,others,KO
700,KO2,0.00368986670356533,others,KO
701,KO2,0.00368986670356533,others,KO
702,KO6,0.0036088706039445,others,KO
703,KO6,0.0036088706039445,others,KO
704,KO1,0.00351067244423046,others,KO
705,KO1,0.00351067244423046,others,KO
706,KO1,0.00351067244423046,others,KO
707,KO1,0.00351067244423046,others,KO
708,KO1,0.00351067244423046,others,KO
709,KO1,0.00351067244423046,others,KO
710,KO1,0.00351067244423046,others,KO
711,KO1,0.00351067244423046,others,KO
712,KO4,0.00349901152924299,others,KO
713,KO4,0.00349901152924299,others,KO
714,KO4,0.00349901152924299,others,KO
715,KO4,0.00349901152924299,others,KO
716,KO5,0.00342319212665811,others,KO
717,KO5,0.00342319212665811,others,KO
718,KO5,0.00342319212665811,others,KO
719,KO5,0.00342319212665811,others,KO
720,KO5,0.00342319212665811,others,KO
721,KO5,0.00342319212665811,others,KO
722,KO3,0.00342310424208193,others,KO
723,KO3,0.00342310424208193,others,KO
724,KO3,0.00342310424208193,others,KO
725,KO3,0.00342310424208193,others,KO
726,KO2,0.00322863336561967,others,KO
727,KO2,0.00322863336561967,others,KO
728,KO2,0.00322863336561967,others,KO
729,KO2,0.00322863336561967,others,KO
730,KO2,0.00322863336561967,others,KO
731,KO2,0.00322863336561967,others,KO
732,KO2,0.00322863336561967,others,KO
733,KO6,0.00315776177845143,others,KO
734,KO6,0.00315776177845143,others,KO
735,KO6,0.00315776177845143,others,KO
736,KO6,0.00315776177845143,others,KO
737,KO4,0.00306163508808762,others,KO
738,KO4,0.00306163508808761,others,KO
739,KO4,0.00306163508808761,others,KO
740,KO1,0.00300914780934039,others,KO
741,KO1,0.00300914780934039,others,KO
742,KO1,0.00300914780934039,others,KO
743,KO1,0.00300914780934039,others,KO
744,KO5,0.00299529311082585,others,KO
745,KO5,0.00299529311082585,others,KO
746,KO5,0.00299529311082585,others,KO
747,KO5,0.00299529311082585,others,KO
748,KO3,0.00299521621182169,others,KO
749,KO3,0.00299521621182169,others,KO
750,KO3,0.00299521621182169,others,KO
751,KO3,0.00299521621182169,others,KO
752,KO3,0.00299521621182169,others,KO
753,KO2,0.002767400027674,others,KO
754,KO2,0.002767400027674,others,KO
755,KO2,0.002767400027674,others,KO
756,KO2,0.002767400027674,others,KO
757,KO2,0.002767400027674,others,KO
758,KO2,0.002767400027674,others,KO
759,KO2,0.002767400027674,others,KO
760,KO6,0.00270665295295837,others,KO
761,KO6,0.00270665295295837,others,KO
762,KO6,0.00270665295295837,others,KO
763,KO6,0.00270665295295837,others,KO
764,KO6,0.00270665295295837,others,KO
765,KO6,0.00270665295295837,others,KO
766,KO4,0.00262425864693224,others,KO
767,KO4,0.00262425864693224,others,KO
768,KO4,0.00262425864693224,others,KO
769,KO4,0.00262425864693224,others,KO
770,KO4,0.00262425864693224,others,KO
771,KO5,0.00256739409499358,others,KO
772,KO5,0.00256739409499358,others,KO
773,KO5,0.00256739409499358,others,KO
774,KO5,0.00256739409499358,others,KO
775,KO5,0.00256739409499358,others,KO
776,KO5,0.00256739409499358,others,KO
777,KO5,0.00256739409499358,others,KO
778,KO5,0.00256739409499358,others,KO
779,KO3,0.00256732818156145,others,KO
780,KO3,0.00256732818156145,others,KO
781,KO3,0.00256732818156145,others,KO
782,KO1,0.00250762317445033,others,KO
783,KO1,0.00250762317445033,others,KO
784,KO1,0.00250762317445033,others,KO
785,KO1,0.00250762317445033,others,KO
786,KO1,0.00250762317445033,others,KO
787,KO1,0.00250762317445033,others,KO
788,KO1,0.00250762317445033,others,KO
789,KO1,0.00250762317445033,others,KO
790,KO1,0.00250762317445033,others,KO
791,KO1,0.00250762317445033,others,KO
792,KO1,0.00250762317445033,others,KO
793,KO1,0.00250762317445033,others,KO
794,KO2,0.00230616668972833,others,KO
795,KO2,0.00230616668972833,others,KO
796,KO2,0.00230616668972833,others,KO
797,KO2,0.00230616668972833,others,KO
798,KO2,0.00230616668972833,others,KO
799,KO2,0.00230616668972833,others,KO
800,KO2,0.00230616668972833,others,KO
801,KO2,0.00230616668972833,others,KO
802,KO6,0.00225554412746531,others,KO
803,KO6,0.00225554412746531,others,KO
804,KO6,0.00225554412746531,others,KO
805,KO6,0.00225554412746531,others,KO
806,KO4,0.00218688220577687,others,KO
807,KO4,0.00218688220577687,others,KO
808,KO4,0.00218688220577687,others,KO
809,KO4,0.00218688220577687,others,KO
810,KO5,0.00213949507916132,others,KO
811,KO5,0.00213949507916132,others,KO
812,KO5,0.00213949507916132,others,KO
813,KO5,0.00213949507916132,others,KO
814,KO5,0.00213949507916132,others,KO
815,KO3,0.00213944015130121,others,KO
816,KO3,0.00213944015130121,others,KO
817,KO3,0.00213944015130121,others,KO
818,KO3,0.00213944015130121,others,KO
819,KO3,0.00213944015130121,others,KO
820,KO3,0.00213944015130121,others,KO
821,KO1,0.00200609853956026,others,KO
822,KO1,0.00200609853956026,others,KO
823,KO1,0.00200609853956026,others,KO
824,KO1,0.00200609853956026,others,KO
825,KO1,0.00200609853956026,others,KO
826,KO1,0.00200609853956026,others,KO
827,KO1,0.00200609853956026,others,KO
828,KO1,0.00200609853956026,others,KO
829,KO1,0.00200609853956026,others,KO
830,KO1,0.00200609853956026,others,KO
831,KO2,0.00184493335178267,others,KO
832,KO2,0.00184493335178267,others,KO
833,KO2,0.00184493335178267,others,KO
834,KO2,0.00184493335178267,others,KO
835,KO2,0.00184493335178267,others,KO
836,KO2,0.00184493335178267,others,KO
837,KO2,0.00184493335178267,others,KO
838,KO2,0.00184493335178267,others,KO
839,KO2,0.00184493335178267,others,KO
840,KO2,0.00184493335178267,others,KO
841,KO2,0.00184493335178267,others,KO
842,KO6,0.00180443530197225,others,KO
843,KO6,0.00180443530197225,others,KO
844,KO6,0.00180443530197225,others,KO
845,KO6,0.00180443530197225,others,KO
846,KO6,0.00180443530197225,others,KO
847,KO6,0.00180443530197225,others,KO
848,KO4,0.00174950576462149,others,KO
