"","sample1","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9"
"Acidobacteria_Gp1",0.0410378447851713,0.0214521149412635,0.014286638389103,0.0214175866156001,0.0266296927924566,0.0357041815198325,0.0316013236615459,0.0365575163979143,0.0332444769756527,0.0291071462537805,0.0348606433431851,0.0193812676148653,0.0231820302606145,0.025034523487072,0.0291691219799646,0.0303695593605081,0.0364438567612057,0.0414883976383359
"Acidobacteria_Gp10",0.00200821359359782,0.00107015966782244,0.000887139253139641,0.00204723329643742,0.00392571841591829,0.00403000182324575,0.00793320330477088,0.00419938848783954,0.00438676749143171,0.00369010708919027,0.0041841363667606,0.00473880841580914,0.00439912017596481,0.00431155060410552,0.000933019053231192,0.0023846237625465,0.00105693031456045,0.00040093368117534
"Acidobacteria_Gp11",0.000140574951551847,0.000678786989304519,0.00110430354948112,0.000386917297652049,0.000212584029742868,0.000163463412487347,0.000372553746356644,0.00020299158853605,0.0002027705379354,0.000237764632035455,0.000390920338167572,0.000183522317624697,0.000333266679997334,0.00022201599403221,7.55481014762099e-06,0.000240755283718637,7.64587887128838e-05,3.29534532472882e-05
"Acidobacteria_Gp12",3.51437378879618e-05,3.66911886110551e-05,0,1.46930619361537e-05,2.8344537299049e-05,5.02964346114915e-05,8.76597050250926e-05,8.88088199845219e-05,4.94562287647318e-05,2.85317558442547e-05,0,0,0,1.33209596419326e-05,3.7774050738105e-06,0.000217826209078767,4.0478182259762e-05,9.33681175339832e-05
"Acidobacteria_Gp13",0.00582883995541766,0.007882490353275,0.00458817332483158,0.00604374614307124,0.00415247471431068,0.0030366472396688,0.00676075475006027,0.00483373720201469,0.00313057928080752,0.00327639662944858,0.00536978486493917,0.00475191715278233,0.00376369170610322,0.00447140211980871,0.00545457292658235,0.00878756785573026,0.0123953189231004,0.0129342303995606
"Acidobacteria_Gp14",2.51026699199727e-05,0.000189571141157118,6.00667202646632e-05,5.8772247744615e-05,3.30686268488905e-05,0,5.47873156406829e-06,3.17174357087578e-05,2.47281143823659e-05,1.90211705628364e-05,4.72541068114647e-05,0,0,8.8806397612884e-06,3.0219240590484e-05,9.17162985594809e-05,0.000319327882271456,0.000620623369490595
"Acidobacteria_Gp15",0.00167685835065418,0.00261730478758859,0.00278155119994825,0.00261536502463537,0.00144084731270166,0.0012762720282666,0.0021257478468585,0.0024358990624326,0.00164689241786557,0.00163582066840393,0.00349680390404839,0.00150095038343056,0.00215512453064943,0.00155411195822547,0.0019793602586767,0.00184005823984959,0.00106142789036709,0.000829328573390087
"Acidobacteria_Gp16",0.00605476398469741,0.00761342163679392,0.0077162632955375,0.00696940904504893,0.00582480241495458,0.00775193798449612,0.0101137384672701,0.00712373606018701,0.00762615047552164,0.0048028455671162,0.0085272183655234,0.0078324703414826,0.0108955986580462,0.00793929194659183,0.0072715047670852,0.0128230849923474,0.0113024080020869,0.00779898393519154
"Acidobacteria_Gp17",0.00172706369049412,0.00192017220397855,0.00230101743783094,0.00101871896090666,0.000996782895016558,0.00191126451523668,0.00144638513291403,0.00124332347978331,0.00125124258774771,0.000951058528141822,0.000915011340985635,0.00191387559808612,0.00162189784265369,0.00165623931548029,0.00265551576688878,0.000504439642077145,0.000634158188736271,0.000356995743512289
"Acidobacteria_Gp18",3.01232039039672e-05,2.446079240737e-05,6.46872372080988e-05,2.93861238723075e-05,1.8896358199366e-05,0.00017603752114022,0.000109574631281366,5.70913842757641e-05,9.89124575294635e-06,2.37764632035455e-05,0.000309299608220496,5.89893163793669e-05,8.44275589326579e-05,4.4403198806442e-05,0,0,1.34927274199207e-05,0
