"","sample1","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"Methylovirgula_ligni",0.000195800825375787,0.000470870253841873,0.000318815669097059,0.00019590749248205,0.000136998596945404,6.28705432643643e-05,9.31384365891609e-05,8.24653328427703e-05,2.96737372588391e-05,6.65740969699275e-05,0,6.55436848659632e-05,4.88791130662756e-05,1.77612795225768e-05,9.06577217714519e-05,0.000240755283718637,0.000152917577425768,0.000131813812989153,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylovirgula","Methylovirgula_ligni"
"Microbacterium_arthrosphaerae",5.02053398399454e-06,0,2.31025847171782e-05,4.89768731205125e-06,4.72408954984151e-06,0,3.28723893844097e-05,6.34348714175156e-06,9.89124575294635e-06,4.75529264070911e-06,0,0,0,8.8806397612884e-06,0,8.02517612395458e-05,4.49757580664022e-06,0,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Microbacterium","Microbacterium_arthrosphaerae"
"Microbacterium_pygmaeum",0,0,0,0,4.72408954984151e-06,0,0,6.34348714175156e-06,0,0,0,0,0,0,0,0,0,0,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Microbacterium","Microbacterium_pygmaeum"
"Micromonospora_narathiwatensis",0,0,0,0,0,0,0,0,4.94562287647318e-06,1.42658779221273e-05,0,0,0,0,1.13322152214315e-05,5.73226865996756e-06,0,0,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Micromonospora","Micromonospora_narathiwatensis"
"Micromonospora_pisi",0,0,0,0,4.72408954984151e-06,0,0,0,0,4.75529264070911e-06,0,0,0,0,0,0,0,0,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Micromonospora","Micromonospora_pisi"
"Microvirga_guangxiensis",0,0,0,0,0,0,0,2.53739485670063e-05,0,4.75529264070911e-06,0,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae","Microvirga","Microvirga_guangxiensis"
"Microvirga_lupini",0,0,4.62051694343563e-06,0,0,6.28705432643643e-06,5.47873156406829e-06,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae","Microvirga","Microvirga_lupini"
"Microvirga_vignae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae","Microvirga","Microvirga_vignae"
"Microvirga_zambiensis",1.00410679679891e-05,0,0,0,0,6.28705432643643e-06,0,0,0,0,3.43666231356107e-05,1.9663105459789e-05,0,0,0,0,0,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae","Microvirga","Microvirga_zambiensis"
"Minicystis_rosea",9.53901456958962e-05,0.000525907036758456,0.000425087558796078,0.00189540498976383,0.000160619044694611,0.000521825509094224,0.000142447020665775,0.000164930665685541,0.000267063635329552,0.000185456412987655,0.000210495566705616,0.000281837844923642,0.000168855117865316,0.000244217593435431,0.000222866899354819,0.0010948633140538,0.00021138606291209,0.000516270767540849,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae","Minicystis","Minicystis_rosea"
"Mizugakiibacter_sediminis",0.000768141699551164,0.000140649556342378,4.62051694343563e-06,0,0.000165343134244453,0.000194898684119529,0.000257500383511209,0.000183961127110795,0.000123640571911829,0.000209232876191201,0.000146058148326345,0.000157304843678312,0.000217734230931591,0.000408509429019267,0.000188870253690525,1.14645373199351e-05,0.000130429698392566,2.74612110394068e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Mizugakiibacter","Mizugakiibacter_sediminis"
"Modestobacter_versicolor",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Geodermatophilaceae","Modestobacter","Modestobacter_versicolor"
"Moheibacter_sediminis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Moheibacter","Moheibacter_sediminis"
"Mucilaginibacter_angelicae",0.00022090349529576,0,0,0,0.000302341731189856,0,0.000367075014792575,0.000114182768551528,1.48368686294195e-05,0.000199722290909783,0.000184720599353907,0,0,2.66419192838652e-05,3.39966456642945e-05,0,0,0,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter","Mucilaginibacter_angelicae"
"Mucilaginibacter_boryungensis",0,3.66911886110551e-05,0,0,0,6.28705432643643e-06,5.47873156406829e-05,0,0,0,0,1.31087369731926e-05,0,0,0,0,0,7.13991487024578e-05,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter","Mucilaginibacter_boryungensis"
"Mucilaginibacter_daejeonensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000242869093558572,0,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter","Mucilaginibacter_daejeonensis"
"Mucilaginibacter_defluvii",0,0,0,7.34653096807687e-05,0,6.28705432643643e-06,0,0,0,0,8.59165578390267e-06,0,0,0,0,5.73226865996756e-06,8.99515161328044e-06,0,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter","Mucilaginibacter_defluvii"
"Mucilaginibacter_frigoritolerans",5.02053398399454e-06,0.000348566291805023,0.000813210982044671,0.00027427048947487,0,1.25741086528729e-05,7.12235103328877e-05,0.000152243691402038,0,5.23082190478002e-05,0,0,0.000235508453864783,2.66419192838652e-05,0,0.000263684358358508,0.000157415153232408,0.000148290539612797,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter","Mucilaginibacter_frigoritolerans"
"Mucilaginibacter_gotjawali",5.02053398399454e-06,0,9.24103388687126e-06,4.89768731205125e-05,9.92058805466716e-05,0,5.47873156406829e-06,0,2.96737372588391e-05,9.51058528141822e-06,9.45082136229294e-05,0,0.000324379568530738,1.77612795225768e-05,9.06577217714519e-05,0,0,0,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter","Mucilaginibacter_gotjawali"
"Mucilaginibacter_herbaticus",0,0.000158995150647905,0,7.836299699282e-05,0,1.25741086528729e-05,0,0,0,0,0,0,0,0,0,0,0.000103444243552725,4.94301798709323e-05,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter","Mucilaginibacter_herbaticus"
"Mucilaginibacter_jinjuensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter","Mucilaginibacter_jinjuensis"
"Mucilaginibacter_myungsuensis",0,0,0,0,0,0,0,1.90304614252547e-05,0,0,0,0,0,0,0,0,0,0,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter","Mucilaginibacter_myungsuensis"
"Mucilaginibacter_pineti",0,0,0,0,4.72408954984151e-06,0,0,0,9.89124575294635e-06,0,6.44374183792701e-05,0,0,0,0,0,0,0,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter","Mucilaginibacter_pineti"
"Mucilaginibacter_polysacchareus",0,8.56127734257951e-05,0.000115512923585891,0.000112646808177179,9.44817909968301e-06,0,6.57447787688194e-05,3.80609228505094e-05,7.41843431470977e-05,4.75529264070911e-05,0,6.55436848659632e-05,0,5.77241584483746e-05,0,0.000343936119598053,0.000386791519371059,0.00015927502402856,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter","Mucilaginibacter_polysacchareus"
"Mucilaginibacter_soyangensis",0,0,0,1.46930619361537e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter","Mucilaginibacter_soyangensis"
"Mucilaginibacter_ximonensis",0,0,0,0.000181214430545896,9.44817909968301e-06,0,5.47873156406829e-06,0,0,0,0,0,0,8.8806397612884e-06,0,0,0,0,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter","Mucilaginibacter_ximonensis"
"Mucispirillum_schaedleri",0,0,0,0,0,0,5.47873156406829e-06,0,0,0,1.2887483675854e-05,0,0,0,0,0,0,0,"Bacteria","Deferribacteres","Deferribacteres","Deferribacterales","Deferribacteraceae","Mucispirillum","Mucispirillum_schaedleri"
"Myceligenerans_halotolerans",0,0,0,0,2.8344537299049e-05,1.88611629793093e-05,0,0,9.89124575294635e-06,3.80423411256729e-05,0,0,4.88791130662756e-05,7.10451180903072e-05,3.77740507381049e-05,0,0,0,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Promicromonosporaceae","Myceligenerans","Myceligenerans_halotolerans"
"Mycobacterium_aromaticivorans",3.01232039039672e-05,0,2.31025847171782e-05,0,4.72408954984151e-06,3.14352716321822e-05,3.28723893844097e-05,5.70913842757641e-05,2.47281143823659e-05,9.51058528141822e-06,4.72541068114647e-05,3.93262109195779e-05,1.33306671998934e-05,1.33209596419326e-05,1.5109620295242e-05,0,4.49757580664022e-06,0,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Mycobacteriaceae","Mycobacterium","Mycobacterium_aromaticivorans"
"Mycobacterium_bourgelatii",4.51848058559508e-05,0.000177340744953433,0.000143236025246505,0.000171419055921794,3.77927163987321e-05,3.14352716321822e-05,0.000120532094409502,0.000114182768551528,5.93474745176781e-05,4.2797633766382e-05,1.71833115678053e-05,0.000183522317624697,0.000226621342398187,5.77241584483746e-05,0.000298415000831029,2.86613432998378e-05,0.000229376366138651,0.000148290539612797,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Mycobacteriaceae","Mycobacterium","Mycobacterium_bourgelatii"
"Mycobacterium_conspicuum",2.00821359359782e-05,0,0,0,1.41722686495245e-05,0,5.47873156406829e-06,6.34348714175156e-06,0,2.37764632035455e-05,0,0,8.88711146659557e-06,0,3.7774050738105e-06,1.14645373199351e-05,4.49757580664022e-06,0,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Mycobacteriaceae","Mycobacterium","Mycobacterium_conspicuum"
"Mycobacterium_fragae",2.00821359359782e-05,9.78431696294801e-05,0.000133994991359633,7.836299699282e-05,3.30686268488905e-05,3.77223259586186e-05,2.73936578203414e-05,1.26869742835031e-05,5.93474745176781e-05,5.23082190478002e-05,4.29582789195134e-05,0,8.88711146659557e-06,1.77612795225768e-05,0.000147318797878609,1.14645373199351e-05,0.000161912729039048,5.49224220788137e-05,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Mycobacteriaceae","Mycobacterium","Mycobacterium_fragae"
"Mycobacterium_kumamotonense",1.50616019519836e-05,1.2230396203685e-05,1.38615508303069e-05,0,0,0,0,0,1.97824915058927e-05,0,4.29582789195134e-06,0,0,3.10822391645094e-05,0,4.58581492797404e-05,4.49757580664022e-06,4.39379376630509e-05,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Mycobacteriaceae","Mycobacterium","Mycobacterium_kumamotonense"
"Mycobacterium_rufum",0.000261067767167716,4.89215848147401e-05,0.000152477059133376,0.000249782052914614,0.000198411761093343,0.000194898684119529,0.00038351120948478,0.000158587178543789,0.000197824915058927,0.00016167994978411,1.71833115678053e-05,0.000491577636494724,0.000217734230931591,0.000124328956658038,0.000400404937823912,0.000475778298777307,0.00020239091129881,4.94301798709323e-05,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Mycobacteriaceae","Mycobacterium","Mycobacterium_rufum"
"Myxococcus_fulvus",0,0,4.62051694343563e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Myxococcaceae","Myxococcus","Myxococcus_fulvus"
"Nakamurella_flavida",0,6.11519810184251e-06,0,0,0,1.88611629793093e-05,0,0,0,0,0,0,0,0,0,0,4.49757580664022e-06,0,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nakamurellaceae","Nakamurella","Nakamurella_flavida"
"Nakamurella_multipartita",5.52258738239399e-05,1.2230396203685e-05,3.23436186040494e-05,0,4.72408954984151e-06,4.4009380285055e-05,2.73936578203414e-05,5.70913842757641e-05,3.46193601353122e-05,4.2797633766382e-05,0,2.62174739463853e-05,2.66613343997867e-05,2.2201599403221e-05,0,0.000154771253819124,4.0478182259762e-05,0,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nakamurellaceae","Nakamurella","Nakamurella_multipartita"
"Nannocystis_exedens",0.000210862427327771,0.000232377527870015,7.39282710949701e-05,2.93861238723075e-05,8.03095223473056e-05,0.000150889303834474,5.47873156406829e-05,6.34348714175156e-05,0.000103858080405937,0.000142658779221273,0.000240566361949275,0.000176967949138101,8.44275589326579e-05,6.21644783290188e-05,0.000211534684133388,0,4.49757580664022e-05,0.000307565563641357,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Nannocystaceae","Nannocystis","Nannocystis_exedens"
"Nannocystis_pusilla",0,0,0,0,0,0,1.09574631281366e-05,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Nannocystaceae","Nannocystis","Nannocystis_pusilla"
"Neisseria_subflava",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria","Neisseria_subflava"
"Neochlamydia_hartmannellae",0.000667731019871274,0.000281299112684755,0.000272610499662702,0.000323247362595382,0.000292893552090173,0.000213759847098839,0.000536915693278692,0.000196648101394298,0.000182988046429508,0.000223498754113328,0.000270637157192934,0.000117978632758734,0.000275500455464463,0.000226456313912854,0.000627049242252542,0.000103180835879416,0.00061616788550971,0.00103803377728958,"Bacteria","Chlamydiae","Chlamydiia","Chlamydiales","Parachlamydiaceae","Neochlamydia","Neochlamydia_hartmannellae"
"Neptuniibacter_halophilus",5.02053398399454e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.49757580664022e-06,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Neptuniibacter","Neptuniibacter_halophilus"
"Nesterenkonia_flava",1.00410679679891e-05,0,4.62051694343563e-06,2.93861238723075e-05,1.41722686495245e-05,0,0,0,0,0,0,6.55436848659632e-06,0,3.55225590451536e-05,0,0,0,0.000109844844157627,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Nesterenkonia","Nesterenkonia_flava"
"Nevskia_persephonica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Sinobacteraceae","Nevskia","Nevskia_persephonica"
"Nevskia_ramosa",3.01232039039672e-05,0,0,0,0,0,0,1.26869742835031e-05,9.89124575294635e-06,1.42658779221273e-05,0,0,1.77742229331911e-05,0,5.66610761071574e-05,0,1.34927274199207e-05,3.29534532472882e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Sinobacteraceae","Nevskia","Nevskia_ramosa"
"Nevskia_soli",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Sinobacteraceae","Nevskia","Nevskia_soli"
"Nevskia_terrae",1.50616019519836e-05,1.83455943055275e-05,0,7.836299699282e-05,0,0,0,1.26869742835031e-05,4.94562287647318e-06,0,1.2887483675854e-05,0,0,4.4403198806442e-06,0,6.30549552596431e-05,0.000125932122585926,6.59069064945764e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Sinobacteraceae","Nevskia","Nevskia_terrae"
"Niabella_aurantiaca",0,0,0,4.89768731205125e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Niabella","Niabella_aurantiaca"
"Niabella_ginsengisoli",0,0,0,0,0,0,0,0,0,0,0,6.55436848659632e-06,0,0,0,0,0,0,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Niabella","Niabella_ginsengisoli"
"Niabella_soli",0,7.94975753239526e-05,0.000129374474416198,4.40791858084612e-05,0,0,0,1.90304614252547e-05,0,0,0,0,0,0,0,0,3.59806064531218e-05,2.19689688315255e-05,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Niabella","Niabella_soli"
"Niabella_yanshanensis",0,0,0,1.9590749248205e-05,0,0,0,0,0,0,0,0,4.44355573329778e-06,0,3.7774050738105e-06,0,0,0,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Niabella","Niabella_yanshanensis"
"Niastella_koreensis",0.00456868592543503,0,4.62051694343563e-06,0.000166521368609742,0.000486581223633675,0.000289204499016076,0.000504043303894282,0.000329861331371081,0.000365976092859015,0.000836931504764803,0.000283524640868788,0.000386707740709183,0.000617654246928392,0.000381867509735401,0.00076681322998353,8.02517612395458e-05,0.000301337579044895,0.000148290539612797,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Niastella","Niastella_koreensis"
"Niastella_populi",0.000778182767519153,0.00193851779828408,0.00124291905778418,0.00097953746241025,0.00198411761093343,0.00106879923549419,0.00158335342201573,0.00250567742099187,0.00102374393542995,0.00231582751602534,0.00073888239741563,0.00119289506456053,0.000857606256526472,0.00125217020634166,0.00218334013266247,0.000733730388475847,0.0011738672855331,0.000131813812989153,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Niastella","Niastella_populi"
"Niastella_yeongjuensis",0.000642628349951301,0.00274572394772729,0.000974929075064918,0.000700369285623329,0.00100623107411624,0.000760733573498809,0.00162718327452828,0.000735844508443181,0.00212661783688347,0.000680006847621403,0.000433878617087085,0.00149439601494396,0.00105756626452487,0.000692689901380495,0.000362630887085808,0.00100887928415429,0.000661143643576112,0.00072497597144034,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Niastella","Niastella_yeongjuensis"
"Nibribacter_koreensis",0,0,0,0,0,0,5.47873156406829e-06,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Nibribacter","Nibribacter_koreensis"
"Nisaea_denitrificans",0.000105431213663885,9.78431696294801e-05,0.000369641355474851,4.40791858084612e-05,0.000141722686495245,0.000276630390363203,0.000109574631281366,0.00012052625569328,0.000262118012453078,0.000204477583550492,5.58457625953674e-05,0.00019663105459789,0.000182185785065209,0.000235336953674143,0.00015487360802623,0,0,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Nisaea","Nisaea_denitrificans"
"Nitrolancea_hollandica",0,5.50367829165826e-05,1.38615508303069e-05,4.89768731205125e-06,9.44817909968301e-06,0,0,6.34348714175156e-06,0,4.75529264070911e-06,0,0,0,0,0,0,4.49757580664022e-06,2.19689688315255e-05,"Bacteria","Chloroflexi","Thermomicrobia","Sphaerobacterales","Sphaerobacteraceae","Nitrolancea","Nitrolancea_hollandica"
"Nitrosospira_lacus",0.000256047233183721,0.000544252631063983,0.000420467041852642,0.000396712672276151,0.000132274507395562,0.000132028140855165,8.21809734610243e-05,8.88088199845219e-05,0.000138477440541249,0.000147414071861982,0.000111691525190735,0.000275283476437045,0.000213290675198294,0.000537278705557948,0.000143541392804799,0.000292345701658345,0.000139424850005847,3.84456954551696e-05,"Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae","Nitrosospira","Nitrosospira_lacus"
"Nitrospirillum_amazonense",5.02053398399454e-05,0,4.62051694343563e-06,1.9590749248205e-05,3.30686268488905e-05,9.43058148965465e-05,2.73936578203414e-05,9.51523071262735e-05,0.000113749326158883,0.000114127023377019,0,0.000117978632758734,1.77742229331911e-05,5.32838385677304e-05,5.66610761071574e-05,0,1.79903032265609e-05,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Azospirillum","Nitrospirillum_amazonense"
"Nocardia_globerula",1.00410679679891e-05,0,0,0,0,0,0,1.26869742835031e-05,0,0,4.29582789195134e-06,0,0,4.4403198806442e-06,0,0,0,0,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardiaceae","Nocardia","Nocardia_globerula"
"Nocardia_inohanensis",0,6.11519810184251e-06,0,4.40791858084612e-05,9.44817909968301e-06,0,0,6.34348714175156e-06,0,0,0,6.55436848659632e-06,4.44355573329778e-06,0,0,0,8.99515161328044e-06,5.49224220788137e-06,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardiaceae","Nocardia","Nocardia_inohanensis"
"Nocardia_jiangxiensis",0,0,0,0,0,0,0,1.26869742835031e-05,0,4.75529264070911e-06,0,0,0,0,0,2.86613432998378e-05,8.99515161328044e-06,4.94301798709323e-05,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardiaceae","Nocardia","Nocardia_jiangxiensis"
"Nocardia_kruczakiae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardiaceae","Nocardia","Nocardia_kruczakiae"
"Nocardia_neocaledoniensis",0,0,0,0,0,0,0,3.17174357087578e-05,4.94562287647318e-06,0,0,0,0,0,0,0,0,0,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardiaceae","Nocardia","Nocardia_neocaledoniensis"
"Nocardia_niigatensis",0,0,0,0,0,0,1.09574631281366e-05,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardiaceae","Nocardia","Nocardia_niigatensis"
"Nocardia_vermiculata",0.00022090349529576,6.11519810184251e-06,0,1.9590749248205e-05,0.0005007534922832,0.000748159464845936,0.000136968289101707,0.000241052511386559,0.000123640571911829,8.08399748920549e-05,0.000189016427245859,0.000117978632758734,0.00011997600479904,2.66419192838652e-05,1.5109620295242e-05,0,1.34927274199207e-05,3.29534532472882e-05,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardiaceae","Nocardia","Nocardia_vermiculata"
"Nocardia_vinacea",0,0,0,0,4.72408954984151e-06,0,1.09574631281366e-05,0,1.48368686294195e-05,0,0,0,0,0,0,0,0,0,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardiaceae","Nocardia","Nocardia_vinacea"
"Nocardioides_agariphilus",0,0,0,9.7953746241025e-06,1.41722686495245e-05,0,0.000202713067870527,0,9.89124575294635e-06,2.37764632035455e-05,0,0,5.33226687995734e-05,2.2201599403221e-05,0,0,0,0,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Nocardioides","Nocardioides_agariphilus"
"Nocardioides_caricicola",0,0,9.24103388687126e-06,1.9590749248205e-05,2.36204477492075e-05,2.51482173057457e-05,6.02660472047512e-05,3.17174357087578e-05,3.46193601353122e-05,8.5595267532764e-05,0,0.000117978632758734,3.99920015996801e-05,2.66419192838652e-05,3.77740507381049e-05,7.45194925795782e-05,4.0478182259762e-05,0,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Nocardioides","Nocardioides_caricicola"
"Nocardioides_daejeonensis",0,0,0,0,0,1.25741086528729e-05,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Nocardioides","Nocardioides_daejeonensis"
"Nocardioides_halotolerans",0,0,0,0,4.72408954984151e-06,0,0,6.34348714175156e-06,9.89124575294635e-06,4.75529264070911e-06,0,0,0,0,0,0,0,0,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Nocardioides","Nocardioides_halotolerans"
"Nocardioides_hankookensis",0,0,0,1.46930619361537e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.64767266236441e-05,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Nocardioides","Nocardioides_hankookensis"
"Nocardioides_islandensis",6.5266941791929e-05,0,0,2.44884365602562e-05,7.08613432476226e-05,6.28705432643643e-06,0.000120532094409502,5.70913842757641e-05,4.94562287647318e-05,6.18188043292184e-05,0.000158945632002199,8.52067903257521e-05,2.66613343997867e-05,3.99628789257978e-05,3.39966456642945e-05,0,4.49757580664022e-06,1.09844844157627e-05,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Nocardioides","Nocardioides_islandensis"
"Nocardioides_mesophilus",1.00410679679891e-05,1.2230396203685e-05,1.84820677737425e-05,6.36699350566662e-05,0,6.28705432643643e-06,0,6.34348714175156e-06,3.46193601353122e-05,9.51058528141822e-06,0,0,0,1.77612795225768e-05,0,0.000171968059799027,1.34927274199207e-05,0,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Nocardioides","Nocardioides_mesophilus"
"Nocardioides_panacihumi",0,0,0,0,0,3.77223259586186e-05,1.09574631281366e-05,6.34348714175156e-06,4.94562287647318e-06,0,0,0,2.66613343997867e-05,0,0,0,0,0,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Nocardioides","Nocardioides_panacihumi"
"Nocardioides_panacisoli",0,0,0,0,0,0,0,0,1.48368686294195e-05,0,0,0,0,0,0,0,0,0,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Nocardioides","Nocardioides_panacisoli"
"Nocardioides_tritolerans",0,0,1.38615508303069e-05,9.7953746241025e-06,9.44817909968301e-06,6.28705432643643e-06,0,0,0,4.75529264070911e-06,0,0,0,0,0,0,1.79903032265609e-05,0,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Nocardioides","Nocardioides_tritolerans"
"Noviherbaspirillum_aurantiacum",0,0,4.62051694343563e-06,0,4.72408954984151e-06,0,3.28723893844097e-05,0,0,0,0,7.20980533525595e-05,0,0,0,0,0,0,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Noviherbaspirillum","Noviherbaspirillum_aurantiacum"
"Noviherbaspirillum_malthae",1.00410679679891e-05,4.89215848147401e-05,0.000124753957472762,0.000107749120865127,4.72408954984151e-06,6.28705432643643e-06,0,0,4.94562287647318e-06,4.75529264070911e-06,0,6.55436848659632e-06,0,0,0,5.73226865996756e-06,8.99515161328044e-06,0,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Noviherbaspirillum","Noviherbaspirillum_malthae"
