"","sample1","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9"
"Acetatifactor_muris",0,0,0,0,0,0,0,0,0,0,1.2887483675854e-05,0,0,0,0,0,0,0
"Achromobacter_marplatensis",0.000170698155455814,0.000140649556342378,0.000207923262454603,0.00011754449548923,5.19649850482566e-05,8.80187605701101e-05,8.76597050250926e-05,6.97783585592672e-05,9.89124575294635e-06,5.70635116885093e-05,0,0.00012453300124533,8.88711146659557e-05,7.10451180903072e-05,0,0.000269416627018475,0.000130429698392566,8.78758753261019e-05
"Acidicaldus_organivorans",0.000155636553503831,0.000232377527870015,0.000207923262454603,0.000112646808177179,0.000113378149196196,0.000106879923549419,8.76597050250926e-05,0.000101495794268025,0.000138477440541249,4.2797633766382e-05,8.16207299470754e-05,0.000216294160057678,4.88791130662756e-05,6.21644783290188e-05,0.00015109620295242,0.00030381023897828,0.000377796367757779,0.000378964712343814
"Acidiferrobacter_thiooxydans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.23836331182205e-05
"Acidiphilium_angustum",0,1.83455943055275e-05,4.62051694343563e-06,3.42838111843587e-05,2.36204477492075e-05,3.14352716321822e-05,0,2.53739485670063e-05,1.48368686294195e-05,4.75529264070911e-06,0,0,3.55484458663823e-05,8.8806397612884e-06,3.0219240590484e-05,0,2.69854548398413e-05,0
"Acidisoma_sibiricum",1.00410679679891e-05,0,0,0,2.36204477492075e-05,1.25741086528729e-05,2.73936578203414e-05,1.26869742835031e-05,4.45106058882586e-05,6.18188043292184e-05,0,0,3.55484458663823e-05,3.99628789257978e-05,0,0,8.99515161328044e-06,0
"Acidisoma_tundrae",9.03696117119017e-05,0.000110073565833165,5.08256863777919e-05,5.8772247744615e-05,9.44817909968301e-05,3.14352716321822e-05,3.28723893844097e-05,0.000133213229976783,6.42930973941513e-05,9.51058528141822e-05,8.59165578390267e-05,0.000183522317624697,2.22177786664889e-05,7.99257578515956e-05,3.77740507381049e-05,0.000332471582278118,0.000301337579044895,0.000428394892214747
"Aciditerrimonas_ferrireducens",0.000316293640991656,0.000165110348749748,0.000157097576076811,0.000440791858084612,0.000259824925241283,0.000245195118731021,0.000334202625408165,0.000310830869945827,0.000370921715735488,0.000204477583550492,0.00012887483675854,0.00057023005833388,0.000488791130662756,0.000377427189854757,0.000268195760240545,0.000361132925577956,0.000305835154851535,0.000175751750652204
"Acidobacterium_capsulatum",1.00410679679891e-05,1.2230396203685e-05,2.77231016606138e-05,1.9590749248205e-05,4.72408954984151e-06,1.88611629793093e-05,3.28723893844097e-05,3.80609228505094e-05,5.93474745176781e-05,1.90211705628364e-05,0,4.58805794061742e-05,4.44355573329778e-05,2.66419192838652e-05,0,0,0,6.0414664286695e-05
"Acidothermus_cellulolyticus",0.000246006165215732,0.000336335895601338,0.000129374474416198,0.000372224235715895,0.00018896358199366,8.80187605701101e-05,0.000120532094409502,5.07478971340125e-05,7.41843431470977e-05,4.2797633766382e-05,2.14791394597567e-05,0.000216294160057678,8.44275589326579e-05,0.000106567677135461,6.79932913285889e-05,0.000275148895678443,0.000584684854863229,0.000351503501304408
"Acidovorax_soli",9.53901456958962e-05,0.000152879952546063,8.7789821925277e-05,0.000494666418517176,0,6.28705432643643e-06,0,3.80609228505094e-05,0.000118694949035356,9.51058528141822e-06,0,4.58805794061742e-05,0,2.2201599403221e-05,3.7774050738105e-06,0.000114645373199351,0.00021138606291209,0.000126321570781271
"Acidovorax_temperans",0,6.11519810184251e-06,4.62051694343563e-06,0,0,0,0,0,0,0,4.29582789195134e-06,6.55436848659632e-06,0,0,0,0,8.99515161328044e-06,5.49224220788137e-06
"Acinetobacter_beijerinckii",0,0,9.24103388687126e-06,2.93861238723075e-05,0,0,5.47873156406829e-06,0,0,0,4.29582789195134e-06,0,0,4.4403198806442e-06,3.7774050738105e-06,0,0,2.74612110394068e-05
"Acinetobacter_bereziniae",0.000115472281631874,0.00022014713166633,0.000157097576076811,0.000200805179794101,1.41722686495245e-05,1.25741086528729e-05,1.09574631281366e-05,3.80609228505094e-05,8.4075588900044e-05,6.18188043292184e-05,6.87332462712214e-05,0.000144196106705119,3.55484458663823e-05,2.2201599403221e-05,1.13322152214315e-05,0.000143306716499189,4.94733338730424e-05,5.49224220788137e-06
"Acinetobacter_indicus",0,2.446079240737e-05,4.62051694343563e-05,1.46930619361537e-05,0,0,3.28723893844097e-05,0,0,0,0,0,0,0,0,0,0,0
"Acinetobacter_johnsonii",0,0,9.24103388687126e-06,0,0,6.28705432643643e-06,0,0,0,0,0,0,1.77742229331911e-05,0,0,0,0,0
"Acinetobacter_lwoffii",0,0,9.24103388687126e-06,0,1.8896358199366e-05,6.28705432643643e-06,1.09574631281366e-05,0,0,0,0,0,0,0,0,0,0,5.49224220788137e-06
"Acinetobacter_nosocomialis",0.000145595485535842,0,1.84820677737425e-05,0.000254679740226665,0,0,0,1.90304614252547e-05,0,1.42658779221273e-05,4.29582789195134e-06,0,0,0,0,9.74485672194484e-05,9.89466677460849e-05,0
"Acinetobacter_soli",0,0,0,0,0,0,0,6.34348714175156e-06,0,4.75529264070911e-06,4.29582789195134e-06,0,0,0,0,0,0,0
"Actinoallomurus_spadix",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.49757580664022e-06,7.68913909103392e-05
"Actinoallomurus_vinaceus",0.000130533883583858,9.78431696294801e-05,0,9.7953746241025e-06,7.08613432476226e-05,0.000106879923549419,4.38298525125463e-05,8.88088199845219e-05,0.000276954881082498,7.60846822513457e-05,7.73249020551241e-05,0.00012453300124533,5.33226687995734e-05,7.99257578515956e-05,0.00038151791245486,1.14645373199351e-05,4.49757580664022e-05,0.000153782781820678
"Actinocatenispora_rupis",9.03696117119017e-05,0,0,0,4.72408954984151e-06,1.25741086528729e-05,3.8351120948478e-05,1.26869742835031e-05,2.96737372588391e-05,0,0,0,2.22177786664889e-05,4.4403198806442e-05,6.42158862547784e-05,0,5.39709096796826e-05,7.68913909103392e-05
"Actinocorallia_cavernae",0,3.66911886110551e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Actinomadura_rudentiformis",0,0,0,0,0.000118102238746038,0,0,0,4.94562287647318e-06,0,0,6.55436848659632e-06,0,0,0,0,0,0
"Actinomadura_sputi",2.51026699199727e-05,0,0,0,2.8344537299049e-05,5.65834889379279e-05,6.57447787688194e-05,3.17174357087578e-05,6.42930973941513e-05,6.65740969699275e-05,1.71833115678053e-05,0,6.66533359994668e-05,6.21644783290188e-05,0,0,2.69854548398413e-05,0
"Actinomycetospora_chiangmaiensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Actinophytocola_gilvus",0,0,0,9.30560589289737e-05,0,6.28705432643643e-05,0,0,0,0,0,0,0,0,0,0,0,2.19689688315255e-05
"Actinophytocola_timorensis",0,0,0,0,0,8.17317062436737e-05,0,6.34348714175156e-06,0,0,0,0,4.44355573329778e-06,0,0,0,0,0
"Actinoplanes_auranticolor",0,6.11519810184251e-06,1.84820677737425e-05,2.44884365602562e-05,0,6.28705432643643e-06,0,0,5.93474745176781e-05,0,0,0,0,0,0,0,8.99515161328044e-06,5.49224220788137e-05
"Actinoplanes_deccanensis",0,0,0,4.89768731205125e-06,0,0,0,0,0,0,6.01415904873187e-05,0,8.88711146659557e-06,1.77612795225768e-05,0,1.14645373199351e-05,0,0
"Actinoplanes_globisporus",0.000722956893695213,0.000654326196897148,0.000452810660456692,0.000181214430545896,0.000410995790836211,9.43058148965465e-05,0.000509522035458351,0.000158587178543789,0.000103858080405937,0.000156924657143401,0.000111691525190735,0.000524349478927705,0.000293274678397654,0.000199814394628989,0.000933019053231192,0.000355400656917988,0.000359806064531218,8.78758753261019e-05
"Actinopolymorpha_pittospori",0,0,0,0,0,0,0,0,0,0,0,0,0,2.66419192838652e-05,7.17706964023994e-05,0,5.39709096796826e-05,0
"Actinospica_robiniae",4.01642718719563e-05,1.83455943055275e-05,2.31025847171782e-05,5.8772247744615e-05,2.8344537299049e-05,4.4009380285055e-05,6.02660472047512e-05,6.97783585592672e-05,4.45106058882586e-05,9.51058528141822e-06,9.88040415148808e-05,6.55436848659632e-06,0.000151080894932125,1.77612795225768e-05,9.82125319190729e-05,8.02517612395458e-05,8.99515161328044e-05,0.00012082932857339
"Adhaeribacter_aerolatus",0,0,0,0,0,0,0,0,0,0,0.000133170664650491,0,0,0,0,0,0,0
"Adhaeribacter_aerophilus",0,0,0,4.89768731205125e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adhaeribacter_aquaticus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86613432998378e-05,0,0
"Adhaeribacter_terreus",5.02053398399454e-06,0,0,4.89768731205125e-06,6.14131641479396e-05,3.77223259586186e-05,4.93085840766146e-05,3.17174357087578e-05,0.000153314309170668,4.75529264070911e-05,4.29582789195134e-05,0.000432588320115357,0.000137750227732231,0.000288620792241873,7.93255065500204e-05,0,0,0
"Aeromicrobium_marinum",5.02053398399454e-06,1.83455943055275e-05,7.39282710949701e-05,1.9590749248205e-05,1.41722686495245e-05,0,0,3.17174357087578e-05,9.39668346529904e-05,4.75529264070911e-06,0,1.9663105459789e-05,3.11048901330845e-05,2.2201599403221e-05,4.53288608857259e-05,0.000160503522479092,1.34927274199207e-05,0
"Aeromicrobium_massiliense",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aeromicrobium_panaciterrae",0,0,0,0,0,0,0,1.26869742835031e-05,0,0,0,0,0,2.66419192838652e-05,0,0,0,0
"Aeromonas_australiensis",5.52258738239399e-05,0,1.38615508303069e-05,4.89768731205125e-06,0,6.28705432643643e-06,4.93085840766146e-05,6.34348714175156e-06,0,4.75529264070911e-05,4.29582789195134e-06,0.000170413580651504,8.88711146659557e-06,1.77612795225768e-05,0,0,4.49757580664022e-06,5.49224220788137e-06
"Afipia_felis",0.000125513349599863,0.00012230396203685,0.000133994991359633,0.00011754449548923,0.000122826328295879,5.65834889379279e-05,1.64361946922049e-05,5.70913842757641e-05,1.48368686294195e-05,9.51058528141822e-06,0,0.00012453300124533,6.66533359994668e-05,8.8806397612884e-05,3.77740507381049e-05,0.00023502301505867,8.54539403261642e-05,0
"Aggregicoccus_edonensis",0.000326334708959645,0.000152879952546063,9.24103388687126e-05,0.000132237557425384,0.000429892149035577,0.000622418378317207,0.0002246279941268,0.000450387587064361,0.000761625922976869,0.000608677458010766,0.000502611863358306,8.52067903257521e-05,0.000262169788264569,0.000217575674151566,0.000309747216052461,0.00025795208969854,0.000251864245171852,0.000455856103254154
"Agromyces_humatus",5.02053398399454e-06,0,5.08256863777919e-05,0,8.50336118971471e-05,2.51482173057457e-05,8.76597050250926e-05,2.53739485670063e-05,0.000113749326158883,1.90211705628364e-05,0,0,0,8.8806397612884e-06,0,0,0,0
"Agromyces_marinus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71968059799027e-05,0,0
"Agromyces_soli",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.99515161328044e-06,0
"Akkermansia_muciniphila",1.00410679679891e-05,2.446079240737e-05,0,0,0,0,1.09574631281366e-05,0,0,0,0.000141762320434394,0,0,0,0,0,0,0
"Alicyclobacillus_acidoterrestris",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alicyclobacillus_pomorum",0,0,0,0,1.8896358199366e-05,0,0,0,0,0,0,0,1.33306671998934e-05,8.8806397612884e-06,0,0,0,0
"Alishewanella_aestuarii",0,0,0,0,0,0,0,0,0,0,6.44374183792701e-05,0,0,0,0,0,0,0
"Alistipes_timonensis",5.02053398399454e-06,0,0,0,0,0,0,0,0,0,4.29582789195134e-06,0,0,0,0,0,0,0
"Alkaliphilus_halophilus",1.00410679679891e-05,2.446079240737e-05,0,0,0,0,0,6.34348714175156e-06,0,0,0,0,1.33306671998934e-05,0,0,0,0,0
"Alkanibacter_difficilis",2.00821359359782e-05,0,3.23436186040494e-05,3.42838111843587e-05,9.44817909968301e-06,6.91575975908008e-05,1.09574631281366e-05,1.90304614252547e-05,6.92387202706245e-05,7.13293896106366e-05,0,0,4.44355573329778e-06,4.4403198806442e-06,0,0,4.49757580664022e-05,0
"Alkanindiges_illinoisensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Allobacillus_halotolerans",0,0,0,0,0,1.25741086528729e-05,0,0,0,9.51058528141822e-06,0,0,3.55484458663823e-05,0,0,0,0,0
"Allobaculum_stercoricanis",5.02053398399454e-06,0,4.62051694343563e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,4.49757580664022e-06,5.49224220788137e-06
"Allokutzneria_albata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.49757580664022e-06,0
"Alloprevotella_rava",5.02053398399454e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alsobacter_metallidurans",0,1.2230396203685e-05,0.00010627188969902,8.32606843048712e-05,9.44817909968301e-06,5.65834889379279e-05,2.19149262562731e-05,3.17174357087578e-05,9.89124575294635e-06,0,0,5.89893163793669e-05,0,4.88435186870862e-05,0,0,8.99515161328044e-05,3.29534532472882e-05
"Altererythrobacter_dongtanensis",0,6.11519810184251e-06,9.24103388687126e-06,5.38745604325637e-05,0,0,5.47873156406829e-06,0,0,4.75529264070911e-06,0,6.55436848659632e-06,0,0,0,0,4.49757580664022e-06,0
"Altererythrobacter_ishigakiensis",0,0,0,4.89768731205125e-06,4.72408954984151e-06,3.77223259586186e-05,5.47873156406829e-06,1.90304614252547e-05,5.44018516412049e-05,3.80423411256729e-05,0,0.000281837844923642,0.000142193783465529,8.8806397612884e-05,0,3.43936119598053e-05,2.24878790332011e-05,0
