"","sample1","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","Kingdom","Phylum","Class","Order","Family"
"Family_V",0,6.72671791202676e-05,0,0.000112646808177179,1.41722686495245e-05,1.88611629793093e-05,5.47873156406829e-06,1.26869742835031e-05,4.94562287647318e-06,1.42658779221273e-05,8.16207299470754e-05,0,0,0,0,0,0.000116936970972646,3.84456954551696e-05,"Bacteria","Cyanobacteria","Cyanobacteria","Unassigned","Family_V"
"Family_XI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Cyanobacteria","Cyanobacteria","Unassigned","Family_XI"
"Family_XII",0,6.11519810184251e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Cyanobacteria","Cyanobacteria","Unassigned","Family_XII"
"Family_XIII",0,0,0,0.000107749120865127,3.77927163987321e-05,1.25741086528729e-05,1.64361946922049e-05,1.26869742835031e-05,9.89124575294635e-06,4.2797633766382e-05,0,0,0,3.10822391645094e-05,0,0,7.19612129062435e-05,0,"Bacteria","Cyanobacteria","Cyanobacteria","Unassigned","Family_XIII"
"Fibrobacteraceae",0,6.11519810184251e-05,0,3.42838111843587e-05,3.77927163987321e-05,0,0,0,3.46193601353122e-05,1.42658779221273e-05,0,0,8.88711146659557e-06,6.21644783290188e-05,0.000200202468911956,0,0,5.49224220788137e-06,"Bacteria","Fibrobacteres","Fibrobacteria","Fibrobacterales","Fibrobacteraceae"
"Fimbriimonadaceae",0.000175718689439809,0.000299644706990283,9.24103388687126e-06,9.30560589289737e-05,0.000330686268488905,6.28705432643643e-05,0.000142447020665775,0.000133213229976783,0.000153314309170668,0.000223498754113328,0.000176128943570005,0,4.44355573329778e-05,9.32467174935282e-05,0,0.000475778298777307,0.000233873941945291,8.78758753261019e-05,"Bacteria","Armatimonadetes","Fimbriimonadia","Fimbriimonadales","Fimbriimonadaceae"
"Flammeovirgaceae",6.02464078079345e-05,2.446079240737e-05,0,4.89768731205125e-05,3.30686268488905e-05,1.25741086528729e-05,2.19149262562731e-05,0,2.96737372588391e-05,9.51058528141822e-05,0,0,1.77742229331911e-05,8.8806397612884e-06,0,0,0,0.000219689688315255,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Flammeovirgaceae"
"Flavobacteriaceae",0.000963942524926951,0.000446409461434503,0.00172807333684493,0.00260556965001126,0.000666096626527652,0.000999641637903393,0.000630054129867853,0.00156684132401264,0.000499507910523791,0.00106043025887813,0.00035225788714001,0.00099626400996264,0.000266613343997867,0.0013764991629997,0.000207757279059577,0.000676407701876172,0.00267605760495093,0.000247150899354662,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae"
"Fusobacteriaceae",2.00821359359782e-05,6.72671791202676e-05,4.15846524909207e-05,2.93861238723075e-05,0,8.17317062436737e-05,8.76597050250926e-05,5.07478971340125e-05,5.93474745176781e-05,0,5.1549934703416e-05,4.58805794061742e-05,8.44275589326579e-05,4.4403198806442e-05,4.15514558119154e-05,5.1590417939708e-05,4.0478182259762e-05,6.59069064945764e-05,"Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae"
"Gaiellaceae",0.010146499181653,0.0159178606590961,0.00949978283570366,0.014908560177884,0.0106622701139923,0.00947459086993971,0.0120696456356424,0.0106824323467096,0.010880370328241,0.00903505601734731,0.0075649529177263,0.01428852330078,0.0127352307316315,0.00952892646386246,0.0169492165661877,0.0286670755684977,0.0245207832978025,0.0248469037484553,"Bacteria","Actinobacteria","Actinobacteria","Gaiellales","Gaiellaceae"
"Gallionellaceae",0,6.11519810184251e-06,0,0,0,0,5.47873156406829e-06,0,4.94562287647318e-06,0,0,3.27718424329816e-05,4.44355573329778e-06,0,3.7774050738105e-06,0,4.49757580664022e-06,0,"Bacteria","Proteobacteria","Betaproteobacteria","Gallionellales","Gallionellaceae"
"Gemmatimonadaceae",0.0246257191914932,0.0286497031071322,0.0303290732167115,0.0217065501670111,0.0204553077508137,0.0284300596641456,0.0195700291468519,0.0112025982923333,0.0297973778307509,0.0280086736537767,0.0376830022681971,0.0341154879727338,0.0323890777400076,0.029852270557571,0.021448106009096,0.0261907355073918,0.0195824450621115,0.0218261705341206,"Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae"
"Geobacteraceae",0.00246508218614132,0.00108239006402612,0.00162180144714591,0.00335491580875511,0.0166146229467926,0.0369804535480991,0.00470623041353466,0.0269281029167354,0.0132443780631952,0.0217031556121964,0.00735016152312874,0.00452906862423805,0.00396365171410162,0.00322811255322833,0.000770590635057341,0.00714240675031957,0.00395336913403675,0.00179596320197721,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Geobacteraceae"
"Geodermatophilaceae",0.000155636553503831,0.00012230396203685,0.000115512923585891,0.000137135244737435,8.50336118971471e-05,6.91575975908008e-05,4.38298525125463e-05,8.24653328427703e-05,9.39668346529904e-05,2.37764632035455e-05,0.000240566361949275,0.000190076686111293,0.000182185785065209,9.76870373741724e-05,7.17706964023994e-05,0.000343936119598053,0.000130429698392566,0.00012082932857339,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Geodermatophilaceae"
"Glycomycetaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Glycomycetaceae"
"Halanaerobiaceae",4.51848058559508e-05,0,0,0,2.8344537299049e-05,1.25741086528729e-05,2.73936578203414e-05,5.07478971340125e-05,4.94562287647318e-06,1.90211705628364e-05,0.000176128943570005,1.31087369731926e-05,6.66533359994668e-05,0.000146530556061259,3.39966456642945e-05,0,3.14830306464815e-05,0,"Bacteria","Firmicutes","Clostridia","Halanaerobiales","Halanaerobiaceae"
"Haliangiaceae",0.0030374230603167,0.00266622637240333,0.00202840693816824,0.00218926622848691,0.00337772402813668,0.00323783297811476,0.00354473932195218,0.00237880767815684,0.00285362439972502,0.0029245049740361,0.00391779503745962,0.00330995608573114,0.00443911217756449,0.00346788982678312,0.00298415000831029,0.00350241615124018,0.00214534365976739,0.00328985308252094,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae"
"Halomonadaceae",0,2.446079240737e-05,6.46872372080988e-05,6.85676223687175e-05,4.72408954984151e-06,0,1.64361946922049e-05,0,9.89124575294635e-06,0,9.45082136229294e-05,0,4.88791130662756e-05,3.99628789257978e-05,0,5.73226865996756e-05,0.000170907880652328,0.000274612110394068,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae"
"Halothiobacillaceae",0,0,0,0,0,0,0,0,4.94562287647318e-06,0,0,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Halothiobacillaceae"
"Helicobacteraceae",5.02053398399454e-06,0,0,0,4.72408954984151e-06,0,0,0,0,0,4.29582789195134e-06,6.55436848659632e-06,0,0,1.13322152214315e-05,1.14645373199351e-05,1.34927274199207e-05,1.09844844157627e-05,"Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae"
"Heliobacteriaceae",0,0,0,0,0,1.25741086528729e-05,0,0,0,0,0,2.62174739463853e-05,8.88711146659557e-06,0,0,0,0,0,"Bacteria","Firmicutes","Clostridia","Clostridiales","Heliobacteriaceae"
"Herpetosiphonaceae",0,0.000189571141157118,4.15846524909207e-05,7.836299699282e-05,1.41722686495245e-05,0.000113166977875856,0.000126010825973571,3.17174357087578e-05,3.95649830117854e-05,3.80423411256729e-05,0.000309299608220496,1.31087369731926e-05,2.66613343997867e-05,8.43660777322398e-05,0,0,0.000184400608072249,0,"Bacteria","Chloroflexi","Chloroflexia","Herpetosiphonales","Herpetosiphonaceae"
"Holophagaceae",0.00106435320460684,0.00026906871648107,0.000235646364115217,0.000739550784119739,0.00120936692475943,0.00143973544075394,0.000849203392430584,0.000983240506971492,0.000400595452994327,0.000689517432902821,0.000880644717850024,0.00081929606082454,0.000359928014397121,0.000595002864006323,0.000562833355997764,0.00121524095591312,0.000548704248410107,0.000296581079225594,"Bacteria","Acidobacteria","Holophagae","Holophagales","Holophagaceae"
"Hydrogenophilaceae",9.03696117119017e-05,3.05759905092125e-05,8.7789821925277e-05,0.00027427048947487,0.00162508680514548,0.00406143709487794,0.000662926519252263,0.00534755966049657,0.00127597070213008,0.000513571605196584,0.000249158017733178,0.000157304843678312,0.000573218689595414,0.00103015421230945,1.13322152214315e-05,4.58581492797404e-05,4.49757580664022e-05,0.000104352601949746,"Bacteria","Proteobacteria","Betaproteobacteria","Hydrogenophilales","Hydrogenophilaceae"
"Hyphomicrobiaceae",0.008273840005623,0.0097965473591517,0.0102575476144271,0.00671472930482226,0.00845139620466646,0.00636878603268011,0.00803182047292411,0.0072950102130143,0.00760636798401575,0.00829323036539669,0.0044934359749811,0.0105787507373665,0.00855828834233153,0.00837888361477561,0.00724884033664234,0.00565774916738798,0.00508226066150345,0.00541535081697103,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae"
"Hyphomonadaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae"
"Iamiaceae",0.000401642718719563,0.000678786989304519,0.000397364457135464,0.000494666418517176,0.000297617641640015,0.000308065661995385,0.000361596283228507,0.000310830869945827,0.000321465486970757,0.000256785802598292,0.000305003780328545,0.000203185423084486,0.000484347574929459,0.000341904630809604,0.000604384811809679,0.000389794268877794,0.000310332730658175,0.000433887134422628,"Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","Iamiaceae"
"Ignavibacteriaceae",0,0.00019568633925896,0.00014785654218994,0,3.30686268488905e-05,5.65834889379279e-05,0.000262979115075278,3.80609228505094e-05,0,0.000118882316017728,0,9.17611588123484e-05,2.22177786664889e-05,4.88435186870862e-05,0,0,0,0,"Bacteria","Ignavibacteriae","Ignavibacteria","Ignavibacteriales","Ignavibacteriaceae"
"Intrasporangiaceae",0.000261067767167716,0.000226262329768173,0.000619149270420375,0.00058772247744615,0.000609407551929554,0.00035207504228044,0.000909469439635336,0.000577257329899392,0.000593474745176781,0.000389933996538147,0.000244862189841226,0.000701317428065806,0.000559888022395521,0.000408509429019267,0.000434401583488207,0.00056176232867682,0.000517221217763625,0.000214197446107373,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Intrasporangiaceae"
"Jiangellaceae",1.00410679679891e-05,0,0,0,9.44817909968301e-06,6.28705432643643e-06,5.47873156406829e-06,2.53739485670063e-05,1.48368686294195e-05,1.42658779221273e-05,6.44374183792701e-05,3.93262109195779e-05,3.55484458663823e-05,6.6604798209663e-05,3.0219240590484e-05,0,0,5.49224220788137e-06,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Jiangellaceae"
"Kineosporiaceae",6.02464078079345e-05,4.89215848147401e-05,0.000286472050493009,0.000107749120865127,4.25168059485736e-05,6.91575975908008e-05,1.09574631281366e-05,0,5.44018516412049e-05,3.32870484849638e-05,0.000154649804110248,0,0.000111088893332445,4.88435186870862e-05,7.55481014762099e-05,0.000108913104539384,0.000332820609691376,2.19689688315255e-05,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Kineosporiaceae"
"Kofleriaceae",0.0002761293691197,0.000373027084212393,0.000217164296341475,0.000259577427538716,0.000278721283440649,0.000490390237462042,0.000235585457254936,0.000437700612780858,0.000707224071335664,0.000437486922945238,0.000360849542923912,0.000616110637740054,0.000351040902930525,0.000395188469377334,0.000676155508212079,0.000607620477956561,0.000256361820978493,0.000137306055197034,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Kofleriaceae"
"Ktedonobacteraceae",0.000793244369471137,0.00101512288490586,0.000411226007965771,0.000455484920020766,0.000349582626688272,0.000980780474924084,0.000427341061997326,0.000247395998528311,0.000370921715735488,0.000185456412987655,0.000631486700116847,0.000163859212164908,0.0013952765002555,0.000244217593435431,0.000849916141607361,0.000659210895896269,0.00104793516294717,0.00130166140326788,"Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","Ktedonobacteraceae"
"Labilitrichaceae",0.000828388107359099,0.000825551743748739,0.000896380287026512,0.000641597037878714,0.000590511193730188,0.000666427758602262,0.000805373539918038,0.000964210045546238,0.000657767842570933,0.00090826089437544,0.00104388617774417,0.000760306744445173,0.000666533359994668,0.00104791549183203,0.00159406494114803,0.00123243776189302,0.000953486071007727,0.00176300974872992,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Labilitrichaceae"
"Lachnospiraceae",0.000105431213663885,0,1.38615508303069e-05,1.46930619361537e-05,2.36204477492075e-05,1.88611629793093e-05,1.09574631281366e-05,3.17174357087578e-05,2.96737372588391e-05,3.32870484849638e-05,5.58457625953674e-05,0,5.33226687995734e-05,3.55225590451536e-05,0,1.14645373199351e-05,9.44490919394446e-05,1.09844844157627e-05,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae"
"Lactobacillaceae",6.5266941791929e-05,0,7.39282710949701e-05,4.89768731205125e-06,4.72408954984151e-06,1.25741086528729e-05,0,1.90304614252547e-05,1.48368686294195e-05,9.51058528141822e-06,0,7.86524218391558e-05,3.99920015996801e-05,7.10451180903072e-05,0.000139763987730988,9.17162985594809e-05,8.54539403261642e-05,5.49224220788137e-06,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae"
"Legionellaceae",0.00180237170025404,0.00149822353495141,0.00103961631227302,0.00163092987491307,0.00143139913360198,0.00125112381096085,0.00119436348096689,0.000926149122695728,0.00143423063417722,0.00171666064329599,0.00152501890164272,0.0016058202792161,0.00115088093492413,0.00174948603297382,0.0014391913331218,0.00114072146333354,0.00157864910813072,0.0015927502402856,"Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae"
"Leptospiraceae",0.000105431213663885,0.000207916735462645,0,0.000186112117857947,0.000359030805787955,0.000289204499016076,0.000241064188819005,0.000291800408520572,0.000301682995464864,0.00042797633766382,0.00035225788714001,0.000150750475191715,0.000146637339198827,0.000199814394628989,6.04384811809679e-05,0,9.89466677460849e-05,0.000142798297404916,"Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Leptospiraceae"
"Leuconostocaceae",1.00410679679891e-05,0,0,0,0,0,0,0,4.94562287647318e-06,0,0,0,0,0,0,5.73226865996756e-06,0,0,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae"
"Marinilabiliaceae",5.52258738239399e-05,0,0,2.44884365602562e-05,0.000311789910289539,3.77223259586186e-05,0,0.00020299158853605,7.91299660235708e-05,2.85317558442547e-05,6.01415904873187e-05,7.20980533525595e-05,2.22177786664889e-05,0.000102127357254817,1.88870253690525e-05,0,0,6.59069064945764e-05,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Marinilabiliaceae"
"Methanomassiliicoccaceae",2.00821359359782e-05,0,6.00667202646632e-05,4.40791858084612e-05,6.14131641479396e-05,0,0,6.34348714175156e-06,2.47281143823659e-05,1.42658779221273e-05,0,0,3.11048901330845e-05,1.33209596419326e-05,0,0.000126109910519286,4.49757580664022e-06,0,"Archaea","Euryarchaeota","Thermoplasmata","Methanomassiliicoccales","Methanomassiliicoccaceae"
"Methylobacteriaceae",2.51026699199727e-05,0.000134534358240535,8.31693049818414e-05,6.85676223687175e-05,6.14131641479396e-05,0.000113166977875856,6.02660472047512e-05,6.97783585592672e-05,1.97824915058927e-05,7.60846822513457e-05,8.16207299470754e-05,0.000150750475191715,0.000164411562132018,5.32838385677304e-05,0.000105767342066694,0.000223558477738735,0.000179903032265609,7.68913909103392e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae"
"Methylocystaceae",6.02464078079345e-05,6.11519810184251e-06,2.31025847171782e-05,0,5.66890745980981e-05,3.77223259586186e-05,5.47873156406829e-05,9.51523071262735e-05,3.46193601353122e-05,9.51058528141822e-06,3.00707952436594e-05,0,7.55404474660623e-05,1.77612795225768e-05,3.0219240590484e-05,0,4.49757580664022e-06,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylocystaceae"
"Methylophilaceae",0.000160657087487825,0.000287414310786598,9.70308558121483e-05,0.000220395929042306,0.000349582626688272,0.000358362096606877,0.000367075014792575,0.000298143895662324,0.000252226766700132,0.000209232876191201,0,0.000294946581896834,0.000519896020795841,0.000483994866990218,3.7774050738105e-06,0.000406991074857696,0.00019339575968553,9.88603597418646e-05,"Bacteria","Proteobacteria","Betaproteobacteria","Methylophilales","Methylophilaceae"
"Microbacteriaceae",0.000240985631231738,0.000262953518379228,0.000425087558796078,0.000538745604325637,0.00034485853713843,0.000339500933627567,0.000317766430715961,0.000304487382804075,0.000341247978476649,0.000294828143723965,0.000575640937521479,0.000393262109195779,0.000599880023995201,0.000279740152480585,0.000317302026200082,0.000619085015276496,0.000463250308083943,0.00048331731429356,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae"
"Micrococcaceae",0.00149611912723037,0.00163887309129379,0.00327132599595243,0.0064796403138438,0.0048138472512885,0.00115053094173787,0.0073250641011593,0.00400274038644524,0.00165183804074204,0.00255359214806079,0.000640078355900749,0.00321164055843219,0.00370148192583705,0.00341904630809604,0.00163561639695994,0.00468899576385346,0.003175288519488,0.00109295619936839,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae"
"Micromonosporaceae",0.0035846612645721,0.00547921749925089,0.00512877380721355,0.00396222903544946,0.00284390190900459,0.00213759847098839,0.00257500383511209,0.00159221527257964,0.00183977171004802,0.00198771232381641,0.00100092789882466,0.00367700072098053,0.00249727832211335,0.0019182181884383,0.00314657842648414,0.0036743842110392,0.00335069397594696,0.00462446793903611,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae"
"Moraxellaceae",0.000717936359711219,0.000348566291805023,0.000355779804644544,0.000631801663254611,0.000151170865594928,0.000106879923549419,0.000109574631281366,0.000177617639969044,0.0002027705379354,0.000252030509957583,8.16207299470754e-05,0.000203185423084486,0.000297718234130952,0.000355225590451536,1.5109620295242e-05,0.000464313761457372,0.000647650916156192,7.13991487024578e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae"
"Mycobacteriaceae",0.000607484612063339,0.000648210998795306,0.000665354439854731,0.000842402217672815,0.000680268895177177,0.000540686672073533,0.000816331003046175,0.000761218457010188,0.000697332825582718,0.000603922165370057,0.00035225788714001,0.000983155272989448,0.000986469372792108,0.000559480304961169,0.00152229424474563,0.00105473743343403,0.00116487213391982,0.000659069064945764,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Mycobacteriaceae"
"Myxococcaceae",0.000481971262463476,0.00022014713166633,0.000189441194680861,0.000230191303666409,0.000585787104180347,0.000855039388395355,0.000356117551664439,0.000621661739891653,0.0010880370328241,0.000893995016453313,0.000923602996769537,0.000242511634004064,0.000417694238929992,0.000461793267586997,0.000551501140776332,0.000630549552596431,0.000431767277437461,0.000455856103254154,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Myxococcaceae"
"Nakamurellaceae",5.52258738239399e-05,5.50367829165826e-05,3.23436186040494e-05,4.89768731205125e-06,9.44817909968301e-06,6.28705432643643e-05,2.73936578203414e-05,5.70913842757641e-05,3.46193601353122e-05,4.2797633766382e-05,0,2.62174739463853e-05,3.55484458663823e-05,2.2201599403221e-05,0,0.000154771253819124,4.49757580664022e-05,0,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nakamurellaceae"
"Nannocystaceae",0.000311273107007661,0.000311875103193968,0.000157097576076811,0.000308554300659229,0.000165343134244453,0.000220046901425275,0.000361596283228507,0.000177617639969044,0.000138477440541249,0.000242519924676165,0.000554161798061722,0.000583338795307072,0.000182185785065209,0.000239777273554787,0.00038151791245486,1.14645373199351e-05,5.39709096796826e-05,0.000329534532472882,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Nannocystaceae"
"Neisseriaceae",0.00553262845036198,0.0092217187375785,0.0136443865339654,0.0201343925398427,0.00295728005820078,0.00285432266420214,0.00287633407113585,0.00431991474353281,0.00406035638158448,0.00338576836018489,0.00392638669324352,0.00343448908697647,0.00233286675998134,0.00345900918702183,0.0021229016514815,0.0156605579790314,0.015813476536147,0.00791432102155705,"Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae"
"Nitrosomonadaceae",0.0019278850498539,0.00214643453374672,0.0014647038710691,0.00161133912566486,0.00179042993938993,0.00193641273254242,0.00137516162258114,0.00219484655104604,0.00317014426381931,0.00227778517489966,0.000880644717850024,0.00161892901618929,0.00150192183785465,0.00181165051130283,0.0015109620295242,0.000831178955695295,0.00172706910974984,0.00260332280653577,"Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae"
"Nitrosopumilaceae",0.00164673514675021,0.000483100650045558,0.000494395312947613,0.000573029415509996,0.00189908399903629,0.00143344838642751,0.000914948171199404,0.00146534552974461,0.00167656615512441,0.00120784433074011,0.00221664719224689,0.00099626400996264,0.00208402763891666,0.00190045690891572,0.00243264886753396,0.000619085015276496,0.000467747883890583,4.94301798709323e-05,"Archaea","Thaumarchaeota","Unassigned","Nitrosopumilales","Nitrosopumilaceae"
"Nitrososphaeraceae",0.00947374762779769,0.0146458994539128,0.00276768964911794,0.0113528391893348,0.0101426202635097,0.0233689809313642,0.0110286866384695,0.0125093566435341,0.0118546580349062,0.0123447396952808,0.0126512131417967,0.00892704987874418,0.0154369126174765,0.0167622075494319,0.0121216928818579,0.0108110586926988,0.0177924098910687,0.0165591102567623,"Archaea","Thaumarchaeota","Unassigned","Nitrososphaerales","Nitrososphaeraceae"
"Nitrospiraceae",0.00637607815967306,0.00756450005197918,0.00602515409424006,0.00641597037878714,0.0052012225943755,0.00572750649138359,0.00385154828954001,0.00537293360906357,0.00649360283680928,0.00711391779050083,0.00480703141109355,0.00806187323851347,0.00754515763513964,0.00625641071182768,0.00929619388664763,0.00893087457222945,0.00952586555846399,0.0142303995606206,"Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae"
"Nocardiaceae",0.000235965097247743,3.66911886110551e-05,9.24103388687126e-06,9.30560589289737e-05,0.000547994387781615,0.000754446519172372,0.00019175560474239,0.000310830869945827,0.000153314309170668,0.000185456412987655,0.00019331225513781,0.00019663105459789,0.000155524450665422,4.4403198806442e-05,0.000101989936992883,8.59840298995133e-05,6.29660612929631e-05,9.33681175339832e-05,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardiaceae"
"Nocardioidaceae",0.000507073932383448,0.00022014713166633,0.000304954118266752,0.00058772247744615,0.000519649850482566,0.000484103183135605,0.000723192566457014,0.000450387587064361,0.00073195218571803,0.000575390409525802,0.000335074575572204,0.000524349478927705,0.000604323579728499,0.000506196466393439,0.000585497786440627,0.001060469702094,0.000584684854863229,0.000203212961691611,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae"
"Nocardiopsaceae",3.01232039039672e-05,0,0,0,4.72408954984151e-05,3.77223259586186e-05,1.64361946922049e-05,1.90304614252547e-05,3.95649830117854e-05,0,0,1.9663105459789e-05,5.33226687995734e-05,1.33209596419326e-05,0,8.02517612395458e-05,0,0,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardiopsaceae"
"Oceanospirillaceae",3.51437378879618e-05,0,1.38615508303069e-05,2.44884365602562e-05,0,6.28705432643643e-06,0,0,4.94562287647318e-06,0,0,0.000104869895785541,2.22177786664889e-05,8.8806397612884e-06,0,0.0002120939404188,0.000134927274199207,2.19689688315255e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae"
"Oleiphilaceae",0,0,0,0,0,0,0,0,0,0,8.59165578390267e-06,1.31087369731926e-05,0,0,0,0,4.49757580664022e-06,5.49224220788137e-06,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oleiphilaceae"
"Oligoflexaceae",0,0,0,0,0,0,0,0,4.45106058882586e-05,0,9.88040415148808e-05,0,1.33306671998934e-05,1.77612795225768e-05,0,0,0,0,"Bacteria","Proteobacteria","Oligoflexia","Oligoflexales","Oligoflexaceae"
"Opitutaceae",0.00324828548764447,0.00445186421814135,0.00331753116538678,0.00430506714729305,0.00296200414775062,0.00290461909881363,0.00261335495606057,0.00447215843493485,0.00480714543593193,0.00347136362771765,0.00423998212935597,0.00251032313036639,0.00235064098291453,0.00289064824229938,0.00397760754272245,0.00443104367415492,0.00482140126471832,0.00389949196759577,"Bacteria","Verrucomicrobia","Opitutae","Opitutales","Opitutaceae"
"Oscillochloridaceae",0,0,0,0,2.8344537299049e-05,6.28705432643643e-06,5.47873156406829e-06,1.90304614252547e-05,0,4.75529264070911e-06,0.000219087222489518,0,0,0,0,0,0,0,"Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Oscillochloridaceae"
"Oxalobacteraceae",0.00992057515237321,0.00730154653359996,0.00674595473741602,0.0110246941394274,0.00443592008730118,0.00533770912314453,0.00540202932217133,0.00641960898745258,0.00710686007349196,0.00661936735586708,0.0115944394803767,0.0048043521006751,0.00336821524583972,0.00426270708541843,0.00270839943792213,0.0129778562461665,0.0152152989538639,0.00872168062611561,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae"
"Paenibacillaceae_1",0.000617525680031328,0.000623750206387936,0.00149242697272971,0.00143502238243102,0.000812543402572739,0.000584696052358588,0.000712235103328877,0.000704127072734424,0.000578637876547362,0.000922526772297567,0.000511203519142209,0.000989709641476044,0.000453242684796374,0.000572801264603102,0.000373963102307239,0.00189164865778929,0.00135826789360535,0.00115337086365509,"Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae_1"
"Paenibacillaceae_2",2.51026699199727e-05,9.78431696294801e-05,0.000101651372755584,0.000357531173779741,8.50336118971471e-05,3.14352716321822e-05,6.02660472047512e-05,1.26869742835031e-05,9.89124575294635e-06,8.5595267532764e-05,6.87332462712214e-05,1.31087369731926e-05,4.44355573329778e-06,1.77612795225768e-05,0,0,6.29660612929631e-05,5.49224220788137e-06,"Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae_2"
"Parachlamydiaceae",0.0020182546615658,0.0017550618552288,0.00112740613419829,0.00262516039925947,0.00148336411865023,0.000930484040312592,0.00196686463150052,0.0012306365054998,0.00063798535106504,0.0011983337454587,0.00181283937040346,0.000911057219636888,0.00108422759892466,0.00121220732741587,0.0030596981097865,0.00218399435944764,0.00469097156632575,0.00335575998901552,"Bacteria","Chlamydiae","Chlamydiia","Chlamydiales","Parachlamydiaceae"
"Pasteurellaceae",3.01232039039672e-05,0,0,0,0,0,0,0,0,0,1.71833115678053e-05,2.62174739463853e-05,1.33306671998934e-05,1.77612795225768e-05,4.91062659595364e-05,2.86613432998378e-05,1.79903032265609e-05,5.49224220788137e-06,"Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae"
"Patulibacteraceae",0,0,2.31025847171782e-05,0,4.72408954984151e-06,0,2.19149262562731e-05,1.26869742835031e-05,4.94562287647318e-06,0,0,3.93262109195779e-05,0,1.33209596419326e-05,0,0,0,0,"Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Patulibacteraceae"
