"","sample1","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","Kingdom","Phylum","Class","Order","Family","Genus"
"Lysinimonas",0.000105431213663885,0.00012230396203685,4.15846524909207e-05,0.000303656613347177,0.000136998596945404,0.000194898684119529,0.000115053362845434,0.000133213229976783,0.000118694949035356,0.00016167994978411,0.00019331225513781,0.000222848528544275,0.000399920015996801,0.00016873215546448,0.000105767342066694,0.00028088116433841,8.0956364519524e-05,0.000395441438967458,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Lysinimonas"
"Lysobacter",0.00032131417497565,0.000464755055740031,0.000813210982044671,0.000254679740226665,0.000307065820739698,0.000502964346114915,0.0004492559882536,0.000780248918435442,0.000741843431470977,0.000437486922945238,0.00045106192865489,0.000524349478927705,0.000435468461863183,0.000421830388661199,0.000234199114576251,0.000321007044958183,0.000454255156470662,5.49224220788137e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter"
"Magnetospirillum",0,0,0,0,4.72408954984151e-05,6.28705432643643e-06,4.38298525125463e-05,1.26869742835031e-05,0,1.42658779221273e-05,4.29582789195134e-06,0,1.77742229331911e-05,0,0,0,0,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Magnetospirillum"
"Marinobacter",3.01232039039672e-05,6.72671791202676e-05,0,2.44884365602562e-05,4.25168059485736e-05,0,0,0,9.89124575294635e-06,1.90211705628364e-05,4.29582789195134e-06,0,4.44355573329778e-06,0,1.88870253690525e-05,0,8.99515161328044e-06,1.09844844157627e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Marinobacter"
"Marinobacterium",3.01232039039672e-05,0,0,2.44884365602562e-05,0,6.28705432643643e-06,0,0,4.94562287647318e-06,0,0,0,1.77742229331911e-05,0,0,0.000200629403098864,5.84684854863229e-05,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Marinobacterium"
"Marinoscillum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Flammeovirgaceae","Marinoscillum"
"Marmoricola",0,1.2230396203685e-05,1.38615508303069e-05,0,9.44817909968301e-06,6.28705432643643e-06,1.09574631281366e-05,0,4.94562287647318e-06,4.75529264070911e-06,0,0,4.44355573329778e-06,0,1.13322152214315e-05,0,0,0,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Marmoricola"
"Martelella",0,0,3.23436186040494e-05,0,1.41722686495245e-05,0,6.02660472047512e-05,0,0,0,0,5.89893163793669e-05,0,0,1.88870253690525e-05,0,4.49757580664022e-06,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Aurantimonadaceae","Martelella"
"Massilia",0.000953901456958962,0.000550367829165826,0.000850175117592156,0.00090117446541743,0.000481857134083834,0.0010876603984735,0.000432819793561395,0.00106570583981426,0.000736897808594503,0.000404199874460274,0.00161952711526565,0.00049813200498132,0.000613210691195094,0.00039074814949669,0.000434401583488207,0.000825446687035328,0.00110190607262685,0.00227928051627077,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia"
"Melghirimyces",3.51437378879618e-05,0,0,0,0,2.51482173057457e-05,0,0,0,0,0,0,0,8.8806397612884e-06,0,0,0,0,"Bacteria","Firmicutes","Bacilli","Bacillales","Thermoactinomycetaceae_1","Melghirimyces"
"Mesocricetibacter",3.01232039039672e-05,0,0,0,0,0,0,0,0,0,1.71833115678053e-05,2.62174739463853e-05,1.33306671998934e-05,1.77612795225768e-05,4.91062659595364e-05,2.86613432998378e-05,1.79903032265609e-05,5.49224220788137e-06,"Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Mesocricetibacter"
"Mesorhizobium",0.0028516633029089,0.00560152146128774,0.00570171790819957,0.00621026751168098,0.00376037528167384,0.00311837894591247,0.00528149722776183,0.00458634120348638,0.00375372776324314,0.00447948566754798,0.00170114784521273,0.00507963557711215,0.0028038836677109,0.00389416053532496,0.00305592070471269,0.00208081352356822,0.00192946002104865,0.00176300974872992,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Mesorhizobium"
"Metallibacterium",1.50616019519836e-05,0,0,0,0.000122826328295879,0.000289204499016076,3.28723893844097e-05,0.00032351784422933,0.00063798535106504,0.00037566811861602,1.2887483675854e-05,2.62174739463853e-05,0,4.4403198806442e-05,0,0,4.49757580664022e-06,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Metallibacterium"
"Methanomassiliicoccus",2.00821359359782e-05,0,6.00667202646632e-05,4.40791858084612e-05,6.14131641479396e-05,0,0,6.34348714175156e-06,2.47281143823659e-05,1.42658779221273e-05,0,0,3.11048901330845e-05,1.33209596419326e-05,0,0.000126109910519286,4.49757580664022e-06,0,"Archaea","Euryarchaeota","Thermoplasmata","Methanomassiliicoccales","Methanomassiliicoccaceae","Methanomassiliicoccus"
"Methylobacillus",4.51848058559508e-05,0.000103958367731323,3.69641355474851e-05,5.8772247744615e-05,0.000193687671543502,0.000113166977875856,6.57447787688194e-05,0,4.94562287647318e-05,4.2797633766382e-05,0,0.000137641738218523,1.33306671998934e-05,6.21644783290188e-05,3.7774050738105e-06,5.1590417939708e-05,0.000112439395166006,4.39379376630509e-05,"Bacteria","Proteobacteria","Betaproteobacteria","Methylophilales","Methylophilaceae","Methylobacillus"
"Methylobacterium",1.00410679679891e-05,0.000128419160138693,7.85487880384057e-05,2.93861238723075e-05,4.72408954984151e-05,6.28705432643643e-05,4.38298525125463e-05,1.26869742835031e-05,4.94562287647318e-06,2.37764632035455e-05,4.72541068114647e-05,0.000104869895785541,9.77582261325513e-05,3.55225590451536e-05,0.000105767342066694,0.000223558477738735,0.000170907880652328,7.68913909103392e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae","Methylobacterium"
"Methylocystis",2.00821359359782e-05,0,0,0,0,6.28705432643643e-06,5.47873156406829e-06,5.70913842757641e-05,9.89124575294635e-06,9.51058528141822e-06,3.00707952436594e-05,0,2.22177786664889e-05,1.77612795225768e-05,0,0,0,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylocystaceae","Methylocystis"
"Methyloligella",0,0,0,0,4.72408954984151e-06,0,0,1.26869742835031e-05,1.48368686294195e-05,0,0,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhodobiaceae","Methyloligella"
"Methylophaga",0,0,0,0,0,0,0,0,0,0,0,0,0,8.8806397612884e-06,0,0,0,6.59069064945764e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Piscirickettsiaceae","Methylophaga"
"Methylophilus",5.02053398399454e-05,0.000110073565833165,4.62051694343563e-05,0.000127339870113332,2.8344537299049e-05,2.51482173057457e-05,5.47873156406829e-06,7.61218457010188e-05,1.48368686294195e-05,6.65740969699275e-05,0,6.55436848659632e-05,4.44355573329778e-05,7.99257578515956e-05,0,0.000160503522479092,1.79903032265609e-05,0,"Bacteria","Proteobacteria","Betaproteobacteria","Methylophilales","Methylophilaceae","Methylophilus"
"Methylopila",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylocystaceae","Methylopila"
"Methylosinus",3.51437378879618e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0219240590484e-05,0,4.49757580664022e-06,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylocystaceae","Methylosinus"
"Methylotenera",5.02053398399454e-06,6.11519810184251e-05,4.62051694343563e-06,2.44884365602562e-05,1.41722686495245e-05,1.88611629793093e-05,7.12235103328877e-05,0,1.48368686294195e-05,0,0,3.93262109195779e-05,8.88711146659557e-05,0.000111007997016105,0,0,4.49757580664022e-05,0,"Bacteria","Proteobacteria","Betaproteobacteria","Methylophilales","Methylophilaceae","Methylotenera"
"Methyloversatilis",0.00126015402998263,0.00108239006402612,0.000614528753476939,0.000695471598311277,0.000770026596624166,0.000798455899457427,0.000903990708071267,0.000818309841285952,0.00100396144392406,0.00118406786753657,0.000498316035466355,0.00118634069607393,0.00103979204159168,0.000928026855054638,0.000479730444373933,0.000957288866214582,0.000688129098415954,0.000851297542221612,"Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae","Methyloversatilis"
"Methylovirgula",0.000195800825375787,0.000470870253841873,0.000318815669097059,0.00019590749248205,0.000136998596945404,6.28705432643643e-05,9.31384365891609e-05,8.24653328427703e-05,2.96737372588391e-05,6.65740969699275e-05,0,6.55436848659632e-05,4.88791130662756e-05,1.77612795225768e-05,9.06577217714519e-05,0.000240755283718637,0.000152917577425768,0.000131813812989153,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylovirgula"
"Microbacterium",5.02053398399454e-06,0,6.46872372080988e-05,3.918149849641e-05,2.36204477492075e-05,0,3.8351120948478e-05,2.53739485670063e-05,1.48368686294195e-05,9.51058528141822e-06,0,0,0,8.8806397612884e-06,0,0.000143306716499189,1.34927274199207e-05,1.64767266236441e-05,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Microbacterium"
"Micrococcus",0,0,0,4.89768731205125e-06,0,1.25741086528729e-05,0,0,0,4.75529264070911e-06,8.16207299470754e-05,0,0,0,0,0,0,0,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Micrococcus"
"Microgenomates_genera_incertae_sedis",0.000371519514815596,0.000605404612082408,0.00161718093020247,0.000950151338537942,0.000680268895177177,0.00136429078883671,0.00145734259604216,0.00239783813958209,0.00106825454131821,0.000613432750651475,0.000635782528008798,0.000812741692337943,0.00136861516585572,0.00139426044252228,0.000755481014762099,0.00110632785137374,0.000899515161328044,0.00068103803377729,"Bacteria","Microgenomates","Unassigned","Unassigned","Unassigned","Microgenomates_genera_incertae_sedis"
"Micromonospora",0.000366498980831601,0.000409718272823448,0.000226405330228346,0.000171419055921794,0.000136998596945404,0.000427519694197678,0.000109574631281366,7.61218457010188e-05,0.000291791749711917,0.000180701120346946,1.71833115678053e-05,0.000327718424329816,0.000466573351996267,0.000279740152480585,0.000509949684964417,0.00023502301505867,0.000130429698392566,0.000373472470135933,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Micromonospora"
"Microvirga",1.50616019519836e-05,6.11519810184251e-06,4.62051694343563e-06,3.42838111843587e-05,0,5.02964346114915e-05,1.64361946922049e-05,5.70913842757641e-05,1.48368686294195e-05,5.23082190478002e-05,3.43666231356107e-05,4.58805794061742e-05,6.66533359994668e-05,1.77612795225768e-05,0,0,8.99515161328044e-06,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae","Microvirga"
"Minicystis",9.53901456958962e-05,0.000525907036758456,0.000425087558796078,0.00189540498976383,0.000160619044694611,0.000521825509094224,0.000142447020665775,0.000164930665685541,0.000267063635329552,0.000185456412987655,0.000210495566705616,0.000281837844923642,0.000168855117865316,0.000244217593435431,0.000222866899354819,0.0010948633140538,0.00021138606291209,0.000516270767540849,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae","Minicystis"
"Mizugakiibacter",0.000768141699551164,0.000140649556342378,4.62051694343563e-06,0,0.000165343134244453,0.000194898684119529,0.000257500383511209,0.000183961127110795,0.000123640571911829,0.000209232876191201,0.000146058148326345,0.000157304843678312,0.000217734230931591,0.000408509429019267,0.000188870253690525,1.14645373199351e-05,0.000130429698392566,2.74612110394068e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Mizugakiibacter"
"Modestobacter",0,0,1.84820677737425e-05,0,9.44817909968301e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Geodermatophilaceae","Modestobacter"
"Moheibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Moheibacter"
"Mucilaginibacter",0.00136558524364651,0.00230542968439463,0.00109044199865081,0.00148399925555153,0.000524373940032407,0.000113166977875856,0.000750586224277355,0.000431357125639106,0.000247281143823659,0.000461263386148784,0.00048113272389855,0.000209739791571082,0.000590992912528605,0.000235336953674143,0.00030596981097865,0.00129549271715267,0.00306734670012863,0.00177948647535356,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter"
"Mucispirillum",0,0,0,0,0,0,5.47873156406829e-06,0,0,0,1.2887483675854e-05,0,0,0,0,0,0,0,"Bacteria","Deferribacteres","Deferribacteres","Deferribacterales","Deferribacteraceae","Mucispirillum"
"Myceligenerans",0,0,0,0,2.8344537299049e-05,1.88611629793093e-05,0,0,9.89124575294635e-06,3.80423411256729e-05,0,0,4.88791130662756e-05,7.10451180903072e-05,3.77740507381049e-05,0,0,0,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Promicromonosporaceae","Myceligenerans"
"Mycobacterium",0.000607484612063339,0.000648210998795306,0.000665354439854731,0.000842402217672815,0.000680268895177177,0.000540686672073533,0.000816331003046175,0.000761218457010188,0.000697332825582718,0.000603922165370057,0.00035225788714001,0.000983155272989448,0.000986469372792108,0.000559480304961169,0.00152229424474563,0.00105473743343403,0.00116487213391982,0.000659069064945764,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Mycobacteriaceae","Mycobacterium"
"Myxococcus",0,0,4.62051694343563e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Myxococcaceae","Myxococcus"
"Nakamurella",5.52258738239399e-05,5.50367829165826e-05,3.23436186040494e-05,4.89768731205125e-06,9.44817909968301e-06,6.28705432643643e-05,2.73936578203414e-05,5.70913842757641e-05,3.46193601353122e-05,4.2797633766382e-05,0,2.62174739463853e-05,3.55484458663823e-05,2.2201599403221e-05,0,0.000154771253819124,4.49757580664022e-05,0,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nakamurellaceae","Nakamurella"
"Nannocystis",0.000210862427327771,0.000238492725971858,7.39282710949701e-05,3.42838111843587e-05,8.03095223473056e-05,0.000150889303834474,6.57447787688194e-05,6.97783585592672e-05,0.000103858080405937,0.000142658779221273,0.000240566361949275,0.000176967949138101,8.44275589326579e-05,6.21644783290188e-05,0.000211534684133388,0,4.49757580664022e-05,0.000307565563641357,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Nannocystaceae","Nannocystis"
"Neisseria",0,0,9.24103388687126e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria"
"Neochlamydia",0.000667731019871274,0.000281299112684755,0.000272610499662702,0.000323247362595382,0.000292893552090173,0.000213759847098839,0.000536915693278692,0.000196648101394298,0.000182988046429508,0.000223498754113328,0.000270637157192934,0.000117978632758734,0.000275500455464463,0.000226456313912854,0.000627049242252542,0.000103180835879416,0.00061616788550971,0.00103803377728958,"Bacteria","Chlamydiae","Chlamydiia","Chlamydiales","Parachlamydiaceae","Neochlamydia"
"Neptuniibacter",5.02053398399454e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.49757580664022e-06,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Neptuniibacter"
"Nesterenkonia",1.00410679679891e-05,0,4.62051694343563e-06,2.93861238723075e-05,1.41722686495245e-05,0,0,0,0,0,0,6.55436848659632e-06,0,3.55225590451536e-05,0,0,0,0.000109844844157627,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Nesterenkonia"
"Nevskia",6.02464078079345e-05,8.56127734257951e-05,5.08256863777919e-05,0.000328145049907434,0.00015589495514477,5.02964346114915e-05,0.000164361946922049,5.70913842757641e-05,5.93474745176781e-05,8.5595267532764e-05,0.000103099869406832,0.000144196106705119,0.000133306671998934,5.32838385677304e-05,5.66610761071574e-05,0.000246487552378605,0.000310332730658175,0.00015927502402856,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Sinobacteraceae","Nevskia"
"Niabella",0.000205841893343776,0.000116188763935008,0.000175579643850554,0.00023508899097846,1.8896358199366e-05,0,4.38298525125463e-05,2.53739485670063e-05,0,7.60846822513457e-05,0,6.55436848659632e-06,3.55484458663823e-05,3.55225590451536e-05,3.7774050738105e-06,9.74485672194484e-05,4.0478182259762e-05,2.19689688315255e-05,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Niabella"
"Niastella",0.00614513359640931,0.0046903569441132,0.00222246864979254,0.0019492795501964,0.00366589349067701,0.00223819134021137,0.00391181433674476,0.00401542736072874,0.00372899964886078,0.00402297757403991,0.00163241459894151,0.00313298813659304,0.00254615743517963,0.00236669049638336,0.00332033905987943,0.00182286143386968,0.00216333396299395,0.00111492516819992,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Niastella"
"Nibribacter",0,0,0,0,0,0,5.47873156406829e-06,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Nibribacter"
"Nisaea",0.000105431213663885,9.78431696294801e-05,0.000369641355474851,4.40791858084612e-05,0.000141722686495245,0.000276630390363203,0.000109574631281366,0.00012052625569328,0.000262118012453078,0.000204477583550492,5.58457625953674e-05,0.00019663105459789,0.000182185785065209,0.000235336953674143,0.00015487360802623,0,0,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Nisaea"
"Nitrolancea",0,5.50367829165826e-05,1.38615508303069e-05,4.89768731205125e-06,9.44817909968301e-06,0,0,6.34348714175156e-06,0,4.75529264070911e-06,0,0,0,0,0,0,4.49757580664022e-06,2.19689688315255e-05,"Bacteria","Chloroflexi","Thermomicrobia","Sphaerobacterales","Sphaerobacteraceae","Nitrolancea"
"Nitrosomonas",0,0,4.62051694343563e-05,1.46930619361537e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae","Nitrosomonas"
"Nitrosopumilus",0.00164673514675021,0.000483100650045558,0.000494395312947613,0.000573029415509996,0.00189908399903629,0.00143344838642751,0.000914948171199404,0.00146534552974461,0.00167656615512441,0.00120784433074011,0.00221664719224689,0.00099626400996264,0.00208402763891666,0.00190045690891572,0.00243264886753396,0.000619085015276496,0.000467747883890583,4.94301798709323e-05,"Archaea","Thaumarchaeota","Unassigned","Nitrosopumilales","Nitrosopumilaceae","Nitrosopumilus"
"Nitrososphaera",0.00947374762779769,0.0146458994539128,0.00276768964911794,0.0113528391893348,0.0101426202635097,0.0233689809313642,0.0110286866384695,0.0125093566435341,0.0118546580349062,0.0123447396952808,0.0126512131417967,0.00892704987874418,0.0154369126174765,0.0167622075494319,0.0121216928818579,0.0108110586926988,0.0177924098910687,0.0165591102567623,"Archaea","Thaumarchaeota","Unassigned","Nitrososphaerales","Nitrososphaeraceae","Nitrososphaera"
"Nitrosospira",0.0019278850498539,0.00214643453374672,0.00141849870163474,0.00159664606372871,0.00179042993938993,0.00193641273254242,0.00137516162258114,0.00219484655104604,0.00317014426381931,0.00227778517489966,0.000880644717850024,0.00161892901618929,0.00150192183785465,0.00181165051130283,0.0015109620295242,0.000831178955695295,0.00172706910974984,0.00260332280653577,"Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae","Nitrosospira"
"Nitrospira",0.00637607815967306,0.00756450005197918,0.00602515409424006,0.00641597037878714,0.0052012225943755,0.00572750649138359,0.00385154828954001,0.00537293360906357,0.00649360283680928,0.00711391779050083,0.00480703141109355,0.00806187323851347,0.00754515763513964,0.00625641071182768,0.00929619388664763,0.00893087457222945,0.00952586555846399,0.0142303995606206,"Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospira"
"Nocardia",0.000230944563263749,1.2230396203685e-05,0,6.36699350566662e-05,0.000514925760932724,0.000748159464845936,0.00015888321535798,0.000304487382804075,0.000143423063417722,8.5595267532764e-05,0.00019331225513781,0.00012453300124533,0.000124419560532338,3.10822391645094e-05,1.5109620295242e-05,2.86613432998378e-05,3.14830306464815e-05,9.33681175339832e-05,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardiaceae","Nocardia"
"Nocardioides",0.000356457912863612,0.000177340744953433,0.000157097576076811,0.000435894170772561,0.00040627170128637,0.000276630390363203,0.000668405250816331,0.000329861331371081,0.000380812961488435,0.000456508093508074,0.000330778747680253,0.000458805794061742,0.00042213779466329,0.000284180472361229,0.000373963102307239,0.000630549552596431,0.000418274550017541,0.000203212961691611,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Nocardioides"
"Nocardiopsis",5.02053398399454e-06,0,0,0,0,1.25741086528729e-05,0,1.90304614252547e-05,4.94562287647318e-06,0,0,0,2.22177786664889e-05,1.33209596419326e-05,0,0,0,0,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardiopsaceae","Nocardiopsis"
"Nonomuraea",1.00410679679891e-05,0,0.000249507914945524,1.9590749248205e-05,1.41722686495245e-05,0,1.09574631281366e-05,0,0,1.42658779221273e-05,0,0,0,0,0,0,0,0,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptosporangiaceae","Nonomuraea"
"Noviherbaspirillum",7.53080097599181e-05,4.89215848147401e-05,0.00022178481328491,0.000137135244737435,0.000141722686495245,0.00017603752114022,0.000120532094409502,0.000114182768551528,0.000425323567376693,0.00016167994978411,0.000274932985084886,9.17611588123484e-05,0.000111088893332445,4.88435186870862e-05,0,5.73226865996756e-06,0.000107941819359365,3.29534532472882e-05,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Noviherbaspirillum"
"Novosphingobium",0.0068028235483126,0.01669449081803,0.0168464047757663,0.0215155403618411,0.010581960591645,0.00653853649949389,0.0106123030396003,0.0115134291622791,0.00794267033961592,0.00855001616799498,0.00565760533369991,0.00621354132529331,0.00467462063142927,0.00368102518105404,0.00409470710001058,0.0268671432092679,0.0161597898732583,0.00342715913771797,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium"
"Nubsella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Nubsella"
"Oceanobacillus",3.51437378879618e-05,0,8.31693049818414e-05,0.000102851433553076,0.000132274507395562,8.17317062436737e-05,7.12235103328877e-05,8.88088199845219e-05,0.000138477440541249,1.42658779221273e-05,7.73249020551241e-05,0.000268729107950449,0.000146637339198827,0.000115448316896749,6.04384811809679e-05,8.02517612395458e-05,3.59806064531218e-05,0.000247150899354662,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Oceanobacillus"
"Ochrobactrum",0,0,0,2.93861238723075e-05,0,0,0,0,0,4.75529264070911e-06,0,9.17611588123484e-05,0,0,0,0,8.99515161328044e-06,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Brucellaceae","Ochrobactrum"
"Odoribacter",5.02053398399454e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Odoribacter"
"Ohtaekwangia",0.000843449709311082,0.00283745191925492,0.00281851533549574,0.00179745124352281,0.00222504617797535,0.00142716133210107,0.00116149109158248,0.00130041486405907,0.00145401312568311,0.00206379700606775,0.00218657639700323,0.00112079701120797,0.00186184985225177,0.00142534268168679,0.00180937703035523,0.000762391731775685,0.00164161516942368,0.000983111355210765,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Unassigned","Ohtaekwangia"
"Oleibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14645373199351e-05,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Oleibacter"
"Oleiphilus",0,0,0,0,0,0,0,0,0,0,8.59165578390267e-06,1.31087369731926e-05,0,0,0,0,4.49757580664022e-06,5.49224220788137e-06,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oleiphilaceae","Oleiphilus"
"Oligoflexus",0,0,0,0,0,0,0,0,4.45106058882586e-05,0,9.88040415148808e-05,0,1.33306671998934e-05,1.77612795225768e-05,0,0,0,0,"Bacteria","Proteobacteria","Oligoflexia","Oligoflexales","Oligoflexaceae","Oligoflexus"
"Olivibacter",1.50616019519836e-05,0,0,0,0,0,0,6.34348714175156e-06,0,0,0,0,0,0,0,0,0,5.49224220788137e-06,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Olivibacter"
"Olsenella",0,0,0,0,0,0,0,0,0,0,0,0,4.44355573329778e-06,4.4403198806442e-06,0,0,0,0,"Bacteria","Actinobacteria","Actinobacteria","Coriobacteriales","Coriobacteriaceae","Olsenella"
"Opitutus",0.00256047233183721,0.00412775871874369,0.00312346945376249,0.00377611691759151,0.00279666101350617,0.00267828514306192,0.00242707808288225,0.00418035802641428,0.00446095183457881,0.00330017309265212,0.00382328682383669,0.00215638723209019,0.00211957608478304,0.00269083384767039,0.00321834912288654,0.00396672991269755,0.00450207338244686,0.00348208155979679,"Bacteria","Verrucomicrobia","Opitutae","Opitutales","Opitutaceae","Opitutus"
"Ornatilinea",0.000230944563263749,6.11519810184251e-05,0.00010627188969902,2.93861238723075e-05,0.000136998596945404,8.80187605701101e-05,0.000147925752229844,6.97783585592672e-05,9.89124575294635e-06,0.000218743461472619,0.000236270534057324,9.17611588123484e-05,7.10968917327646e-05,0.000102127357254817,0.000317302026200082,0,0,0,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Ornatilinea"
"Ornithinibacillus",0.000130533883583858,0,0,9.7953746241025e-06,0.000212584029742868,2.51482173057457e-05,6.02660472047512e-05,8.88088199845219e-05,4.45106058882586e-05,0.00010937173073631,6.87332462712214e-05,0.000209739791571082,6.66533359994668e-05,0.000164291835583835,8.68803166976414e-05,0,0,5.49224220788137e-06,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Ornithinibacillus"
"Ornithinimicrobium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Intrasporangiaceae","Ornithinimicrobium"
"Oryzihumus",9.53901456958962e-05,3.05759905092125e-05,3.69641355474851e-05,0.000186112117857947,0.000198411761093343,0.000106879923549419,0.000252021651947141,0.000164930665685541,0.000163205554923615,0.0001046164380956,2.5774967351708e-05,0.000275283476437045,7.10968917327646e-05,0.000119888636777393,0.000343743861716755,0.000194897134438897,0.000121434546779286,5.49224220788137e-05,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Intrasporangiaceae","Oryzihumus"
