"","sample1","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9"
"Actinoallomurus_spadix",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14
"Actinoallomurus_vinaceus",26,16,0,2,15,17,8,14,56,16,18,19,12,18,101,2,10,28
"Actinocatenispora_rupis",18,0,0,0,1,2,7,2,6,0,0,0,5,10,17,0,12,14
"Actinocorallia_cavernae",0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Actinomadura_rudentiformis",0,0,0,0,25,0,0,0,1,0,0,1,0,0,0,0,0,0
"Actinomadura_sputi",5,0,0,0,6,9,12,5,13,14,4,0,15,14,0,0,6,0
"Actinomycetospora_chiangmaiensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Actinophytocola_gilvus",0,0,0,19,0,10,0,0,0,0,0,0,0,0,0,0,0,4
"Actinophytocola_timorensis",0,0,0,0,0,13,0,1,0,0,0,0,1,0,0,0,0,0
"Actinoplanes_auranticolor",0,1,4,5,0,1,0,0,12,0,0,0,0,0,0,0,2,10
"Actinoplanes_deccanensis",0,0,0,1,0,0,0,0,0,0,14,0,2,4,0,2,0,0
"Actinoplanes_globisporus",144,107,98,37,87,15,93,25,21,33,26,80,66,45,247,62,80,16
"Actinopolymorpha_pittospori",0,0,0,0,0,0,0,0,0,0,0,0,0,6,19,0,12,0
"Actinospica_robiniae",8,3,5,12,6,7,11,11,9,2,23,1,34,4,26,14,20,22
"Adhaeribacter_aerolatus",0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0
"Adhaeribacter_aerophilus",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adhaeribacter_aquaticus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"Adhaeribacter_terreus",1,0,0,1,13,6,9,5,31,10,10,66,31,65,21,0,0,0
"Aeromicrobium_marinum",1,3,16,4,3,0,0,5,19,1,0,3,7,5,12,28,3,0
"Aeromicrobium_massiliense",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aeromicrobium_panaciterrae",0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0
"Aeromonas_australiensis",11,0,3,1,0,1,9,1,0,10,1,26,2,4,0,0,1,1
"Afipia_felis",25,20,29,24,26,9,3,9,3,2,0,19,15,20,10,41,19,0
"Aggregicoccus_edonensis",65,25,20,27,91,99,41,71,154,128,117,13,59,49,82,45,56,83
"Agromyces_humatus",1,0,11,0,18,4,16,4,23,4,0,0,0,2,0,0,0,0
"Agromyces_marinus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"Agromyces_soli",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"Akkermansia_muciniphila",2,4,0,0,0,0,2,0,0,0,33,0,0,0,0,0,0,0
"Alicyclobacillus_acidoterrestris",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alicyclobacillus_pomorum",0,0,0,0,4,0,0,0,0,0,0,0,3,2,0,0,0,0
"Alishewanella_aestuarii",0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
"Alistipes_timonensis",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Alkaliphilus_halophilus",2,4,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0
"Alkanibacter_difficilis",4,0,7,7,2,11,2,3,14,15,0,0,1,1,0,0,10,0
"Alkanindiges_illinoisensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Allobacillus_halotolerans",0,0,0,0,0,2,0,0,0,2,0,0,8,0,0,0,0,0
"Allobaculum_stercoricanis",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"Allokutzneria_albata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Alloprevotella_rava",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alsobacter_metallidurans",0,2,23,17,2,9,4,5,2,0,0,9,0,11,0,0,20,6
"Altererythrobacter_dongtanensis",0,1,2,11,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Altererythrobacter_ishigakiensis",0,0,0,1,1,6,1,3,11,8,0,43,32,20,0,6,5,0
"Altererythrobacter_troitsensis",2,11,20,49,0,2,8,2,3,0,7,0,8,6,0,0,6,11
"Alterococcus_agarolyticus",0,6,0,4,0,2,0,4,8,0,0,0,12,0,0,0,0,0
"Aminobacter_anthyllidis",0,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ammoniibacillus_agariperforans",1,0,0,0,4,5,1,2,1,0,5,0,8,1,0,0,0,3
"Ammoniphilus_oxalaticus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Amorphus_orientalis",0,0,0,0,0,0,0,0,0,1,0,4,0,5,0,29,0,0
"Amycolatopsis_bartoniae",1,0,0,0,1,0,0,0,1,2,0,0,5,0,0,0,0,0
"Amycolatopsis_pigmentata",0,0,0,3,6,1,1,4,2,0,0,0,7,3,0,0,0,10
"Amycolatopsis_pretoriensis",1,0,1,65,0,7,0,3,1,11,3,0,1,8,0,0,0,32
"Anaeromyxobacter_dehalogenans",30,4,21,7,114,115,33,118,44,66,44,29,96,100,15,76,20,0
"Anaeroplasma_bactoclasticum",0,12,0,0,20,0,3,5,0,2,0,0,0,3,0,0,3,7
"Anderseniella_baltica",36,52,43,87,65,65,34,43,76,80,28,20,60,74,109,0,31,25
"Aneurinibacillus_thermoaerophilus",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Angustibacter_aerolatus",6,8,51,19,5,7,2,0,0,3,29,0,11,7,0,4,10,0
"Aquabacterium_citratiphilum",7,0,1,15,2,6,1,5,8,3,0,0,5,0,0,0,9,0
"Aquabacterium_limnoticum",1,181,480,443,9,33,31,16,25,35,21,10,1,1,7,20,13,2
"Aquabacterium_parvum",0,0,0,0,0,1,0,1,0,4,0,0,0,1,0,0,0,1
"Aquaspirillum_arcticum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aquicella_lusitana",2,7,8,18,40,9,21,16,20,39,21,30,9,42,11,0,7,25
"Aquicella_siphonis",1566,790,1034,1211,1625,853,1191,688,768,1557,1497,1194,1270,1730,1972,595,1412,1060
"Aquihabitans_daechungensis",67,90,63,96,63,48,61,49,59,51,67,31,91,73,131,35,60,66
"Aquimonas_voraii",0,0,0,0,3,9,0,4,11,9,0,0,0,0,0,0,0,0
"Aquincola_tertiaricarbonis",38,40,69,115,7,47,19,29,16,20,10,1,4,5,13,90,41,4
"Aquisphaera_giovannonii",212,98,114,164,94,58,156,80,174,90,206,61,178,95,374,83,112,151
"Arachidicoccus_rhizosphaerae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Arenimonas_daechungensis",149,209,293,231,303,368,168,291,627,409,133,216,235,283,185,83,232,42
"Arenimonas_maotaiensis",1,1,21,24,0,3,0,1,0,0,12,0,0,0,0,7,46,3
"Aridibacter_famidurans",15,139,278,70,6,15,5,1,43,12,15,5,0,15,0,0,1,13
"Arthrobacter_cryotolerans",120,160,518,1013,724,163,1122,516,306,390,85,430,732,600,332,543,387,22
"Arthrobacter_nicotinovorans",4,2,0,19,15,6,12,13,1,14,0,13,3,8,0,19,20,0
"Arthrobacter_ramosus",156,92,160,273,249,9,170,93,22,125,42,41,95,141,90,235,263,130
"Asticcacaulis_benevestitus",41,11,14,38,109,15,113,49,16,23,65,35,28,17,0,20,52,10
"Asticcacaulis_endophyticus",0,7,0,0,0,0,0,1,0,2,0,0,0,0,0,0,13,0
"Asticcacaulis_excentricus",0,0,0,0,0,0,5,0,0,0,0,17,1,0,24,0,7,0
"Asticcacaulis_solisilvae",5,12,3,14,2,0,4,2,1,14,8,0,0,4,0,0,25,15
"Aureimonas_altamirensis",0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Aureimonas_ureilytica",1,0,0,0,0,0,0,2,0,0,2,0,0,9,0,0,0,0
"Aureispira_maritima",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
"Azoarcus_communis",13,13,10,17,32,32,4,92,3,7,0,0,0,1,0,0,0,0
"Azoarcus_indigens",0,5,4,1,0,3,1,2,4,1,7,0,0,0,0,0,0,0
"Azoarcus_tolulyticus",6,4,2,49,52,12,26,17,19,52,37,24,27,15,0,59,67,2
"Azonexus_caeni",69,60,125,264,217,336,76,234,201,476,86,92,188,219,180,348,269,71
"Azospira_restricta",0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
"Azospirillum_doebereinerae",5,0,0,0,0,0,3,0,4,2,0,0,4,4,0,0,14,0
"Azospirillum_humicireducens",0,16,26,2,46,1,1,13,2,7,0,0,0,0,0,0,7,6
"Bacillus_alcalophilus",0,0,0,4,3,0,2,0,0,0,0,0,8,0,0,0,8,0
"Bacillus_alkalisediminis",1,1,0,0,0,1,0,0,1,0,19,13,5,2,0,0,3,11
"Bacillus_alveayuensis",7,4,0,0,0,0,0,2,3,5,0,0,0,0,0,0,0,0
"Bacillus_andreesenii",9,4,0,3,0,0,2,0,0,2,0,0,0,7,0,0,0,0
"Bacillus_anthracis",9,17,35,38,37,23,37,14,28,25,1,60,35,22,35,54,62,49
"Bacillus_azotoformans",0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0
"Bacillus_benzoevorans",11,0,0,2,7,3,2,0,4,6,15,7,5,10,3,1,0,0
"Bacillus_berkeleyi",0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
"Bacillus_funiculus",2286,1622,2810,3967,581,73,641,321,130,486,444,415,270,465,411,867,2447,569
"Bacillus_gibsonii",10,0,4,6,3,6,7,3,0,0,1,0,14,1,0,2,12,27
"Bacillus_graminis",0,0,10,3,0,0,14,3,0,0,0,0,0,3,16,0,18,9
"Bacillus_horneckiae",0,0,7,0,0,3,5,1,4,5,0,0,10,0,0,0,0,18
"Bacillus_horti",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"Bacillus_infernus",105,1,7,2,125,47,60,65,50,65,85,11,120,90,44,0,14,2
"Bacillus_iranensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacillus_kokeshiiformis",30,1,4,0,25,13,12,6,10,4,17,30,23,15,1,0,1,0
"Bacillus_koreensis",5,4,0,6,8,1,14,4,11,3,0,0,7,13,18,0,10,0
"Bacillus_lentus",0,0,0,4,0,0,0,0,0,0,0,0,0,0,11,2,4,0
"Bacillus_nanhaiisediminis",0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
"Bacillus_oceanisediminis",4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12
"Bacillus_panaciterrae",3,7,33,3,20,3,17,3,4,2,0,0,3,22,22,0,3,34
"Bacillus_patagoniensis",0,1,0,0,0,4,3,6,0,0,0,0,0,0,0,0,0,0
"Bacillus_persicus",0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,2,7,0
"Bacillus_qingshengii",106,105,79,299,264,108,213,87,81,124,83,47,36,59,68,620,539,1219
"Bacillus_ruris",6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacillus_sonorensis",3,0,0,4,1,5,7,3,12,11,24,0,5,14,19,0,0,0
"Bacillus_sporothermodurans",13,3,0,0,1,7,0,3,2,0,0,0,11,1,0,0,27,6
"Bacillus_subtilis_subsp._spizizenii",5,0,0,4,0,4,5,5,1,1,0,15,0,0,16,1,5,0
"Bacillus_thermoamylovorans",1,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,1,0
"Bacillus_thermocloacae",18,0,0,0,2,9,4,2,6,2,10,8,0,0,0,0,0,0
"Bacillus_vireti",180,182,201,460,681,198,603,291,366,331,135,222,101,181,99,468,685,425
"Bacteriovorax_stolpii",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"Bacteroides_coprocola",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteroides_dorei",2,0,0,1,2,0,0,0,2,1,1,0,2,0,0,0,2,1
"Bacteroides_fragilis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"Bacteroides_plebeius",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Bacteroides_sartorii",7,0,0,0,0,0,0,1,1,0,26,0,0,0,0,0,1,1
"Bauldia_consociata",107,70,94,51,125,162,138,112,141,180,107,90,160,206,132,90,52,15
"Bdellovibrio_bacteriovorus",56,16,40,108,108,50,46,63,78,101,36,44,49,50,26,47,79,69
"Bdellovibrio_exovorus",2,4,27,13,14,1,1,11,6,7,0,0,8,22,8,0,27,145
"Bellilinea_caldifistulae",3,0,6,1,18,2,7,6,1,2,6,1,23,9,16,0,20,0
"Belnapia_moabensis",0,0,0,0,2,0,0,3,1,0,26,0,12,0,0,0,0,0
"Belnapia_soli",0,3,0,0,0,2,0,0,0,0,11,0,0,0,0,0,0,0
"Blastocatella_fastidiosa",14,110,136,112,6,10,11,6,3,3,63,33,13,3,24,0,10,0
"Blastococcus_aggregatus",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Blastococcus_endophyticus",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"Blastomonas_aquatica",0,3,6,221,5,0,5,2,0,0,0,0,0,10,0,0,0,0
"Blastomonas_natatoria",0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
"Blastopirellula_cremea",92,120,173,130,74,77,100,64,85,64,114,86,95,79,53,37,94,20
"Blastopirellula_marina",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"Blautia_glucerasea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Bosea_massiliensis",3,25,50,25,4,5,14,3,0,7,0,12,6,6,30,1,15,8
"Bosea_robiniae",0,21,3,28,52,8,14,20,4,30,1,53,2,7,21,28,10,0
"Bosea_thiooxidans",0,9,16,12,7,0,14,0,0,0,0,0,0,0,0,0,1,5
"Brachybacterium_ginsengisoli",0,0,0,0,0,0,1,0,2,0,0,26,2,1,0,0,0,0
"Bradyrhizobium_daqingense",562,367,494,516,525,308,513,252,409,504,368,408,466,414,1041,377,374,313
"Bradyrhizobium_manausense",289,250,359,322,518,281,457,275,264,447,294,392,410,542,537,334,280,181
"Brevibacillus_aydinogluensis",0,0,0,4,0,3,0,2,0,0,0,0,0,0,0,25,0,5
"Brevibacillus_brevis",7,7,35,19,17,4,4,6,7,4,1,1,1,3,1,24,15,12
"Brevibacillus_fluminis",0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brevibacillus_ginsengisoli",0,7,1,5,0,0,0,0,1,0,0,0,0,0,0,0,13,0
"Brevibacillus_panacihumi",7,0,0,0,6,6,2,7,7,11,0,0,7,5,5,0,0,0
"Brevibacterium_ammoniilyticum",6,0,0,0,4,5,1,1,0,7,28,0,4,0,18,0,0,0
"Brevibacterium_avium",22,0,0,0,20,12,15,1,5,6,0,0,45,15,0,0,0,0
"Brevifollis_gellanilyticus",0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brevundimonas_aveniformis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brevundimonas_denitrificans",0,1,0,9,0,0,0,0,0,0,0,0,0,1,21,0,0,0
"Brevundimonas_halotolerans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brevundimonas_mediterranea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brevundimonas_naejangsanensis",0,0,0,0,5,1,0,0,0,0,0,0,0,2,0,0,0,14
"Brevundimonas_vesicularis",0,0,0,11,0,0,0,0,0,1,0,1,0,0,0,0,6,5
"Bryobacter_aggregatus",0,28,5,18,0,0,0,0,0,3,0,0,0,0,0,0,0,10
"Bryocella_elongata",0,1,0,9,0,0,1,6,0,5,0,0,0,1,0,21,40,24
"Burkholderia_acidipaludis",0,1,1,0,1,2,0,0,2,0,0,1,0,1,0,0,7,19
"Burkholderia_caribensis",973,305,181,827,981,222,1229,607,394,563,236,379,305,686,229,1091,1163,827
"Burkholderia_denitrificans",0,0,0,0,0,1,1,1,4,1,0,0,1,0,0,0,1,0
"Burkholderia_diazotrophica",0,0,0,17,0,0,1,11,0,0,0,0,0,0,0,0,5,44
"Burkholderia_heleia",67,55,1,182,61,5,49,33,16,33,6,4,4,18,50,230,245,559
"Burkholderia_humi",2,0,0,0,2,1,7,15,4,2,0,0,0,1,0,0,0,1
"Burkholderia_insulsa",114,50,0,109,21,4,28,33,6,17,7,4,7,11,47,48,89,75
"Burkholderia_megalochromosomata",9,6,1,8,1,0,1,10,5,0,0,0,0,0,0,0,0,0
"Burkholderia_multivorans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"Burkholderia_rhizoxinica",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"Burkholderia_sartisoli",25,3,1,11,11,4,9,20,8,4,18,1,7,2,13,16,9,14
"Burkholderia_soli",444,1064,1653,1350,163,131,142,238,109,126,277,119,92,140,521,1006,1046,1113
"Burkholderia_tropica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Burkholderia_ubonensis",410,242,128,443,212,27,173,88,58,84,87,69,19,92,73,576,643,1783
"Butyricicoccus_pullicaecorum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Byssovorax_cruenta",50,16,27,57,71,56,87,44,32,96,66,85,26,61,148,47,9,38
"Caldalkalibacillus_thermarum",126,145,200,83,77,37,58,60,62,63,406,574,133,103,438,499,147,237
"Caldilinea_tarbellica",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0
"Caldimonas_manganoxidans",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Camelimonas_lactis",0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0
"Campylobacter_hominis",1,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,4,0
"Candidimonas_nitroreducens",0,9,3,5,0,0,1,0,0,1,0,0,0,1,0,0,2,0
"Catellatospora_bangladeshensis",0,0,2,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0
"Catelliglobosispora_koreensis",0,0,0,0,0,5,4,3,6,34,0,0,0,0,0,0,0,0
"Catenulispora_acidiphila",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0
"Catenulispora_graminis",0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,6
"Catenulispora_rubra",0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
"Caulobacter_daechungensis",21,4,8,35,0,5,5,3,1,8,0,1,7,3,20,40,86,20
"Caulobacter_fusiformis",0,19,9,16,3,3,2,0,0,3,0,0,0,2,0,0,5,0
"Caulobacter_ginsengisoli",19,12,9,5,13,9,5,3,5,4,3,11,2,10,4,7,4,10
"Caulobacter_henricii",10,23,16,57,5,1,7,5,6,7,0,8,3,0,0,11,79,10
"Caulobacter_profundus",0,0,0,0,1,4,3,0,0,3,0,0,0,2,0,0,3,0
"Caulobacter_segnis",30,20,62,103,55,2,68,36,10,35,59,12,28,17,1,84,63,34
"Cellulomonas_aerilata",0,0,0,0,2,1,0,0,0,1,0,15,0,0,0,0,1,0
"Cellulosimicrobium_funkei",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"Cellvibrio_fulvus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cellvibrio_ostraviensis",2,0,14,46,0,0,0,0,0,0,0,0,1,0,0,0,19,0
"Cerasibacillus_quisquiliarum",0,0,0,0,0,4,0,2,0,1,0,0,4,5,0,0,0,0
"Cetobacterium_somerae",3,11,9,3,0,11,16,8,9,0,12,7,16,10,11,9,9,12
"Chelatococcus_asaccharovorans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chiayiivirga_flava",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chitinimonas_taiwanensis",0,0,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0
"Chitinimonas_viridis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chitinophaga_cymbidii",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chitinophaga_ginsengihumi",0,0,0,10,12,0,13,2,0,0,0,0,0,0,0,0,0,0
"Chitinophaga_ginsengisoli",11,0,0,2,61,14,15,32,41,52,0,32,0,14,0,0,0,0
"Chitinophaga_niabensis",1,0,1,7,2,0,3,1,0,0,0,0,0,0,0,1,10,0
"Chitinophaga_oryziterrae",0,3,0,0,5,0,9,3,0,5,0,0,0,0,0,0,0,0
"Chitinophaga_polysaccharea",1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
"Chitinophaga_rupis",0,0,0,1,1,0,1,9,0,0,0,0,0,0,0,0,0,0
"Chitinophaga_sancti",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chlamydophila_pneumoniae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0
"Chlorobium_phaeovibrioides",7,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chloroflexus_aurantiacus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chondromyces_apiculatus",97,87,85,35,77,75,68,81,114,124,138,94,180,194,189,68,73,115
"Chondromyces_crocatus",28,36,4,50,36,36,24,47,35,60,49,6,46,55,58,60,51,52
"Chryseobacterium_anthropi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chryseobacterium_caeni",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chryseobacterium_camelliae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
"Chryseobacterium_gambrini",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chryseobacterium_ginsenosidimutans",0,0,10,0,2,0,0,0,0,0,0,5,0,4,0,0,0,4
"Chryseobacterium_gwangjuense",0,0,0,0,3,0,13,6,0,7,0,0,0,0,0,26,0,0
"Chryseobacterium_hagamense",38,0,9,20,14,0,10,0,0,0,7,0,0,0,0,44,60,0
"Chryseobacterium_koreense",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chryseobacterium_molle",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chryseobacterium_soli",11,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0
"Chryseobacterium_taichungense",0,1,0,1,0,2,0,0,0,0,2,0,1,0,2,0,1,0
"Chryseobacterium_viscerum",12,0,9,0,5,16,0,60,1,13,0,0,0,2,31,3,0,4
"Chryseobacterium_wanjuense",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"Chryseolinea_serpens",1004,732,1448,1592,1070,586,554,536,716,1039,613,585,1153,1045,1587,470,735,476
"Ciceribacter_lividus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium_aldenense",0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
"Clostridium_alkalicellulosi",2,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0
"Clostridium_aurantibutyricum",0,0,0,5,0,0,2,1,2,0,0,2,5,0,0,0,17,0
"Clostridium_chromiireducens",11,0,7,0,0,1,0,0,0,0,24,0,0,0,0,0,0,0
"Clostridium_disporicum",2,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,8,0
"Clostridium_huakuii",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"Clostridium_intestinale",0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
"Clostridium_jejuense",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Clostridium_magnum",0,4,0,4,0,0,1,0,0,0,0,0,0,0,1,0,0,3
"Clostridium_pascui",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"Clostridium_populeti",2,0,0,0,0,1,0,1,0,0,0,0,8,0,0,0,0,2
"Clostridium_saccharoperbutylacetonicum",0,0,25,0,0,0,2,3,4,0,0,0,0,0,0,0,21,0
"Clostridium_sordellii",0,0,0,1,0,0,3,0,0,1,0,0,4,0,0,1,0,0
"Clostridium_straminisolvens",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,0,0
"Clostridium_termitidis",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"Clostridium_thiosulfatireducens",5,0,0,4,1,0,0,1,0,3,0,0,0,1,0,0,16,0
"Clostridium_vulturis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cnuella_takakiae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cohnella_arctica",5,7,17,6,0,0,4,0,12,1,1,0,0,0,0,7,6,1
"Cohnella_boryungensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
"Cohnella_fontinalis",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cohnella_laeviribosi",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Cohnella_soli",0,0,0,0,2,0,5,1,4,4,0,8,0,0,0,0,0,0
"Cohnella_yongneupensis",3,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,4,1
"Collinsella_stercoris",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
