"","sample1","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","Kingdom","Phylum","Class","Order"
"Desulfobacterales",0.000120492815615869,7.33823772221101e-05,0.000194061711624297,5.8772247744615e-05,9.44817909968301e-05,0.000238908064404585,0.000169840678486117,0.000190304614252547,5.44018516412049e-05,8.08399748920549e-05,0.000115987353082686,5.89893163793669e-05,3.55484458663823e-05,7.10451180903072e-05,2.2664430442863e-05,4.01258806197729e-05,6.74636370996033e-05,0.000153782781820678,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales"
"Desulfovibrionales",0.000251026699199727,0.00014676475444422,0.000124753957472762,0.00027427048947487,0.000670820716077494,0.00206844087339759,0.000471170914509873,0.00216312911533728,0.000603365990929728,0.000466018678789493,0.000455357756546842,0.000353935898276201,0.00027994401119776,0.000253098233196719,6.04384811809679e-05,0.000160503522479092,0.000157415153232408,0,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales"
"Desulfuromonadales",0.00264582140956512,0.00109462046022981,0.0016726271335237,0.00347246030424434,0.0169736537525805,0.0382001420874278,0.00513357147553198,0.0287740576749851,0.0137389403508425,0.0224592471420691,0.00829953948724998,0.00473880841580914,0.00407918416316737,0.00339240438881217,0.000774368040131152,0.00745194925795782,0.0040927939840426,0.00182342441301661,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales"
"Enterobacteriales",0.0019329055838379,0.00241550325022779,0.00438949109626385,0.00227742460010383,0.000510201671382883,4.4009380285055e-05,0.000410904867305122,0.00028545692137882,6.42930973941513e-05,0.000237764632035455,0.000665853323252457,0.000511240741954513,0.000177742229331911,0.000270859512719296,0.000479730444373933,0.0015018543889115,0.00127281395327918,0.0044816696416312,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales"
"Erysipelotrichales",1.00410679679891e-05,3.05759905092125e-05,4.62051694343563e-06,0,4.72408954984151e-05,1.25741086528729e-05,1.64361946922049e-05,1.26869742835031e-05,0,0,4.29582789195134e-06,0,2.22177786664889e-05,8.8806397612884e-06,0,0,4.49757580664022e-06,5.49224220788137e-06,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales"
"Fibrobacterales",0,6.11519810184251e-05,0,3.42838111843587e-05,3.77927163987321e-05,0,0,0,3.46193601353122e-05,1.42658779221273e-05,0,0,8.88711146659557e-06,6.21644783290188e-05,0.000200202468911956,0,0,5.49224220788137e-06,"Bacteria","Fibrobacteres","Fibrobacteria","Fibrobacterales"
"Fimbriimonadales",0.000175718689439809,0.000299644706990283,9.24103388687126e-06,9.30560589289737e-05,0.000330686268488905,6.28705432643643e-05,0.000142447020665775,0.000133213229976783,0.000153314309170668,0.000223498754113328,0.000176128943570005,0,4.44355573329778e-05,9.32467174935282e-05,0,0.000475778298777307,0.000233873941945291,8.78758753261019e-05,"Bacteria","Armatimonadetes","Fimbriimonadia","Fimbriimonadales"
"Flavobacteriales",0.00104427106867086,0.000703247781711889,0.00187130936209143,0.0027622956439969,0.00120464283520958,0.00118196621337005,0.000788937345225833,0.00177617639969044,0.000647876596817986,0.00163106537576322,0.000459653584438793,0.00117978632758734,0.000431024906129885,0.00156299259798676,0.000351298671864376,0.000733730388475847,0.00286045821302318,0.000291088837017712,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales"
"Fusobacteriales",2.00821359359782e-05,6.72671791202676e-05,4.15846524909207e-05,2.93861238723075e-05,0,8.17317062436737e-05,8.76597050250926e-05,5.07478971340125e-05,5.93474745176781e-05,0,5.1549934703416e-05,4.58805794061742e-05,8.44275589326579e-05,4.4403198806442e-05,4.15514558119154e-05,5.1590417939708e-05,4.0478182259762e-05,6.59069064945764e-05,"Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales"
"Gaiellales",0.010146499181653,0.0159178606590961,0.00949978283570366,0.014908560177884,0.0106622701139923,0.00947459086993971,0.0120696456356424,0.0106824323467096,0.010880370328241,0.00903505601734731,0.0075649529177263,0.01428852330078,0.0127352307316315,0.00952892646386246,0.0169492165661877,0.0286670755684977,0.0245207832978025,0.0248469037484553,"Bacteria","Actinobacteria","Actinobacteria","Gaiellales"
"Gallionellales",0,6.11519810184251e-06,0,0,0,0,5.47873156406829e-06,0,4.94562287647318e-06,0,0,3.27718424329816e-05,4.44355573329778e-06,0,3.7774050738105e-06,0,4.49757580664022e-06,0,"Bacteria","Proteobacteria","Betaproteobacteria","Gallionellales"
"Gammaproteobacteria_incertae_sedis",0.000246006165215732,0.000214031933564488,0.000739282710949701,0.000215498241730255,0.00053382211913209,0.000641279541296516,0.00100808660778856,0.000482105022773119,0.000657767842570933,0.00042797633766382,0.00126297340023369,0.000367044635249394,7.55404474660623e-05,0.000199814394628989,0,5.73226865996756e-06,0.000107941819359365,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_incertae_sedis"
"Gemmatimonadales",0.0246257191914932,0.0286497031071322,0.0303290732167115,0.0217065501670111,0.0204553077508137,0.0284300596641456,0.0195700291468519,0.0112025982923333,0.0297973778307509,0.0280086736537767,0.0376830022681971,0.0341154879727338,0.0323890777400076,0.029852270557571,0.021448106009096,0.0261907355073918,0.0195824450621115,0.0218261705341206,"Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales"
"Halanaerobiales",4.51848058559508e-05,0,0,0,2.8344537299049e-05,1.25741086528729e-05,2.73936578203414e-05,5.07478971340125e-05,4.94562287647318e-06,1.90211705628364e-05,0.000176128943570005,1.31087369731926e-05,6.66533359994668e-05,0.000146530556061259,3.39966456642945e-05,0,3.14830306464815e-05,0,"Bacteria","Firmicutes","Clostridia","Halanaerobiales"
"Herpetosiphonales",0,0.000189571141157118,4.15846524909207e-05,7.836299699282e-05,1.41722686495245e-05,0.000113166977875856,0.000126010825973571,3.17174357087578e-05,3.95649830117854e-05,3.80423411256729e-05,0.000309299608220496,1.31087369731926e-05,2.66613343997867e-05,8.43660777322398e-05,0,0,0.000184400608072249,0,"Bacteria","Chloroflexi","Chloroflexia","Herpetosiphonales"
"Holophagales",0.00106435320460684,0.00026906871648107,0.000235646364115217,0.000739550784119739,0.00120936692475943,0.00143973544075394,0.000849203392430584,0.000983240506971492,0.000400595452994327,0.000689517432902821,0.000880644717850024,0.00081929606082454,0.000359928014397121,0.000595002864006323,0.000562833355997764,0.00121524095591312,0.000548704248410107,0.000296581079225594,"Bacteria","Acidobacteria","Holophagae","Holophagales"
"Hydrogenophilales",9.03696117119017e-05,3.05759905092125e-05,8.7789821925277e-05,0.00027427048947487,0.00162508680514548,0.00406143709487794,0.000662926519252263,0.00534755966049657,0.00127597070213008,0.000513571605196584,0.000249158017733178,0.000157304843678312,0.000573218689595414,0.00103015421230945,1.13322152214315e-05,4.58581492797404e-05,4.49757580664022e-05,0.000104352601949746,"Bacteria","Proteobacteria","Betaproteobacteria","Hydrogenophilales"
"Ignavibacteriales",0,0.00019568633925896,0.00014785654218994,0,3.30686268488905e-05,5.65834889379279e-05,0.000262979115075278,3.80609228505094e-05,0,0.000118882316017728,0,9.17611588123484e-05,2.22177786664889e-05,4.88435186870862e-05,0,0,0,0,"Bacteria","Ignavibacteriae","Ignavibacteria","Ignavibacteriales"
