Prevotella	Peptoniphilus	Anaerococcus	Porphyromonas	Bacteroides	Finegoldia	Lactobacillus	Dialister	Faecalibacterium	Streptococcus	Campylobacter	Sneathia	Gardnerella	Corynebacterium	Bifidobacterium	Coprococcus	Mobiluncus	Collinsella	Blautia	Clostridium	Ruminococcus	Atopobium	Roseburia	Lachnospira	Sutterella	Dorea	Peptostreptococcus	Phascolarctobacterium	Fusobacterium	Actinomyces	Oscillospira	Parabacteroides	Moryella	Gallicola	Megamonas	Delftia	Citrobacter	Pseudomonas	Bilophila	Parvimonas	Megasphaera	Paraprevotella	Desulfovibrio	Akkermansia	Peptococcus	Bulleidia	Odoribacter	Staphylococcus	Butyricimonas	Arcanobacterium	Haemophilus	Varibaculum	Granulicatella	Neisseria	Veillonella	Anaerostipes	Rothia	Shuttleworthia	Mogibacterium	Acidaminococcus	Aerococcus	Eggerthella	Slackia	Coprobacillus	Facklamia	Aggregatibacter	Alloscardovia	Lachnobacterium	Acinetobacter	Gemella	Capnocytophaga	Catenibacterium	Leptotrichia	Arthrobacter	Adlercreutzia	Aeromonas	Ureaplasma	Mitsuokella	Turicibacter	Lautropia	Lactococcus	Nitrospira	Vibrio	Escherichia	Bacillus	Anaerotruncus	Synechococcus	Streptomyces
Campylobacter	0.163389141441581	0.2141566737537	-0.218223003773004	0.0987454657849985	-0.0501651459797267	-0.189930358386332	-0.10536109353235	0.315272733067327	-0.182425622040864	-0.103602664624613	1	-0.102575780056122	0.00321199076191314	-0.071479519679671	-0.218265169500669	-0.149495628377104	0.0410981075356951	-0.181764082403566	-0.173145290394877	0.0897364140538557	-0.188066050170252	-0.105926211542451	-0.1430282675979	-0.129142752469844	-0.0645669320074367	-0.181196981726574	-0.0808653350649785	-0.166293388027706	0.0790428553542459	0.136600804127943	-0.118833378575763	0.0234743504439863	-0.0421855754178484	-0.0164699695648142	-0.000387848780389277	-0.144968759618835	-0.034404105233775	-0.0773525462905409	-0.0659938812980598	-0.106749582215762	-0.0520228878868094	-0.0479653524031713	-0.105726587973245	0.000562557855088403	0.0359247285812795	0.249235144014068	-0.126701954343778	-0.19104095543543	-0.046633511631465	0.143915142188994	-0.0107770050328722	0.0600347424819331	-0.103247184795307	0.0480725638800528	-0.00373161913450226	-0.140931034701769	-0.0180664406351348	0.00196857008488083	0.1225126156333	-0.0911419246268907	0.0807671309521087	0.123716345743605	-0.164572706023105	0.170351775709141	-0.0620961211200081	-0.022969274887145	0.00473425476644406	-0.0752510175330404	-0.0927024393284344	-0.117072249277335	0.09937652244852	-0.0711596605885111	0.0446012738417384	-0.0455030186719584	-0.187008907699137	-0.0782974838459802	-0.0994225463591768	-0.0737482485363818	-0.139158356133867	0.0221446605190005	-0.109026183815068	-0.0365177984414244	-0.0262460356247055	-0.117135858089171	-0.0976923999067038	-0.00859375512993041	-0.0822974739269064	0.00295761281953091
Sneathia	0.192646843309497	-0.22433829961943	-0.127176932885201	-0.129733230123554	-0.122646337504754	-0.150195545113408	-0.0773606664975375	-0.0712512686456187	-0.122459877950731	0.0659916354614918	-0.102575780056122	1	0.213570782861072	-0.0873579664081894	-0.133412515073668	-0.110854453394931	-0.0389440762523461	-0.117658285971942	-0.129594609840144	-0.11547425668139	-0.102134716632118	0.785809885924213	-0.155396565946743	-0.105431761914718	-0.123702759712037	-0.171282047774802	0.438526170018575	-0.0315131911188703	0.570216562527538	0.382963065444829	-0.11350480057143	-0.123091414632214	-0.0211200245951735	-0.108620432718596	-0.0401489338424701	-0.126938235694851	-0.0424780922556736	-0.0533809918928324	-0.0391268344037823	0.268285871237362	0.0588561237577746	-0.0669891605372669	-0.0453932730718946	-0.074572173784214	0.328596999179814	-0.0856613454833934	-0.0727339258250327	-0.0365307831329797	-0.0814314669623123	-0.102286630075483	-0.095571884469993	-0.181114284473715	0.0353377341248695	-0.0790883670748967	-0.0811812829666682	-0.117396020545492	-0.0835010897793044	-0.060084604974825	-0.144936160154427	-0.0466513543187062	0.32838400430505	-0.0340721187210638	0.118189712128781	0.159294467021132	-0.0600791224386914	-0.0680135413213257	-0.0561616341052195	-0.0592008146093951	-0.0558458150232313	0.772739267299556	-0.0517286718179781	-0.0402735454369113	-0.0830557157613637	-0.0382152299503464	-0.102131996673963	-0.0427208106304643	0.335600000617379	-0.0448499245469204	-0.0696275578731134	-0.0772473874831263	-0.0940450731382732	-0.034960323017375	-0.0263167082609592	0.354321303418522	-0.0628993121040374	0.150628484829077	-0.0446600618767625	-0.0734599945669981
Gardnerella	0.215926786838462	-0.196641360434408	-0.162416472367714	-0.171465724212273	-0.138799908051135	-0.0201024464972283	-0.085855547682712	0.0173420249003301	-0.0320134243471424	0.357051966521063	0.00321199076191314	0.213570782861072	1	-0.119024479551622	-0.0991179420394666	-0.111245417653458	0.0182750010797551	-0.114276824993034	-0.136073856708289	-0.217100714797543	-0.119125615382804	0.506980709569724	0.117244425718599	-0.117652110943115	0.0548576348245868	-0.12734561466982	0.160791990571779	-0.120006017335475	0.048615209815387	0.20194417930197	-0.0980813153536665	-0.121683974465553	-0.0715457106530578	-0.157529528661647	0.0151517238416664	-0.153481462384649	-0.0312394510308336	-0.0422598121452126	-0.0562380646258623	-0.0841986534130318	-0.0119101549603655	-0.109555903440222	-0.0383829284767846	0.0400356425791555	-0.0687372196417464	0.108128136915623	-0.0615437177132357	-0.0792106320678312	-0.143189090043558	0.0366254752563055	-0.0940331834673633	-0.0604339744669625	-0.0990405633456297	-0.0688185636962593	-0.0280448251846959	-0.143783279724252	-0.0757700417242271	-0.0511587553554181	-0.189173721467936	-0.0819020717209329	0.413326245270279	-0.188619583991706	0.1974195420754	-0.0884727206007834	0.413113934844067	-0.0920911026104203	-0.0378660104847563	0.0233056197748824	-0.00635928528336369	0.232562418969788	-0.0586671847767293	-0.0545109175048168	-0.0682319161125344	0.000446969330182797	-0.127558504123264	-0.0741994768019192	0.112327283830119	-0.0667137049986889	-0.0690734142447507	-0.0615522179489688	-0.103304800506051	-0.0798712348418193	0.168827962839894	0.608911675846259	-0.0550670621745151	-0.0884617225515014	-0.0181045619170819	-0.0499682858339632
Corynebacterium	-0.162440967910185	0.00668470110156106	0.161244437976446	0.341720773891997	-0.211627100226762	0.04708581042455	-0.0033791925036717	0.11268901368392	-0.173003366963669	-0.0528477229598061	-0.071479519679671	-0.0873579664081894	-0.119024479551622	1	-0.140592774880387	-0.169524083801822	0.0284562401360104	-0.135645852244187	-0.151688306875652	0.268845161702046	-0.135867986794259	-0.12692392293498	-0.158741456678549	-0.151051208094948	-0.124588033914497	-0.226111385623984	0.0853809810196882	-0.188432021868802	-0.0132658280453471	0.0968901634658178	-0.19675482358653	-0.200580788287267	-0.09719702159227	0.0393768539601299	-0.0392949710508441	0.079421300187703	-0.0580692854888906	0.337167248739556	-0.106429618907238	-0.106087616474012	-0.0960096034637948	-0.0938415103026471	-0.0615513893181111	-0.0875626223304047	-0.045195265533449	-0.106030534551155	-0.133974167206337	0.345182181967685	-0.137917311304348	0.206519371903014	0.30086363233154	0.324692866875026	-0.110925445775113	-0.066334426575146	0.221957017642452	-0.134073630390318	-0.0920978889749679	-0.076257639303735	-0.0206251815419352	-0.0028658803782566	-0.0882514638462815	-0.188574791106764	-0.168873446133626	-0.137541803864659	0.0556129354437817	0.457422298515098	0.0289364861643214	-0.0858390450814007	0.0851603398937267	-0.119342215575551	-0.0245524418910129	-0.0730694316823502	-0.0748504488629843	0.0524007516012487	-0.122114258752202	0.0346511103267786	-0.0554766924347528	-0.0401990566158208	-0.038242160548811	-0.0748247160052746	0.0754701255732403	-0.0026063786078316	-0.0374875759814616	-0.164168287012774	0.0430397074541502	-0.121455669062014	0.152978810056095	0.0280314562806281
Bifidobacterium	-0.198262901611509	-0.307502893729733	-0.2440493613239	-0.194136388406302	0.356279346103242	-0.0833335094936403	-0.114609891897916	-0.356365656639439	0.862858045222994	-0.0762910676423686	-0.218265169500669	-0.133412515073668	-0.0991179420394666	-0.140592774880387	1	0.466570481228279	0.0232493791682634	0.492546386223115	0.845701367565988	-0.0716083176627395	0.586560420709661	-0.157220860775328	0.483557790385988	0.277377419027816	0.262274891734735	0.727501688305354	-0.192635893787288	0.457880047697119	-0.122643380162616	-0.219395249903496	0.583756169710001	0.325676865757406	-0.0870151333538378	-0.0900353628009849	0.00697895028380992	0.00328600574719736	-0.0778408403640515	-0.115136029230016	0.228199135449212	-0.138629434373336	0.0372176801154971	0.135460472973213	0.14438093060608	0.140165570416254	-0.235695030093483	-0.105907621858929	0.265540826161549	0.0912684307296184	0.302410219441474	-0.1892852616349	0.0263861129994806	-0.247805719771329	-0.0824251931424397	0.0788799483155588	0.00974848379331639	0.705968756135556	0.145628652488682	0.116505105575686	-0.0851608151041037	0.0458760301546412	-0.0776139079698784	0.210057914198263	-0.0506745427758963	-0.0908724672557745	-0.0257440340758591	-0.0291073344576279	0.0135701782438618	0.399891686503256	-0.0997946193098048	-0.124124383560453	0.0152342641722561	0.148646640218619	0.100441029613708	-0.0949062186416694	0.764615249646011	-0.0616343020528687	-0.0933453069297997	-0.000873445728297871	0.227453862580762	0.0907269892266302	0.332569278663068	-0.11255999850107	-0.0493862797993474	-0.0796777438889835	-0.0997407172137512	0.0350868618276542	-0.0834815725915327	-0.0730763665127784
Coprococcus	-0.163379939257156	-0.396734298554025	-0.283496492043189	-0.213158853997479	0.662708154549991	-0.193652465352354	-0.10862207542113	-0.377672567319143	0.639558351213129	-0.112189266433539	-0.149495628377104	-0.110854453394931	-0.111245417653458	-0.169524083801822	0.466570481228279	1	-0.0466921539773907	0.44188428951252	0.549540800329256	0.05917557947164	0.685353188716287	-0.154772116717616	0.543465223400554	0.90974839975839	0.407774694613373	0.526253754607835	-0.143593008604945	0.499225818359248	-0.121126242469473	-0.215368473435056	0.615686501261258	0.545994342684041	-0.0604728268354747	-0.122522434770687	0.0913782871351421	-0.101708399860205	-0.0203671307590863	-0.0987874750433222	0.401630080149553	-0.0681336716392499	-0.0561476185548321	0.311739315412079	0.339647418818823	0.602225608774745	-0.226398443206275	-0.033017203857513	0.498193470123808	0.0197681059114298	0.579439733364263	-0.188311561977074	0.357946354651111	-0.303850704184954	0.0191684490289563	0.353080126904079	0.0666162415179341	0.575024476217041	0.642859884835694	0.555013690147772	-0.137057871445756	-0.0668753615852569	-0.084750762444383	0.157211953293014	-0.112173118897411	-0.13536010646716	-0.0734774606113033	0.127518677742635	0.00240926590902842	0.3172832437464	-0.0925563796826663	-0.0228357906748824	0.0228236080487521	0.045585420988899	0.387331236983367	-0.0848227755633867	0.517602055379479	-0.070011745140776	-0.141856943500563	0.0611678032484906	0.263951997468747	0.503552425747858	-0.0209425123907212	-0.128990455544638	-0.0434554049324076	0.0480332108405533	-0.107229128895567	0.000512092138413878	-0.0775977417047956	-0.0944744151209173
Mobiluncus	0.110063090138104	-0.156578780430311	-0.224343085363101	0.0545879072708263	0.243220624871437	-0.180010397913635	-0.0364900062482528	-0.0446273441537643	-0.0708985994840719	-0.113611550767987	0.0410981075356951	-0.0389440762523461	0.0182750010797551	0.0284562401360104	0.0232493791682634	-0.0466921539773907	1	-0.0782887751734767	-0.0262786915352302	-0.0627280433782591	-0.0476265774730643	-0.00979517786940616	0.268991930814758	0.00731418181983592	0.0575500658926068	0.079862590412322	0.0761550174946853	0.0223906301924407	0.00376512250720496	0.191497895354798	0.296485985917332	0.036064807282738	-0.0466573059441246	-0.0894960733288956	0.185617142270222	-0.11036562957887	-0.0189044478148992	-0.0459343860544287	0.177319466276795	-0.0716570839227029	0.0355290659083907	0.0621663862790398	-0.0800440321709439	0.0375744563436749	-0.0718210546720611	-0.0241846529188474	0.151788826385656	-0.0765688913116052	0.327891713701046	-0.106942696006527	0.0513488908873638	-0.138624519459388	-0.0661456270466098	0.176757979885674	0.052080843648928	-0.0471963075187568	0.0269628977923357	0.0411696655708463	-0.0808508598027992	-0.0613992465898111	0.241629181264352	-0.045444874010011	-0.109062158755249	-0.00266260101818046	-0.0656104051667013	0.0124439777556463	0.0167368746157651	0.0841634152119817	0.0352510503588111	-0.0136799204286901	0.231076830614494	-0.0572200680202301	0.157243222860093	-0.0348063034915178	0.0668188741578617	0.0185725437328922	0.0319005510247762	-0.054328086872677	-0.103924343631222	0.0997229023332121	-0.0472708189695666	0.0790309558469128	0.0919526038773236	-0.103448325900957	0.0641617784055127	-0.060586326047284	0.0236746573650853	-0.0412285274027805
Collinsella	-0.122932790374929	-0.312620094712672	-0.267388807073319	-0.0859805225879322	0.376895979841875	-0.207943382718768	-0.128829634605079	-0.271255764811581	0.660664495171895	-0.177402668081281	-0.181764082403566	-0.117658285971942	-0.114276824993034	-0.135645852244187	0.492546386223115	0.44188428951252	-0.0782887751734767	1	0.505440878126442	0.155164716431296	0.775759964488426	-0.176381637800492	0.352244495404616	0.561691436852606	0.466787482648543	0.592347146166193	-0.173036737780812	0.442335206319496	-0.100302899420357	-0.24438870353198	0.62705315575189	0.460131959012271	0.103342404830739	0.00762713499975004	0.188061887792079	-0.056984651617913	-0.0772445649920552	-0.0935332675223991	0.43547893424163	-0.0328618536000712	0.0630324831374126	0.332209215649679	0.627780482374192	0.334142986408693	-0.198234665898745	-0.152472977583247	0.462377529955289	-0.0446592811464488	0.165444473858905	-0.139367036482012	-0.00241952707623037	-0.159176684089127	-0.106338173760426	0.0167261173292797	-0.115790213790123	0.535477147262367	0.150974014581823	0.054318918688018	-0.0847724315289006	-0.0863825009281328	-0.0686587675437439	0.264443850190571	-0.0908931694596464	-0.0466710621825552	0.00103872373232505	-0.0352401711169616	-0.0589624282152451	0.568040933443622	-0.086984625453121	-0.0354116660903029	-0.0710411241061	0.0746068003688913	0.0292720603734882	-0.084624239207705	0.61567240390229	-0.0733608129249824	-0.127929092867937	0.410313717846025	0.413219043413866	-0.00468559547803514	0.0851600363864711	-0.130702841836493	0.00539206522256388	-0.0249035042751118	-0.10867997185814	-0.0435058914190283	-0.0802047546046221	-0.123348828309045
Blautia	-0.260970893499554	-0.324200590200876	-0.207161440318994	-0.218575017580744	0.401376656784279	-0.0490287475532721	-0.105253681624769	-0.345087368186453	0.834403899739513	-0.0903050650124026	-0.173145290394877	-0.129594609840144	-0.136073856708289	-0.151688306875652	0.845701367565988	0.549540800329256	-0.0262786915352302	0.505440878126442	1	-0.0262954467644804	0.696248477959799	-0.166937899727312	0.406785082441761	0.34284077734159	0.341239630120289	0.643309660068113	-0.144611290709692	0.474056741644186	-0.129299752386362	-0.23447534452247	0.622873223110225	0.398837177112849	-0.0473652645082641	-0.130187544096962	0.0179162234927592	0.0160505769293196	-0.00178254503425712	-0.0985444243443242	0.212297761778933	-0.070553495040347	-0.0420951295446919	0.272329608909583	0.261659365634961	0.256541314791016	-0.232604730277689	-0.0936280251433643	0.369985037205408	0.0858704153877933	0.31024143262043	-0.158854353565876	0.0421050514870797	-0.232007967880591	-0.0517033009337525	0.0599816742396563	-0.0418540699964478	0.746643431420436	0.171825162431204	0.110817936913579	-0.133319621593425	-0.0195988251894316	-0.0710241865217203	0.354720910730752	-0.110786085785177	-0.109362482128878	-0.0565298436044061	-0.0330194721806317	-0.0345111643643398	0.254894050003925	-0.0838889458403837	-0.094927041477347	-0.00914492679171116	-0.00472451340782926	0.0901242157897808	-0.077748065657464	0.873983153541737	-0.0682903591529484	-0.113650113157945	0.0764999962166746	0.222097380705817	0.0842952689379403	0.345296101845551	-0.120995621757723	-0.0650739359159827	-0.0995797768089819	-0.0974167586909008	0.0981410347983168	-0.0703960669753488	-0.084232953367742
Clostridium	-0.183857340760417	-0.000809773996837804	-0.0695724593069027	0.650543460433962	0.0077046544062416	-0.21471222798705	-0.0708954052835895	-0.11215046402961	-0.0209362493273698	-0.15257437243189	0.0897364140538557	-0.11547425668139	-0.217100714797543	0.268845161702046	-0.0716083176627395	0.05917557947164	-0.0627280433782591	0.155164716431296	-0.0262954467644804	1	0.152053653802582	-0.218896254839615	-0.1072745255308	0.118329154533722	0.124739689448688	-0.0604296522587276	-0.214396072295536	0.0479740127403912	-0.0738285077484591	-0.145606500091844	0.0542570595224389	0.0614990930028845	-0.0948822782889	0.27767404218231	-0.0355530131521218	-0.102288740430678	-0.0527992164744207	-0.0323916399020217	0.0110993579332142	-0.0738329060526717	-0.13450585249326	0.430277836552848	0.229688598057454	0.242647726378006	-0.00671031494474894	-0.106789111674499	0.188050741795919	-0.120307372024966	-0.0339339918470003	-0.0943309200506749	-0.0692893430868071	0.190217725299129	-0.092982507704114	-0.0382353830506436	-0.0916127868189407	-0.0374393237384056	0.0450551730859012	-0.00656032010178194	0.372285276248304	-0.0278393875396363	-0.116364682449157	-0.0261270233759261	-0.18635391271485	-0.125289761581807	-0.0617136362844045	-0.0753094612360758	0.0656689810423703	-0.0493312924714617	-0.0201620669840244	-0.124081870891863	-0.0473857430805871	-0.0717060608618964	-0.043396488676343	-0.0244533635624396	0.0762085092945807	0.161810625811747	-0.109579731636187	0.0929778796059934	-0.0598929175639351	-0.0198285397930424	-0.112280607216304	0.0842956746494263	-0.0242342499622443	-0.154690609926658	0.114634622235271	-0.100533575923911	-0.0311197108228029	-0.047963918347425
Ruminococcus	-0.212909531797478	-0.412742706298383	-0.30072514325887	-0.181202751829482	0.495492271476855	-0.243743375571878	-0.0990175128505194	-0.361236441270073	0.778195677306781	-0.109638072785708	-0.188066050170252	-0.102134716632118	-0.119125615382804	-0.135867986794259	0.586560420709661	0.685353188716287	-0.0476265774730643	0.775759964488426	0.696248477959799	0.152053653802582	1	-0.17614149702456	0.355123591797937	0.721320240051944	0.672120812323816	0.560836539244505	-0.13371911249189	0.668830782220282	-0.120988164051905	-0.209864214533164	0.803056346236659	0.591782659970693	-0.0566183049139011	-0.121110730484179	0.0240714899442162	-0.0314906871252244	-0.00118256349939263	-0.0443972491555499	0.356075100041819	-0.0545608418277066	-0.114551826641087	0.470918467047464	0.733519649759393	0.559725725374437	-0.206719578054813	-0.0865101101166146	0.678038155830212	-0.0140224766040375	0.351499710447301	-0.166653134793266	-0.0169249081449096	-0.259579981572212	-0.0544156936120036	-0.00812949368177943	-0.0951305067842978	0.533321697385259	0.204937048193064	0.0518900284759645	-0.130531130145783	-0.0586655005245886	-0.0688595746951495	0.340682536418375	-0.123501873641062	-0.143496439359003	-0.0770545656391817	-0.0520356985165924	-0.0466526520875804	0.463358201781778	-0.0397199617166668	-0.0260405084993783	-0.0517172084031456	-0.0421587825278788	-0.00311561766472927	-0.0319446243771238	0.830168341588029	-0.063436619215819	-0.106991693908703	0.0486414763610848	0.296623618236177	0.0337123182676202	0.182963395864306	-0.0889758445192835	0.0178104373290364	-0.033083962038878	-0.0573657645863708	0.0543336201938966	-0.0259189528330486	-0.0571205379802459
Atopobium	0.250666147156969	-0.234067460410915	-0.173972367130452	-0.217849858126796	-0.105633110198428	-0.131704134684052	-0.0776047279127701	-0.00632843493306041	-0.164869315056555	0.306119280370352	-0.105926211542451	0.785809885924213	0.506980709569724	-0.12692392293498	-0.157220860775328	-0.154772116717616	-0.00979517786940616	-0.176381637800492	-0.166937899727312	-0.218896254839615	-0.17614149702456	1	-0.0778278104937933	-0.166968415650257	-0.0790382012552728	-0.141700844336726	0.487968218405189	-0.0497580926472493	0.148337028056489	0.266504260011143	-0.133535472941849	-0.0727620717686469	0.104922185967615	-0.167027074671105	0.0346252113532722	-0.165235922721324	-0.00196680574234977	0.0492813358050123	0.0297092145584028	0.157110144018715	0.158135648399066	-0.135371593808132	-0.0866868015848658	-0.0865993285873308	0.0275635618338573	-0.0943402074808459	-0.0932109232501617	-0.109753298287887	-0.103276303955507	-0.0710713880543492	-0.0149055568978554	-0.142897598270829	-0.0564366582428385	0.0393991384547425	-0.0591964581384945	-0.148543970560131	-0.016851224949887	-0.00211656489469058	-0.23592287291472	0.0293814787405756	0.449200627718965	0.0467737743437401	0.245063881827528	0.122254917365367	0.18748606398159	-0.00924178285114254	0.00262440990413562	-0.106408315842117	0.0564570344958863	0.8679953042952	0.0334481349895923	-0.0822006063623649	0.031722963451201	0.0815731618736098	-0.157570217087303	-0.0833267721637794	0.50410146178095	-0.0881208839606183	-0.0821310281327681	0.0283393531101309	0.0230962411846515	-0.00307604026882838	0.0874671343399225	0.457931455152679	0.0160624466762533	0.0258240755907918	0.0674032800895367	0.0114480034104859
Roseburia	0.148125457176732	-0.412391780813462	-0.326408837736741	-0.174089173021433	0.451199109330193	-0.256167044055786	-0.118496675228271	-0.334852804308125	0.563013445956799	-0.114458840165651	-0.1430282675979	-0.155396565946743	0.117244425718599	-0.158741456678549	0.483557790385988	0.543465223400554	0.268991930814758	0.352244495404616	0.406785082441761	-0.1072745255308	0.355123591797937	-0.0778278104937933	1	0.488171369098202	0.249454249536809	0.680772840477922	-0.090298211850421	0.288005936531206	-0.138153534798993	-0.141507425639282	0.398233972958831	0.16899929734023	-0.100544092384279	-0.111205887362565	0.1020513064347	-0.174287721478777	-0.0892327135018766	-0.136034001381619	0.139689599115515	-0.144488362203273	0.0109872698431675	0.163791572349302	-0.0398812338334992	0.0748439277996904	-0.291391532199709	-0.138190713344247	0.160109053425348	-0.0485325631280346	0.376031731523372	-0.0546840838578762	0.100639020890639	-0.179128160184348	-0.0933566062775865	0.197834466184239	0.0322433921807099	0.449853382812385	0.169339721058336	0.144840305583226	-0.173328162516358	-0.0235524344670734	0.0445581541392585	-0.105684470024153	-0.0918298623662196	-0.161070596401939	0.300395750062956	-0.0255003500587503	0.0228349256706047	0.26844110344727	-0.102629215256353	-0.051187425646258	0.203998335142939	0.259145654291358	0.202874139587967	-0.100487136424944	0.315196302266451	-0.072763756144803	-0.0908740220275093	0.325597039714026	0.146626311742669	0.18608760706048	-0.00596081043284444	-0.115781344878299	-0.00194914369697513	-0.0152035940512236	-0.0943568307269059	-0.0285221978466315	-0.0875235879112162	-0.0628347804503115
Lachnospira	-0.114833340401583	-0.377980398203319	-0.292429481250393	-0.171097677101357	0.694055856588227	-0.228998921631901	-0.106834399898231	-0.350192852469194	0.499088956661239	-0.136289709059675	-0.129142752469844	-0.105431761914718	-0.117652110943115	-0.151051208094948	0.277377419027816	0.90974839975839	0.00731418181983592	0.561691436852606	0.34284077734159	0.118329154533722	0.721320240051944	-0.166968415650257	0.488171369098202	1	0.539946193797074	0.430290393957709	-0.157832673403949	0.545928104334017	-0.122976254298567	-0.198297818445762	0.648035298218882	0.590354245994396	-0.0902319193191212	-0.0911889980918784	0.0567145675983367	-0.10603408108105	-0.0335532476141573	-0.096901004786712	0.428794845346066	-0.098312947756039	-0.0635613726805194	0.307063102395027	0.541672196261814	0.671992989524119	-0.221222022606869	-0.0402251136312952	0.613526346313877	-0.0248118185103274	0.576448527199539	-0.156825085056582	0.268308584705224	-0.268760001109493	-0.00951294197316221	0.269874811845393	-0.0110118711791638	0.389283196065446	0.550006046789345	0.420482783231141	-0.14346741463185	-0.0197972353466134	-0.0656894282918351	0.155398689502713	-0.132151242652092	-0.142516787713612	-0.0641259715099989	0.0787866887250968	-0.0279965239720815	0.377856795707898	-0.0931985331174962	-0.0246292957439314	0.0428315489551	0.0699371805953181	0.28505757187265	-0.0885303643585903	0.428463593277665	-0.0647266937992888	-0.135080919005764	0.176265386632553	0.288409891738078	0.389581355379863	-0.138508534193629	-0.118104684024852	-0.0177632005872775	0.0510830740803042	-0.102381243637656	-0.0153415466666975	-0.0799046970926204	-0.107932098849535
Sutterella	-0.0824642551523646	-0.364220077542757	-0.356436679936202	-0.181903219062986	0.666715134385558	-0.186695775200389	-0.147602795022929	-0.118461328825523	0.386871342739116	0.0840438560856227	-0.0645669320074367	-0.123702759712037	0.0548576348245868	-0.124588033914497	0.262274891734735	0.407774694613373	0.0575500658926068	0.466787482648543	0.341239630120289	0.124739689448688	0.672120812323816	-0.0790382012552728	0.249454249536809	0.539946193797074	1	0.416024010300841	-0.0566118896120491	0.595482934596604	-0.0809341824763181	-0.190496671421566	0.664243482619461	0.680606784954676	-0.0761720169958924	-0.173835564740497	-0.0585410729273235	-0.130455461713161	0.122077806323152	-0.11544577730137	0.415238428402984	-0.0169388823969335	-0.0159588516660827	0.243846262885346	0.794476209115337	0.587474910823945	-0.210979106888435	-0.0494315243294978	0.776630565307679	0.00376131476225542	0.258473545930158	-0.118179990587301	-0.0778940833760657	-0.171724436478991	-0.0073670992544272	-0.0123432942421715	0.0371159766202928	0.00463526750959551	0.158765628306241	-0.00652282684925655	-0.213323477247347	0.00231095745026307	-0.0703094701323511	0.527628432782468	-0.0908931539902941	0.107443230359228	-0.0145436947548493	-0.0999588776617283	-0.0474322630076065	0.15422112870115	-0.0929701363564016	-0.138540341003348	0.0162018544247572	0.0426644328300325	0.00147612104766703	-0.0872262838712227	0.598831479841649	-0.0903317195822912	-0.108638110125958	-0.0275122476306026	0.0243022389221055	-0.0150018677285443	-0.111863317938726	-0.0916991840703858	-0.0861764637453737	0.124996308996873	-0.0947681546409714	0.148624456865386	-0.0879464142463765	-0.0869433088327232
Dorea	0.10532121127327	-0.462611354226515	-0.438478960568124	-0.241845366398501	0.590543022814803	-0.286765365251897	-0.157201231425352	-0.305026094449947	0.734742208069637	-0.0431294764303687	-0.181196981726574	-0.171282047774802	-0.12734561466982	-0.226111385623984	0.727501688305354	0.526253754607835	0.079862590412322	0.592347146166193	0.643309660068113	-0.0604296522587276	0.560836539244505	-0.141700844336726	0.680772840477922	0.430290393957709	0.416024010300841	1	-0.124107757085629	0.508597531771866	-0.135030111709083	-0.278904172466987	0.635754924241476	0.486167891773618	-0.0811928505257789	-0.145904096289877	0.346172204454134	-0.157847605463745	-0.0163528724942727	-0.136210080471381	0.525093429889578	-0.112873206705522	0.36615260757241	0.25681011926102	0.170588604143426	0.139252053880771	-0.274041302261451	-0.095868692640021	0.343884951673113	-0.0877744005420923	0.327136621264582	-0.185298586718617	0.131705463848686	-0.2781606706135	-0.0798042963420404	0.194021366179963	0.0735378021030775	0.656589273265093	0.282823919476942	0.274506927925265	-0.187477360524452	0.090083088162586	-0.0720651173025543	0.338231524178737	-0.105898430923099	0.163110425333756	-0.0345996341462553	0.0388061521272302	-0.0325257251806951	0.324385937588848	-0.107454496458454	-0.101427023117753	-0.039777486327894	0.421238446010142	0.245571374708338	-0.110615461981497	0.590546693549848	-0.0793536376525903	-0.106499110061702	0.184984396349167	0.177982504991662	0.186786701716503	0.13841395823144	-0.129614146041835	-0.0673458376120272	-0.0150739081202148	-0.118685915194628	0.0619893138221107	-0.101548243585321	-0.0862754610207855
