Prevotella	Bacteroides	Peptoniphilus	Lactobacillus	Porphyromonas	Anaerococcus	Dialister	Streptococcus	Finegoldia	Faecalibacterium	Campylobacter	Gardnerella	Bifidobacterium	Fusobacterium	Dorea	Parabacteroides	Ruminococcus	Collinsella	Sutterella	Atopobium	Clostridium	Lachnospira	Coprococcus	Corynebacterium	Mobiluncus	Blautia	Roseburia	Oscillospira	Actinomyces	Sneathia	Peptostreptococcus	Megamonas	Phascolarctobacterium	Bilophila	Akkermansia	Megasphaera	Veillonella	Parvimonas	Desulfovibrio	Delftia	Anaerostipes	Butyricimonas	Gallicola	Moryella	Odoribacter	Peptococcus	Mitsuokella	Paraprevotella	Escherichia	Arcanobacterium	Haemophilus	Bulleidia	Catenibacterium	Eggerthella	Staphylococcus	Varibaculum	Pseudomonas	Neisseria	Coprobacillus	Mogibacterium	Rothia	Lachnobacterium	Slackia	Alloscardovia	Methanobrevibacter	Pyramidobacter	Ureaplasma	Shuttleworthia	Acinetobacter	Treponema	Facklamia	Lactococcus	Aerococcus	Synergistes	Gemella	Adlercreutzia	Alistipes	Leptotrichia	Anoxybacillus	Holdemania	Dermabacter	Actinobaculum	Aggregatibacter	Anaerotruncus
Mogibacterium	0.218779119076933	0.340279785430585	0.68509487584646	0.427474404471617	0.00661680237628208	0.61628613478103	0.837169568847283	0.217936565548386	0.227279659067389	0.339934077976367	0.0829199354136373	0.691016278557549	0.456981083791235	0.371881060137724	0.320211755275519	0.588781815946948	0.418384230136124	0.691476870651134	0.659407032259858	0.988852543314934	0.43263015063251	0.705519247249132	0.448628842502157	0.717432877986772	0.355541399408839	0.896048593701575	0.308681312828756	0.978806782329071	0.555944686227317	0.349190135005279	0.973169924973848	0.937542993173312	0.57110204351029	0.984214911602128	0.68763852158178	0.854917347813937	0.358417035471092	0.952596751733256	0.17469302295423	0.112577938343616	0.702181134525191	0.516265323302601	0.71863335916491	0.246577118608533	0.973217539873598	0.274742580225443	0.545486048935184	0.958608740433678	0.598532839710487	0.0827919830980967	0.28205644036675	0.741358296579424	0.811932858700683	0.106709193472872	0.00245736966854092	0.987928120712708	0.602309727200808	0.434148531693092	0.997152649925806	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Rothia	0.0912243381464522	0.0522253158132789	0.931968733499464	0.536652404034679	0.491404351352143	0.858832372550211	0.145932023294213	0.583848886291926	0.93922464524681	0.734167547577864	0.568559370229895	0.633848007365607	0.381544900026083	0.616761272989008	0.660332225781955	8.48945206831314e-09	0.725740810761377	0.341193711202211	0.912559258609979	0.70302565639689	0.623044642690292	0.585793314066676	0.983612142704804	0.977199853920103	0.608186528992551	0.19778950046895	0.716918769433094	0.00375846020013535	0.674477247160983	0.689176830187395	0.328324034147883	0.938084168365055	0.0416531650978579	0.0635429871642801	0.914157271239331	0.490218846952228	0.885232784578629	0.536095310646507	0.670010716910159	0.709216683603441	1.45515246577213e-05	0.833911361303022	0.906515281605597	0.725712700526283	0.962687517342963	0.475729792492503	0.791218102843875	0.894894192741762	0.00918912762376312	0.499628044869829	6.15027864699149e-08	0.705977130901923	0.798278419696544	0.0454945239283917	0.876030600885589	0.793859880205805	0.906891966377627	2.72450074822471e-37	0.824627198514723	0.404036777299023	0	1	1	1	1	1	1	1.71004419243846e-47	1	1	0.0825897187415998	1	1	1	1	1	1	2.1225315396081e-44	1	0.0256388880763877	1	1	2.87063241443318e-40	1
Lachnobacterium	0.458031373847392	0.163742839552205	0.264578107769755	0.591957068615609	0.693536452922493	0.4692925935564	0.0961063343678704	0.531681666991732	0.362582683545958	0.00599457837927988	0.59768864269291	0.782096767427825	0.92697798228323	0.57855930495325	0.950592111153955	0.868451285268548	0.1008327596909	0.758465996090116	0.237945490933604	0.862614901929639	0.932416881234527	1.46137898281021e-05	0.000609536197268104	0.491964605180873	0.47628198765207	0.458890638726347	5.48519528577401e-06	0.23967887192784	0.820039364849057	0.716131189143	0.9303913862341	0.932596432193547	0.777430878494226	0.772165650859432	0.747717029588214	0.510522225670737	0.691634349129805	0.535659917632683	0.572433055658278	0.531915150287613	0.248308992089786	0.204734996076036	0.759699781867389	0.720486790146131	0.00602978656091335	0.632635554346182	0.772182244068471	0.0010271870670201	0.711277956789317	0.973783218122795	0.482987922816073	0.578762278659293	0.178233925677767	0.544533921389377	0.676867545642344	0.517067711627498	0.650808272932522	0.854603686425536	0.616953118760547	0.432435483417211	0.814963155050287	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Slackia	0.00580261163015041	0.102038207429686	0.792489970112633	0.401610242479496	0.822583209924975	0.917717359274895	0.0714456388094843	0.244942692076779	0.247710747837289	0.0987740133551167	0.402458070634019	0.0014216468955664	0.122782443607883	0.907526022483059	0.162003348679324	0.923646760484784	0.224066774644132	0.253542337844509	0.116937999385637	6.9190030048114e-05	0.517773511036809	0.26776850873345	0.263980227116321	0.993405108123974	0.0155313830401298	0.075001922612737	0.22714123422868	0.266578651020259	0.0529281891224258	0.260919135160658	0.705560518617246	0.447274933335748	0.23980128954775	0.161575283391646	0.69604083016949	0.518142983878673	0.0902595612832504	0.315995452557084	0.325847951068734	0.933751125826882	0.548351852783384	0.158710716750975	0.479107998628093	0.653297646271823	0.207992151773268	0.00381837538834085	0.556144448715984	0.519652538491415	0.646171199309206	0.582482612937906	0.788723774213129	0.847920233737658	0.579564976810145	0.15825634773173	0.64718221489009	0.49646541814956	0.530812016026794	0.783552457277835	0.449208386644827	0.71749337231421	0.717427977933487	0.935588282103228	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Alloscardovia	0.169314476842943	0.785402516194712	0.914605371498535	0.58823099231641	0.896224460362889	0.82704076889262	0.615811326029702	0.384360197309401	0.998093884729816	0.524444041178604	0.0761011606123392	0.590439363849807	0.47773719843841	0.669132455827558	0.32733020361245	0.847386050735332	0.292983387720059	0.547768200603224	0.568723113988185	0.185905164122832	0.73110530936062	0.412471976854423	0.516713681278819	0.564257751655285	0.704196776727126	0.37302849046014	0.469726294146157	0.991539925649096	0.810752401265311	0.00480594234649621	0.629599969749649	0.491848497854812	0.65673393775967	0.116202218244824	0.782771407967958	0.882011853511028	0.769361358514001	0.989793830084552	0.745266035584837	0.583310469018224	0.929084846814298	0.541776618762008	0.778572862799389	0.829285464163276	0.996474169599042	0.539907239684272	0.693104898653872	0.78283815333558	0.468696709102635	0.670091532034064	0.70297192107788	0.920641830450634	0.76436926521883	0.0852978990401964	0.617690687389173	0.550930035413307	0.943100943982134	0.881838164297563	0.68612624921386	0.223371912780575	0.977083732060082	0.598509282493621	0.263900221321506	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Methanobrevibacter	0.851572327599793	0.571401859824555	0.336218713905011	0.627616167977125	0.980013124227252	0.442280761131191	0.161111593121322	0.573313855662768	0.531419327066748	0.124323447943196	0.383882429359981	0.874767677956028	0.0438399724307515	0.543034453898076	0.735519090810229	0.983499397790556	4.65261768439502e-05	0.678218455313976	0.743240065114948	0.880587179950764	0.752056316106075	0.3730968894146	0.00314904386549583	0.546548281085841	0.709203625431207	0.87584435275075	0.822065322027061	0.00845036913166156	0.775166201057693	0.71584483110435	0.729427322487929	5.51588543241138e-05	0.337731848005515	0.567556656811688	8.36324473669653e-13	0.537989708985265	0.688096384224615	0.772158596959853	0.0574449409378529	0.680536700964409	0.354812225266144	0.981499857292031	0.753784608725297	0.589512306836497	0.624352778832011	0.745643911316706	0.781077239550258	0.00111354016051868	0.710342131805407	0.628738219792589	0.503138325535142	0.491135158160805	0.720082515970159	0.528840038189452	0.804649792625685	0.357025348642931	0.746174009811231	0.757699168072502	0.458727248129175	0.471149450822644	0.970981506261582	0.78084834060382	0.689851916293763	0.303024339339668	0	1	1	1	1	1	1	1	1	0.381779565514438	1	1	1	1	1	1	1	1	1	1
Pyramidobacter	0.109180135650429	0.984271541560823	0.876187885640717	0.614739970073675	0.576937227985142	0.464436245773307	0.429308670835127	0.291569175118232	0.329407034879881	0.763749724828711	0.117206448464195	0.484865828247056	0.883244781251044	0.65719968645214	0.695959709310437	0.686811308811412	0.57254896772743	0.510634330358664	0.886669779924184	0.386630634852012	0.824662895824896	0.311245276959539	0.322622451549509	0.591845135260481	0.0758075123235754	0.574773960683555	0.957635643103744	0.496490012222523	0.695854681053009	0.945110642927061	0.0124879116320187	0.0584780525466742	0.56039312057252	0.898603118753713	0.766774660427	0.399338689691571	0.549419661043478	0.671876182342027	0.937827865158523	0.295077720903154	0.848091858995325	0.595683803696167	0.645517749939922	0.500791010468042	0.96495809755099	0.72773422933669	0.870292201211368	0.677393271143924	0.855744013802018	0.219452176814732	0.548948246974328	0.963170413211496	0.745507509759937	0.266595814886314	0.454884362564871	0.766295717334311	0.975212909146529	0.599214025573383	0.484369589911232	0.841344135464003	0.607590218687104	0.830198887628566	0.825743320946075	0.590293403422034	0.699479781746734	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Ureaplasma	0.800305716520999	0.967564866393018	0.943195027577594	0.642971692353011	0.780998956716704	0.572917833772535	0.548192142439665	0.0015184779712229	0.851595579768396	0.599389828179892	0.573230020880065	0.933684678874322	0.585115908770713	0.0516243854519877	0.738256266846874	0.850742028737585	0.56361578418176	0.98671773405433	0.893985113826924	0.367588959990854	0.426378672473139	0.632994181760374	0.757335729813796	0.527928007088958	0.22509744683851	0.910034914754837	0.368138265251863	0.714495023711218	0.676911932462383	0.738433913620812	0.174855125737565	0.855741455660689	0.958204004311014	0.982033989258737	0.631386443867094	0.551416371565179	0.708426052597387	0.587049403098995	0.641247714322665	0.352010930402159	0.719839624961749	0.733448559319173	0.900287024449467	0.360591681995822	0.646697300215015	0.375028549669516	0.878454885104286	0.474479447177792	0.717984673057301	0.464682877031593	0.787733383327564	0.494841258322971	0.700325547387228	0.933898659163953	0.803145787794074	0.538598777835817	0.524177933411039	0.868865911201304	0.929252915056892	0.636463058869206	0.871519961309144	0.691270445576712	0.678517228814278	0.743195724936765	0.765721781210215	0.49327414907699	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2.81578999896199e-06	1	1
Shuttleworthia	0.117733087125691	0.0674089713195688	0.902162583274331	0.599707273298822	0.553583894232147	0.827990586216801	0.125434573564038	0.647447543343717	0.98863787133261	0.644632056816989	0.627777785441067	0.645141186309317	0.492253476071969	0.613723405969378	0.654795622868713	1.66213180092805e-09	0.984582691444178	0.392258778980191	0.996473281716682	0.74112356564106	0.607031909216049	0.567274314983758	0.830970492112435	0.875264620320104	0.69171776284063	0.239385410760938	0.615199887022979	0.00634296752834736	0.746902293926086	0.738726497834653	0.356218706700812	0.678158483830466	0.0559065367229713	0.0722118445039395	0.749074780339807	0.516102015458974	0.854736868422712	0.589450942136831	0.643342578463001	0.625719816981687	5.98812667341751e-05	0.751391275947352	0.928537531314556	0.767892834463557	0.97086197517826	0.529730037213532	0.817065615133147	0.701479624146572	0.00560885965287285	0.547660456661959	1.12638621442242e-07	0.698357962501403	0.827944744787074	0.0378568035604277	0.874808363050877	0.816916440589795	0.879171206624445	4.38055756568525e-36	0.826429953547656	0.44781938049705	4.90686999264981e-51	0.854053861847576	0.68546874332781	0.962219499124881	0.732911249583814	0.624316676216193	0.91062675062526	0	1	1	0.181293014115528	1	1	1	1	1	1	4.3391360552452e-54	1	0.0504355513715877	1	1	3.99915689161038e-44	1
Acinetobacter	0.935317258318623	0.352872299935696	0.0142470141347801	0.984210296826959	0.503717628445556	0.799156959565053	0.46064619926391	0.922910400126343	0.690276479856682	0.490362719379807	0.371344080062288	0.436268437021826	0.165845652270774	0.398137111329709	0.52732403448478	0.590960417827817	0.553733575951965	0.996715138869529	0.427079185695227	0.895525609748546	0.714092767851337	0.793786496873837	0.707491971268455	0.957740436491942	0.0551178058979775	0.0494006992717421	0.836157253271044	0.352296514618853	0.0029763051398778	0.992916856059449	0.44386087004575	0.709459197050981	0.515351906040941	0.185949138468101	0.878833611201226	0.875681526198048	0.592542932065382	0.522020179063593	0.588001588806008	0.621261452198585	0.75038535654602	0.424217967760287	0.87901863178338	0.493708720415748	0.662826552971506	0.117010241264825	0.671617636191158	0.964614805778233	0.359795955838472	0.301541446109533	0.806480550725043	0.443525803876888	0.935577199350457	0.873330741298866	0.694554919392793	0.649916757098122	0.000733320296508786	0.856208050453585	0.518089450657783	0.420017686550657	0.744329047517566	0.664263999554266	0.0457986050154047	0.729665808496119	0.887733151498155	0.390958171173471	0.651773158646813	0.725378497275689	0	1	1	9.95792433390215e-13	1	1	1	1	1	1	1	1	1	1	1	1
Treponema	0.779421936333181	0.280839877300036	0.188167855842575	0.709328058804765	0.827880213107846	0.61085771354636	0.308129401080242	0.435470973827621	0.669754143856126	0.0283653301586737	0.893475220321464	0.710991674761966	0.948736266732567	0.748588289127251	0.687301808604622	0.905983528053099	0.74396454686656	0.822100820011578	0.801932593623275	0.480661744765374	0.983961826043135	8.98812015696189e-06	0.000392937229631654	0.430089571870667	0.654384561144282	0.852305198405616	0.882020719505127	0.639613123682699	0.750834420941652	0.97958389623322	0.595180808830672	6.23319355213844e-05	0.590948605230894	0.358399330598495	0.912582492332595	0.654985594362634	0.724868038531341	0.984344741618826	0.797308779407591	0.285559753533856	0.42772119297408	0.397971629001681	0.71385368827983	0.00269215212958128	0.879768680117891	0.574990351467558	0.826863624796958	0.0240085421940152	0.441475760579184	0.0366578835637855	0.824792297535114	0.857056474816335	0.898299199321392	0.582455680586993	0.6608237923762	0.546528281148437	0.783687949295967	0.845875850354018	0.639988053716861	0.491452670989532	0.84720123617741	0.868341360087073	0.785551056991125	0.644757954074351	0.877790803406177	0.0227730394583764	0.603392513768757	0.884446704963881	0.583300010087239	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Facklamia	0.0725643366599756	0.650915664599712	0.135325526768737	0.888411252364722	0.863342755672883	0.0178458079200854	0.177659365209094	0.82299837672239	0.220234921859192	0.502323353296626	0.285818694796812	0.327934329142234	0.597396105325471	0.739043112221355	0.442677282702139	0.803255532999929	0.706115520817472	0.547276308371664	0.760211156640252	0.533453710043492	0.903270801012911	0.478342417989972	0.551218048636656	0.0216653175392509	0.734976289009062	0.559352259874621	0.597657546813926	0.511474084806389	0.0482685041506069	0.75427405907578	0.969032070310493	0.52844022932665	0.383527441298807	0.409996186731725	0.811667248436066	0.506337652555687	0.777441325764871	0.272702195584617	0.495111731785293	0.295007751815245	4.08770149888094e-06	0.256239137093743	0.00874317260995603	0.745631730159356	0.804814991162774	0.935277085277916	0.743173950318939	0.40045115381276	0.467060036371565	0.587796263290948	0.00318624634258352	0.784434276216407	0.762012862563623	0.941550521602161	0.913199919524661	0.311958448033373	0.44436755345746	1.02132596173435e-07	0.705378150659503	0.442883057953209	2.44492950685612e-05	0.765881778352604	0.695835152468256	0.715808064721051	0.603303587544342	0.592949780778019	0.673767611338007	5.38440790363909e-05	0.68841728004994	0.648301731693477	0	1	1	1	1	1	1	0.071697274351918	1	1	1	1	0.0764567500339125	1
Lactococcus	0.680117203054628	0.306216736169501	0.16622802689067	0.789041862769007	0.0810921458784051	0.608263769027284	0.861347419444891	0.663087190191265	0.745437679512993	0.319523150670998	0.456946641477832	0.523019358763128	0.612095788004455	0.565030792909453	0.535206847978484	0.696803301258565	0.440616085794295	0.50276326649107	0.287223268311778	0.563864419390659	0.952663594220201	0.496570044273383	0.444506711457423	0.866129791402145	0.00349734388423595	0.504636971579879	0.382495856074404	0.345490055610549	5.32910567485458e-05	0.671648324305571	0.697491771891056	0.677106614719988	0.456979869416189	0.299776272120868	0.776804932781484	0.516196916139167	0.699127271647428	0.844339982273517	0.67427261487817	0.65501510067727	0.612340333452067	0.471871232603281	0.908035839972991	0.876065179314148	0.512787297177271	0.0145047135508468	0.829219882824503	0.567630381930585	0.530938139526425	0.611524963290409	0.668938239023639	0.173858141806843	0.838004844690969	0.453919479909195	0.839928656001196	0.76587480966592	0.436528607886782	0.800251032720314	0.755168472812517	0.26317820271065	0.755629574298973	0.73533384201046	0.00687602035051752	0.760011816160518	0.882239423956208	0.158590815596412	0.639137831582155	0.789337794628583	2.86476534347012e-16	0.785679660269767	0.911087121357821	0	1	1	1	1	1	1	1	1	1	1	1	1
Aerococcus	0.803796537852214	0.402947170075821	0.256516137541033	0.931845698718019	0.612457909037702	0.565827960225969	0.0917478436429698	0.416884785847403	0.893650200973023	0.173568558208488	0.297345153490663	0.000827265622673539	0.256108473032119	0.702518843912785	0.549643535577299	0.56573978146894	0.42436792168355	0.678137349640697	0.914805959736282	0.0149636724968576	0.033796592578518	0.411173550066246	0.275340384621592	0.520635628363375	0.343918264305169	0.818706677268814	0.305435591686783	0.147333170429556	0.712919215135059	0.588416458049212	0.725262442445363	0.47032125519962	0.771188472072927	0.278977061629948	0.834459999079049	0.473762579240864	0.470520071973062	0.799075354231732	0.506121193544053	0.77985529805615	0.303427251834775	0.224543752885827	0.828070905952848	1.85915556560434e-06	0.227602656271642	0.706772088473075	0.691902775347238	0.297112463602811	0.297740674040115	0.411495757506665	0.435817470150969	0.585865913548483	0.712681105683578	0.308446763264943	0.866326733082528	0.320709325869831	0.0266790594534923	0.600881828639571	0.468353397722823	0.772807559080874	0.586236231767548	0.532858233731413	0.197631454986456	0.895148320402539	0.582385039229757	0.858316718189883	0.401623252347042	0.622266190469787	0.93530475731004	0.618836563868259	0.894488233801149	0.826575954340061	0	1	1	1	1	1	1	1	1	1	1	1
Synergistes	0.595078232953938	0.027942790006303	0.0637106983301158	0.416100168756097	0.678982121587239	0.128012362532574	0.876122245483402	0.236866438256711	0.14230096707332	0.0963821493970349	0.0491020512628278	0.490960853367868	0.437836602646425	0.24558009503601	0.164353389335888	0.343780086772181	0.0596856980080487	0.676438390306714	0.835630900833278	0.694954761184819	0.776957895835928	0.547351631492683	0.00248012969255222	0.404879404365973	0.510810885409153	0.405652354308862	0.378123719631881	0.00626838599576692	0.86344557580021	0.544773523512563	0.60806299982524	0.205216356189365	0.00725683263000525	0.712701435057355	0.000722521846349762	0.288118413071834	0.396880990310238	0.59860214811937	2.5633469918622e-07	0.164327104563627	0.0202658494730615	3.32050998813295e-05	0.49384360457636	0.946552191993675	9.38463960583533e-09	0.607888503023489	0.661457247299333	0.134652187790358	0.648819771526966	0.495021381261382	0.376882550779426	0.711087071962214	0.698198111848645	0.304073089747895	0.512327060883107	0.0875550479345355	0.56882572203391	0.604077480276459	0.71826002003061	0.773432927815683	0.71467169120614	0.844090170839722	0.206065858421799	0.237748618004087	0.000113930040439999	0.993318039502249	0.394631868017798	0.590669146886814	0.75039913092347	0.633226080106036	0.505365680107328	0.612934914979781	0.855984169256024	0	1	0.00107127578733139	0.00119910464563129	1	1	1	1	1	1	1
Gemella	0.821938574949501	0.448680688288123	0.977059470277382	0.671007783770473	0.00501424320624368	0.557514916270702	0.6982466135847	0.586190736544787	0.651553631555097	0.402552313345181	0.78660404029431	0.451305728291701	0.510362810215188	0.148446811788502	0.596839459128055	0.961132909011836	0.544887640677122	0.578695654642359	0.382353428193629	0.662986028801684	0.197325979561876	0.572510497790168	0.498241006452813	0.985219844667549	1.17294259548614e-07	0.440141967641577	0.463544075776302	0.543996316668175	0.942171322192302	7.73162422346464e-14	0.682100269546147	0.731220238711525	0.541460168999692	0.449895021108208	0.814429742953012	0.38746891729477	0.736330268783152	1.45889105582994e-08	0.71906388263237	0.568008754818753	0.786442304139617	0.56382214999562	0.783881409648651	0.700811210063227	0.606507069023979	5.04305649421624e-08	0.856929604702736	0.634815464823998	0.728420535604646	0.000768760184072035	0.848856561218717	0.738743274563264	0.867021519742441	0.56353983664002	0.771289578804234	0.84242516527381	0.944014796412175	0.924679513210319	0.847541416744346	0.859418889374726	0.936885164128902	0.785474891718381	0.203560392263874	0.729679708884667	0.793675002518261	0.891864679243185	0.69970485775823	0.903820118038434	0.671381129224268	0.827278863548691	0.93194048108913	0.837116117515047	0.366626331449258	0.6830793974261	0	1	1	1	1	1	1	1	1	1
Adlercreutzia	0.872423802444895	0.371105922391412	0.560738753272623	0.249614563681789	0.542760002768073	0.489891310110913	0.650154591465514	0.875151205976905	0.491780798176255	0.499937084488252	0.746313826494959	0.35003213222835	0.426898100115697	0.104483058968396	0.018643763056492	0.629879501939927	0.0378422750622005	0.904680216141185	0.80626566718532	0.510996541677165	0.386028059698366	0.609262857885138	0.00381716885914309	0.698930996402757	0.646645325727694	0.694688451716972	0.675830937251943	0.0259392172316316	0.536091146446767	0.390565868608717	0.50820477358194	0.456207882439158	0.183174644967755	0.893284213857564	0.0291195737161068	0.1579512248162	0.861060979300151	0.735290365785794	8.3442639558139e-09	0.376396320268359	0.0270236159215442	0.00189512491661763	0.530977972450423	0.567742409312843	1.57168087189908e-06	0.517217350849569	0.503749541758929	0.583801763931542	0.910226815836776	0.308451981421425	0.943061380871081	0.524892806943672	0.151861557095857	0.796029464890788	0.945486317441126	0.718927239898197	0.333054311517438	0.889933612356259	0.34259402380357	0.680871486616067	0.871806953052662	0.898931519691395	0.268045281508655	0.699884262084443	0.0350265275134306	0.977446379386752	0.379691006101755	0.825251708829491	0.883665446383633	0.415218428473807	0.843102069532594	0.863376133510769	0.45142300309603	3.11870680445818e-07	0.557935471898581	0	1	1	1	1	1	1	1	1
Alistipes	0.215653126970424	0.00170804723858167	0.254057311822239	0.313099324325635	0.957896443714554	0.15154053478137	0.246930950201515	0.198099961289818	0.180446721119017	0.0891969676217867	0.10878205813843	0.505105842540322	0.776666652577363	0.22588028541553	0.194384511048605	0.39179921170369	0.488718489973877	0.738700493057146	0.359145820305682	0.964360425926346	0.812008129866518	0.801764245042814	0.0771250752430394	0.304288091853143	0.859613415859095	0.0942153150965374	0.440866891352746	0.0416220906972936	0.584216536499498	0.886053230863226	0.681266862021409	0.541882385972146	0.000115375883384312	0.420957647239898	0.369715257652114	0.73508537478509	0.374046044060867	0.553987167815898	0.00172973319320476	0.249569788659711	7.68112266361223e-05	0.00016064673672043	0.576184170232083	0.159859820595235	4.26404437811784e-07	0.738475795028579	0.867503263794102	0.658934509227488	0.0807760810912721	0.72022343495887	0.553239064435699	0.605465729618772	0.649108810156408	0.170322687425786	0.492301096515917	0.166542074131865	0.582717571987236	0.106128603737718	0.594208078765812	0.630702724666503	0.159496425177274	0.744948372921802	0.209882923156203	0.993412449583454	0.802113908686163	0.747910227044659	0.652206011767429	0.188250346797601	0.560487637266144	0.976372979662776	0.158781211890829	0.549125159742133	0.623839279746215	3.49185977178593e-07	0.779471147521439	0.000749839491760079	0	1	1	1	1	1	1	1
Leptotrichia	0.123939558965695	0.0683349583435451	0.995303182745036	0.580761062575724	0.544992596305382	0.871717867586308	0.142277893606866	0.677623651316159	0.951692846973164	0.651896433852417	0.614723534812399	0.628894168636399	0.469830902953202	0.596189675082987	0.63859522428702	1.35012586316716e-08	0.993559822779518	0.428921641645479	0.96745520824729	0.707978853711722	0.587889639362569	0.571809061941512	0.815844933402864	0.869208238416703	0.695663730277772	0.246025561406144	0.636017908362126	0.00993650990918889	0.738020772319137	0.723615625538615	0.328993095404521	0.659313178140697	0.0540719095147203	0.0936392357230688	0.735516595176978	0.498060505309526	0.833199710101298	0.614588077526986	0.624491849608449	0.616860629755323	2.67780239489697e-05	0.705504858805533	0.932695342919531	0.748820741033629	0.974441207212129	0.505160714849874	0.806266673049333	0.759364304980365	0.00929757419050337	0.544736486184982	1.09798876174554e-07	0.680470017653281	0.817765444369351	0.04357870514199	0.863666587921876	0.803621707790697	0.869105139399935	8.11421794423472e-39	0.793706244044944	0.430023990038961	6.09222600346756e-48	0.843066644835209	0.71833190048302	0.915999763371269	0.717492596377341	0.603562919853938	0.894556627881768	1.24473208698944e-57	0.730160692068919	0.872434429424503	2.12122113467213e-05	0.776980485286472	0.601420433905138	0.568454119077618	0.914948394451168	0.806880733390904	0.17293372029869	0	1	0.10677588480463	1	1	5.68124502528288e-41	1
Anoxybacillus	0.632240435013884	0.570990722762746	0.516988333946451	0.796162103127872	0.291636020075302	0.476323235156685	0.901764721537397	0.498422508330193	0.00189078056939854	0.590112181800505	0.311035426143366	0.930930227053284	0.342044514006488	0.868542193180308	0.69225639335187	0.467673263421976	0.619397709337525	0.360659367880546	0.555686244046069	0.837309449562143	0.713203008356512	0.942758553996262	0.504830339392735	0.0272613880832439	0.532562920485554	0.756013569130909	0.806290138930063	0.0957235121834222	0.111524643021382	0.760808826312764	0.742878041545232	0.458361931044665	0.367762790769489	0.108778775000569	0.56731109415897	0.854450365218685	0.675269232479984	0.681541862101771	0.439994688413433	0.000223531206011096	0.445319687889725	0.184116392979642	0.521016746682007	0.390642373613201	0.234015985042309	0.684444044420948	0.665427869152518	0.543281907746992	0.326782369543799	0.427059387206293	0.848840297510973	0.925697433457902	0.807905167209994	0.591841533262938	0.361706689792567	0.354114132217433	0.689019565936513	0.555379400059336	0.73646620288985	0.467626441087985	0.602458122928257	0.831731899742789	0.0585058985041161	0.492795298186275	0.772930318493603	0.726778768629615	0.333089941334522	0.585540982117324	0.0028243029162041	0.602834305172609	0.605477174522263	0.00637749486018441	0.993319316388545	0.300346994493358	0.74566389299095	0.369336696556473	0.21923536250889	0.60294965676317	0	1	0.555174138363032	1	1	1
Holdemania	0.0167980220890296	1.11096710711153e-06	0.0667214341730381	0.247698136864185	0.487841149432971	0.148928095370183	0.0220084670013425	0.176029614217119	0.195659911732933	0.138151054017996	0.842304233306741	0.224314884954145	0.500913874713769	0.632700080616857	0.277181323127808	4.22730065195875e-08	0.071544159485452	0.060757598933124	0.340641968165179	0.269286760310579	0.956620723920724	0.918391983429323	0.968417561671527	0.38945411769725	0.30913407830026	0.0620454072667384	0.197869302604839	4.57290572690452e-07	0.245708819697801	0.42255955945735	0.085703018399858	0.697580489394566	6.08641133282981e-07	2.97516885350268e-06	0.654184275633159	0.741128379655003	0.375668423947392	0.331517149196092	0.568306804452719	0.475292697255737	0.0154822250180381	0.00052144607859154	0.967726671314629	0.347918317186603	0.399172400543294	0.222808506879723	0.25221736922022	0.778747666620125	0.00378764124573789	0.363045032157877	0.0505318102049425	0.432904588589519	0.707522544433412	0.000242325463640043	0.427388810811435	0.558786258885552	0.603529810458246	0.000173065454579284	0.984197984609234	0.265285372337943	7.54528783884277e-06	0.719175988359066	0.616766989354412	0.656535316256703	0.851598522678059	0.498435459040232	0.868756039101667	1.4904122745741e-05	0.489190067777351	0.589182778270048	0.554375364298768	0.554976291580133	0.263203830580907	0.198459548802493	0.751883726615536	0.861844168448408	0.107445455361894	3.16279279634568e-05	0.259376583155454	0	1	1	0.0542898357990093	0.0353028221104503
