Prevotella	Bacteroides	Peptoniphilus	Lactobacillus	Porphyromonas	Anaerococcus	Dialister	Streptococcus	Finegoldia	Faecalibacterium	Campylobacter	Gardnerella	Bifidobacterium	Fusobacterium	Dorea	Parabacteroides	Ruminococcus	Collinsella	Sutterella	Atopobium	Clostridium	Lachnospira	Coprococcus	Corynebacterium	Mobiluncus	Blautia	Roseburia	Oscillospira	Actinomyces	Sneathia	Peptostreptococcus	Megamonas	Phascolarctobacterium	Bilophila	Akkermansia	Megasphaera	Veillonella	Parvimonas	Desulfovibrio	Delftia	Anaerostipes	Butyricimonas	Gallicola	Moryella	Odoribacter	Peptococcus	Mitsuokella	Paraprevotella	Escherichia	Arcanobacterium	Haemophilus	Bulleidia	Catenibacterium	Eggerthella	Staphylococcus	Varibaculum	Pseudomonas	Neisseria	Coprobacillus	Mogibacterium	Rothia	Lachnobacterium	Slackia	Alloscardovia	Methanobrevibacter	Pyramidobacter	Ureaplasma	Shuttleworthia	Acinetobacter	Treponema	Facklamia	Lactococcus	Aerococcus	Synergistes	Gemella	Adlercreutzia	Alistipes	Leptotrichia	Anoxybacillus	Holdemania	Dermabacter	Actinobaculum	Aggregatibacter	Anaerotruncus
Megamonas	0.455562925397766	0.333121196028357	0.121393109186855	0.562313823252133	0.379979622929947	0.174903520443695	0.61005183851528	0.432978827930458	0.254821626537874	0.00102982652481865	0.883494102547314	0.773173003600076	0.101305743324711	0.50720782172278	0.594801865880635	0.908398161729363	0.0001418223789228	0.612984793840232	0.538764740641648	0.513902279560076	0.721631489641071	7.49636036062953e-05	4.22942491701922e-06	0.385487601214355	0.436489360425946	0.84066641509845	0.205497341080232	0.00833124036890666	0.537159870670931	0.623281544109902	0.863976387542475	0	1	1	0.00759085171393573	1	1	1	1	1	1	1	1	1	1	1	1	0.00220028639075915	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.185664703654967	1	1	1	1	0.209497635287373	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Phascolarctobacterium	0.010125939817718	8.410021286078e-12	0.099579464551252	0.144867780655906	0.242617519809748	0.24910378936512	0.00974427751018188	0.267544385640661	0.289497927376469	0.226518277350259	0.772959932122806	0.166687812288889	0.608316852092528	0.267540474539936	0.0160071559577853	0.0675479179647551	0.0184276525623265	0.396531079419745	0.83195268138166	0.208706150237582	0.136653085075429	0.396281503871234	0.384256133824212	0.21901604313314	0.162241334546594	0.00157775081076161	0.0376201481664305	0.00115613342357034	0.254334064060538	0.398437054291839	0.12160590672385	0.644761919093827	0	1	1	1	1	1	1	1	0.333595017205827	0.000121610358405466	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.386509209337447	1	1	0.00208763908716062	1	1	1	6.08602380273112e-05
Bilophila	0.109899896189266	5.50289701904342e-06	0.00752464584208917	0.0701996025763603	0.550985059420259	0.0168438566915254	0.152841462992123	0.320305358688551	0.0214886924220142	0.00415687854515076	0.732015659587827	0.349415221259605	0.310428883952541	0.705518950252613	1.40531602830241e-05	0.00255331039553975	0.00693492999238727	0.28225764241188	0.0150890851432569	0.623883339081537	0.561236093384381	0.29165394334881	0.14634015832314	0.0420155576063536	0.335498228029066	0.449836646408596	0.272075335715786	4.24923509980203e-10	0.137348204803784	0.801210084503895	0.292849880508828	0.02328309218431	0.0264817995234434	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00226248682751096	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0101483009592976	1	1	1	1
Akkermansia	0.21154800682566	0.711926360789162	0.161034807490825	0.684605803090539	0.315936445449793	0.352973412650272	0.221355695347335	0.528444416879752	0.484634776694074	0.0387256938405091	0.683391613542903	0.824293265447702	0.0045197103532278	0.594158372856016	0.449602655534438	0.665055990192272	6.55030004411731e-07	0.481502435227135	0.665828361310461	0.72049580587693	0.83337187029145	0.234879787957807	1.4336522503279e-05	0.591226308247566	0.453931573399923	0.774957022209249	0.913801268334442	0.000263227291689149	0.958655840586227	0.711697323474867	0.571711307380971	2.22344807086577e-06	0.991424464766173	0.356076150133948	0	1	1	1	1	1	1	1	1	1	1	1	1	0.313981919361742	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2.90539122152837e-09	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Megasphaera	0.941935157626792	0.716369870769861	0.461977321698995	0.666799891386989	0.990317447092285	0.244775578091199	0.825917455593958	0.385919938887176	0.881666877606476	0.168025806693776	0.306873777731186	0.837503186875756	0.0883534040711645	0.010263190501432	0.54866928866882	0.643709900884768	0.463846622721817	0.00229954868290646	0.000248489755453467	0.687088568158098	0.737862340011374	0.338849420220987	0.361962659346416	0.818571051767342	0.22459599506356	0.360589089950778	0.301639757233848	0.97022377393919	0.830717183394291	0.564643534291633	0.949991825474979	0.692145086801833	0.14146512557562	0.20383234076368	0.638708009779804	0	1	1	1	1	1	1	1	1	1	1	1.69206120915944e-05	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Veillonella	0.0344096165008222	0.191301247256478	0.458910755959112	0.502352720833084	0.175862196876203	0.308033417682366	0.220393240767575	0.0066368196608083	0.476413190883397	0.280584700256429	0.877567538185515	0.442506063889825	0.463723653906716	0.797493979931099	0.476190807010424	0.681242138301669	0.360889655525552	0.900689744470433	0.881901060282195	0.419731460147535	0.37884122280708	0.42483621810447	0.382557074812451	0.0591149368234767	0.328747441821777	0.388860862277545	0.628531752351414	0.189132536321945	0.917652908073731	0.849639701960776	0.0147539241750441	0.830772971709049	0.305199344008259	0.36217768972696	0.62288087748432	0.40783190810009	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Parvimonas	0.633626190445346	0.253703828781559	0.903142443698962	0.556563069889619	0.00997368042301985	0.171244066610968	0.934050440081503	0.988651624389167	0.826001692905655	0.407728615953576	0.978719728060782	0.00615840417156941	0.415628782431505	0.0537963150884535	0.348788142392183	0.499238935570913	0.304725261639481	0.347656022189823	0.300337362618661	0.65904446730231	0.340989675807379	0.626457349081268	0.45080544087035	0.146185392434123	0.000541831546680869	0.302006734371575	0.273394273365947	0.178547600303117	0.000218615206453699	1.45938771920811e-05	0.477629892081031	0.660714771201571	0.282814108889613	0.152013904058453	0.984823367327706	0.673312054079388	0.467746242491451	0	1	1	1	1	1	1	1	0.002831100506286	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5.04192748894828e-05	1	1	1	1	1	1	1	1	1
Desulfovibrio	0.447349985273653	0.17550605832592	0.0672898597303822	0.473470662020586	0.848692059726514	0.208895829409737	0.703009251668262	0.599559215824553	0.264446932674206	0.0568803011043066	0.828275963314455	0.426680612014038	0.0485313449142148	0.345275854766357	0.00249235770562957	0.258271164905355	0.0287226656685417	0.901385602592455	0.869835247270763	0.995445828450906	0.766682755114004	0.179184817237265	2.94607191910938e-06	0.443065952724473	0.454030464866074	0.810313250477019	0.770663148084454	0.00933956801256009	0.786455123177132	0.61138753808012	0.817717015775847	0.529529187219688	0.327007971386319	0.951015563600615	0.00116084375618594	0.438684579221711	0.48155071035977	0.591654506373146	0	1	1	1	1	1	8.4216328591431e-06	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.000881022361103039	1	2.88711532871161e-05	1	1	1	1	1	1	1	1
Delftia	0.817744979234712	0.117091413629438	0.000511332474683124	0.272026008115575	0.317913644356774	0.000183702688760301	0.543274020272005	0.0988559097161546	5.0852127194467e-12	0.115612446693812	0.22374235875218	0.879925051534834	0.665484479660493	0.870675094597271	0.943077586241988	0.409598762498529	0.208235862438975	0.745364263431489	0.962747514672544	0.953381076030735	0.293441797101174	0.300405464006633	0.138459826026264	2.67415015501677e-09	0.411392702782805	0.947458526443896	0.364886512740294	0.155325166212359	0.944307322900531	0.319133155967867	0.748702461215356	0.409464948237113	0.229643253585349	0.350865530921349	0.635653960702695	0.629166765245486	0.231812349937781	0.617002783878667	0.292896969828895	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.746370696871049	1	0.0114859957787325	1	1	1
Anaerostipes	0.0485474258481456	0.000318490350161375	0.229615123195767	0.328726891117686	0.551813079658149	0.429414312583518	0.0556826823351659	0.184413950478995	0.598407155601919	0.0317702290967429	0.241138021104183	0.373666455627574	0.116801448950263	0.209419597029584	0.35142505959951	0.293711040400658	0.0130881727973625	0.764710899907878	0.568000621147319	0.475416588251477	0.957333907237163	0.0471927283185046	0.000545682993497077	0.441435101357121	0.44318797390551	0.113045720965046	0.109824305605748	0.0095684893718669	0.482460305112644	0.565316215466231	0.291924888275755	0.291081745441429	9.94915052805925e-05	0.366000697408163	0.0557334800141009	0.343645861349863	0.483603956003653	0.403643922230092	0.00748342033264416	0.293023752481148	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00429308371579527	1	1	0.049286014015702	1	1	1	1	1	1	0.201380700027031	1	1	0.0139267990066874	1	1	1	1	1	0.257855287817463	0.0904293868756707	1	1	1	1	0.15786602967006	1
Butyricimonas	0.0485270848743993	1.59435828663931e-08	0.00310591812756564	0.224941636019495	0.429139911367403	0.0092403695629268	0.0316230681242611	0.27052296466329	0.0375337322967478	0.000395291737027196	0.980782160420336	0.14279518372423	0.628862671435203	0.135683334009596	0.0534844145488739	0.166526689144668	0.000377898268434584	0.532023680154304	0.517314960020801	0.413027816715262	0.441035238913018	0.00633088319002697	0.00257931232056428	0.184075298505414	0.16312587357245	0.0971638187205276	5.92880873381235e-05	7.80121130230187e-05	0.356599461006218	0.447566281823476	0.347076370880312	0.0667891133032978	3.52289566643875e-08	0.00670592548222148	0.352868995533301	0.557562277573049	0.337907141646882	0.259093439883645	0.00154914835424416	0.0882839633550352	0.00782184395588571	0	1	1	0.00144345497955303	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.112067212099487	1	1	0.537363334329839	1	1	1	1	1	1	0.0198779669749753
Gallicola	0.155380338796543	0.473398674398074	0.0466222513854609	0.737717530770094	0.197708525135038	0.000350986950612618	0.473146957695316	0.993816163515385	0.0449933401363048	0.938455795112571	0.427532713191308	0.606915880175021	0.95880000316191	0.88100537036422	0.578628173835442	0.692532960328593	0.893119961500291	0.846712113144745	0.739494136266925	0.436327293875192	0.606347351494501	0.703742398503413	0.587889284803954	0.0258470976551782	0.901089323918021	0.635668462529058	0.870839280691395	0.456827241831776	0.714723746661214	0.703248030073761	0.533894680940645	0.62936375739209	0.450072059671123	0.422313167338697	0.729214109772118	0.737775035228041	0.627285089072766	0.873867239918033	0.936522464338478	0.0342372110316856	0.99710005306688	0.583394883269039	0	1	1	1	1	1	1	1	1	1	1	1	1	0.309044083687444	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Moryella	0.984391607217811	0.592707162546878	0.889863940793623	0.650408966441373	0.391352575412847	0.704435430459264	0.895514204708285	0.258346660527001	0.334052581605282	0.775926398788816	0.827962031840656	0.69458656633295	0.447410003135913	0.831555831752276	0.870954725550175	0.802321567868836	0.938773604665464	0.659601292095093	0.269954243533397	0.761239197919387	0.299983154032027	0.256294909751863	0.277255270693351	0.433795363703516	0.832946764398533	0.149172432265669	0.918766619273616	0.708651873999583	0.693341194245652	0.821762013087564	0.447279382106314	0.468132003499947	0.390352298249552	0.996235276431225	0.895809215267003	0.898374258149326	0.469718102395241	0.668250510740663	0.597203670966129	0.133989211743866	0.904388430760427	0.732366563218063	0.896382942383804	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00635273456767005	1	1	1	1	1	1	1	1	1	1	1
Odoribacter	0.136622270618006	0.000793310195964976	0.0279551553369778	0.268539238442169	0.568989914916745	0.069090337128168	0.0924860749579308	0.410933653266093	0.173123106967863	0.0146462606431542	0.162700751624105	0.308083027857721	0.414380705524638	0.159637215326349	0.004041406092676	0.152084376160093	0.0360250969319067	0.778781875568964	0.992602912289299	0.88711088826791	0.19918223421664	0.0384210108498566	1.13247372809136e-05	0.355471917988398	0.29963042948449	0.339671001468886	0.0830553356914355	0.00024174794403352	0.845514954750967	0.474959970718896	0.468953201256684	0.873508759575479	0.000839056934613489	0.450082311843524	0.0862053179599473	0.205561763059568	0.310541931861956	0.419415216602669	2.42978443714458e-09	0.176247417535657	0.00184175212878503	4.20464602258384e-07	0.596679776188004	0.538382851838249	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3.24520837569786e-05	1	0.00537200522015105	0.00146342003057004	1	1	1	1	1	1	1
Peptococcus	0.705567791084928	0.0799853094421106	0.628366548845664	0.52182787743358	5.88097125757638e-05	0.260570316801381	0.422993123567615	0.478664511411875	0.872843603016906	0.192170318610228	0.778571789961618	0.116673885415483	0.195408520930848	0.140011714685752	0.402216023917139	0.480451632463099	0.285747637604228	0.3738362299903	0.136394450781667	0.15456956220845	0.45925755956061	0.292346149450656	0.543312580236561	0.904251451242783	1.15071525832119e-06	0.200847397346923	0.424209653721253	0.150667309963695	0.0166291911767541	2.09637035704865e-06	0.470946263272955	0.533895350477678	0.245841549460466	0.106089589968502	0.75758757962621	0.244682890377236	0.492754920406696	8.26598687966714e-07	0.689249190985853	0.248384926672082	0.506454772129215	0.310279871108361	0.414100175161295	0.687622963361386	0.466475413839587	0	1	1	1	0.206492237004348	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00017398544905046	1	1	1	1	1	1	1	1	1
Mitsuokella	0.435286739252395	0.117652020596742	0.173614232895953	0.760373453792559	0.22330850701087	0.293799259049143	0.629885362230377	0.589146605835846	0.459228744557827	0.000234296959665356	0.442332533175241	0.472736115279057	0.0212410460416401	0.920108682068838	0.391713990971609	0.987287957832935	0.70788904034543	0.199514244501425	5.1413486962592e-09	0.611965607564322	0.583118337005201	0.834654394775489	0.798588051255259	0.593922141035838	0.494750599723538	0.904579417326243	0.698867030321315	0.295546869139142	0.566385379481112	0.790999425940611	0.491354020401529	0.722205117687819	0.475514204562746	0.0184057406571789	0.798276909701209	4.88470325969815e-09	0.720099061243029	0.674391431642673	0.719983806007229	0.922780694450829	0.873391630098762	0.789045759213368	0.760761457350421	0.696997671984278	0.759397266359873	0.619251895877197	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Paraprevotella	0.16928865820339	0.0255706772529751	0.0463826553945457	0.358382670881968	0.22161686988221	0.0788564801742009	0.477310914322279	0.217831082445717	0.403263247895089	6.52193707125295e-05	0.968029592560814	0.571881594743041	0.0257234560899766	0.191847598283297	0.422268580366487	0.778124846757778	7.47969079735648e-06	0.539449375817765	0.137361732776273	0.55368004636735	0.147972650433625	9.09983379869665e-06	1.33714496555126e-07	0.207176635098715	0.350602533130462	0.618507972428215	0.101086583886236	5.07157513716031e-05	0.548288703876953	0.506691387923212	0.590547142953625	6.41669988556184e-07	0.724813306308482	0.0292390250989543	9.36141679671264e-05	0.699900066843597	0.374527032431683	0.785859842905409	0.29352718912676	0.236076833631761	0.261830240413869	0.0706923547727985	0.605824548023409	0.925447634099747	0.00580738594352223	0.315920784349189	0.864515011388994	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Escherichia	0.898313672556692	0.0817376343672217	0.0829090446852526	0.339549260331212	0.598360001722543	0.0548117877386866	0.0433615173107223	0.549089440393217	0.131424253519936	0.570194236956809	0.128530757065107	0.581896903849363	0.985708831614154	0.43880368668111	0.423534041118375	2.16439304751782e-06	0.962780203464343	0.183748986301016	0.981013748820197	0.608578533390407	0.441850521009191	0.90252900473105	0.890200187564355	0.405888367073514	0.366084292131646	0.769085455273628	0.508795600967872	1.57678929856421e-05	0.944151982799006	0.612074044404051	0.0246001051519344	0.656180027508668	0.28150625854326	0.00168173362901812	0.821815431408202	0.566708073174938	0.493168736101164	0.507290488380096	0.813187890902221	0.517064092918603	0.83565964075068	0.300381805931149	0.439643664679592	0.460142142210703	0.201905130689582	0.378709923917863	0.746684580773496	0.29476802265877	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Arcanobacterium	0.151213733530137	0.244814911066426	0.927609915282157	0.412327546795918	0.0337553752126637	0.376103299716729	0.538886758891062	0.54397421975321	0.946543378121066	0.375804457188123	0.159835375068826	0.648830165784708	0.172101307638658	0.347201594008392	0.780738657927048	0.521095356602255	0.662256367516369	0.792732125373533	0.50754295949696	0.802418595731046	0.685766185601857	0.591040439857631	0.597832814607447	0.529225556467705	0.0222784922506353	0.849399740763999	0.982839617379765	0.28564919432984	0.933844133251768	0.000636375817352983	0.611553055962974	0.467882220164335	0.856709508068622	0.531421886531292	0.691109293109436	0.824910796443175	0.634466891433273	0.00796951323992654	0.481243436956525	0.242898088157877	0.873021809367421	0.393605118753099	0.637040236188365	0.001500487555731	0.536013087002775	6.14194637133694e-05	0.64733861633878	0.345364256930408	0.337192094353884	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Haemophilus	0.273032388123266	0.233361723387919	0.731610748834941	0.378800167500736	0.24529511067666	0.471025443956865	0.0703953682368179	0.263969446202296	0.271228567106956	0.988145358857071	0.800859432311786	0.47124535229267	0.886791081694388	0.62288431220043	0.44738400527987	0.00436738332451317	0.898659626326334	0.61885077696712	0.387539314432514	0.656508345923934	0.356255283263034	0.713018814532084	0.920279483945385	0.0136557673579206	0.31710261058839	0.588038004346181	0.191927685783589	0.198648853952291	0.736281329739297	0.500481233373497	0.964056563223906	0.966554596793177	0.190779526476275	0.529269635994663	0.540162596319973	0.219573656756632	0.144109785272914	0.441593387702833	0.735752531889029	0.540932041232113	0.00259094288608345	0.93367796489606	0.979258524948358	0.52791642809705	0.866322452009384	0.434093904701485	0.635231969526869	0.977440669509052	0.169347426797837	0.369827390294932	0	1	1	1	1	1	1	0.000307984737284827	1	1	0.000212123110534736	1	1	1	1	1	1	0.000387927412247082	1	1	1	1	1	1	1	1	1	0.000378257128421339	1	1	1	1	0.000443239641145713	1
Bulleidia	0.235881356598054	0.441409006230731	0.797717131347981	0.728362920754058	0.466388427600569	0.33512496752651	0.0965636625939578	0.447023029014677	0.392487860187326	0.637482536759998	0.242608949801241	0.543361840821531	0.943278267387472	0.682508697096548	0.406538724937359	0.704254115832297	0.986222354873605	0.624623086225758	0.628741581853853	0.911070916167983	0.745653989235814	0.797594606819742	0.875628632263427	0.579289174522476	0.365079816960641	0.273707494999296	0.361507894254081	0.858254372897922	0.437054124123324	0.923809706589007	0.445654299518313	0.256985971910447	0.278020506786736	0.636058537544473	0.448513051225333	0.312330835715957	0.970766440955271	0.835432674626412	0.875578232757181	0.880903659840481	0.668996082656986	0.655043458024111	0.875997062682289	0.901432124511281	0.400102756185189	0.739441013430249	0.749075227489075	0.838647823113221	0.323909959914371	0.454771455001724	0.44933366803189	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Catenibacterium	0.221314862050963	0.464029430846731	0.946789233758807	0.726538612254278	0.111571038976462	0.846040447346472	0.265552841911457	0.562823893658384	0.715182702143215	0.735551352736201	0.508896913069978	0.90710080098726	0.865779649247952	0.681292248867932	0.864263829909168	0.943135521412452	0.588193900790174	0.767755319019821	0.758442233832037	0.680207956660969	0.188589078848816	0.0450699625323301	0.111954584746944	0.92199127884149	0.898795693536426	0.847442180282682	0.983166914397314	0.881993642920725	0.737721943992389	0.828465219159442	0.651462217112307	0.872996916875509	0.479179502203724	0.818518369267898	0.869013745067554	0.671292865183245	0.739107504471808	0.871721151234864	0.66707541222937	0.906987883695752	0.234393028689948	0.684245312703764	0.99978959812565	0.797191034861775	0.903905806998052	0.716864784431698	0.863625170620366	0.769959444553563	0.794379058308326	0.74158072265681	0.671946228297213	0.793843044822803	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Eggerthella	0.0274671768226969	0.00023787496075467	0.410454151753146	0.184255663961394	0.278497645834033	0.188191610310445	0.492206215714707	0.48620295299562	0.439956663811797	0.30688386545366	0.918375666426789	0.230864386796441	0.0507535182726168	0.800818665601609	7.54883834562223e-08	0.00117894922615458	0.958969710231444	0.522698974923927	0.0712978275719088	0.719239312345181	0.37051876063067	0.598060488215742	0.905830599745249	0.30887373205541	0.303161322504997	0.0608721970725377	0.705515590471541	0.000468963823691651	0.191795395850743	0.712859348448811	0.130653369103339	0.365056124694249	0.0134305442593669	6.6019458054011e-07	0.86347938899755	0.34414792315758	0.567716874298139	0.285555375646504	0.245612762047555	0.521356640958445	0.221449824027692	0.281393650389043	0.44388791456103	0.319006165765537	0.191081802086878	0.16605172847676	0.0818738747531894	0.43350426439576	0.082109178968452	0.381983366598664	0.388856363412075	0.530375443867696	0.500962222039493	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.808155421239545	1	1	1	1
Staphylococcus	0.216534883312451	0.223678701354149	0.291083239217655	0.730299451076741	0.0901768545594779	0.640953098833878	0.672357905130766	0.000695511667132928	0.00405291564612312	0.208285945301433	0.365484157223521	0.459761975879362	0.761399832934382	0.382728149130724	0.450937956325362	0.628844810796497	0.387974042542145	0.539866558909978	0.569809127218679	0.853292122957317	0.445763667120859	0.40668566115592	0.37635466686805	0.0344702868851349	0.293239588035484	0.982749971103433	0.237427149142288	0.44941820105023	0.925318064354594	0.617262157589609	0.299698517798584	0.604971207614044	0.918026543869499	0.405319655126347	0.736081753657943	0.941063173081374	0.607562685927643	0.461497404467353	0.837412180197543	0.0236052915545635	0.731264408849644	0.668013169239054	0.732162642525352	0.497245083720854	0.697793065705129	0.505271494736377	0.755685025569048	0.711270095025381	0.775599228430227	0.76390514068935	0.00643940054689637	0.551007317255347	0.822551718437029	0.567066024673376	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Varibaculum	0.988997165520452	0.479563941705793	0.0689996664312334	0.312747604774157	0.0253783938494804	0.188179242885895	0.703123410710919	0.854042023587128	0.43908233393469	0.867001411056559	0.00103646078568138	0.520441704696483	0.39908331349541	0.473425962660496	0.570739088682586	0.507873533891826	0.277532722086616	0.312810938709238	0.769967022407053	0.980666332490098	0.995562917873876	0.321802922580722	0.271695180717924	0.544065367973742	0.408992057113677	0.664713797108782	0.512433437533219	0.448174407783427	0.977256581910696	0.925473346581781	0.922989950415905	0.374044096801471	0.660857156243613	0.202627890502323	0.644627401007872	0.392497176164586	0.527232858722699	0.542861394698268	0.985218710725292	0.301580000601789	0.617470192498849	0.462836151562039	9.21144809798641e-05	0.307967710026522	0.328835687253943	0.287229578586297	0.547692221428185	0.599831396302287	0.943319775463224	0.620924952349847	0.809792524711294	0.631289348470693	0.603439614064664	0.869494594738649	0.891105859747551	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Pseudomonas	0.382983817546434	0.355761278191712	0.00176868817982177	0.859151991069653	0.794951422689835	0.627717546782264	0.0465502185210965	0.527675021971341	0.540859524486808	0.391929066696037	0.480379416401638	0.647897346271302	0.0256938277452993	0.450131997567831	0.562427067254428	0.73131181122952	0.394378621255569	0.539478952266313	0.327220155976784	0.938788241468654	0.135341837414717	0.466713598182961	0.517650886049805	0.831770490017521	0.767921425675707	9.29783355225261e-06	0.58971509775167	0.357600320020278	0.550975454431113	0.854177157228678	0.573226126771517	0.632535306172173	0.789823593465148	0.281358236599433	0.731622665423001	0.5800882190106	0.689913984026787	0.664938544190898	0.597873313485542	0.483796101995506	0.772671209856871	0.478594005614168	0.567838822742469	0.536370807202774	0.472143211182921	0.796246006153175	0.924205627708994	0.489760935906038	0.443666489418742	0.551253236087769	0.676620643152002	0.96890599417288	0.78068750533826	0.632275354823577	0.456094199402631	0.921237366732762	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Neisseria	0.103483853004316	0.079539951904611	0.782627992735802	0.577113455026511	0.58607744505503	0.809287522222571	0.132642253043636	0.639794276956092	0.759412546670737	0.652659668604881	0.571277090589922	0.61804732559668	0.427819283852937	0.551158637739532	0.619308123455335	3.66824882409352e-06	0.982761957203032	0.558932509053305	0.975988106562401	0.730399739592996	0.60387063979335	0.544332337999539	0.820433057776006	0.954630823167654	0.721435930965418	0.203853875367372	0.628296498166793	0.0279862623182054	0.729863232112904	0.721086780235781	0.394818305701878	0.651956149718264	0.0518147808772574	0.1648321109396	0.732550497851339	0.479265479994715	0.827553971374818	0.565213857478887	0.632411315482612	0.837327985677178	1.25492070032016e-06	0.650863225962251	0.486495354021266	0.741068955333606	0.966090663126184	0.56426007706617	0.802505410702597	0.651617089929584	0.0362178459555855	0.52852966750989	8.93486328067383e-08	0.694493792671337	0.814219085350407	0.0761308413078238	0.975644320420222	0.856966370093666	0.934729582338288	0	1	1	9.47853810307376e-34	1	1	1	1	1	1	1.52355792134533e-32	1	1	0.000351948926413658	1	1	1	1	1	1	2.82374784459368e-35	1	0.578384749203966	1	1	3.01051297403888e-32	1
Coprobacillus	0.73525258993682	0.504467290659246	0.411447999569722	0.530896203135529	0.504057536778526	0.463281011597304	0.733401772028587	0.623042782189505	0.27445175381973	0.0747621663107569	0.370874514259411	0.890109394261624	0.748373434481936	0.063513206985438	0.460954060965367	0.88169908376402	0.890865059225856	0.888077275222644	0.00202611785757893	0.688049618394834	0.456022658564886	0.596688085002614	0.752039593839654	0.738473379121835	0.252878720236366	0.452135384892376	0.557252516256103	0.247134153001964	0.899245002261165	0.724641791849294	0.195890955905984	0.765044212446874	0.210711615849949	0.124536171441161	0.375129643604874	0.199081030439798	0.774183329446612	0.323914473848546	0.691249238783675	0.577104239438478	0.599534983723382	0.439162105211259	0.579595368970615	0.763801362869557	0.360961333010219	0.981455906955984	0.0596367554885629	0.906214484064076	0.167770853792041	0.696788939657567	0.855302757634777	0.528192869332995	0.831338403005698	0.13135933672464	0.500575544360931	0.0163949285963182	0.566819838222573	0.755828680614606	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
