,KO-OElogFC,KO-OElevel,KO-OEp,KO-WTlogFC,KO-WTlevel,KO-WTp,OE-WTlogFC,OE-WTlevel,OE-WTp,KO,OE,WT
Acidimicrobiaceae,-0.193352923382148,nosig,0.309714229041954,0.269251166305006,nosig,0.170871228151421,0.462604089687154,nosig,0.0156687590968405,0.00110103997323954,0.0016050848854216,0.00102709196140174
Acidimicrobineae_incertae_sedis,-0.140419101050436,nosig,0.791348813954925,0.127444525365721,nosig,0.813058424709463,0.267863626416157,nosig,0.611976833390844,0.000167746084091583,0.000238054455564909,0.000174419581993354
Alcaligenaceae,-2.35203195386589,depleted,0.00399979176098147,0.792105346326771,nosig,0.357537489799453,3.14413730019266,enriched,0.00016312789090174,0.00016463726397103,0.00109894877632641,0.000111985511091964
Alicyclobacillaceae,-2.07854098786294,nosig,0.0299620644471271,-0.324472862723258,nosig,0.739572346392184,1.75406812513968,nosig,0.0636206864318255,0.000130079332400542,0.000694185747149671,0.000179660726881144
Armatimonadaceae,-1.22636526787828,nosig,0.220879679178386,-0.910255140387265,nosig,0.370697054486891,0.316110127491019,nosig,0.726710649555151,2.63404076807634e-05,8.0637545905807e-05,5.7871866359429e-05
Bacillaceae_1,-1.21588108893568,depleted,9.34842014555724e-06,0.792151299033958,enriched,0.00426774544546327,2.00803238796964,enriched,3.20916962855324e-13,0.00689577777373933,0.0204260206361294,0.00448661527016728
Bacillaceae_2,-1.03539901099752,nosig,0.158869399293516,1.16424432019912,nosig,0.134691371556145,2.19964333119664,enriched,0.00390275834884551,0.000219052190156996,0.000582323318582123,0.00011241420747165
Bacteriovoracaceae,0.841108048926698,nosig,0.0739458496163468,0.30087187753404,nosig,0.520934427190123,-0.540236171392658,nosig,0.251341373895495,0.00231252384964269,0.00177696409039023,0.00230374220181425
Bdellovibrionaceae,0.749996112152263,nosig,0.02329018617395,0.487192034803083,nosig,0.137512428570765,-0.262804077349179,nosig,0.42959726336773,0.00138962180765013,0.001080938576631,0.00116373410985871
Beijerinckiaceae,1.31946887691417,nosig,0.0259657696627673,1.16983914589363,nosig,0.0464889198277348,-0.149629731020542,nosig,0.80701800348213,0.000349453134137973,0.000185744869714983,0.000186989650800517
Bradyrhizobiaceae,0.501859569103985,enriched,0.000268033421988539,0.432694563205139,enriched,0.00166658275867101,-0.0691650058988455,nosig,0.615996536036603,0.02864668636403,0.0262548023505101,0.0244129073096127
Brucellaceae,2.45982332404395,nosig,0.030815219427059,0.523978139417504,nosig,0.608092272662885,-1.93584518462645,nosig,0.0913971660672457,0.000123099741417657,3.02843584040176e-05,0.000101987925269188
Burkholderiaceae,0.588701372534817,nosig,0.0393749921637328,0.51094578582682,nosig,0.0730468768758397,-0.0777555867079968,nosig,0.787020788820502,0.00185095585378404,0.00161425113815269,0.00149569737028747
Burkholderiales_incertae_sedis,0.452319880487225,nosig,0.0879433299440585,0.204249262053516,nosig,0.44065727266839,-0.248070618433709,nosig,0.349355967569223,0.0173387316310221,0.0166507949770915,0.0179736487797236
Caldilineaceae,-1.51864924698157,nosig,0.0424478042658253,-0.904160270956808,nosig,0.237124301306491,0.61448897602476,nosig,0.373372554740279,6.42371467068789e-05,0.000220941093076511,0.000130031287024239
Caulobacteraceae,0.872540582606304,enriched,4.34840425680037e-07,0.687635063818243,enriched,6.53279133191232e-05,-0.184905518788061,nosig,0.286660750584424,0.0122150696032638,0.00869506261262768,0.00874301042290695
Cellulomonadaceae,-1.32165245877645,depleted,0.00652851256741153,-1.07036263717602,nosig,0.0281450694805959,0.251289821600424,nosig,0.592849869670203,0.000386544448759246,0.00116615324793553,0.000883334871793566
Chitinophagaceae,-2.01597537514628,depleted,4.93105302885121e-11,-1.83257555823935,depleted,2.43305566264192e-09,0.18339981690693,nosig,0.531689482722126,0.000911779632215257,0.00445778681272237,0.00355882499809157
Chlamydiaceae,-1.44104660645279,nosig,0.158511423512818,-1.84580294871843,nosig,0.0695702390650887,-0.404756342265638,nosig,0.678387194131441,7.84434267655368e-05,0.000261075987287582,0.000334352654829609
Chloroflexaceae,0.075399888902945,nosig,0.794409957035544,-0.0706656511747753,nosig,0.806274272096798,-0.14606554007772,nosig,0.611029251283217,0.00132159223510781,0.00157010573217889,0.00158754170592594
Clostridiaceae_1,0.79770135549489,nosig,0.519129188838037,1.97650659264675,nosig,0.113557635148677,1.17880523715186,nosig,0.346529780905798,0.000741177746674465,0.00042898511086692,0.000179271373995867
Comamonadaceae,0.975948772889009,enriched,1.87050830692891e-05,0.61184846841631,enriched,0.0072757937508646,-0.3641003044727,nosig,0.110425061973224,0.11374443776024,0.0749584516462827,0.0872686739536774
Conexibacteraceae,0.250481702946136,nosig,0.347320359752062,0.406395673154962,nosig,0.128853204913179,0.155913970208825,nosig,0.560738982188176,0.00179487466157981,0.00193385135697219,0.00152457443681472
Cryomorphaceae,-1.33399136087242,depleted,0.000192517563020369,-2.04879259350963,depleted,5.11700861042613e-09,-0.714801232637215,nosig,0.0231034071391148,0.000258901304419021,0.00081414889291278,0.00119422141608313
Cryptosporangiaceae,0.143406379836128,nosig,0.895742050321597,0.305167620473463,nosig,0.781213699036823,0.161761240637334,nosig,0.882808395266534,0.000100020049844086,0.000122005387423313,9.40652266032783e-05
Cyclobacteriaceae,-1.65801661420963,depleted,0.00674163377610543,-1.48295714985565,nosig,0.0159698349495928,0.175059464353983,nosig,0.743425107929371,7.20877066443533e-05,0.000283538660878659,0.00023141386637041
Cystobacteraceae,-0.779984200287028,depleted,0.0130575277676007,-0.186775596271921,nosig,0.560737917122228,0.593208604015107,nosig,0.053864652224338,0.00056793869853267,0.00119968669657417,0.000710608990001855
