,logFC,level,p,Genus,ord
Archangium,-5.43103659588833,depleted,1.32615315032983e-06,Archangium,29.4961585058783
Gp11,-3.82696918550087,depleted,0.0038917382528659,Gp11,14.6456931467732
Thermogutta,-3.24060167306068,depleted,0.000225355367880582,Thermogutta,10.5014992034437
Kibdelosporangium,3.12050875896259,enriched,9.33349794436734e-05,Kibdelosporangium,9.73757491476222
Paraherbaspirillum,3.07476614360124,enriched,2.76352640515343e-07,Paraherbaspirillum,9.45418683783643
Terribacillus,-2.88683926401048,depleted,0.00309574987924137,Terribacillus,8.33384093623257
Achromobacter,-2.83154435425445,depleted,0.0032167734500148,Achromobacter,8.01764343011023
Oligoflexus,-2.69969803824606,depleted,0.0108283513881658,Oligoflexus,7.28836949770964
Cryobacterium,-2.59342148985891,depleted,0.00103923585680045,Cryobacterium,6.72583502406202
Gp6,-2.32555006152815,depleted,8.25053437202322e-07,Gp6,5.4081830886736
Gp17,-2.14642677205987,depleted,8.47623317443636e-06,Gp17,4.60714788781535
Niastella,-2.1161180995271,depleted,6.24340289522907e-10,Niastella,4.47795581114619
Lysinibacillus,-2.00341814472406,depleted,0.00838154153103479,Lysinibacillus,4.01368426260959
Opitutus,-1.96372726160734,depleted,2.01458761807622e-07,Opitutus,3.85622475797987
Pirellula,-1.96068688072773,depleted,0.000102585012594158,Pirellula,3.84429304425785
Blastopirellula,-1.94189559360329,depleted,0.0075081597864178,Blastopirellula,3.77095849645588
Haliangium,-1.82743808660469,depleted,4.42791663536524e-07,Haliangium,3.33952996037341
Spartobacteria_genera_incertae_sedis,-1.74063822299885,depleted,0.001153710769383,Spartobacteria_genera_incertae_sedis,3.02982142336459
Terrimonas,-1.62091915841882,depleted,0.000915494553847404,Terrimonas,2.62737891812919
Cellulomonas,-1.40292811367094,depleted,0.00502344631525955,Cellulomonas,1.96820729212831
Pelomonas,1.35996391204206,enriched,6.68311863914586e-06,Pelomonas,1.84950184205675
Bacillus,-1.35661064959892,depleted,7.92332998536462e-06,Bacillus,1.8403924546052
Amycolatopsis,1.28290092615672,enriched,0.00202389601361298,Amycolatopsis,1.64583478633376
Massilia,1.26692099833214,enriched,4.57122268112887e-09,Massilia,1.6050888160149
Bosea,1.23770949620631,enriched,0.000552357491955869,Bosea,1.53192479699927
Aquihabitans,-1.19152219284153,depleted,0.000530846772793199,Aquihabitans,1.41972513603389
Brevundimonas,1.19130172083593,enriched,0.00241323913294337,Brevundimonas,1.41919979006666
Aeromicrobium,1.17048741254208,enriched,2.14973264355814e-07,Aeromicrobium,1.37004078291944
Sphingomonas,1.15386025521029,enriched,5.02489019451005e-06,Sphingomonas,1.33139348855395
Devosia,1.14868593714844,enriched,1.53740212657492e-05,Devosia,1.31947938220259
Rhizobium,1.14295889488456,enriched,6.57239503524915e-05,Rhizobium,1.30635503539574
Phyllobacterium,1.12161029773902,enriched,0.00189304048811216,Phyllobacterium,1.25800965999421
Ohtaekwangia,-1.06281846739146,depleted,0.00978441532738542,Ohtaekwangia,1.12958309462834
Altererythrobacter,0.973366169313081,enriched,0.0022230113193729,Altererythrobacter,0.947441699563221
Polaromonas,0.935564182248391,enriched,0.000928401676543115,Polaromonas,0.875280339106101
Subdivision3_genera_incertae_sedis,-0.900123966869979,depleted,0.00150793431882353,Subdivision3_genera_incertae_sedis,0.810223155733747
Phenylobacterium,0.863063955172657,enriched,7.9393974890769e-06,Phenylobacterium,0.744879390718269
Geobacter,-0.802964233707078,depleted,0.00700755648198476,Geobacter,0.644751560612796
Hyphomicrobium,0.787519892314499,enriched,0.00104059622380486,Hyphomicrobium,0.62018758079104
Sandaracinus,0.778185434980751,enriched,0.000640280175826897,Sandaracinus,0.605572571216181
Arthrobacter,-0.770933543222661,depleted,0.00430821964152553,Arthrobacter,0.594338528065847
Kinneretia,0.637988414811648,enriched,0.00517594747668079,Kinneretia,0.40702921743388
Dongia,-0.617602821448404,depleted,0.00687869899492666,Dongia,0.381433245061029
Mesorhizobium,0.571854964528708,enriched,0.00186358676407909,Mesorhizobium,0.32701810045613
Steroidobacter,-0.36030520864668,depleted,0.00804488381782581,Steroidobacter,0.129819843377927
Unassigned,0.266459118524409,enriched,0.00137635005536048,Unassigned,0.0710004618448051
