,logFC,level,p,Genus,ord
Kibdelosporangium,2.3875119925548,enriched,0.00271993920272815,Kibdelosporangium,5.70021351459299
Niastella,-2.06575237695803,depleted,1.59421997265896e-09,Niastella,4.26733288290775
Paenibacillus,1.87855710206037,enriched,0.0010649229000659,Paenibacillus,3.52897678570145
Opitutus,-1.82109988661938,depleted,1.53879126092246e-06,Opitutus,3.31640479704512
Paraherbaspirillum,1.75576122166938,enriched,0.00186083253461042,Paraherbaspirillum,3.08269746751795
Gp17,-1.60480661482629,depleted,0.00095677915588701,Gp17,2.57540427099021
Gp6,-1.57674484505944,depleted,0.000916678150428786,Gp6,2.48612430642152
Virgisporangium,1.2287454189888,enriched,0.00804422743967999,Virgisporangium,1.50981530468596
Brevundimonas,1.18175097469971,enriched,0.0026051763168096,Brevundimonas,1.39653536620371
Haliangium,-1.17403240051769,depleted,0.00155731601807748,Haliangium,1.37835207746534
Devosia,1.07424173705657,enriched,5.23650877591781e-05,Devosia,1.15399530963433
Kineosporia,-1.04590130834233,depleted,0.00687779120757559,Kineosporia,1.09390954679219
Sphingomonas,1.02206296490204,enriched,5.21216303583419e-05,Sphingomonas,1.04461270422434
Hyphomicrobium,1.01820454601295,enriched,2.40740750684152e-05,Hyphomicrobium,1.03674049752143
Aeromicrobium,0.99749438912119,enriched,9.01580673973232e-06,Aeromicrobium,0.994995056328257
Aquihabitans,-0.915844016561032,depleted,0.00869418661745838,Aquihabitans,0.838770262670643
Piscinibacter,-0.887848825391969,depleted,0.00456775615406937,Piscinibacter,0.788275536749898
Pelomonas,0.839367653825484,enriched,0.00541374379260322,Pelomonas,0.704538058288497
Rhizobium,0.828693113983841,enriched,0.00376974435916176,Rhizobium,0.686732277164236
Massilia,0.707217770870134,enriched,0.000873115327040585,Massilia,0.500156975434522
Ramlibacter,0.677445140083783,enriched,0.000537507890262527,Ramlibacter,0.458931917823136
Steroidobacter,-0.594143292502042,depleted,1.20519746534968e-05,Steroidobacter,0.353006252025168
Phenylobacterium,0.561639283087159,enriched,0.00346695657164672,Phenylobacterium,0.315438684306658
Nocardioides,0.379997923054441,enriched,0.0090232545154142,Nocardioides,0.144398421525689
