,logFC,level,p,Genus,ord
ASV_1202,3.27634711727705,enriched,6.2056281931076e-05,ASV_1202,10.7344504328896
ASV_575,3.02009585858672,enriched,1.59328720696717e-06,ASV_575,9.12097899505268
ASV_43,2.84723056936538,enriched,8.49304572123548e-13,ASV_43,8.10672191512873
ASV_172,2.800685862541,enriched,3.78630510977268e-12,ASV_172,7.84384130063701
ASV_67,2.35465652046101,enriched,1.90350459888912e-06,ASV_67,5.54440732934955
ASV_246,2.34978111071476,enriched,8.02793535427037e-07,ASV_246,5.5214712682719
