,Pvalues,FDR,Group1,Group2,Group3,max,min,LDAscore,class,color
p__Archaea_Rank_Crenarchaeota,0.0024064,0.082864,7.66666666666667,0,3.5,7.66666666666667,0,0.684,Group1,darkgreen
p__Bacteria_Rank_Spirochaetes,0.0057203,0.082864,88.6666666666667,31,82,88.6666666666667,31,1.47,Group1,darkgreen
p__Bacteria_Rank_Firmicutes,0.0068172,0.082864,3413,5346.16666666667,2769.16666666667,5346.16666666667,2769.16666666667,3.11,Group2,red
p__Bacteria_Rank_Chlorobi,0.01687,0.11385,5.5,1.5,13.6666666666667,13.6666666666667,1.5,0.85,Group3,blue
p__Bacteria_Rank_Acidobacteria,0.022085,0.11385,33908.8333333333,24375.1666666667,30001.1666666667,33908.8333333333,24375.1666666667,3.68,Group1,darkgreen
p__Bacteria_Rank_Aminicenantes,0.034218,0.15588,0.666666666666667,0,0,0.666666666666667,0,0.125,Group1,darkgreen
p__Bacteria_Rank_Tenericutes,0.056951,0.21227,11.1666666666667,34.1666666666667,33.3333333333333,34.1666666666667,11.1666666666667,1.1,Group2,red
p__Bacteria_Rank_Unassigned,0.062177,0.21244,36555.5,25479.6666666667,26648.3333333333,36555.5,25479.6666666667,3.74,Group1,darkgreen
