"","source","target","value","energy_type"
"1",2,19,0.454899364680315,"p_Acidobacteria"
"2",2,40,0.0565870547975473,"p_Acidobacteria"
"3",2,34,0.107462325541513,"p_Acidobacteria"
"4",2,31,0.145987629939978,"p_Acidobacteria"
"5",2,25,0.231479802747093,"p_Acidobacteria"
"6",2,20,0.489749469689496,"p_Acidobacteria"
"7",2,35,0.0830022735693209,"p_Acidobacteria"
"8",2,41,0.0545664933927275,"p_Acidobacteria"
"9",2,17,0.6413047123222,"p_Acidobacteria"
"10",2,36,0.0798756569905162,"p_Acidobacteria"
"11",6,23,0.306686239483314,"p_Actinobacteria"
"12",5,27,1.07185565300463,"p_Proteobacteria"
"13",10,29,0.186892637283026,"p_Firmicutes"
"14",5,22,0.437168742574754,"p_Proteobacteria"
"15",9,37,0.0785008346760507,"p_Bacteroidetes"
"16",5,30,0.216729529151583,"p_Proteobacteria"
"17",5,32,0.328792354175589,"p_Proteobacteria"
"18",3,18,0.465862387672249,"p_Gemmatimonadetes"
"19",12,33,0.128796240870888,"p_Nitrospirae"
"20",4,39,0.0593906425812385,"p_Verrucomicrobia"
"21",16,38,0.109202706735567,"p_Planctomycetes"
"22",4,24,0.242599569290268,"p_Verrucomicrobia"
"23",9,28,0.256196248954565,"p_Bacteroidetes"
"24",4,21,0.344937646404704,"p_Verrucomicrobia"
"25",15,26,0.836224809273868,"p_Armatimonadetes"
"26",11,26,0.836224809273868,"p_Parcubacteria"
"27",7,26,0.836224809273868,"p_Thaumarchaeota"
"28",8,26,0.836224809273868,"p_candidate_division_WPS-1"
"29",13,26,0.836224809273868,"p_Candidatus_Saccharibacteria"
"30",14,26,0.836224809273868,"p_Latescibacteria"
"31",49,71,0.186892637283026,"o_Bacillales"
"32",53,74,0.132388320905969,"o_Rhizobiales"
"33",44,66,0.375070461680417,"o_Burkholderiales"
"34",56,78,0.0859928194139995,"o_Caulobacterales"
"35",48,70,0.256196248954565,"o_Sphingobacteriales"
"36",55,76,0.116021415301446,"o_Legionellales"
"37",45,67,0.252378680761152,"o_Gaiellales"
"38",43,65,0.465862387672249,"o_Gemmatimonadales"
"39",50,72,0.161434457142709,"o_Desulfuromonadales"
"40",61,84,0.0552950720088739,"o_Myxococcales"
"41",62,85,0.0543075587221617,"o_Actinomycetales"
"42",46,68,0.230550873037065,"o_Nitrososphaerales"
"43",54,75,0.128796240870888,"o_Nitrospirales"
"44",60,83,0.0593906425812385,"o_Opitutales"
"45",44,81,0.0620982808943372,"o_Burkholderiales"
"46",53,80,0.0676530078971231,"o_Rhizobiales"
"47",59,82,0.109202706735567,"o_Planctomycetales"
"48",51,73,0.138752027773846,"o_Pseudomonadales"
"49",63,86,0.0424809879996173,"o_Rhodospirillales"
"50",58,79,0.0740189111002977,"o_Xanthomonadales"
"51",47,69,0.460028921635768,"o_Sphingomonadales"
"52",52,64,3.80720769762377,"o_Alphaproteobacteria_incertae_sedis"
"53",57,64,3.80720769762377,"o_Cytophagales"
"54",63,64,3.80720769762377,"o_Rhodospirillales"
"55",42,64,3.80720769762377,"o_Unassigned"
"56",53,77,0.092730667806918,"o_Rhizobiales"
"57",76,112,0.116021415301446,"f_Coxiellaceae"
"58",64,121,0.0823638209214848,"f_Unassigned"
"59",85,134,0.0543075587221617,"f_Micrococcaceae"
"60",71,104,0.186892637283026,"f_Bacillaceae_1"
"61",74,110,0.132388320905969,"f_Bradyrhizobiaceae"
"62",66,95,0.272622039774187,"f_Burkholderiaceae"
"63",64,115,0.0990475905117653,"f_Unassigned"
"64",64,123,0.0785008346760507,"f_Unassigned"
"65",86,138,0.0424809879996173,"f_Rhodospirillaceae"
"66",67,96,0.252378680761152,"f_Gaiellaceae"
"67",82,127,0.0602169356740372,"f_Planctomycetaceae"
"68",65,91,0.465862387672249,"f_Gemmatimonadaceae"
"69",72,105,0.161434457142709,"f_Geobacteraceae"
"70",64,92,0.403011715805109,"f_Unassigned"
"71",64,129,0.0565870547975473,"f_Unassigned"
"72",64,113,0.107462325541513,"f_Unassigned"
"73",64,106,0.145987629939978,"f_Unassigned"
"74",64,98,0.231479802747093,"f_Unassigned"
"75",64,93,0.390701879177731,"f_Unassigned"
"76",64,120,0.0830022735693209,"f_Unassigned"
"77",64,133,0.0545664933927275,"f_Unassigned"
"78",64,90,0.6413047123222,"f_Unassigned"
"79",64,122,0.0798756569905162,"f_Unassigned"
"80",84,131,0.0552950720088739,"f_Haliangiaceae"
"81",64,118,0.090744538339777,"f_Unassigned"
"82",80,125,0.0676530078971231,"f_Phyllobacteriaceae"
"83",70,132,0.0546902527838145,"f_Chitinophagaceae"
"84",68,99,0.230550873037065,"f_Nitrososphaeraceae"
"85",75,111,0.128796240870888,"f_Nitrospiraceae"
"86",69,103,0.188373767096311,"f_Sphingomonadaceae"
"87",83,128,0.0593906425812385,"f_Opitutaceae"
"88",64,108,0.138334171025123,"f_Unassigned"
"89",78,119,0.0859928194139995,"f_Caulobacteraceae"
"90",82,137,0.0489857710615298,"f_Planctomycetaceae"
"91",81,126,0.0620982808943372,"f_Oxalobacteraceae"
"92",77,116,0.092730667806918,"f_Xanthobacteraceae"
"93",73,107,0.138752027773846,"f_Pseudomonadaceae"
"94",66,114,0.10244842190623,"f_Burkholderiaceae"
"95",64,135,0.0528066386054347,"f_Unassigned"
"96",64,109,0.137774288739805,"f_Unassigned"
"97",64,117,0.090937759319757,"f_Unassigned"
"98",64,97,0.242599569290268,"f_Unassigned"
"99",69,130,0.0555385641138906,"f_Sphingomonadaceae"
"100",69,100,0.216116590425567,"f_Sphingomonadaceae"
"101",79,124,0.0740189111002977,"f_Sinobacteraceae"
"102",64,94,0.344937646404704,"f_Unassigned"
"103",64,136,0.0518876488752065,"f_Unassigned"
"104",70,102,0.201505996170751,"f_Chitinophagaceae"
"105",64,101,0.203293646630662,"f_Unassigned"
"106",87,1,0.230550873037065,"Group1"
"107",87,1,0.230550873037065,"Group1"
"108",88,1,0.230550873037065,"Group2"
"109",89,1,0.230550873037065,"Group3"
"110",88,1,0.230550873037065,"Group2"
"111",89,1,0.230550873037065,"Group3"
"112",88,0,7.18420015276594,"Group2"
"113",87,0,7.18420015276594,"Group1"
"114",89,0,7.18420015276594,"Group3"
"115",89,0,7.18420015276594,"Group3"
"116",87,0,7.18420015276594,"Group1"
"117",88,0,7.18420015276594,"Group2"
"118",87,139,NA,"Group1"
"119",88,139,NA,"Group2"
"120",89,139,NA,"Group3"
"121",23,62,0.0543075587221617,"c_Actinobacteria"
"122",27,52,0.137774288739805,"c_Alphaproteobacteria"
"123",29,49,0.186892637283026,"c_Bacilli"
"124",22,44,0.437168742574754,"c_Betaproteobacteria"
"125",27,56,0.0859928194139995,"c_Alphaproteobacteria"
"126",37,57,0.0785008346760507,"c_Cytophagia"
"127",30,50,0.161434457142709,"c_Deltaproteobacteria"
"128",23,45,0.252378680761152,"c_Actinobacteria"
"129",18,43,0.465862387672249,"c_Gemmatimonadetes"
"130",32,55,0.116021415301446,"c_Gammaproteobacteria"
"131",30,61,0.0552950720088739,"c_Deltaproteobacteria"
"132",26,46,0.230550873037065,"c_Unassigned"
"133",33,54,0.128796240870888,"c_Nitrospira"
"134",39,60,0.0593906425812385,"c_Opitutae"
"135",38,59,0.109202706735567,"c_Planctomycetia"
"136",32,51,0.138752027773846,"c_Gammaproteobacteria"
"137",27,53,0.29277199661001,"c_Alphaproteobacteria"
"138",27,63,0.095287626605052,"c_Alphaproteobacteria"
"139",28,48,0.256196248954565,"c_Sphingobacteriia"
"140",27,47,0.460028921635768,"c_Alphaproteobacteria"
"141",19,42,3.53812593560248,"c_Acidobacteria_Gp1"
"142",40,42,3.53812593560248,"c_Acidobacteria_Gp10"
"143",34,42,3.53812593560248,"c_Acidobacteria_Gp13"
"144",31,42,3.53812593560248,"c_Acidobacteria_Gp16"
"145",25,42,3.53812593560248,"c_Acidobacteria_Gp2"
"146",20,42,3.53812593560248,"c_Acidobacteria_Gp3"
"147",35,42,3.53812593560248,"c_Acidobacteria_Gp4"
"148",41,42,3.53812593560248,"c_Acidobacteria_Gp5"
"149",17,42,3.53812593560248,"c_Acidobacteria_Gp6"
"150",36,42,3.53812593560248,"c_Acidobacteria_Gp7"
"151",21,42,3.53812593560248,"c_Subdivision3"
"152",24,42,3.53812593560248,"c_Spartobacteria"
"153",26,42,3.53812593560248,"c_Unassigned"
"154",32,58,0.0740189111002977,"c_Gammaproteobacteria"
"155",0,2,2.34491478367071,"k_Bacteria"
"156",0,2,2.34491478367071,"k_Bacteria"
"157",0,6,0.306686239483314,"k_Bacteria"
"158",0,6,0.306686239483314,"k_Bacteria"
"159",0,15,0.0823638209214848,"k_Bacteria"
"160",0,15,0.0823638209214848,"k_Bacteria"
"161",0,9,0.334697083630616,"k_Bacteria"
"162",0,9,0.334697083630616,"k_Bacteria"
"163",0,8,0.203293646630662,"k_Bacteria"
"164",0,8,0.203293646630662,"k_Bacteria"
"165",0,13,0.090937759319757,"k_Bacteria"
"166",0,13,0.090937759319757,"k_Bacteria"
"167",0,10,0.186892637283026,"k_Bacteria"
"168",0,10,0.186892637283026,"k_Bacteria"
"169",0,3,0.465862387672249,"k_Bacteria"
"170",0,3,0.465862387672249,"k_Bacteria"
"171",0,14,0.090744538339777,"k_Bacteria"
"172",0,14,0.090744538339777,"k_Bacteria"
"173",0,12,0.128796240870888,"k_Bacteria"
"174",0,12,0.128796240870888,"k_Bacteria"
"175",0,11,0.138334171025123,"k_Bacteria"
"176",0,11,0.138334171025123,"k_Bacteria"
"177",0,16,0.109202706735567,"k_Bacteria"
"178",0,16,0.109202706735567,"k_Bacteria"
"179",0,5,2.05454627890656,"k_Bacteria"
"180",0,5,2.05454627890656,"k_Bacteria"
"181",1,7,0.230550873037065,"k_Archaea"
"182",1,7,0.230550873037065,"k_Archaea"
"183",0,4,0.646927858276211,"k_Bacteria"
"184",0,4,0.646927858276211,"k_Bacteria"
