"","KO1","KO2","KO3","KO4","KO5","KO6","OE1","OE2","OE3","OE4","OE5","OE6","WT1","WT2","WT3","WT4","WT5","WT6"
"k__Bacteria|p__Chloroflexi|c__Chloroflexia|o__Unassigned",0.00294222539229672,0.00429427969534921,0.000600015000375009,0.00145638509888088,0.0018216263480035,0.00152585929971089,0.00201477501678979,0.00248777558548512,0.00253464008110848,0.00232959447799827,0.00183838222364319,0.0014866637516397,0.00268631514314222,0.00143547899667573,0.00204750204750205,0.00229194657393504,0.00182038834951456,0.00313858039594399
"k__Bacteria|p__Planctomycetes|c__Planctomycetacia|o__Pirellulales",0.000267475035663338,0.00170150704910063,0.00120003000075002,0.000383259236547601,0.00014573010784028,0.00040154192097655,0.00411349899261249,0.00634811701123788,0.0031260561000338,0.00103537532355479,0.00223803053313084,0.00472234368167906,0.00168854094711797,0.00143547899667573,0.0018018018018018,0.00142258752864933,0.0010618932038835,0.000724287783679382
"k__Bacteria|p__Gemmatimonadetes|c__Gemmatimonadetes|o__Gemmatimonadales",0.00178316690442225,0.00162048290390536,0.000900022500562514,0.0011497777096428,0.000510055377440979,0.00112431737873434,0.00167897918065816,0.00162992193531783,0.00152078404866509,0.00138050043140638,0.00119894492846295,0.00139921294271972,0.000690766751093714,0.00120882441825325,0.000819000819000819,0.0012645222476883,0.0011377427184466,0.00169000482858522
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales",0.00115905848787447,0.000243072435585805,0.000525013125328133,0.000459911083857121,0.000364325269600699,0.00024092515258593,0.0010073875083949,0.00257356095050184,0.00582967218654951,0.00362381363244176,0.000399648309487651,0.00034980323567993,0.00260956328190959,0.00075551526140828,0.000655200655200655,0.000395163202402592,0.000303398058252427,0.000804764204088202
"k__Bacteria|p__Bacteroidetes|c__Unassigned|o__Unassigned",0.00169400855920114,0.000648193161562146,0.000375009375234381,0.000996474015023762,0.000801515593121539,0.00056215868936717,0.000923438549361988,0.00128678047525092,0.00202771206488679,0.00112165660051769,0.000879226280872832,0.00104940970703979,0.000997774196024254,0.00120882441825325,0.00139230139230139,0.00197581601201296,0.0010618932038835,0.0016095284081764
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Geodermatophilales",0.000445791726105563,0.00226867606546751,0.000900022500562514,0.000689866625785681,0.00029146021568056,0.0008030838419531,0.00134318334452653,0.00223041949043493,0.00109834403514701,0.000776531492666091,0.000879226280872832,0.00314822912111937,0.000537263028628444,0.00037775763070414,0.000982800982800983,0.00134355488816881,0.00166868932038835,0.000643811363270562
"k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales",0.00098074179743224,0.000810241451952682,0.000825020625515638,0.00107312586233328,0.000364325269600699,0.00072277545775779,0.00176292813969107,0.00102942438020074,0.00109834403514701,0.00155306298533218,0.0015985932379506,0.0020113686051596,0.000997774196024254,0.000982169839830765,0.00139230139230139,0.00102742432624674,0.000455097087378641,0.00169000482858522
"k__Bacteria|p__Chloroflexi|c__Chloroflexia|o__Chloroflexales",0.00115905848787447,0.000810241451952682,0.000900022500562514,0.000843170320404722,0.00116584086272224,0.00040154192097655,0.000671591672263264,0.00145835120528438,0.00109834403514701,0.00120793787748059,0.00103908560466789,0.0014866637516397,0.00268631514314222,0.00128437594439408,0.00114660114660115,0.00165968545009089,0.000455097087378641,0.000804764204088202
"k__Bacteria|p__Chloroflexi|c__Unassigned|o__Unassigned",0.000178316690442225,0.00121536217792902,0.000150003750093752,0.00022995554192856,0.000582920431361119,0.00024092515258593,0.00151108126259234,0.00317405850561894,0.00126732004055424,0.000862812769628991,0.000959155942770362,0.00113686051595977,0.00145828536342006,0.000831066787549108,0.000982800982800983,0.000869359045285703,0.000910194174757282,0.000643811363270562
"k__Bacteria|p__Nitrospirae|c__Nitrospira|o__Nitrospirales",0.000445791726105563,0.000486144871171609,0.000225005625140629,0.000536562931166641,0.00021859516176042,0.00048185030517186,0.00083948959032908,0.000514712190100369,0.000760392024332545,0.000603968938740293,0.000879226280872832,0.00131176213379974,0.000690766751093714,0.000679963735267452,0.000737100737100737,0.0030032403382597,0.000986043689320388,0.00152905198776758
"k__Bacteria|p__Verrucomicrobia|c__Opitutae|o__Opitutales",8.91583452211127e-05,0.000162048290390536,0.000150003750093752,0.00022995554192856,0.000437190323520839,0.00040154192097655,0.000587642713230356,0.000514712190100369,0.00109834403514701,0.00103537532355479,0.00143873391415554,0.00227372103191955,0.00145828536342006,0.000831066787549108,0.00147420147420147,0.000869359045285703,0.000758495145631068,0.000724287783679382
"k__Bacteria|p__Acidobacteria|c__Vicinamibacteria|o__Vicinamibacterales",0.000178316690442225,0.000567169016366877,7.50018750468762e-05,7.66518473095202e-05,7.28650539201399e-05,0.00016061676839062,0.00218267293485561,0.000772068285150553,0.000844880027036161,0.000517687661777394,0.00175845256174566,0.00244862264975951,0.00115127791848952,0.00037775763070414,0.00122850122850123,0.000790326404805185,0.000303398058252427,0.000482858522452921
"k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales",0.000624108416547789,0.000729217306757414,0.000450011250281257,0.000689866625785681,0.00116584086272224,0.00016061676839062,0.00041974479516454,0.000428926825083641,0.00101385603244339,0.000690250215703192,0.000479577971385181,0.00069960647135986,0.000921022334791619,0.00219099425808401,0.000573300573300573,0.000711293764324666,0.000834344660194175,0.00112666988572348
"k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales",0.000267475035663338,0.000243072435585805,0.000450011250281257,7.66518473095202e-05,0.000364325269600699,0.00040154192097655,0.00176292813969107,0.000600497555117097,0.00143629604596147,0.000517687661777394,0.00111901526656542,0.0014866637516397,0.000844270473558984,0.000831066787549108,0.000573300573300573,0.00102742432624674,0.000606796116504854,0.000563334942861742
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales",0,0.00421325555015395,0.000900022500562514,0.00015330369461904,0.00021859516176042,0.00016061676839062,0.000587642713230356,0.000257356095050184,0.000844880027036161,0.000345125107851596,0.00015985932379506,0.00069960647135986,0.000383759306163174,0.000302206104563312,0.000327600327600328,0.000316130561922074,0.00022754854368932,0.00177048124899404
"k__Bacteria|p__Actinobacteria|c__Rubrobacteria|o__Rubrobacterales",0.000178316690442225,0.00121536217792902,0.000450011250281257,0.000459911083857121,7.28650539201399e-05,0.00048185030517186,0.0010913364674278,0.000772068285150553,0.000337952010814464,0.000517687661777394,0.000319718647590121,0.00131176213379974,0.000767518612326349,0.00037775763070414,0.000573300573300573,0.000632261123844148,0.0010618932038835,0.000482858522452921
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sneathiellales",0.000445791726105563,0.000567169016366877,0.000300007500187505,0.000306607389238081,0.000655785485281259,0.00040154192097655,0.000335795836131632,0.000514712190100369,8.44880027036161e-05,0.000345125107851596,0.000639437295180241,0.000612155662439878,0.000767518612326349,0.00075551526140828,0.00040950040950041,0.00189678337153244,0.000834344660194175,0.000965717044905843
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Glycomycetales",0.000713266761768902,0.0015394587587101,0.000675016875421886,0.000306607389238081,0.000364325269600699,0.00064246707356248,0.000167897918065816,0.000257356095050184,0.000760392024332545,0.000258843830888697,0.00015985932379506,0.00034980323567993,0.000690766751093714,0.00037775763070414,0.000245700245700246,0.000553228483363629,0.000606796116504854,0.000321905681635281
"k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Unassigned",0.000178316690442225,0.000972289742343218,0.000225005625140629,0.000536562931166641,0.00021859516176042,0.00024092515258593,0.000671591672263264,0.000600497555117097,0.00042244001351808,0.000258843830888697,0.000639437295180241,0.000612155662439878,0.00015350372246527,0.000302206104563312,0.000655200655200655,0.000474195842883111,0.000303398058252427,0.000321905681635281
"k__Bacteria|p__Planctomycetes|c__Unassigned|o__Unassigned",8.91583452211127e-05,0.000243072435585805,0.000150003750093752,0,7.28650539201399e-05,0.00016061676839062,0.00125923438549362,0.00094363901518401,0.000253464008110848,0.000431406384814495,0.000879226280872832,0.000524704853519895,0.000383759306163174,0.00037775763070414,0.000737100737100737,0.000316130561922074,0.000303398058252427,0.000482858522452921
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales",0,0,7.50018750468762e-05,0,0,0,0.00621222296843519,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Chlamydiales",0.000178316690442225,0.000162048290390536,0.000300007500187505,0.00015330369461904,0.00021859516176042,0.00032123353678124,0.00041974479516454,0.000257356095050184,0.00042244001351808,0.00103537532355479,7.99296618975302e-05,0,0.00015350372246527,0.000151103052281656,0.000900900900900901,0.000237097921441555,0,0.000643811363270562
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales",0.000267475035663338,0.000162048290390536,0.000600015000375009,0.000383259236547601,0.00014573010784028,0,0.000167897918065816,0.000343141460066913,0.000337952010814464,0.000172562553925798,7.99296618975302e-05,0.000524704853519895,7.67518612326349e-05,7.5551526140828e-05,0.000245700245700246,0.000237097921441555,7.58495145631068e-05,0.000402382102044101
"k__Bacteria|p__Planctomycetes|c__Planctomycetacia|o__Unassigned",0.000178316690442225,8.10241451952682e-05,0.000300007500187505,0.000306607389238081,0,0.00016061676839062,0.000167897918065816,0.000257356095050184,8.44880027036161e-05,0.000258843830888697,0.000559507633282711,0.000262352426759948,7.67518612326349e-05,0,0.000245700245700246,0,0.000379247572815534,8.04764204088202e-05
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Acidiferrobacterales",0.000178316690442225,0.000162048290390536,7.50018750468762e-05,0,0,0,0.000251846877098724,0.000514712190100369,8.44880027036161e-05,0.000345125107851596,0.000319718647590121,0.000174901617839965,0,7.5551526140828e-05,0.00040950040950041,0.000553228483363629,0,0.00016095284081764
"k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales",8.91583452211127e-05,8.10241451952682e-05,7.50018750468762e-05,0.00015330369461904,7.28650539201399e-05,0,0.000167897918065816,0.000257356095050184,0.000253464008110848,0.000258843830888697,0.00015985932379506,0.000262352426759948,0,0.000453309156844968,0.000163800163800164,0.000237097921441555,0,0.000321905681635281
"k__Bacteria|p__Planctomycetes|c__Phycisphaerae|o__Phycisphaerales",0.000356633380884451,0.000405120725976341,0,0.00015330369461904,0,8.030838419531e-05,0.000335795836131632,8.57853650167281e-05,0,0,0.00015985932379506,0.000437254044599913,0.00015350372246527,7.5551526140828e-05,8.19000819000819e-05,0.000316130561922074,7.58495145631068e-05,0.000241429261226461
"k__Bacteria|p__Gemmatimonadetes|c__Unassigned|o__Unassigned",8.91583452211127e-05,0.000162048290390536,7.50018750468762e-05,0,0,0,0.000251846877098724,0.000257356095050184,0.000168976005407232,0.000172562553925798,0.00015985932379506,0.000174901617839965,0,0.000151103052281656,0.000327600327600328,0.000158065280961037,7.58495145631068e-05,0.00016095284081764
"k__Bacteria|p__Verrucomicrobia|c__Unassigned|o__Unassigned",0.000178316690442225,0,0,0,0.00014573010784028,0.00032123353678124,8.3948959032908e-05,0.000171570730033456,0.000506928016221697,0.000258843830888697,7.99296618975302e-05,0,0.00015350372246527,7.5551526140828e-05,8.19000819000819e-05,7.90326404805185e-05,7.58495145631068e-05,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Cryptosporangiales",8.91583452211127e-05,0,7.50018750468762e-05,0,0,0.00040154192097655,0,8.57853650167281e-05,0,8.6281276962899e-05,7.99296618975302e-05,0.00034980323567993,7.67518612326349e-05,0,0,0.000237097921441555,0.000379247572815534,8.04764204088202e-05
"k__Bacteria|p__Firmicutes|c__Unassigned|o__Unassigned",0.000178316690442225,0,0.000150003750093752,7.66518473095202e-05,7.28650539201399e-05,0,0.000167897918065816,0,8.44880027036161e-05,0,0,0.000174901617839965,0.00015350372246527,0,0.000163800163800164,0,0,0
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales",8.91583452211127e-05,0.000162048290390536,0.000300007500187505,0,0,0,0,0,0.000253464008110848,0,7.99296618975302e-05,8.74508089199825e-05,0,0,8.19000819000819e-05,0,7.58495145631068e-05,0
