,logFC,level,p,Genus,ord
ASV_1038,-6.39914002277421,depleted,0.00193201645404315,ASV_1038,40.9489930310707
ASV_1185,6.32501298231397,enriched,0.000367098839586948,ASV_1185,40.0057892264403
ASV_1149,-6.03662473484893,depleted,0.0022285477635842,ASV_1149,36.4408381893899
ASV_1373,5.96452452961452,enriched,0.00179117491291544,ASV_1373,35.5755528643733
ASV_1479,5.86179548034605,enriched,0.00144247593894168,ASV_1479,34.3606462534054
ASV_1481,5.71249345072242,enriched,0.00200899772021439,ASV_1481,32.6325814245465
ASV_1573,-5.70148541061457,depleted,0.0011364933805778,ASV_1573,32.5069358874508
ASV_1854,-5.64838522490914,depleted,0.000207882866099262,ASV_1854,31.9042556489719
ASV_2483,-5.5838131463932,depleted,0.00295855453659642,ASV_2483,31.1789692538335
ASV_1661,5.55263439542235,enriched,0.000605118908720819,ASV_1661,30.8317487292273
ASV_849,-5.53947212680174,depleted,0.000173235161085657,ASV_849,30.6857514436134
ASV_1993,-5.51715654000196,depleted,3.13012335089691e-06,ASV_1993,30.4390162868864
ASV_1802,-5.49373913049968,depleted,0.000334932452538356,ASV_1802,30.1811696339834
ASV_1191,-5.42021201148046,depleted,8.81790718140206e-08,ASV_1191,29.3786982493971
ASV_1659,5.20067261815533,enriched,0.000726426835308005,ASV_1659,27.0469956812306
ASV_2166,-5.05321050791218,depleted,0.000301527831476664,ASV_2166,25.534936437274
ASV_1939,4.90310324227181,enriched,0.000435432642947666,ASV_1939,24.0404214043763
ASV_2453,4.88537528765044,enriched,0.0031334901638907,ASV_2453,23.8668917011856
ASV_1145,-4.74688034117253,depleted,0.00014295706504033,ASV_1145,22.5328729734103
ASV_2547,4.67384020126829,enriched,0.00113921159153234,ASV_2547,21.8447822269916
ASV_2562,4.65897333747223,enriched,0.00319879714205149,ASV_2562,21.7060325592771
ASV_2848,4.5748624531162,enriched,0.00331602658074888,ASV_2848,20.9293664649324
ASV_671,-4.56026651048911,depleted,0.00153652397603096,ASV_671,20.7960306466885
