"","KO-OElogFC","KO-OElevel","KO-OEp","KO-WTlogFC","KO-WTlevel","KO-WTp","OE-WTlogFC","OE-WTlevel","OE-WTp","KO","OE","WT"
"Acidobacteria",-0.896387056967792,"depleted",0.00597819343270683,-0.333592463537144,"nosig",0.30427979016536,0.562794593430648,"nosig",0.0811036941885601,0.00294385770680123,0.00724191378961849,0.00503318728277533
"Actinobacteria",0.244916971980301,"nosig",0.202712215018021,0.164070855458892,"nosig",0.393263824875133,-0.0808461165214083,"nosig",0.673932649786624,0.271630888535949,0.304138375725578,0.324250647530949
"Armatimonadetes",-1.19347835892944,"depleted",0.00204997335541327,-1.0653064325586,"depleted",0.00579159005025629,0.128171926370844,"nosig",0.697816837863885,0.000121683513360057,0.00037722983992669,0.000348655455428331
"Bacteroidetes",-0.0586055107020049,"nosig",0.866828234317715,0.117649929450833,"nosig",0.736418393591587,0.176255440152838,"nosig",0.614043480741678,0.0399625791359477,0.0602752408200467,0.053596327285429
"Candidatus_Saccharibacteria",0.533626864372233,"nosig",0.338324606205993,1.24014592773716,"nosig",0.0291491794506023,0.706519063364924,"nosig",0.212744775767604,0.000437581695836351,0.000427435213467078,0.000270073427252255
"Chlamydiae",-0.56669738419788,"nosig",0.233373279094826,-0.515644830801572,"nosig",0.275937645993941,0.051052553396308,"nosig",0.911401657000683,0.000293308207389802,0.000588736769492031,0.000588689745335205
"Chloroflexi",0.0326262615139889,"nosig",0.923941392743487,-0.224834175611227,"nosig",0.510515279362506,-0.257460437125216,"nosig",0.451004233175686,0.0132156275931352,0.0169576772376376,0.0203669838327593
"Firmicutes",-0.541634262600525,"nosig",0.0876687792530955,1.42053577670586,"enriched",1.11404568993465e-05,1.96217003930639,"enriched",2.2320338963456e-09,0.017893374607239,0.0336730822967015,0.00881730813310327
"Ignavibacteriae",-0.380689192830942,"nosig",0.586112820609958,0.822244965878795,"nosig",0.255666202418161,1.20293415870974,"nosig",0.0913375717056412,0.000137276492569645,0.000222615327700005,9.89802260936175e-05
"Nitrospirae",-0.34677149923577,"nosig",0.33862662858472,-0.547063899432094,"nosig",0.127858692174231,-0.200292400196323,"nosig",0.568795531874931,0.00059488894847954,0.000988211165033553,0.00114343088960516
"Planctomycetes",-1.67212173530978,"depleted",1.73130634731016e-05,-0.489095974151576,"nosig",0.202865461236266,1.1830257611582,"enriched",0.0018664848842104,0.00115749028649953,0.00494376201165643,0.00223009477150043
"Proteobacteria",0.673222480326131,"enriched",0.000814180554869156,0.643053210192204,"enriched",0.00137785383394689,-0.0301692701339271,"nosig",0.880211500877207,0.633115601848216,0.544395801125661,0.562256649023266
"Spirochaetes",-0.226138579170785,"nosig",0.511501065085591,-0.360058171835858,"nosig",0.29314247811746,-0.133919592665072,"nosig",0.691461959733385,0.000887180023356844,0.00147407310601117,0.00164920253259757
"Thaumarchaeota",-1.43849682414677,"nosig",0.0599589587028958,-1.15391072339603,"nosig",0.135689942379526,0.284586100750746,"nosig",0.645773419996575,1.88522464872707e-05,7.14976601085296e-05,5.83620507606461e-05
"Unassigned",0.079196224130598,"nosig",0.752984619041422,0.401789837306347,"nosig",0.110998557164074,0.322593613175749,"nosig",0.200234586839264,0.0160157120342085,0.0195353633126227,0.0158866938111666
"Verrucomicrobia",-1.16984573399801,"depleted",2.53476828044488e-05,-0.679449869304027,"nosig",0.0141377284770231,0.490395864693986,"nosig",0.0690938281669459,0.0015740971245242,0.00468898459873837,0.0034047140019778
