,id,group,model_2,model_1,model_3
1,KO1,KO,1.73927354796155,7.90915249148226,-1.07366505334983
2,KO2,KO,-0.15590711152065,-2.06990557960066,3.89690650082704
3,KO3,KO,-0.467296794137896,-5.01384000165829,1.19800191812828
4,KO4,KO,-1.32121372639715,-1.18585347282286,0.291637892673018
5,KO5,KO,-3.19958874668794,-2.99702584728758,0.248018934883701
6,KO6,KO,0.257863690104176,0.0195084647931409,-0.967151825078168
7,OE1,OE,0.273243659072543,2.41901580741455,1.20423672052326
8,OE2,OE,-0.895201234298666,3.99737148039099,-1.3564457887974
9,OE3,OE,1.80572510842619,4.55554493097144,-0.263153610145542
10,OE4,OE,-0.760565452514588,4.04599247692402,-2.35612480739157
11,OE5,OE,-0.274833354129195,10.783237052124,0.135311247293343
12,OE6,OE,1.67136346950305,1.04264691479349,1.11746709742867
13,WT1,WT,-1.49420245921021,0.970842765543139,-0.910305041997868
14,WT2,WT,0.886577361459309,1.71467486012945,-0.237096986455352
15,WT3,WT,1.04328569283451,-0.0707314048170867,0.950202756651568
16,WT4,WT,0.41215750036701,-1.41669841302454,0.590142461210082
17,WT5,WT,11.0418549603209,-0.839381102605984,-3.00728143821498
18,WT6,WT,1.0269600985411,3.41953763488234,-0.2525095025175
